instance family
si4_b09_m200.04 3 31
si4_b09_m200.06 3 31
si4_b09_m200.05 3 36
si4_b09_m200.07 3 31
si4_b09_m200.03 3 31
si4_m4Dr4_m256.05 6 42
si4_m4Dr4_m256.09 6 42
si4_m4Dr4_m256.01 6 44
si4_m4Dr4_m256.03 6 45
si4_m4Dr4_m256.06 6 42
si4_m4Dr4_m256.07 6 62
si4_m4Dr4_m256.00 6 68
si4_m4Dr4_m256.02 6 41
si4_m4Dr4_m256.08 6 63
si4_m4Dr4_m256.04 6 48
si2_m4D_m625.01 5 206
si2_m4D_m625.00 5 205
si2_m4D_m625.08 5 226
si2_m4D_m625.04 5 194
si2_m4D_m625.09 5 214
si2_m4D_m625.02 5 228
si2_m4D_m625.05 5 209
si2_m4D_m625.06 5 231
si2_m4D_m625.07 5 210
si2_m4D_m625.03 5 406
si4_b09_m800.03 3 631
si4_b09_m800.02 3 663
si4_b09_m800.09 3 634
si4_b09_m800.06 3 629
si4_b09_m800.04 3 663
si4_b09_m800.05 3 647
si4_b09_m800.00 3 633
si4_b09_m800.01 3 655
si4_b09_m800.07 3 633
si4_b09_m800.08 3 630
si2_m4Dr4_m256.05 6 31
si2_m4Dr4_m256.02 6 32
si2_m4Dr4_m256.00 6 31
si2_m4Dr4_m256.07 6 32
si2_m4Dr4_m256.03 6 32
si2_m4Dr4_m256.06 6 31
si2_m4Dr4_m256.04 6 32
si2_m4Dr4_m256.09 6 31
si2_m4Dr4_m256.01 6 31
si2_m4Dr4_m256.08 6 51
si6_m4Dr2_m256.04 6 70
si6_m4Dr2_m256.08 6 52
si6_m4Dr2_m256.00 6 53
si6_m4Dr2_m256.07 6 51
si6_m4Dr2_m256.01 6 53
si6_m4Dr2_m256.09 6 53
si6_m4Dr2_m256.03 6 53
si6_m4Dr2_m256.05 6 53
si6_m4Dr2_m256.02 6 55
si6_m4Dr2_m256.06 6 53
si6_b06_m800.00 3 961
si6_b06_m800.05 3 902
si6_b06_m800.02 3 902
si6_b06_m800.07 3 1011
si6_b06_m800.08 3 902
si6_b06_m800.09 3 917
si6_b06_m800.06 3 930
si6_b06_m800.01 3 926
si6_b06_m800.04 3 901
si6_b06_m800.03 3 901
si4_b09m_m800.06 4 597
si4_b09m_m800.01 4 580
si4_b09m_m800.02 4 653
si4_b09m_m800.08 4 595
si4_b09m_m800.04 4 591
si4_b09m_m800.03 4 587
si4_b09m_m800.09 4 603
si4_b09m_m800.05 4 626
si4_b09m_m800.00 4 586
si4_b09m_m800.07 4 619
si2_b06_m800.04 3 421
si2_b06_m800.07 3 399
si2_b06_m800.02 3 415
si2_b06_m800.00 3 411
si2_b06_m800.03 3 397
si2_b06_m800.05 3 396
si2_b06_m800.09 3 395
si2_b06_m800.01 3 401
si2_b06_m800.08 3 395
si2_b06_m800.06 3 397
si6_m4D_m256.03 5 70
si6_m4D_m256.08 5 48
si6_m4D_m256.07 5 48
si6_m4D_m256.00 5 68
si6_m4D_m256.01 5 49
si6_m4D_m256.05 5 49
si6_m4D_m256.09 5 64
si6_m4D_m256.04 5 49
si6_m4D_m256.02 5 48
si6_m4D_m256.06 5 49
si2_b06m_m800.07 4 407
si2_b06m_m800.02 4 377
si2_b06m_m800.03 4 383
si2_b06m_m800.01 4 369
si2_b06m_m800.08 4 375
si2_b06m_m800.04 4 373
si2_b06m_m800.06 4 468
si2_b06m_m800.09 4 380
si2_b06m_m800.05 4 401
si2_b06m_m800.00 4 466
si4_b06m_m200.00 4 27
si4_b06m_m200.08 4 44
si4_b06m_m200.05 4 27
si4_b06m_m200.09 4 27
si4_b06m_m200.01 4 30
si4_b06m_m200.07 4 27
si4_b06m_m200.02 4 27
si4_b06m_m200.04 4 27
si4_b06m_m200.06 4 26
si4_b06m_m200.03 4 27
si6_r001_m400.09 7 185
si6_r001_m400.05 7 171
si6_r001_m400.00 7 167
si6_r001_m400.04 7 177
si6_r001_m400.07 7 167
si6_r001_m400.06 7 173
si6_r001_m400.02 7 219
si6_r001_m400.03 7 170
si6_r001_m400.08 7 183
si6_r001_m400.01 7 212
si6_m4D_m625.00 5 337
si6_m4D_m625.07 5 674
si6_m4D_m625.05 5 808
si6_m4D_m625.08 5 482
si6_m4D_m625.02 5 373
si6_m4D_m625.03 5 1783
si6_m4D_m625.04 5 337
si6_m4D_m625.09 5 977
si6_m4D_m625.01 5 340
si6_m4D_m625.06 5 654
si6_b09m_m800.02 4 781
si6_b09m_m800.09 4 782
si6_b09m_m800.04 4 785
si6_b09m_m800.07 4 879
si6_b09m_m800.00 4 771
si6_b09m_m800.05 4 776
si6_b09m_m800.03 4 756
si6_b09m_m800.01 4 794
si6_b09m_m800.06 4 799
si6_b09m_m800.08 4 801
si4_m4Dr6_m1296.01 6 2034
si4_m4Dr6_m1296.07 6 2053
si4_m4Dr6_m1296.06 6 2051
si4_m4Dr6_m1296.02 6 1969
si4_m4Dr6_m1296.08 6 2055
si4_m4Dr6_m1296.03 6 1974
si4_m4Dr6_m1296.00 6 2034
si4_m4Dr6_m1296.09 6 2080
si4_m4Dr6_m1296.05 6 2050
si4_m4Dr6_m1296.04 6 2105
si2_b06_m400.09 3 87
si2_b06_m400.02 3 86
si2_b06_m400.00 3 86
si2_b06_m400.03 3 105
si2_b06_m400.07 3 86
si2_b06_m400.04 3 86
si2_b06_m400.05 3 86
si2_b06_m400.01 3 85
si2_b06_m400.08 3 86
si2_b06_m400.06 3 144
si4_r01_m200.01 7 847
si4_r01_m200.08 7 17947
si4_r01_m200.03 7 6878
si4_r01_m200.04 7 5736
si4_r01_m200.07 7 5981
si4_r01_m200.02 7 9045
si4_r01_m200.05 7 13391
si4_r01_m200.06 7 2585
si4_r01_m200.00 7 9369
si4_r01_m200.09 7 7950
si2_r001_m400.06 7 200
si2_r001_m400.08 7 304
si2_r001_m400.09 7 1525
si2_r001_m400.01 7 104
si2_r001_m400.03 7 197
si2_r001_m400.04 7 98
si2_r001_m400.05 7 141
si2_r001_m400.02 7 111
si2_r001_m400.00 7 148
si2_r001_m400.07 7 20814
si4_b03m_m800.03 4 500
si4_b03m_m800.05 4 514
si4_b03m_m800.06 4 536
si4_b03m_m800.01 4 474
si4_b03m_m800.08 4 554
si4_b03m_m800.09 4 479
si4_b03m_m800.00 4 489
si4_b03m_m800.02 4 552
si4_b03m_m800.07 4 484
si4_b03m_m800.04 4 483
si2_r01_m200.03 7 24148
si2_r01_m200.00 7 3894
si2_r01_m200.05 7 1374
si2_r01_m200.01 7 7334
si2_r01_m200.08 7 2024
si2_r01_m200.06 7 22533
si2_r01_m200.09 7 3440
si2_r01_m200.02 7 9549
si2_r01_m200.07 7 7485
si2_r01_m200.04 7 1641
si2_r01_m400.04 7 98726
si2_r01_m400.00 7 1000000
si2_r01_m400.07 7 669948
si2_r01_m400.09 7 168475
si2_r01_m400.01 7 327755
si2_r01_m400.03 7 82621
si2_r01_m400.02 7 45723
si2_r01_m400.05 7 603354
si2_r01_m400.06 7 169523
si2_r01_m400.08 7 220392
si4_m4D_m625.09 5 264
si4_m4D_m625.03 5 259
si4_m4D_m625.07 5 368
si4_m4D_m625.02 5 517
si4_m4D_m625.00 5 259
si4_m4D_m625.01 5 2634
si4_m4D_m625.04 5 256
si4_m4D_m625.06 5 257
si4_m4D_m625.08 5 332
si4_m4D_m625.05 5 297
si6_m4Dr6_m256.05 6 58
si6_m4Dr6_m256.04 6 55
si6_m4Dr6_m256.03 6 54
si6_m4Dr6_m256.02 6 55
si6_m4Dr6_m256.08 6 57
si6_m4Dr6_m256.00 6 58
si6_m4Dr6_m256.09 6 55
si6_m4Dr6_m256.07 6 92
si6_m4Dr6_m256.06 6 54
si6_m4Dr6_m256.01 6 55
si6_b09_m400.07 3 257
si6_b09_m400.03 3 183
si6_b09_m400.04 3 182
si6_b09_m400.06 3 183
si6_b09_m400.05 3 183
si6_b09_m400.09 3 183
si6_b09_m400.02 3 183
si6_b09_m400.01 3 183
si6_b09_m400.08 3 183
si6_b09_m400.00 3 183
si6_b06_m400.03 3 176
si6_b06_m400.08 3 176
si6_b06_m400.07 3 176
si6_b06_m400.04 3 196
si6_b06_m400.05 3 176
si6_b06_m400.06 3 178
si6_b06_m400.02 3 176
si6_b06_m400.01 3 178
si6_b06_m400.00 3 176
si6_b06_m400.09 3 177
si6_b03m_m200.04 4 49
si6_b03m_m200.07 4 29
si6_b03m_m200.08 4 29
si6_b03m_m200.02 4 29
si6_b03m_m200.03 4 29
si6_b03m_m200.06 4 29
si6_b03m_m200.01 4 29
si6_b03m_m200.09 4 47
si6_b03m_m200.00 4 30
si6_b03m_m200.05 4 47
si4_b06_m800.04 3 613
si4_b06_m800.00 3 695
si4_b06_m800.08 3 616
si4_b06_m800.05 3 698
si4_b06_m800.03 3 615
si4_b06_m800.06 3 722
si4_b06_m800.07 3 613
si4_b06_m800.01 3 613
si4_b06_m800.02 3 732
si4_b06_m800.09 3 616
si6_b09m_m200.07 4 39
si6_b09m_m200.06 4 39
si6_b09m_m200.01 4 40
si6_b09m_m200.08 4 39
si6_b09m_m200.00 4 39
si6_b09m_m200.09 4 39
si6_b09m_m200.02 4 39
si6_b09m_m200.05 4 62
si6_b09m_m200.03 4 39
si6_b09m_m200.04 4 38
si4_b09m_m400.07 4 128
si4_b09m_m400.06 4 127
si4_b09m_m400.00 4 128
si4_b09m_m400.08 4 127
si4_b09m_m400.04 4 130
si4_b09m_m400.09 4 129
si4_b09m_m400.02 4 128
si4_b09m_m400.03 4 197
si4_b09m_m400.01 4 126
si4_b09m_m400.05 4 129
si6_m4Dr4_m1296.03 6 2610
si6_m4Dr4_m1296.06 6 2695
si6_m4Dr4_m1296.04 6 2692
si6_m4Dr4_m1296.01 6 2589
si6_m4Dr4_m1296.09 6 2815
si6_m4Dr4_m1296.02 6 2686
si6_m4Dr4_m1296.08 6 2577
si6_m4Dr4_m1296.05 6 2693
si6_m4Dr4_m1296.07 6 2702
si6_m4Dr4_m1296.00 6 2701
si6_b06_m200.09 3 39
si6_b06_m200.03 3 68
si6_b06_m200.05 3 39
si6_b06_m200.00 3 67
si6_b06_m200.08 3 67
si6_b06_m200.02 3 40
si6_b06_m200.06 3 40
si6_b06_m200.04 3 56
si6_b06_m200.01 3 39
si6_b06_m200.07 3 39
si4_m4Dr6_m625.02 6 527
si4_m4Dr6_m625.06 6 338
si4_m4Dr6_m625.03 6 310
si4_m4Dr6_m625.07 6 320
si4_m4Dr6_m625.08 6 312
si4_m4Dr6_m625.09 6 347
si4_m4Dr6_m625.00 6 313
si4_m4Dr6_m625.01 6 338
si4_m4Dr6_m625.05 6 308
si4_m4Dr6_m625.04 6 314
si6_b06m_m200.09 4 33
si6_b06m_m200.02 4 56
si6_b06m_m200.05 4 31
si6_b06m_m200.00 4 55
si6_b06m_m200.07 4 55
si6_b06m_m200.04 4 54
si6_b06m_m200.08 4 35
si6_b06m_m200.06 4 33
si6_b06m_m200.03 4 33
si6_b06m_m200.01 4 51
si6_m4Dr4_m256.05 6 54
si6_m4Dr4_m256.03 6 56
si6_m4Dr4_m256.02 6 55
si6_m4Dr4_m256.01 6 52
si6_m4Dr4_m256.08 6 80
si6_m4Dr4_m256.09 6 58
si6_m4Dr4_m256.07 6 93
si6_m4Dr4_m256.06 6 55
si6_m4Dr4_m256.04 6 54
si6_m4Dr4_m256.00 6 56
si4_r001_m600.01 7 404
si4_r001_m600.08 7 461
si4_r001_m600.02 7 599
si4_r001_m600.07 7 426
si4_r001_m600.05 7 378
si4_r001_m600.06 7 485
si4_r001_m600.00 7 419
si4_r001_m600.04 7 356
si4_r001_m600.09 7 361
si4_r001_m600.03 7 1258
si2_b09m_m200.08 4 36
si2_b09m_m200.06 4 23
si2_b09m_m200.03 4 23
si2_b09m_m200.09 4 23
si2_b09m_m200.04 4 37
si2_b09m_m200.00 4 23
si2_b09m_m200.01 4 23
si2_b09m_m200.05 4 23
si2_b09m_m200.07 4 23
si2_b09m_m200.02 4 23
si6_b03_m200.01 3 37
si6_b03_m200.03 3 57
si6_b03_m200.04 3 62
si6_b03_m200.08 3 62
si6_b03_m200.07 3 61
si6_b03_m200.09 3 37
si6_b03_m200.05 3 37
si6_b03_m200.02 3 38
si6_b03_m200.06 3 38
si6_b03_m200.00 3 38
si6_b09_m200.09 3 41
si6_b09_m200.06 3 62
si6_b09_m200.08 3 62
si6_b09_m200.03 3 41
si6_b09_m200.00 3 41
si6_b09_m200.02 3 44
si6_b09_m200.07 3 68
si6_b09_m200.04 3 41
si6_b09_m200.01 3 41
si6_b09_m200.05 3 41
g10-g11 2 1000000
g10-g12 2 1000000
g10-g13 2 1000000
g10-g14 2 1000000
g10-g15 2 1000000
g10-g16 2 1000000
g10-g20 2 1000000
g10-g21 2 9290
g10-g22 2 1000000
g10-g23 2 1000000
g10-g25 2 1000000
g10-g26 2 1000000
g10-g27 2 1000000
g10-g28 2 1000000
g10-g29 2 1000000
g10-g30 2 1000000
g10-g31 2 1000000
g10-g32 2 2422
g10-g33 2 1000000
g10-g37 2 1000000
g10-g38 2 1000000
g10-g40 2 1000000
g10-g41 2 1000000
g10-g42 2 1000000
g10-g43 2 1000000
g10-g44 2 1000000
g10-g45 2 1000000
g10-g46 2 1000000
g10-g47 2 1000000
g10-g48 2 1000000
g10-g49 2 1000000
g10-g50 2 1000000
g11-g12 2 1000000
g11-g13 2 1000000
g11-g14 2 1000000
g11-g15 2 1000000
g11-g16 2 1000000
g11-g20 2 1000000
g11-g21 2 74505
g11-g22 2 1000000
g11-g23 2 1000000
g11-g25 2 1000000
g11-g26 2 1000000
g11-g27 2 1000000
g11-g28 2 1000000
g11-g29 2 1000000
g11-g30 2 1000000
g11-g31 2 1000000
g11-g32 2 3620
g11-g33 2 1000000
g11-g37 2 1000000
g11-g38 2 1000000
g11-g40 2 1000000
g11-g41 2 1000000
g11-g42 2 1000000
g11-g43 2 1000000
g11-g44 2 1000000
g11-g45 2 1000000
g11-g46 2 1000000
g11-g47 2 1000000
g11-g48 2 1000000
g11-g49 2 1000000
g11-g50 2 1000000
g12-g20 2 1000000
g12-g21 2 1000000
g12-g23 2 1000000
g12-g26 2 1000000
g12-g27 2 1000000
g12-g29 2 1000000
g12-g30 2 1000000
g12-g31 2 1000000
g12-g32 2 18520
g12-g38 2 1000000
g12-g40 2 1000000
g12-g43 2 1000000
g12-g44 2 1000000
g12-g45 2 1000000
g12-g46 2 1000000
g12-g47 2 1000000
g12-g48 2 1000000
g12-g50 2 1000000
g13-g15 2 3
g13-g20 2 1000000
g13-g21 2 9876
g13-g23 2 1000000
g13-g25 2 1000000
g13-g26 2 1000000
g13-g27 2 1000000
g13-g29 2 1000000
g13-g30 2 1000000
g13-g31 2 1000000
g13-g32 2 782
g13-g38 2 1000000
g13-g40 2 1000000
g13-g43 2 1000000
g13-g44 2 1000000
g13-g45 2 1000000
g13-g46 2 1000000
g13-g47 2 1000000
g13-g48 2 1000000
g13-g49 2 1000000
g13-g50 2 1000000
g14-g15 2 1000000
g14-g20 2 1000000
g14-g21 2 1386
g14-g23 2 1000000
g14-g25 2 1000000
g14-g26 2 1000000
g14-g27 2 45
g14-g29 2 1000000
g14-g30 2 1000000
g14-g31 2 1000000
g14-g32 2 137600
g14-g38 2 1000000
g14-g40 2 1000000
g14-g43 2 1000000
g14-g44 2 1000000
g14-g45 2 1000000
g14-g46 2 1000000
g14-g47 2 1000000
g14-g48 2 1000000
g14-g49 2 1000000
g14-g50 2 1000000
g15-g20 2 1000000
g15-g21 2 39862
g15-g23 2 1000000
g15-g25 2 1000000
g15-g26 2 1000000
g15-g27 2 1000000
g15-g29 2 1000000
g15-g30 2 1000000
g15-g31 2 1000000
g15-g32 2 2323
g15-g38 2 1000000
g15-g40 2 1000000
g15-g43 2 1000000
g15-g44 2 1000000
g15-g45 2 1000000
g15-g46 2 1000000
g15-g47 2 1000000
g15-g48 2 1000000
g15-g49 2 1000000
g15-g50 2 1000000
g16-g20 2 1000000
g16-g21 2 25821
g16-g22 2 1000000
g16-g23 2 1000000
g16-g25 2 1000000
g16-g26 2 1000000
g16-g27 2 1000000
g16-g28 2 1000000
g16-g29 2 1000000
g16-g30 2 1000000
g16-g31 2 1000000
g16-g32 2 1000000
g16-g33 2 1000000
g16-g37 2 13
g16-g38 2 1000000
g16-g40 2 1000000
g16-g43 2 1000000
g16-g44 2 1000000
g16-g45 2 1000000
g16-g46 2 1000000
g16-g47 2 1000000
g16-g48 2 1000000
g16-g49 2 1000000
g16-g50 2 1000000
g17-g18 2 1000000
g17-g19 2 1000000
g17-g20 2 1000000
g17-g21 2 50867
g17-g22 2 1000000
g17-g23 2 1000000
g17-g24 2 1000000
g17-g25 2 1000000
g17-g26 2 1000000
g17-g27 2 1000000
g17-g28 2 1000000
g17-g29 2 1000000
g17-g30 2 1000000
g17-g31 2 1000000
g17-g32 2 2280
g17-g33 2 1000000
g17-g34 2 1000000
g17-g35 2 1000000
g17-g36 2 1000000
g17-g37 2 1000000
g17-g38 2 1000000
g17-g39 2 1000000
g17-g40 2 1000000
g17-g41 2 1000000
g17-g42 2 1000000
g17-g43 2 1000000
g17-g44 2 1000000
g17-g45 2 1000000
g17-g46 2 1000000
g17-g47 2 1000000
g17-g48 2 1000000
g17-g49 2 1000000
g17-g50 2 1000000
g18-g19 2 1000000
g18-g20 2 1000000
g18-g21 2 62125
g18-g22 2 1000000
g18-g23 2 1000000
g18-g24 2 1000000
g18-g25 2 1000000
g18-g26 2 1000000
g18-g27 2 1000000
g18-g28 2 1000000
g18-g29 2 1000000
g18-g30 2 1000000
g18-g31 2 1000000
g18-g32 2 2334
g18-g33 2 1000000
g18-g34 2 1000000
g18-g35 2 1000000
g18-g36 2 1000000
g18-g37 2 1000000
g18-g38 2 1000000
g18-g39 2 1000000
g18-g40 2 1000000
g18-g41 2 1000000
g18-g42 2 1000000
g18-g43 2 1000000
g18-g44 2 1000000
g18-g45 2 1000000
g18-g46 2 1000000
g18-g47 2 1000000
g18-g48 2 1000000
g18-g49 2 1000000
g18-g50 2 1000000
g19-g20 2 1000000
g19-g21 2 170033
g19-g22 2 1000000
g19-g23 2 1000000
g19-g25 2 1000000
g19-g26 2 1000000
g19-g27 2 1000000
g19-g28 2 1000000
g19-g29 2 1000000
g19-g30 2 1000000
g19-g31 2 1000000
g19-g32 2 5846
g19-g33 2 1000000
g19-g35 2 1000000
g19-g37 2 1000000
g19-g38 2 1000000
g19-g40 2 1000000
g19-g41 2 1000000
g19-g42 2 1000000
g19-g43 2 1000000
g19-g44 2 1000000
g19-g45 2 1000000
g19-g46 2 1000000
g19-g47 2 1000000
g19-g48 2 1000000
g19-g49 2 1000000
g19-g50 2 1000000
g2-g10 2 1
g2-g11 2 1
g2-g12 2 22
g2-g13 2 5
g2-g14 2 8
g2-g15 2 11
g2-g16 2 1
g2-g17 2 1
g2-g18 2 1
g2-g19 2 3
g2-g20 2 4
g2-g21 2 87
g2-g22 2 2
g2-g23 2 13
g2-g24 2 4
g2-g25 2 75
g2-g26 2 21
g2-g27 2 5
g2-g28 2 5
g2-g29 2 10
g2-g3 2 11
g2-g30 2 9
g2-g31 2 10
g2-g32 2 132
g2-g33 2 4
g2-g34 2 4
g2-g35 2 9
g2-g36 2 5
g2-g37 2 7
g2-g38 2 1000000
g2-g39 2 5
g2-g4 2 4
g2-g40 2 150528
g2-g41 2 6
g2-g42 2 6
g2-g43 2 13
g2-g44 2 18
g2-g45 2 18
g2-g46 2 11
g2-g47 2 11
g2-g48 2 12
g2-g49 2 9
g2-g5 2 0
g2-g50 2 30
g2-g6 2 9
g2-g7 2 91
g2-g8 2 0
g2-g9 2 24
g20-g21 2 1000000
g20-g23 2 1000000
g20-g26 2 1000000
g20-g27 2 1000000
g20-g29 2 1000000
g20-g30 2 1000000
g20-g31 2 1000000
g20-g32 2 1000000
g20-g38 2 1000000
g20-g40 2 1000000
g20-g43 2 1000000
g20-g44 2 1000000
g20-g45 2 1000000
g20-g48 2 1000000
g20-g50 2 1000000
g21-g27 2 1000000
g21-g32 2 1000000
g21-g40 2 1000000
g21-g50 2 1000000
g22-g23 2 1000000
g22-g25 2 1000000
g22-g26 2 1000000
g22-g27 2 1000000
g22-g28 2 1000000
g22-g29 2 1000000
g22-g30 2 1000000
g22-g31 2 1000000
g22-g32 2 2908
g22-g33 2 1000000
g22-g37 2 14
g22-g38 2 1000000
g22-g40 2 1000000
g22-g43 2 1000000
g22-g44 2 1000000
g22-g45 2 1000000
g22-g46 2 1000000
g22-g47 2 1000000
g22-g48 2 1000000
g22-g49 2 1000000
g22-g50 2 1000000
g23-g27 2 1000000
g23-g32 2 1000000
g23-g40 2 1000000
g23-g50 2 1000000
g24-g25 2 1000000
g24-g26 2 1000000
g24-g27 2 1000000
g24-g28 2 1000000
g24-g29 2 1000000
g24-g30 2 1000000
g24-g31 2 1000000
g24-g32 2 1487
g24-g33 2 1000000
g24-g35 2 1000000
g24-g36 2 1000000
g24-g37 2 1000000
g24-g38 2 1000000
g24-g39 2 1000000
g24-g40 2 1000000
g24-g41 2 1000000
g24-g42 2 1000000
g24-g43 2 1000000
g24-g44 2 1000000
g24-g45 2 1000000
g24-g46 2 1000000
g24-g47 2 1000000
g24-g48 2 1000000
g24-g49 2 1000000
g24-g50 2 1000000
g25-g26 2 1000000
g25-g27 2 1000000
g25-g29 2 1000000
g25-g30 2 1000000
g25-g31 2 1000000
g25-g32 2 1000000
g25-g38 2 1000000
g25-g40 2 1000000
g25-g43 2 1000000
g25-g44 2 1000000
g25-g45 2 1000000
g25-g46 2 1000000
g25-g47 2 1000000
g25-g48 2 1000000
g25-g49 2 1000000
g25-g50 2 1000000
g26-g27 2 1000000
g26-g32 2 1000000
g26-g40 2 1000000
g26-g50 2 1000000
g27-g32 2 1000000
g27-g50 2 1000000
g28-g29 2 1000000
g28-g30 2 1000000
g28-g31 2 1000000
g28-g32 2 3410
g28-g33 2 1000000
g28-g37 2 1000000
g28-g38 2 1000000
g28-g40 2 1000000
g28-g43 2 1000000
g28-g44 2 1000000
g28-g45 2 1000000
g28-g46 2 1000000
g28-g47 2 1000000
g28-g48 2 1000000
g28-g49 2 1000000
g28-g50 2 1000000
g29-g30 2 1000000
g29-g31 2 1000000
g29-g32 2 1000000
g29-g40 2 1000000
g29-g44 2 1000000
g29-g45 2 1000000
g29-g50 2 1000000
g3-g10 2 15
g3-g11 2 284
g3-g12 2 389
g3-g13 2 23
g3-g14 2 44
g3-g15 2 16
g3-g16 2 93
g3-g17 2 108
g3-g18 2 188
g3-g19 2 685
g3-g20 2 4
g3-g21 2 270
g3-g22 2 57
g3-g23 2 137
g3-g24 2 25
g3-g25 2 84
g3-g26 2 34
g3-g27 2 76
g3-g28 2 59
g3-g29 2 9
g3-g30 2 10
g3-g31 2 10
g3-g32 2 214
g3-g33 2 81
g3-g34 2 407
g3-g35 2 126
g3-g36 2 27
g3-g37 2 73
g3-g38 2 8619
g3-g39 2 280
g3-g4 2 3
g3-g40 2 172400
g3-g41 2 387
g3-g42 2 435
g3-g43 2 1714
g3-g44 2 12
g3-g45 2 11
g3-g46 2 12
g3-g47 2 11
g3-g48 2 12
g3-g49 2 4313
g3-g5 2 9
g3-g50 2 34502
g3-g6 2 19
g3-g7 2 36
g3-g8 2 12
g3-g9 2 45
g30-g31 2 1000000
g30-g32 2 762047
g30-g40 2 1000000
g30-g44 2 1000000
g30-g45 2 1000000
g30-g50 2 1000000
g31-g32 2 1000000
g31-g40 2 1000000
g31-g50 2 1000000
g33-g37 2 1000000
g33-g38 2 1000000
g33-g40 2 1000000
g33-g43 2 1000000
g33-g44 2 1000000
g33-g45 2 1000000
g33-g46 2 1000000
g33-g47 2 1000000
g33-g48 2 1000000
g33-g49 2 1000000
g33-g50 2 1000000
g34-g35 2 1000000
g34-g36 2 1000000
g34-g37 2 1000000
g34-g38 2 1000000
g34-g39 2 1000000
g34-g40 2 1000000
g34-g41 2 1000000
g34-g42 2 1000000
g34-g43 2 1000000
g34-g44 2 1000000
g34-g45 2 1000000
g34-g46 2 1000000
g34-g47 2 1000000
g34-g48 2 1000000
g34-g49 2 1000000
g34-g50 2 1000000
g35-g37 2 1000000
g35-g38 2 1000000
g35-g40 2 1000000
g35-g41 2 1000000
g35-g42 2 1000000
g35-g43 2 1000000
g35-g44 2 1000000
g35-g45 2 1000000
g35-g46 2 1000000
g35-g47 2 1000000
g35-g48 2 1000000
g35-g49 2 1000000
g35-g50 2 1000000
g36-g37 2 1000000
g36-g38 2 1000000
g36-g40 2 1000000
g36-g41 2 1000000
g36-g42 2 1000000
g36-g43 2 1000000
g36-g44 2 1000000
g36-g45 2 1000000
g36-g46 2 1000000
g36-g47 2 1000000
g36-g48 2 1000000
g36-g49 2 1000000
g36-g50 2 1000000
g37-g38 2 1000000
g37-g40 2 1000000
g37-g43 2 1000000
g37-g44 2 1000000
g37-g45 2 1000000
g37-g46 2 1000000
g37-g47 2 1000000
g37-g48 2 1000000
g37-g49 2 1000000
g37-g50 2 1000000
g38-g40 2 1000000
g38-g43 2 1000000
g38-g44 2 1000000
g38-g45 2 1000000
g38-g50 2 1000000
g39-g40 2 1000000
g39-g41 2 1000000
g39-g42 2 1000000
g39-g43 2 1000000
g39-g44 2 1000000
g39-g45 2 1000000
g39-g46 2 1000000
g39-g47 2 1000000
g39-g48 2 1000000
g39-g49 2 1000000
g39-g50 2 1000000
g4-g10 2 7
g4-g11 2 13
g4-g12 2 18
g4-g13 2 2
g4-g14 2 3
g4-g15 2 2
g4-g16 2 273
g4-g20 2 739
g4-g21 2 5
g4-g22 2 4
g4-g23 2 5
g4-g25 2 3
g4-g26 2 3
g4-g27 2 5
g4-g28 2 43
g4-g29 2 736
g4-g30 2 436
g4-g31 2 1498
g4-g32 2 14
g4-g33 2 28
g4-g37 2 16
g4-g38 2 46
g4-g40 2 20
g4-g41 2 42
g4-g42 2 1761
g4-g43 2 55
g4-g44 2 1470
g4-g45 2 785
g4-g46 2 219
g4-g47 2 212
g4-g48 2 360
g4-g49 2 163
g4-g5 2 2
g4-g50 2 19
g4-g6 2 3
g4-g7 2 7
g4-g9 2 5
g40-g50 2 1000000
g41-g42 2 1000000
g41-g43 2 1000000
g41-g44 2 1000000
g41-g45 2 1000000
g41-g46 2 1000000
g41-g47 2 1000000
g41-g48 2 1000000
g41-g49 2 1000000
g41-g50 2 1000000
g42-g43 2 1000000
g42-g44 2 1000000
g42-g45 2 1000000
g42-g46 2 1000000
g42-g47 2 1000000
g42-g48 2 1000000
g42-g49 2 1000000
g42-g50 2 1000000
g43-g44 2 1000000
g43-g45 2 1000000
g43-g50 2 1000000
g44-g45 2 1000000
g44-g50 2 1000000
g45-g50 2 1000000
g46-g47 2 4608
g46-g48 2 1000000
g46-g50 2 1000000
g47-g48 2 1000000
g47-g50 2 1000000
g48-g50 2 1000000
g49-g50 2 1000000
g5-g11 2 2
g5-g12 2 14
g5-g13 2 24
g5-g14 2 12
g5-g15 2 34
g5-g16 2 4
g5-g20 2 689
g5-g21 2 1527
g5-g22 2 5
g5-g23 2 49
g5-g25 2 98
g5-g26 2 90
g5-g27 2 26
g5-g28 2 9
g5-g29 2 27
g5-g30 2 21
g5-g31 2 23
g5-g32 2 906
g5-g33 2 12
g5-g37 2 17
g5-g38 2 1000000
g5-g40 2 217523
g5-g41 2 6
g5-g42 2 30
g5-g43 2 56
g5-g44 2 55
g5-g45 2 55
g5-g46 2 39
g5-g47 2 21
g5-g48 2 36
g5-g49 2 65
g5-g50 2 2061
g5-g6 2 10
g5-g7 2 463
g6-g11 2 39815
g6-g12 2 5585
g6-g13 2 37
g6-g14 2 469
g6-g15 2 44
g6-g16 2 9
g6-g20 2 1000000
g6-g21 2 863
g6-g22 2 14
g6-g23 2 109
g6-g25 2 31
g6-g26 2 281
g6-g27 2 56
