instance family
si6_r005_m600.03 7 100000000
si6_r005_m600.05 7 100000000
si6_r005_m600.07 7 100000000
si6_r005_m600.04 7 100000000
si6_r005_m600.06 7 100000000
si6_r005_m600.01 7 100000000
si6_r005_m600.09 7 100000000
si6_r005_m600.00 7 100000000
si6_r005_m200.02 7 1000017
si6_r005_m200.08 7 1000018
si6_r005_m200.09 7 1000017
si6_r005_m200.05 7 1000018
si6_r005_m200.03 7 1000017
si6_r005_m200.00 7 1000022
si6_r005_m200.04 7 1000018
si6_r005_m200.07 7 1000018
si6_r005_m200.01 7 1000017
si6_r005_m200.06 7 1000018
si2_m4Dr6_m625.06 6 100000000
si2_m4Dr6_m625.08 6 100000000
si2_m4Dr6_m625.07 6 100000000
si2_m4Dr6_m625.03 6 100000000
si2_m4Dr6_m625.04 6 100000000
si2_m4Dr6_m625.05 6 100000000
si2_m4Dr6_m625.09 6 100000000
si2_m4Dr6_m625.01 6 100000000
si2_m4Dr6_m625.02 6 100000000
si2_m4Dr6_m625.00 6 100000000
si6_b03_m800.02 3 100000000
si6_b03_m800.04 3 100000000
si6_b03_m800.03 3 100000000
si6_b03_m800.05 3 100000000
si6_b03_m800.06 3 100000000
si6_b03_m800.01 3 100000000
si6_b03_m800.00 3 100000000
si6_b03_m800.07 3 100000000
si6_b03_m800.09 3 100000000
si6_b03_m800.08 3 100000000
si4_m4D_m1296.09 5 100000000
si4_m4D_m1296.06 5 100000000
si4_m4D_m1296.05 5 100000000
si4_m4D_m1296.00 5 100000000
si4_m4D_m1296.03 5 100000000
si4_m4D_m1296.04 5 100000000
si4_m4D_m1296.08 5 100000000
si4_m4D_m1296.02 5 100000000
si4_m4D_m1296.01 5 100000000
si4_m4D_m1296.07 5 100000000
si6_b03m_m400.03 4 100000000
si6_b03m_m400.01 4 100000000
si6_b03m_m400.09 4 100000000
si6_b03m_m400.08 4 100000000
si6_b03m_m400.07 4 100000000
si6_b03m_m400.02 4 100000000
si6_b03m_m400.05 4 100000000
si6_b03m_m400.00 4 100000000
si6_b03m_m400.06 4 100000000
si6_b03m_m400.04 4 100000000
si4_m4D_m256.07 5 100000000
si4_m4D_m256.06 5 100000000
si4_m4D_m256.05 5 100000000
si4_m4D_m256.08 5 100000000
si4_m4D_m256.04 5 100000000
si4_m4D_m256.09 5 100000000
si4_m4D_m256.02 5 100000000
si4_m4D_m256.00 5 100000000
si4_m4D_m256.03 5 100000000
si4_m4D_m256.01 5 100000000
si6_b06m_m800.07 4 100000000
si6_b06m_m800.04 4 100000000
si6_b06m_m800.01 4 100000000
si6_b06m_m800.00 4 100000000
si6_b06m_m800.05 4 100000000
si6_b06m_m800.08 4 100000000
si6_b06m_m800.09 4 100000000
si6_b06m_m800.02 4 100000000
si6_b06m_m800.03 4 100000000
si6_b06m_m800.06 4 100000000
si4_r001_m400.08 7 100000000
si4_r001_m400.06 7 100000000
si4_r001_m400.02 7 100000000
si4_r001_m400.00 7 100000000
si4_r001_m400.04 7 100000000
si4_r001_m400.03 7 100000000
si4_r001_m400.09 7 100000000
si4_r001_m400.05 7 100000000
