instance family mcis-fc-induced
g2-g44 2 0.020223
g2-g45 2 0.020534
g2-g46 2 0.019942
g2-g47 2 0.033841
g2-g48 2 0.034645
g2-g49 2 0.017294
g2-g5 2 0.000620
g2-g50 2 0.018568
g2-g6 2 0.015851
g2-g7 2 0.090046
g2-g8 2 0.001660
g2-g9 2 0.025818
g20-g21 2 1000.000000
g20-g23 2 1000.000000
g20-g26 2 1000.000000
g20-g27 2 1000.000000
g20-g29 2 1000.000061
g20-g30 2 1000.000061
g20-g31 2 1000.000000
g20-g32 2 1000.000000
g20-g38 2 1000.000061
g20-g40 2 1000.000061
g20-g43 2 1000.000000
g20-g44 2 1000.000061
g20-g45 2 1000.000061
g20-g48 2 1000.000000
g20-g50 2 1000.000000
g21-g27 2 1000.000000
g21-g32 2 1000.000000
g21-g40 2 1000.000000
g21-g50 2 1000.000000
g22-g23 2 1000.000000
g22-g25 2 1000.000000
g22-g26 2 1000.000000
g22-g27 2 1000.000061
g22-g28 2 1000.000000
g22-g29 2 1000.000000
g22-g30 2 1000.000000
g22-g31 2 1000.000061
g22-g32 2 14.436660
g22-g33 2 1000.000061
g22-g37 2 1000.000000
g22-g38 2 1000.000000
g22-g40 2 1000.000061
g22-g43 2 1000.000000
g22-g44 2 1000.000000
g22-g45 2 1000.000061
g22-g46 2 1000.000061
g22-g47 2 1000.000000
g22-g48 2 1000.000061
g22-g49 2 1000.000000
g22-g50 2 1000.000000
g23-g27 2 1000.000061
g23-g32 2 1000.000000
g23-g40 2 1000.000000
g23-g50 2 1000.000000
g24-g25 2 1000.000061
g24-g26 2 1000.000061
g24-g27 2 1000.000000
g24-g28 2 1000.000061
g24-g29 2 1000.000000
g24-g30 2 1000.000000
g24-g31 2 1000.000000
g24-g32 2 2.542635
g24-g33 2 1000.000000
g24-g35 2 1000.000061
g24-g36 2 1000.000061
g24-g37 2 1000.000000
g24-g38 2 1000.000061
g24-g39 2 1000.000061
g24-g40 2 1000.000061
g24-g41 2 1000.000000
g24-g42 2 1000.000000
g24-g43 2 1000.000000
g24-g44 2 1000.000061
g24-g45 2 1000.000061
g24-g46 2 1000.000061
g24-g47 2 1000.000061
g24-g48 2 1000.000061
g24-g49 2 1000.000000
g24-g50 2 1000.000000
g25-g26 2 1000.000061
g25-g27 2 1000.000061
g25-g29 2 1000.000000
g25-g30 2 1000.000000
g25-g31 2 1000.000000
g25-g32 2 1000.000000
g25-g38 2 1000.000061
g25-g40 2 1000.000000
g25-g43 2 1000.000061
g25-g44 2 1000.000061
g25-g45 2 1000.000122
g25-g46 2 1000.000122
g25-g47 2 1000.000061
g25-g48 2 1000.000000
g25-g49 2 1000.000122
g25-g50 2 1000.000000
g26-g27 2 1000.000061
g26-g32 2 1000.000000
g26-g40 2 1000.000061
g26-g50 2 1000.000000
g27-g32 2 1000.000000
g27-g50 2 1000.000000
g28-g29 2 1000.000061
g28-g30 2 1000.000000
g28-g31 2 1000.000061
g28-g32 2 4.586895
g28-g33 2 1000.000061
g28-g37 2 1000.000000
g28-g38 2 1000.000122
g28-g40 2 1000.000000
g28-g43 2 1000.000061
g28-g44 2 1000.000061
g28-g45 2 1000.000000
g28-g46 2 1000.000061
g28-g47 2 1000.000061
g28-g48 2 1000.000000
g28-g49 2 1000.000061
g28-g50 2 1000.000000
g29-g30 2 10.130974
g29-g31 2 1000.000061
g29-g32 2 1000.000000
g29-g40 2 1000.000061
g29-g44 2 1000.000000
g29-g45 2 1000.000061
g29-g50 2 1000.000000
g3-g10 2 0.018396
g3-g11 2 0.361534
g3-g12 2 0.625096
g3-g13 2 0.023137
g3-g14 2 0.090925
g3-g15 2 0.042346
g3-g16 2 0.169434
g3-g17 2 0.134611
g3-g18 2 0.223229
g3-g19 2 0.929127
g3-g20 2 0.007597
g3-g21 2 0.453136
g3-g22 2 0.092423
g3-g23 2 0.259789
g3-g24 2 0.022468
g3-g25 2 0.064565
g3-g26 2 0.096511
g3-g27 2 0.126482
g3-g28 2 0.115384
g3-g29 2 0.010911
g3-g30 2 0.012764
g3-g31 2 0.010985
g3-g32 2 0.598927
g3-g33 2 0.165536
g3-g34 2 0.684193
g3-g35 2 0.257102
g3-g36 2 0.129638
g3-g37 2 0.468798
g3-g38 2 7.210705
g3-g39 2 0.534814
g3-g4 2 0.001928
g3-g40 2 283.352814
g3-g41 2 0.794916
g3-g42 2 0.890918
g3-g43 2 3.516515
g3-g44 2 0.028026
g3-g45 2 0.016243
g3-g46 2 0.016333
g3-g47 2 0.016631
g3-g48 2 0.028906
g3-g49 2 7.755944
g3-g5 2 0.004036
g3-g50 2 65.492996
g3-g6 2 0.014559
g3-g7 2 0.045790
g3-g8 2 0.013454
g3-g9 2 0.060542
g30-g31 2 1000.000061
g30-g32 2 1000.000000
g30-g40 2 1000.000000
g30-g44 2 1000.000061
g30-g45 2 1000.000061
g30-g50 2 1000.000000
g31-g32 2 1000.000000
g31-g40 2 1000.000000
g31-g50 2 1000.000000
g33-g37 2 1000.000061
g33-g38 2 1000.000061
g33-g40 2 1000.000061
g33-g43 2 1000.000000
g33-g44 2 1000.000061
g33-g45 2 1000.000061
g33-g46 2 1000.000061
g33-g47 2 1000.000000
g33-g48 2 1000.000061
g33-g49 2 1000.000061
g33-g50 2 1000.000000
g34-g35 2 1000.000061
g34-g36 2 1000.000000
g34-g37 2 1000.000000
g34-g38 2 1000.000061
g34-g39 2 1000.000061
g34-g40 2 1000.000000
g34-g41 2 1000.000061
g34-g42 2 1000.000061
g34-g43 2 1000.000000
g34-g44 2 1000.000061
g34-g45 2 1000.000122
g34-g46 2 1000.000061
g34-g47 2 1000.000061
g34-g48 2 1000.000122
g34-g49 2 1000.000061
g34-g50 2 1000.000061
g35-g37 2 1000.000000
g35-g38 2 1000.000000
g35-g40 2 1000.000000
g35-g41 2 1000.000061
g35-g42 2 1000.000122
g35-g43 2 1000.000061
g35-g44 2 1000.000000
g35-g45 2 1000.000000
g35-g46 2 1000.000061
g35-g47 2 1000.000061
g35-g48 2 1000.000061
g35-g49 2 1000.000061
g35-g50 2 1000.000000
g36-g37 2 1000.000061
g36-g38 2 1000.000061
g36-g40 2 1000.000000
g36-g41 2 1000.000061
g36-g42 2 1000.000000
g36-g43 2 1000.000061
g36-g44 2 1000.000061
g36-g45 2 1000.000122
g36-g46 2 1000.000061
g36-g47 2 1000.000061
g36-g48 2 1000.000061
g36-g49 2 1000.000061
g36-g50 2 1000.000000
g37-g38 2 1000.000000
g37-g40 2 1000.000000
g37-g43 2 1000.000061
g37-g44 2 1000.000000
g37-g45 2 1000.000000
g37-g46 2 1000.000061
g37-g47 2 1000.000061
g37-g48 2 1000.000061
g37-g49 2 1000.000061
g37-g50 2 1000.000000
g38-g40 2 1000.000000
g38-g43 2 1000.000000
g38-g44 2 1000.000061
g38-g45 2 1000.000061
g38-g50 2 1000.000000
g39-g40 2 1000.000000
g39-g41 2 1000.000122
g39-g42 2 1000.000000
g39-g43 2 1000.000061
g39-g44 2 1000.000061
g39-g45 2 1000.000000
g39-g46 2 1000.000061
g39-g47 2 1000.000061
g39-g48 2 1000.000061
g39-g49 2 1000.000061
g39-g50 2 1000.000000
g4-g10 2 0.018056
g4-g11 2 0.020245
g4-g12 2 0.043823
g4-g13 2 0.005949
g4-g14 2 0.018807
g4-g15 2 0.004330
g4-g16 2 0.162565
g4-g20 2 0.340068
g4-g21 2 0.006800
g4-g22 2 0.006732
g4-g23 2 0.008759
g4-g25 2 0.008731
g4-g26 2 0.007762
g4-g27 2 0.007307
g4-g28 2 0.053245
g4-g29 2 0.483834
g4-g30 2 0.531698
g4-g31 2 0.786021
g4-g32 2 0.013963
g4-g33 2 0.056959
g4-g37 2 0.020730
g4-g38 2 0.106305
g4-g40 2 0.017427
g4-g41 2 0.074404
g4-g42 2 1.456098
g4-g43 2 0.058889
g4-g44 2 0.781050
g4-g45 2 0.743445
g4-g46 2 0.385873
g4-g47 2 0.539083
g4-g48 2 0.515119
g4-g49 2 0.332470
g4-g5 2 0.009065
g4-g50 2 0.019149
g4-g6 2 0.007336
g4-g7 2 0.017371
g4-g9 2 0.005168
g40-g50 2 1000.000061
g41-g42 2 1000.000061
g41-g43 2 1000.000061
g41-g44 2 1000.000061
g41-g45 2 1000.000061
g41-g46 2 1000.000061
g41-g47 2 1000.000061
g41-g48 2 1000.000061
g41-g49 2 1000.000061
g41-g50 2 1000.000000
g42-g43 2 1000.000061
g42-g44 2 1000.000061
g42-g45 2 1000.000061
g42-g46 2 1000.000061
g42-g47 2 1000.000061
g42-g48 2 1000.000061
g42-g49 2 1000.000061
g42-g50 2 1000.000061
g43-g44 2 1000.000061
g43-g45 2 1000.000061
g43-g50 2 1000.000000
g44-g45 2 1000.000305
g44-g50 2 1000.000000
g45-g50 2 1000.000061
g46-g47 2 4.554646
g46-g48 2 1000.000061
g46-g50 2 1000.000061
g47-g48 2 1000.000061
g47-g50 2 1000.000000
g48-g50 2 1000.000000
g49-g50 2 1000.000061
g5-g11 2 0.158167
g5-g12 2 0.467139
g5-g13 2 0.112063
g5-g14 2 0.024226
g5-g15 2 0.125165
g5-g16 2 0.022442
g5-g20 2 0.443630
g5-g21 2 2.987640
g5-g22 2 0.040673
g5-g23 2 0.126211
g5-g25 2 0.198376
g5-g26 2 0.142977
g5-g27 2 0.102965
g5-g28 2 0.202621
g5-g29 2 0.032826
g5-g30 2 0.036240
g5-g31 2 0.041191
g5-g32 2 6.713445
g5-g33 2 0.016862
g5-g37 2 0.028123
g5-g38 2 1000.000000
g5-g40 2 111.806931
g5-g41 2 0.041973
g5-g42 2 0.106977
g5-g43 2 0.344221
g5-g44 2 0.082132
g5-g45 2 0.091001
g5-g46 2 0.061406
g5-g47 2 0.083084
g5-g48 2 0.080445
g5-g49 2 0.310012
g5-g50 2 9.409800
g5-g6 2 0.019548
g5-g7 2 0.491515
g6-g11 2 360.810913
g6-g12 2 1000.000000
g6-g13 2 0.342306
g6-g14 2 44.572571
g6-g15 2 0.528575
g6-g16 2 0.923805
g6-g20 2 1000.000000
g6-g21 2 2.582154
g6-g22 2 1.495768
g6-g23 2 445.420685
g6-g25 2 1000.000000
g6-g26 2 21.888088
g6-g27 2 40.242699
g6-g28 2 1000.000000
g6-g29 2 0.202687
g6-g30 2 0.235384
g6-g31 2 8.210638
g6-g32 2 1.674159
g6-g33 2 1000.000061
g6-g37 2 0.358609
g6-g38 2 1000.000000
g6-g40 2 1000.000000
g6-g41 2 1000.000061
g6-g42 2 9.787399
g6-g43 2 19.315088
g6-g44 2 8.043485
g6-g45 2 7.825348
g6-g46 2 3.017946
g6-g47 2 2.994069
g6-g48 2 4.491804
g6-g49 2 131.984299
g6-g50 2 1000.000000
g6-g7 2 19.945728
g7-g11 2 0.577683
g7-g12 2 1000.000000
g7-g13 2 32.582642
g7-g14 2 2.612978
g7-g15 2 41.773682
g7-g16 2 0.954492
g7-g20 2 1000.000000
g7-g21 2 406.746552
g7-g22 2 0.656907
g7-g23 2 0.700120
g7-g25 2 0.873442
g7-g26 2 1.127417
g7-g27 2 1.719076
g7-g28 2 0.185132
g7-g29 2 189.763824
g7-g30 2 199.959396
g7-g31 2 371.835785
g7-g32 2 17.074623
g7-g33 2 0.966706
g7-g37 2 12.483129
g7-g38 2 0.055935
g7-g40 2 1000.000000
g7-g41 2 1.329131
g7-g42 2 2.306427
g7-g43 2 7.947293
g7-g44 2 317.490784
g7-g45 2 156.678040
g7-g46 2 50.128021
g7-g47 2 49.760391
g7-g48 2 66.831856
g7-g49 2 12.350657
g7-g50 2 1000.000000
g8-g10 2 121.457962
g8-g11 2 1000.000000
g8-g12 2 1000.000000
g8-g13 2 1000.000000
g8-g14 2 1000.000000
g8-g15 2 1000.000000
g8-g16 2 11.382469
g8-g19 2 1000.000000
g8-g20 2 1000.000061
g8-g21 2 4.573757
g8-g22 2 849.935547
g8-g23 2 1000.000000
g8-g25 2 1000.000000
g8-g26 2 1000.000000
g8-g27 2 1000.000061
g8-g28 2 1000.000000
g8-g29 2 1000.000061
g8-g30 2 1000.000061
g8-g31 2 1000.000000
g8-g32 2 2.715719
g8-g33 2 478.086548
g8-g35 2 1000.000000
g8-g36 2 1000.000061
g8-g37 2 90.749413
g8-g38 2 1000.000000
g8-g40 2 1000.000000
g8-g41 2 749.451477
g8-g42 2 1000.000061
g8-g43 2 1000.000061
g8-g44 2 1000.000061
g8-g45 2 1000.000061
g8-g46 2 1000.000061
g8-g47 2 1000.000061
g8-g48 2 1000.000061
g8-g49 2 1000.000061
g8-g50 2 1000.000061
g8-g9 2 1000.000000
g9-g10 2 1000.000000
g9-g11 2 1000.000000
g9-g12 2 1000.000000
g9-g13 2 1000.000000
g9-g14 2 1000.000000
g9-g15 2 1000.000000
g9-g16 2 1000.000000
g9-g20 2 1000.000000
g9-g21 2 6.100328
g9-g22 2 1000.000000
g9-g23 2 1000.000000
g9-g25 2 1000.000000
g9-g26 2 1000.000061
g9-g27 2 1000.000061
g9-g28 2 1000.000000
g9-g29 2 1000.000000
g9-g30 2 1000.000000
g9-g31 2 1000.000000
g9-g32 2 1.356648
g9-g33 2 1000.000061
g9-g37 2 1000.000000
g9-g38 2 1000.000061
g9-g40 2 1000.000000
g9-g41 2 1000.000061
g9-g42 2 13.306635
g9-g43 2 72.209549
g9-g44 2 1000.000061
g9-g45 2 1000.000061
g9-g46 2 1000.000061
g9-g47 2 1000.000000
g9-g48 2 1000.000000
g9-g49 2 1000.000000
g9-g50 2 1000.000000
images-CVIU11-1-119 8 1e8
images-CVIU11-1-131 8 1e8
images-CVIU11-1-50 8 1e8
images-CVIU11-1-81 8 1e8
images-CVIU11-10-110 8 1e8
images-CVIU11-10-139 8 1e8
images-CVIU11-10-20 8 1e8
images-CVIU11-10-50 8 1e8
images-CVIU11-10-58 8 1e8
images-CVIU11-10-60 8 1e8
images-CVIU11-10-93 8 1e8
images-CVIU11-11-4 8 192.658508
images-CVIU11-11-72 8 169.113052
images-CVIU11-11-8 8 98.125443
images-CVIU11-12-115 8 1e8
images-CVIU11-12-137 8 1000.000183
images-CVIU11-12-141 8 1000.000061
images-CVIU11-12-4 8 1e8
images-CVIU11-13-11 8 1e8
images-CVIU11-13-118 8 1e8
images-CVIU11-13-128 8 1e8
images-CVIU11-13-13 8 1e8
images-CVIU11-13-30 8 1e8
images-CVIU11-13-46 8 1e8
images-CVIU11-13-7 8 1e8
images-CVIU11-14-106 8 1e8
images-CVIU11-14-146 8 1e8
images-CVIU11-14-16 8 1e8
images-CVIU11-14-31 8 1e8
images-CVIU11-14-63 8 1e8
images-CVIU11-14-96 8 1e8
images-CVIU11-15-146 8 493.944153
images-CVIU11-16-143 8 1000.000061
images-CVIU11-16-37 8 1e8
images-CVIU11-16-55 8 1000.000061
images-CVIU11-17-107 8 1000.000427
images-CVIU11-17-14 8 53.488194
images-CVIU11-17-82 8 461.204407
images-CVIU11-18-137 8 1000.000427
images-CVIU11-18-139 8 1e8
images-CVIU11-18-27 8 1e8
images-CVIU11-18-33 8 1e8
images-CVIU11-18-82 8 1e8
images-CVIU11-18-85 8 1e8
images-CVIU11-19-129 8 1e8
images-CVIU11-19-131 8 1e8
images-CVIU11-2-24 8 1e8
images-CVIU11-2-33 8 1e8
images-CVIU11-2-50 8 1e8
images-CVIU11-2-54 8 1e8
images-CVIU11-2-60 8 1e8
images-CVIU11-2-63 8 1e8
images-CVIU11-2-79 8 1e8
images-CVIU11-20-134 8 1000.000061
images-CVIU11-20-31 8 1000.000488
images-CVIU11-20-46 8 1000.000366
images-CVIU11-20-72 8 1000.000305
images-CVIU11-20-88 8 1000.000183
images-CVIU11-21-102 8 1e8
images-CVIU11-21-119 8 1e8
images-CVIU11-21-9 8 1e8
images-CVIU11-22-100 8 1e8
images-CVIU11-22-107 8 1e8
images-CVIU11-22-110 8 1e8
images-CVIU11-22-118 8 1e8
images-CVIU11-22-12 8 1e8
images-CVIU11-23-113 8 1e8
images-CVIU11-23-143 8 1000.001404
images-CVIU11-23-48 8 1e8
images-CVIU11-24-113 8 1000.000305
images-CVIU11-24-49 8 1000.000244
images-CVIU11-24-5 8 1000.000305
images-CVIU11-24-77 8 1000.000305
images-CVIU11-25-139 8 1e8
images-CVIU11-25-61 8 1e8
images-CVIU11-25-66 8 1e8
images-CVIU11-25-70 8 1e8
images-CVIU11-25-77 8 1e8
images-CVIU11-25-97 8 1e8
images-CVIU11-26-106 8 1e8
images-CVIU11-26-129 8 819.192932
images-CVIU11-26-138 8 1e8
images-CVIU11-26-15 8 1000.000183
images-CVIU11-26-57 8 1e8
images-CVIU11-26-70 8 1e8
images-CVIU11-26-71 8 1e8
images-CVIU11-26-75 8 1e8
images-CVIU11-26-77 8 1e8
images-CVIU11-26-78 8 1e8
images-CVIU11-27-125 8 1e8
images-CVIU11-27-137 8 1e8
images-CVIU11-27-144 8 1e8
images-CVIU11-27-17 8 1e8
images-CVIU11-27-36 8 1e8
images-CVIU11-28-130 8 1e8
images-CVIU11-28-135 8 1e8
images-CVIU11-28-99 8 1e8
images-CVIU11-29-107 8 261.652588
images-CVIU11-29-112 8 564.418213
images-CVIU11-29-114 8 131.875046
images-CVIU11-29-116 8 1000.000305
images-CVIU11-29-12 8 1000.000427
images-CVIU11-29-21 8 1000.000305
images-CVIU11-29-3 8 944.378540
images-CVIU11-29-39 8 917.497009
images-CVIU11-29-75 8 938.538025
images-CVIU11-29-76 8 1000.000549
images-CVIU11-29-79 8 541.485962
images-CVIU11-29-8 8 484.535522
images-CVIU11-29-82 8 985.205078
images-CVIU11-3-106 8 1e8
images-CVIU11-3-138 8 1e8
images-CVIU11-3-37 8 1e8
images-CVIU11-3-48 8 1e8
images-CVIU11-3-56 8 1e8
images-CVIU11-3-74 8 1e8
images-CVIU11-30-1 8 1e8
images-CVIU11-30-11 8 1e8
images-CVIU11-30-115 8 1e8
images-CVIU11-30-12 8 1e8
images-CVIU11-30-42 8 1e8
images-CVIU11-30-66 8 1e8
images-CVIU11-31-105 8 1e8
images-CVIU11-31-109 8 1e8
images-CVIU11-31-26 8 1e8
images-CVIU11-31-31 8 1e8
images-CVIU11-31-39 8 1e8
images-CVIU11-33-109 8 1e8
images-CVIU11-33-59 8 1e8
images-CVIU11-33-71 8 1e8
images-CVIU11-33-86 8 1000.000427
images-CVIU11-33-88 8 1e8
images-CVIU11-33-93 8 1e8
images-CVIU11-34-106 8 1000.000061
images-CVIU11-34-135 8 1000.000427
images-CVIU11-34-88 8 1000.000244
images-CVIU11-34-9 8 1000.000122
images-CVIU11-35-141 8 1000.000488
images-CVIU11-35-68 8 1e8
images-CVIU11-36-11 8 1e8
images-CVIU11-36-112 8 1e8
images-CVIU11-36-140 8 1e8
images-CVIU11-37-140 8 1e8
images-CVIU11-37-146 8 1e8
images-CVIU11-37-41 8 1e8
images-CVIU11-37-54 8 1e8
images-CVIU11-37-70 8 1e8
images-CVIU11-37-84 8 1000.000305
images-CVIU11-38-1 8 1e8
images-CVIU11-38-10 8 1e8
images-CVIU11-38-131 8 1e8
images-CVIU11-38-23 8 1e8
images-CVIU11-38-71 8 1e8
images-CVIU11-38-78 8 1e8
images-CVIU11-39-107 8 1e8
images-CVIU11-39-114 8 1e8
images-CVIU11-39-37 8 1e8
images-CVIU11-39-68 8 1e8
images-CVIU11-39-80 8 1e8
images-CVIU11-4-42 8 1e8
images-CVIU11-4-50 8 1e8
images-CVIU11-40-126 8 1000.000122
images-CVIU11-40-136 8 1e8
images-CVIU11-40-139 8 1e8
images-CVIU11-40-23 8 1e8
images-CVIU11-40-46 8 1e8
images-CVIU11-40-8 8 1e8
images-CVIU11-41-113 8 1e8
images-CVIU11-41-4 8 1e8
images-CVIU11-41-86 8 1e8
images-CVIU11-41-88 8 1e8
images-CVIU11-42-112 8 1e8
images-CVIU11-42-122 8 1e8
images-CVIU11-42-53 8 1e8
images-CVIU11-42-68 8 1e8
images-CVIU11-42-78 8 1e8
images-CVIU11-42-80 8 1e8
images-CVIU11-42-88 8 1e8
images-CVIU11-43-112 8 1e8
images-CVIU11-43-65 8 1e8
images-CVIU11-43-76 8 1e8
images-CVIU11-44-119 8 1e8
images-CVIU11-44-20 8 1e8
images-CVIU11-44-84 8 1e8
images-CVIU11-44-98 8 1e8
images-CVIU11-5-134 8 1e8
images-CVIU11-5-19 8 1e8
images-CVIU11-5-62 8 1e8
images-CVIU11-6-119 8 1e8
images-CVIU11-6-25 8 1e8
images-CVIU11-6-58 8 1000.000610
images-CVIU11-7-56 8 1e8
images-CVIU11-7-96 8 1e8
images-CVIU11-8-120 8 1e8
images-CVIU11-8-129 8 1e8
images-CVIU11-8-130 8 1e8
images-CVIU11-8-20 8 1e8
images-CVIU11-8-68 8 1e8
images-CVIU11-8-83 8 1e8
images-CVIU11-9-110 8 1e8
meshes-CVIU11-1-106 10 1000.000000
meshes-CVIU11-1-120 10 1000.000000
meshes-CVIU11-1-149 10 1000.000061
meshes-CVIU11-1-170 10 1000.000000
meshes-CVIU11-1-175 10 1000.000000
meshes-CVIU11-1-187 10 1e8
meshes-CVIU11-1-188 10 1000.000061
meshes-CVIU11-1-20 10 1000.000000
meshes-CVIU11-1-205 10 1000.000061
meshes-CVIU11-1-206 10 1e8
meshes-CVIU11-1-220 10 1000.000000
meshes-CVIU11-1-223 10 1000.000000
meshes-CVIU11-1-225 10 1e8
meshes-CVIU11-1-250 10 1000.000000
meshes-CVIU11-1-278 10 1000.000061
meshes-CVIU11-1-279 10 1000.000061
meshes-CVIU11-1-282 10 1000.000000
meshes-CVIU11-1-283 10 1e8
meshes-CVIU11-1-294 10 1000.000061
meshes-CVIU11-1-305 10 1000.000000
meshes-CVIU11-1-314 10 1e8
meshes-CVIU11-1-318 10 1e8
meshes-CVIU11-1-34 10 1e8
meshes-CVIU11-1-357 10 1000.000000
meshes-CVIU11-1-360 10 1e8
meshes-CVIU11-1-368 10 1000.000061
meshes-CVIU11-1-37 10 1000.000000
meshes-CVIU11-1-397 10 1e8
meshes-CVIU11-1-410 10 1000.000000
meshes-CVIU11-1-424 10 1000.000000
meshes-CVIU11-1-431 10 1e8
meshes-CVIU11-1-461 10 1e8
meshes-CVIU11-1-466 10 1000.000000
meshes-CVIU11-1-489 10 1e8
meshes-CVIU11-1-511 10 1e8
meshes-CVIU11-1-63 10 1000.000061
meshes-CVIU11-1-88 10 1000.000061
meshes-CVIU11-2-100 10 1e8
meshes-CVIU11-2-108 10 1e8
meshes-CVIU11-2-11 10 1000.000122
meshes-CVIU11-2-121 10 1000.000122
meshes-CVIU11-2-13 10 1e8
meshes-CVIU11-2-137 10 1e8
meshes-CVIU11-2-177 10 1000.000122
meshes-CVIU11-2-211 10 1000.000122
meshes-CVIU11-2-223 10 1e8
meshes-CVIU11-2-233 10 1e8
meshes-CVIU11-2-245 10 1000.000122
meshes-CVIU11-2-246 10 1e8
meshes-CVIU11-2-248 10 1e8
meshes-CVIU11-2-267 10 1e8
meshes-CVIU11-2-3 10 1000.000122
meshes-CVIU11-2-300 10 1e8
meshes-CVIU11-2-304 10 1000.015930
meshes-CVIU11-2-305 10 1000.000122
meshes-CVIU11-2-317 10 1000.000061
meshes-CVIU11-2-321 10 1e8
meshes-CVIU11-2-324 10 1000.000122
meshes-CVIU11-2-349 10 1000.000061
meshes-CVIU11-2-35 10 1000.000183
meshes-CVIU11-2-353 10 1e8
meshes-CVIU11-2-354 10 1000.000122
meshes-CVIU11-2-365 10 1000.000061
meshes-CVIU11-2-447 10 1e8
meshes-CVIU11-2-449 10 1e8
meshes-CVIU11-2-462 10 1000.000000
meshes-CVIU11-2-484 10 1e8
meshes-CVIU11-2-487 10 1e8
meshes-CVIU11-2-493 10 1e8
meshes-CVIU11-2-503 10 1e8
meshes-CVIU11-2-511 10 1e8
meshes-CVIU11-2-513 10 1e8
meshes-CVIU11-2-52 10 1000.000122
meshes-CVIU11-2-54 10 1e8
meshes-CVIU11-2-6 10 1e8
meshes-CVIU11-2-76 10 1e8
meshes-CVIU11-2-80 10 1e8
meshes-CVIU11-3-100 10 1e8
meshes-CVIU11-3-12 10 1000.000244
meshes-CVIU11-3-130 10 1e8
meshes-CVIU11-3-139 10 1e8
meshes-CVIU11-3-147 10 1e8
meshes-CVIU11-3-151 10 1e8
meshes-CVIU11-3-158 10 1e8
meshes-CVIU11-3-16 10 1e8
meshes-CVIU11-3-17 10 1e8
meshes-CVIU11-3-190 10 1e8
meshes-CVIU11-3-193 10 1e8
meshes-CVIU11-3-195 10 1e8
meshes-CVIU11-3-213 10 1000.000305
meshes-CVIU11-3-218 10 1e8
meshes-CVIU11-3-220 10 1000.000305
meshes-CVIU11-3-23 10 1e8
meshes-CVIU11-3-242 10 1e8
meshes-CVIU11-3-246 10 1e8
meshes-CVIU11-3-251 10 1000.004089
meshes-CVIU11-3-289 10 1000.000244
meshes-CVIU11-3-290 10 1000.000244
meshes-CVIU11-3-313 10 1e8
meshes-CVIU11-3-325 10 1000.000305
meshes-CVIU11-3-35 10 1e8
meshes-CVIU11-3-357 10 1000.000366
meshes-CVIU11-3-381 10 1000.000305
meshes-CVIU11-3-408 10 1000.000305
meshes-CVIU11-3-431 10 1e8
meshes-CVIU11-3-434 10 1e8
meshes-CVIU11-3-448 10 1e8
meshes-CVIU11-3-45 10 1e8
meshes-CVIU11-3-457 10 1e8
meshes-CVIU11-3-484 10 1e8
meshes-CVIU11-3-501 10 1e8
meshes-CVIU11-3-503 10 1e8
meshes-CVIU11-3-511 10 1e8
meshes-CVIU11-3-512 10 1000.000183
meshes-CVIU11-3-513 10 1e8
meshes-CVIU11-3-526 10 1e8
meshes-CVIU11-3-59 10 1e8
meshes-CVIU11-3-7 10 1000.000366
meshes-CVIU11-3-97 10 1e8
meshes-CVIU11-3-98 10 1e8
meshes-CVIU11-4-114 10 1000.000000
meshes-CVIU11-4-129 10 1e8
meshes-CVIU11-4-135 10 1000.000061
meshes-CVIU11-4-166 10 1000.000061
meshes-CVIU11-4-168 10 1000.000122
meshes-CVIU11-4-206 10 1e8
meshes-CVIU11-4-213 10 1000.000061
meshes-CVIU11-4-228 10 1e8
meshes-CVIU11-4-248 10 1000.000061
meshes-CVIU11-4-268 10 1e8
meshes-CVIU11-4-311 10 1e8
meshes-CVIU11-4-313 10 1000.000122
meshes-CVIU11-4-325 10 1000.000000
meshes-CVIU11-4-341 10 1000.000000
meshes-CVIU11-4-387 10 1000.000000
meshes-CVIU11-4-441 10 1000.000000
meshes-CVIU11-4-45 10 1000.000061
meshes-CVIU11-4-46 10 1000.000061
meshes-CVIU11-4-471 10 1e8
meshes-CVIU11-4-487 10 1e8
meshes-CVIU11-4-501 10 1e8
meshes-CVIU11-4-80 10 1000.000061
meshes-CVIU11-5-102 10 1e8
meshes-CVIU11-5-115 10 1000.000000
meshes-CVIU11-5-121 10 1000.000061
meshes-CVIU11-5-147 10 1e8
meshes-CVIU11-5-148 10 1e8
meshes-CVIU11-5-163 10 1e8
meshes-CVIU11-5-182 10 1000.000061
meshes-CVIU11-5-188 10 1e8
meshes-CVIU11-5-191 10 1e8
meshes-CVIU11-5-200 10 1000.000061
meshes-CVIU11-5-212 10 1e8
meshes-CVIU11-5-216 10 1000.000061
meshes-CVIU11-5-223 10 1e8
meshes-CVIU11-5-244 10 1e8
meshes-CVIU11-5-283 10 1e8
meshes-CVIU11-5-286 10 1000.000061
meshes-CVIU11-5-304 10 1000.000061
meshes-CVIU11-5-306 10 1e8
meshes-CVIU11-5-315 10 1000.000000
meshes-CVIU11-5-333 10 1e8
meshes-CVIU11-5-34 10 1e8
meshes-CVIU11-5-36 10 1e8
meshes-CVIU11-5-409 10 1000.000000
meshes-CVIU11-5-433 10 1e8
meshes-CVIU11-5-464 10 1e8
meshes-CVIU11-5-468 10 1000.000061
meshes-CVIU11-5-488 10 1e8
