instance family mcis-fc-induced
si6_b03_m800.00 3 1e8
si6_b03_m800.07 3 1e8
si6_b03_m800.09 3 1e8
si6_b03_m800.08 3 1e8
si4_m4D_m1296.09 5 1e8
si4_m4D_m1296.06 5 1e8
si4_m4D_m1296.05 5 1e8
si4_m4D_m1296.00 5 1e8
si4_m4D_m1296.03 5 1e8
si4_m4D_m1296.04 5 1e8
si4_m4D_m1296.08 5 1e8
si4_m4D_m1296.02 5 1e8
si4_m4D_m1296.01 5 1e8
si4_m4D_m1296.07 5 1e8
si6_b03m_m400.03 4 1000.000549
si6_b03m_m400.01 4 1000.000488
si6_b03m_m400.09 4 1000.000610
si6_b03m_m400.08 4 1000.000549
si6_b03m_m400.07 4 1000.000549
si6_b03m_m400.02 4 1000.000549
si6_b03m_m400.05 4 1000.000000
si6_b03m_m400.00 4 1000.000732
si6_b03m_m400.06 4 1000.000000
si6_b03m_m400.04 4 1000.000183
si4_m4D_m256.07 5 1000.000122
si4_m4D_m256.06 5 137.643677
si4_m4D_m256.05 5 12.028918
si4_m4D_m256.08 5 13.066447
si4_m4D_m256.04 5 12.704572
si4_m4D_m256.09 5 1000.000000
si4_m4D_m256.02 5 12.564306
si4_m4D_m256.00 5 642.780884
si4_m4D_m256.03 5 114.516365
si4_m4D_m256.01 5 12.986930
si6_b06m_m800.07 4 1e8
si6_b06m_m800.04 4 1e8
si6_b06m_m800.01 4 1e8
si6_b06m_m800.00 4 1e8
si6_b06m_m800.05 4 1e8
si6_b06m_m800.08 4 1e8
si6_b06m_m800.09 4 1e8
si6_b06m_m800.02 4 1e8
si6_b06m_m800.03 4 1e8
si6_b06m_m800.06 4 1e8
si4_r001_m400.08 7 1000.000244
si4_r001_m400.06 7 1000.000244
si4_r001_m400.02 7 1000.000244
si4_r001_m400.00 7 1000.000244
si4_r001_m400.04 7 1000.000244
si4_r001_m400.03 7 1000.000000
si4_r001_m400.09 7 1000.000244
si4_r001_m400.05 7 1000.000000
si4_r001_m400.01 7 1000.000244
si4_r001_m400.07 7 1000.000244
si2_m4Dr6_m1296.00 6 1e8
si2_m4Dr6_m1296.01 6 1e8
si2_m4Dr6_m1296.09 6 1e8
si2_m4Dr6_m1296.06 6 1e8
si2_m4Dr6_m1296.03 6 1e8
si2_m4Dr6_m1296.02 6 1e8
si2_m4Dr6_m1296.05 6 1e8
si2_m4Dr6_m1296.08 6 1e8
si2_m4Dr6_m1296.04 6 1e8
si2_m4Dr6_m1296.07 6 1e8
si2_b03_m800.07 3 722.679138
si2_b03_m800.08 3 643.337463
si2_b03_m800.04 3 821.488098
si2_b03_m800.05 3 521.557373
si2_b03_m800.09 3 704.111877
si2_b03_m800.00 3 658.605042
si2_b03_m800.02 3 506.549927
si2_b03_m800.03 3 575.508667
si2_b03_m800.01 3 501.670685
si2_b03_m800.06 3 661.940796
si4_b03m_m200.05 4 1000.000061
si4_b03m_m200.02 4 1000.000000
si4_b03m_m200.04 4 928.434875
si4_b03m_m200.07 4 1000.000061
si4_b03m_m200.00 4 5.869828
si4_b03m_m200.06 4 1000.000122
si4_b03m_m200.03 4 1000.000061
si4_b03m_m200.09 4 1000.000122
si4_b03m_m200.08 4 1000.000061
si4_b03m_m200.01 4 1000.000122
si2_b06m_m200.04 4 1.403719
si2_b06m_m200.03 4 1000.000000
si2_b06m_m200.08 4 469.417664
si2_b06m_m200.06 4 1000.000000
si2_b06m_m200.05 4 1.237985
si2_b06m_m200.02 4 1.033791
si2_b06m_m200.00 4 1000.000061
si2_b06m_m200.01 4 441.901001
si2_b06m_m200.09 4 1000.000000
si2_b06m_m200.07 4 0.955928
si6_m4Dr4_m625.05 6 1e8
si6_m4Dr4_m625.09 6 1e8
si6_m4Dr4_m625.04 6 1e8
si6_m4Dr4_m625.00 6 1e8
si6_m4Dr4_m625.08 6 1e8
si6_m4Dr4_m625.06 6 1e8
si6_m4Dr4_m625.01 6 1e8
si6_m4Dr4_m625.03 6 1e8
si6_m4Dr4_m625.07 6 1e8
si6_m4Dr4_m625.02 6 1e8
si4_b03_m200.06 3 4.641622
si4_b03_m200.02 3 4.672872
si4_b03_m200.07 3 4.458178
si4_b03_m200.04 3 4.453054
si4_b03_m200.03 3 4.574642
si4_b03_m200.05 3 4.341641
si4_b03_m200.09 3 4.286898
si4_b03_m200.01 3 4.592530
si4_b03_m200.00 3 4.308077
si4_b03_m200.08 3 4.314261
si2_b03_m400.03 3 21.089909
si2_b03_m400.06 3 20.014708
si2_b03_m400.07 3 18.497807
si2_b03_m400.01 3 18.643091
si2_b03_m400.05 3 19.985439
si2_b03_m400.09 3 20.493992
si2_b03_m400.02 3 18.769144
si2_b03_m400.00 3 18.699469
si2_b03_m400.08 3 24.044403
si2_b03_m400.04 3 20.195379
si4_b09_m200.02 3 4.125883
si4_b09_m200.01 3 4.406232
si4_b09_m200.00 3 4.320782
si4_b09_m200.09 3 4.048092
si4_b09_m200.08 3 4.193272
si4_b09_m200.04 3 4.019265
si4_b09_m200.06 3 7.110716
si4_b09_m200.05 3 4.345500
si4_b09_m200.07 3 4.725176
si4_b09_m200.03 3 166.477097
si4_m4Dr4_m256.05 6 1000.000122
si4_m4Dr4_m256.09 6 1000.000122
si4_m4Dr4_m256.01 6 1000.000122
si4_m4Dr4_m256.03 6 12.041948
si4_m4Dr4_m256.06 6 1000.000122
si4_m4Dr4_m256.07 6 1000.000122
si4_m4Dr4_m256.00 6 1000.000000
si4_m4Dr4_m256.02 6 1000.000122
si4_m4Dr4_m256.08 6 1000.000000
si4_m4Dr4_m256.04 6 1000.000000
si2_m4D_m625.01 5 117.329826
si2_m4D_m625.00 5 1000.000305
si2_m4D_m625.08 5 133.164719
si2_m4D_m625.04 5 1000.000061
si2_m4D_m625.09 5 119.822166
si2_m4D_m625.02 5 1000.000122
si2_m4D_m625.05 5 165.161011
si2_m4D_m625.06 5 130.569290
si2_m4D_m625.07 5 139.912155
si2_m4D_m625.03 5 499.573029
si4_b09_m800.03 3 1e8
si4_b09_m800.02 3 1e8
si4_b09_m800.09 3 1e8
si4_b09_m800.06 3 1e8
si4_b09_m800.04 3 1e8
si4_b09_m800.05 3 1e8
si4_b09_m800.00 3 1e8
si4_b09_m800.01 3 1e8
si4_b09_m800.07 3 1e8
si4_b09_m800.08 3 1e8
si2_m4Dr4_m256.05 6 643.576721
si2_m4Dr4_m256.02 6 130.313004
si2_m4Dr4_m256.00 6 1000.000061
si2_m4Dr4_m256.07 6 1000.000061
si2_m4Dr4_m256.03 6 1000.000061
si2_m4Dr4_m256.06 6 1000.000061
si2_m4Dr4_m256.04 6 1000.000061
si2_m4Dr4_m256.09 6 1000.000061
si2_m4Dr4_m256.01 6 904.129333
si2_m4Dr4_m256.08 6 78.912956
si6_m4Dr2_m256.04 6 1000.000183
si6_m4Dr2_m256.08 6 1000.000000
si6_m4Dr2_m256.00 6 1000.000183
si6_m4Dr2_m256.07 6 31.260670
si6_m4Dr2_m256.01 6 1000.000061
si6_m4Dr2_m256.09 6 31.069843
si6_m4Dr2_m256.03 6 28.888651
si6_m4Dr2_m256.05 6 28.348196
si6_m4Dr2_m256.02 6 1000.000183
si6_m4Dr2_m256.06 6 1000.000000
si6_b06_m800.00 3 1e8
si6_b06_m800.05 3 1e8
si6_b06_m800.02 3 1e8
si6_b06_m800.07 3 1e8
si6_b06_m800.08 3 1e8
si6_b06_m800.09 3 1e8
si6_b06_m800.06 3 1e8
si6_b06_m800.01 3 1e8
si6_b06_m800.04 3 1e8
si6_b06_m800.03 3 1e8
si4_b09m_m800.06 4 1e8
si4_b09m_m800.01 4 1e8
si4_b09m_m800.02 4 1e8
si4_b09m_m800.08 4 1e8
si4_b09m_m800.04 4 1e8
si4_b09m_m800.03 4 1e8
si4_b09m_m800.09 4 1e8
si4_b09m_m800.05 4 1e8
si4_b09m_m800.00 4 1e8
si4_b09m_m800.07 4 1e8
si2_b06_m800.04 3 598.975342
si2_b06_m800.07 3 644.664612
si2_b06_m800.02 3 901.035156
si2_b06_m800.00 3 870.469543
si2_b06_m800.03 3 951.156677
si2_b06_m800.05 3 554.705200
si2_b06_m800.09 3 632.291382
si2_b06_m800.01 3 645.501282
si2_b06_m800.08 3 474.198242
si2_b06_m800.06 3 618.132568
si6_m4D_m256.03 5 1000.000000
si6_m4D_m256.08 5 1000.000061
si6_m4D_m256.07 5 42.138966
si6_m4D_m256.00 5 1000.000061
si6_m4D_m256.01 5 1000.000183
si6_m4D_m256.05 5 1000.000854
si6_m4D_m256.09 5 1000.000000
si6_m4D_m256.04 5 1000.000061
si6_m4D_m256.02 5 1000.000000
si6_m4D_m256.06 5 1000.000061
si2_b06m_m800.07 4 1000.000244
si2_b06m_m800.02 4 1000.000122
si2_b06m_m800.03 4 1000.000061
si2_b06m_m800.01 4 1000.000244
si2_b06m_m800.08 4 1000.000122
si2_b06m_m800.04 4 1000.000305
si2_b06m_m800.06 4 1000.000305
si2_b06m_m800.09 4 1000.000366
si2_b06m_m800.05 4 1000.000549
si2_b06m_m800.00 4 1000.000000
si4_b06m_m200.00 4 27.885361
si4_b06m_m200.08 4 1000.000061
si4_b06m_m200.05 4 4.245897
si4_b06m_m200.09 4 1000.000122
si4_b06m_m200.01 4 4.568027
si4_b06m_m200.07 4 201.483231
si4_b06m_m200.02 4 430.622559
si4_b06m_m200.04 4 1000.000000
si4_b06m_m200.06 4 1000.000000
si4_b06m_m200.03 4 5.641549
si6_r001_m400.09 7 1000.000366
si6_r001_m400.05 7 1000.000305
si6_r001_m400.00 7 1000.000366
si6_r001_m400.04 7 1000.000366
si6_r001_m400.07 7 1000.000366
si6_r001_m400.06 7 1000.000366
si6_r001_m400.02 7 1000.000549
si6_r001_m400.03 7 1000.000000
si6_r001_m400.08 7 1000.000427
si6_r001_m400.01 7 1000.000366
si6_m4D_m625.00 5 1e8
si6_m4D_m625.07 5 1e8
si6_m4D_m625.05 5 1e8
si6_m4D_m625.08 5 1e8
si6_m4D_m625.02 5 1e8
si6_m4D_m625.03 5 1e8
si6_m4D_m625.04 5 1e8
si6_m4D_m625.09 5 1e8
si6_m4D_m625.01 5 1e8
si6_m4D_m625.06 5 1e8
si6_b09m_m800.02 4 1e8
si6_b09m_m800.09 4 1e8
si6_b09m_m800.04 4 1e8
si6_b09m_m800.07 4 1e8
si6_b09m_m800.00 4 1e8
si6_b09m_m800.05 4 1e8
si6_b09m_m800.03 4 1e8
si6_b09m_m800.01 4 1e8
si6_b09m_m800.06 4 1e8
si6_b09m_m800.08 4 1e8
si4_m4Dr6_m1296.01 6 1e8
si4_m4Dr6_m1296.07 6 1e8
si4_m4Dr6_m1296.06 6 1e8
si4_m4Dr6_m1296.02 6 1e8
si4_m4Dr6_m1296.08 6 1e8
si4_m4Dr6_m1296.03 6 1e8
si4_m4Dr6_m1296.00 6 1e8
si4_m4Dr6_m1296.09 6 1e8
si4_m4Dr6_m1296.05 6 1e8
si4_m4Dr6_m1296.04 6 1e8
si2_b06_m400.09 3 20.460585
si2_b06_m400.02 3 20.035242
si2_b06_m400.00 3 19.689232
si2_b06_m400.03 3 20.068666
si2_b06_m400.07 3 22.919508
si2_b06_m400.04 3 19.709677
si2_b06_m400.05 3 18.006701
si2_b06_m400.01 3 20.864328
si2_b06_m400.08 3 19.622423
si2_b06_m400.06 3 18.226746
si4_r01_m200.01 7 1000.000000
si4_r01_m200.08 7 1000.000000
si4_r01_m200.03 7 1000.000000
si4_r01_m200.04 7 1000.000000
si4_r01_m200.07 7 1000.000061
si4_r01_m200.02 7 1000.000000
si4_r01_m200.05 7 1000.000000
si4_r01_m200.06 7 1000.000061
si4_r01_m200.00 7 1000.000000
si4_r01_m200.09 7 1000.000000
si2_r001_m400.06 7 1000.000122
si2_r001_m400.08 7 1000.000122
si2_r001_m400.09 7 1000.000122
si2_r001_m400.01 7 1000.000122
si2_r001_m400.03 7 1000.000122
si2_r001_m400.04 7 1000.000122
si2_r001_m400.05 7 1000.000122
si2_r001_m400.02 7 1000.000122
si2_r001_m400.00 7 1000.000061
si2_r001_m400.07 7 1000.000122
si4_b03m_m800.03 4 1e8
si4_b03m_m800.05 4 1e8
si4_b03m_m800.06 4 1e8
si4_b03m_m800.01 4 1e8
si4_b03m_m800.08 4 1e8
si4_b03m_m800.09 4 1e8
si4_b03m_m800.00 4 1e8
si4_b03m_m800.02 4 1e8
si4_b03m_m800.07 4 1e8
si4_b03m_m800.04 4 1e8
si2_r01_m200.03 7 1000.000061
si2_r01_m200.00 7 1000.000061
si2_r01_m200.05 7 1000.000061
si2_r01_m200.01 7 1000.000061
si2_r01_m200.08 7 1000.000000
si2_r01_m200.06 7 1000.000000
si2_r01_m200.09 7 1000.000000
si2_r01_m200.02 7 1000.000000
si2_r01_m200.07 7 1000.000000
si2_r01_m200.04 7 1000.000061
si2_r01_m400.04 7 1000.000061
si2_r01_m400.00 7 1000.000061
si2_r01_m400.07 7 1000.000061
si2_r01_m400.09 7 1000.000122
si2_r01_m400.01 7 1000.000061
si2_r01_m400.03 7 1000.000061
si2_r01_m400.02 7 1000.000061
si2_r01_m400.05 7 1000.000061
si2_r01_m400.06 7 1000.000061
si2_r01_m400.08 7 1000.000061
si4_m4D_m625.09 5 1e8
si4_m4D_m625.03 5 1e8
si4_m4D_m625.07 5 1e8
si4_m4D_m625.02 5 1e8
si4_m4D_m625.00 5 1e8
si4_m4D_m625.01 5 1e8
si4_m4D_m625.04 5 1e8
si4_m4D_m625.06 5 1e8
si4_m4D_m625.08 5 1e8
si4_m4D_m625.05 5 1e8
si6_m4Dr6_m256.05 6 32.076981
si6_m4Dr6_m256.04 6 1000.000000
si6_m4Dr6_m256.03 6 35.178352
si6_m4Dr6_m256.02 6 32.991730
si6_m4Dr6_m256.08 6 34.611652
si6_m4Dr6_m256.00 6 1000.000183
si6_m4Dr6_m256.09 6 1000.000000
si6_m4Dr6_m256.07 6 30.372940
si6_m4Dr6_m256.06 6 1000.000183
si6_m4Dr6_m256.01 6 1000.000183
si6_b09_m400.07 3 259.569794
si6_b09_m400.03 3 1000.000916
si6_b09_m400.04 3 212.884171
si6_b09_m400.06 3 1000.000977
si6_b09_m400.05 3 232.077148
si6_b09_m400.09 3 248.656189
si6_b09_m400.02 3 240.801788
si6_b09_m400.01 3 315.079681
si6_b09_m400.08 3 208.206863
si6_b09_m400.00 3 329.081268
si6_b06_m400.03 3 255.021805
si6_b06_m400.08 3 227.514877
si6_b06_m400.07 3 376.664551
si6_b06_m400.04 3 415.541504
si6_b06_m400.05 3 217.239868
si6_b06_m400.06 3 413.444611
si6_b06_m400.02 3 218.474289
si6_b06_m400.01 3 264.033752
si6_b06_m400.00 3 217.052963
si6_b06_m400.09 3 219.596191
si6_b03m_m200.04 4 1000.000183
si6_b03m_m200.07 4 1000.000122
si6_b03m_m200.08 4 1000.000183
si6_b03m_m200.02 4 1000.000122
si6_b03m_m200.03 4 1000.000122
si6_b03m_m200.06 4 14.843093
si6_b03m_m200.01 4 1000.000122
si6_b03m_m200.09 4 1000.000183
si6_b03m_m200.00 4 1000.000122
si6_b03m_m200.05 4 1000.000183
si4_b06_m800.04 3 1e8
si4_b06_m800.00 3 1e8
si4_b06_m800.08 3 1e8
si4_b06_m800.05 3 1e8
si4_b06_m800.03 3 1e8
si4_b06_m800.06 3 1e8
si4_b06_m800.07 3 1e8
si4_b06_m800.01 3 1e8
si4_b06_m800.02 3 1e8
si4_b06_m800.09 3 1e8
si6_b09m_m200.07 4 11.051007
si6_b09m_m200.06 4 10.599562
si6_b09m_m200.01 4 1000.000000
si6_b09m_m200.08 4 10.297463
si6_b09m_m200.00 4 1000.000000
si6_b09m_m200.09 4 10.205830
si6_b09m_m200.02 4 1000.000000
si6_b09m_m200.05 4 1000.000061
si6_b09m_m200.03 4 1000.000061
si6_b09m_m200.04 4 10.104500
si4_b09m_m400.07 4 1000.000000
si4_b09m_m400.06 4 80.920570
si4_b09m_m400.00 4 88.299515
si4_b09m_m400.08 4 80.053856
si4_b09m_m400.04 4 1000.000000
si4_b09m_m400.09 4 1000.000183
si4_b09m_m400.02 4 97.177498
si4_b09m_m400.03 4 121.068558
si4_b09m_m400.01 4 85.659958
si4_b09m_m400.05 4 90.462105
si6_m4Dr4_m1296.03 6 1e8
si6_m4Dr4_m1296.06 6 1e8
si6_m4Dr4_m1296.04 6 1e8
si6_m4Dr4_m1296.01 6 1e8
si6_m4Dr4_m1296.09 6 1e8
si6_m4Dr4_m1296.02 6 1e8
si6_m4Dr4_m1296.08 6 1e8
si6_m4Dr4_m1296.05 6 1e8
si6_m4Dr4_m1296.07 6 1e8
si6_m4Dr4_m1296.00 6 1e8
si6_b06_m200.09 3 9.967447
si6_b06_m200.03 3 9.913602
si6_b06_m200.05 3 10.429397
si6_b06_m200.00 3 9.936761
si6_b06_m200.08 3 9.967637
si6_b06_m200.02 3 9.973047
si6_b06_m200.06 3 10.204960
si6_b06_m200.04 3 10.721599
si6_b06_m200.01 3 9.913557
si6_b06_m200.07 3 9.891504
si4_m4Dr6_m625.02 6 1e8
si4_m4Dr6_m625.06 6 1e8
si4_m4Dr6_m625.03 6 1e8
si4_m4Dr6_m625.07 6 1e8
si4_m4Dr6_m625.08 6 1e8
si4_m4Dr6_m625.09 6 1e8
si4_m4Dr6_m625.00 6 1e8
si4_m4Dr6_m625.01 6 1e8
si4_m4Dr6_m625.05 6 1e8
si4_m4Dr6_m625.04 6 1e8
si6_b06m_m200.09 4 11.681875
si6_b06m_m200.02 4 10.649350
si6_b06m_m200.05 4 10.180301
si6_b06m_m200.00 4 19.214840
si6_b06m_m200.07 4 10.998942
si6_b06m_m200.04 4 1000.000183
si6_b06m_m200.08 4 1000.000122
si6_b06m_m200.06 4 1000.000061
si6_b06m_m200.03 4 777.549255
si6_b06m_m200.01 4 1000.000061
si6_m4Dr4_m256.05 6 1000.000183
si6_m4Dr4_m256.03 6 1000.000183
si6_m4Dr4_m256.02 6 1000.000000
si6_m4Dr4_m256.01 6 1000.000183
si6_m4Dr4_m256.08 6 28.461584
si6_m4Dr4_m256.09 6 1000.000183
si6_m4Dr4_m256.07 6 1000.000000
si6_m4Dr4_m256.06 6 1000.000183
si6_m4Dr4_m256.04 6 1000.000000
si6_m4Dr4_m256.00 6 1000.000183
si4_r001_m600.01 7 1e8
si4_r001_m600.08 7 1e8
si4_r001_m600.02 7 1e8
si4_r001_m600.07 7 1e8
si4_r001_m600.05 7 1e8
si4_r001_m600.06 7 1e8
si4_r001_m600.00 7 1e8
si4_r001_m600.04 7 1e8
si4_r001_m600.09 7 1e8
si4_r001_m600.03 7 1e8
si2_b09m_m200.08 4 1000.000061
si2_b09m_m200.06 4 1.001789
si2_b09m_m200.03 4 1.076896
si2_b09m_m200.09 4 1.095812
si2_b09m_m200.04 4 600.228943
si2_b09m_m200.00 4 1000.000061
si2_b09m_m200.01 4 38.492374
si2_b09m_m200.05 4 1.191869
si2_b09m_m200.07 4 1.819920
si2_b09m_m200.02 4 1.000634
si6_b03_m200.01 3 10.650336
si6_b03_m200.03 3 10.371568
si6_b03_m200.04 3 10.090502
si6_b03_m200.08 3 10.777261
si6_b03_m200.07 3 10.492262
si6_b03_m200.09 3 10.221969
si6_b03_m200.05 3 10.252131
si6_b03_m200.02 3 10.683055
si6_b03_m200.06 3 10.099785
si6_b03_m200.00 3 10.031033
si6_b09_m200.09 3 174.164078
si6_b09_m200.06 3 9.709279
si6_b09_m200.08 3 10.766604
si6_b09_m200.03 3 77.202744
si6_b09_m200.00 3 145.243378
si6_b09_m200.02 3 10.240588
si6_b09_m200.07 3 9.707780
si6_b09_m200.04 3 41.285446
si6_b09_m200.01 3 10.600754
si6_b09_m200.05 3 9.999512
g10-g11 2 1000.000000
g10-g12 2 1000.000000
g10-g13 2 1000.000000
g10-g14 2 1000.000000
g10-g15 2 1000.000000
g10-g16 2 1000.000000
g10-g20 2 1000.000000
g10-g21 2 4.932004
g10-g22 2 1000.000000
g10-g23 2 1000.000000
g10-g25 2 1000.000000
g10-g26 2 1000.000000
g10-g27 2 1000.000000
g10-g28 2 1000.000000
g10-g29 2 1000.000000
g10-g30 2 1000.000000
g10-g31 2 1000.000000
g10-g32 2 2.317931
g10-g33 2 1000.000000
g10-g37 2 1000.000000
g10-g38 2 1000.000000
g10-g40 2 1000.000000
g10-g41 2 1000.000000
g10-g42 2 1000.000000
g10-g43 2 1000.000000
g10-g44 2 1000.000000
g10-g45 2 1000.000000
g10-g46 2 1000.000000
g10-g47 2 1000.000000
g10-g48 2 1000.000061
g10-g49 2 1000.000000
g10-g50 2 1000.000000
g11-g12 2 1000.000000
g11-g13 2 1000.000000
g11-g14 2 1000.000000
g11-g15 2 1000.000000
g11-g16 2 1000.000000
g11-g20 2 1000.000000
g11-g21 2 59.732105
g11-g22 2 1000.000000
g11-g23 2 1000.000000
g11-g25 2 1000.000000
g11-g26 2 1000.000000
g11-g27 2 1000.000000
g11-g28 2 1000.000061
g11-g29 2 1000.000000
g11-g30 2 1000.000000
g11-g31 2 1000.000000
g11-g32 2 7.040181
g11-g33 2 1000.000000
g11-g37 2 1000.000000
g11-g38 2 1000.000000
g11-g40 2 1000.000000
g11-g41 2 1000.000061
g11-g42 2 1000.000000
g11-g43 2 1000.000000
g11-g44 2 1000.000061
g11-g45 2 1000.000000
g11-g46 2 1000.000061
g11-g47 2 1000.000061
g11-g48 2 1000.000061
g11-g49 2 1000.000000
g11-g50 2 1000.000000
g12-g20 2 1000.000000
g12-g21 2 1000.000000
g12-g23 2 1000.000000
g12-g26 2 1000.000061
g12-g27 2 1000.000000
g12-g29 2 1000.000000
g12-g30 2 1000.000000
g12-g31 2 1000.000000
g12-g32 2 50.339363
g12-g38 2 1000.000061
g12-g40 2 1000.000000
g12-g43 2 1000.000000
g12-g44 2 1000.000061
g12-g45 2 1000.000000
g12-g46 2 1000.000000
g12-g47 2 1000.000000
g12-g48 2 1000.000061
g12-g50 2 1000.000000
g13-g15 2 32.759563
g13-g20 2 1000.000000
g13-g21 2 52.350807
g13-g23 2 1000.000000
g13-g25 2 1000.000061
g13-g26 2 1000.000000
g13-g27 2 1000.000061
g13-g29 2 1000.000000
g13-g30 2 1000.000000
g13-g31 2 1000.000000
g13-g32 2 1000.000000
g13-g38 2 1000.000000
g13-g40 2 1000.000000
g13-g43 2 1000.000000
g13-g44 2 1000.000061
g13-g45 2 1000.000061
g13-g46 2 1000.000000
g13-g47 2 1000.000061
g13-g48 2 1000.000000
g13-g49 2 1000.000061
g13-g50 2 1000.000000
g14-g15 2 1000.000000
g14-g20 2 1000.000000
g14-g21 2 14.673982
g14-g23 2 1000.000000
g14-g25 2 1000.000000
g14-g26 2 1000.000000
g14-g27 2 1000.000000
g14-g29 2 1000.000000
g14-g30 2 1000.000061
g14-g31 2 1000.000000
g14-g32 2 48.853436
g14-g38 2 1000.000061
g14-g40 2 1000.000000
g14-g43 2 1000.000000
g14-g44 2 1000.000000
g14-g45 2 1000.000061
g14-g46 2 1000.000061
g14-g47 2 1000.000000
g14-g48 2 1000.000000
g14-g49 2 1000.000000
g14-g50 2 1000.000000
g15-g20 2 1000.000000
g15-g21 2 157.597427
g15-g23 2 1000.000000
g15-g25 2 1000.000061
g15-g26 2 1000.000000
g15-g27 2 1000.000061
g15-g29 2 1000.000000
g15-g30 2 1000.000061
g15-g31 2 1000.000000
g15-g32 2 1000.000000
g15-g38 2 1000.000000
g15-g40 2 1000.000061
g15-g43 2 1000.000000
g15-g44 2 1000.000061
g15-g45 2 1000.000061
g15-g46 2 1000.000000
g15-g47 2 1000.000000
g15-g48 2 1000.000000
g15-g49 2 1000.000000
g15-g50 2 1000.000061
g16-g20 2 1000.000000
g16-g21 2 19.066668
g16-g22 2 1000.000000
g16-g23 2 1000.000000
g16-g25 2 1000.000000
g16-g26 2 1000.000000
g16-g27 2 1000.000000
g16-g28 2 1000.000000
g16-g29 2 1000.000000
g16-g30 2 1000.000061
g16-g31 2 1000.000000
g16-g32 2 1000.000000
g16-g33 2 1000.000000
g16-g37 2 1000.000061
g16-g38 2 1000.000000
g16-g40 2 1000.000061
g16-g43 2 1000.000000
g16-g44 2 1000.000000
g16-g45 2 1000.000000
g16-g46 2 1000.000000
g16-g47 2 1000.000000
g16-g48 2 1000.000061
g16-g49 2 1000.000000
g16-g50 2 1000.000061
g17-g18 2 1000.000000
g17-g19 2 1000.000000
g17-g20 2 1000.000061
g17-g21 2 27.636152
g17-g22 2 1000.000000
g17-g23 2 1000.000000
g17-g24 2 1000.000061
g17-g25 2 1000.000000
g17-g26 2 1000.000000
g17-g27 2 1000.000000
g17-g28 2 1000.000061
g17-g29 2 1000.000000
g17-g30 2 1000.000000
g17-g31 2 1000.000000
g17-g32 2 4.599274
g17-g33 2 1000.000061
g17-g34 2 1000.000061
g17-g35 2 1000.000061
g17-g36 2 1000.000000
g17-g37 2 1000.000061
g17-g38 2 1000.000000
g17-g39 2 1000.000061
g17-g40 2 1000.000000
g17-g41 2 1000.000061
g17-g42 2 1000.000061
g17-g43 2 1000.000000
g17-g44 2 1000.000061
g17-g45 2 1000.000061
g17-g46 2 1000.000000
g17-g47 2 1000.000061
g17-g48 2 1000.000000
g17-g49 2 1000.000000
g17-g50 2 1000.000000
g18-g19 2 1000.000000
g18-g20 2 1000.000061
g18-g21 2 38.188122
g18-g22 2 1000.000000
g18-g23 2 1000.000000
g18-g24 2 1000.000000
g18-g25 2 1000.000000
g18-g26 2 1000.000000
g18-g27 2 1000.000000
g18-g28 2 1000.000000
g18-g29 2 1000.000061
g18-g30 2 1000.000000
g18-g31 2 1000.000061
g18-g32 2 6.079957
g18-g33 2 1000.000000
g18-g34 2 1000.000061
g18-g35 2 1000.000061
g18-g36 2 1000.000000
g18-g37 2 1000.000061
g18-g38 2 1000.000061
g18-g39 2 1000.000061
g18-g40 2 1000.000000
g18-g41 2 1000.000000
g18-g42 2 1000.000061
g18-g43 2 1000.000061
g18-g44 2 1000.000000
g18-g45 2 1000.000000
g18-g46 2 1000.000061
g18-g47 2 1000.000061
g18-g48 2 1000.000000
g18-g49 2 1000.000061
g18-g50 2 1000.000000
g19-g20 2 1000.000000
g19-g21 2 100.606079
g19-g22 2 1000.000061
g19-g23 2 1000.000000
g19-g25 2 1000.000061
g19-g26 2 1000.000000
g19-g27 2 1000.000000
g19-g28 2 1000.000061
g19-g29 2 1000.000061
g19-g30 2 1000.000000
g19-g31 2 1000.000000
g19-g32 2 11.808668
g19-g33 2 1000.000061
g19-g35 2 1000.000061
g19-g37 2 1000.000000
g19-g38 2 1000.000061
g19-g40 2 1000.000000
g19-g41 2 1000.000061
g19-g42 2 1000.000000
g19-g43 2 1000.000000
g19-g44 2 1000.000061
g19-g45 2 1000.000061
g19-g46 2 1000.000061
g19-g47 2 1000.000061
g19-g48 2 1000.000000
g19-g49 2 1000.000061
g19-g50 2 1000.000000
g2-g10 2 0.002245
g2-g11 2 0.003694
g2-g12 2 0.049581
g2-g13 2 0.009100
g2-g14 2 0.008475
g2-g15 2 0.009493
g2-g16 2 0.003344
g2-g17 2 0.007617
g2-g18 2 0.007627
g2-g19 2 0.007652
g2-g20 2 0.005601
g2-g21 2 0.061378
g2-g22 2 0.005019
g2-g23 2 0.060026
g2-g24 2 0.009775
g2-g25 2 0.126639
g2-g26 2 0.047190
g2-g27 2 0.017285
g2-g28 2 0.016944
g2-g29 2 0.013047
g2-g3 2 0.003040
g2-g30 2 0.013084
g2-g31 2 0.022185
g2-g32 2 0.106458
g2-g33 2 0.019245
g2-g34 2 0.026008
g2-g35 2 0.026155
g2-g36 2 0.014908
g2-g37 2 0.026194
g2-g38 2 1000.000000
g2-g39 2 0.026392
g2-g4 2 0.000762
g2-g40 2 240.821121
g2-g41 2 0.017155
g2-g42 2 0.027207
g2-g43 2 0.017271
