instance clique cp-fc cp-mac james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32
mcs30_m2Dr6_s80_AB00 12126 1000.000000 1000.000000 1000000 1000000 1000000 1000000 889 787
mcs30_m2Dr6_s80_AB01 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 75860 54967
mcs30_m2Dr6_s80_AB02 660525 1000.000000 1000.000000 1000000 1000000 1000000 1000000 42424 30271
mcs30_m2Dr6_s80_AB03 165556 1000.000000 1000.000000 1000000 1000000 1000000 1000000 11050 7832
mcs30_m2Dr6_s80_AB04 417993 1000.000000 1000.000061 1000000 1000000 1000000 1000000 28046 20353
mcs30_m2Dr6_s80_AB05 450004 1000.000000 1000.000000 1000000 1000000 1000000 1000000 31083 22573
mcs30_m2Dr6_s80_AB06 54441 1000.000000 1000.000000 1000000 1000000 1000000 1000000 3782 2781
mcs30_m2Dr6_s80_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 76942 58913
mcs30_m2Dr6_s80_AB08 115484 1000.000000 1000.000061 1000000 1000000 1000000 1000000 8653 6625
mcs30_m2Dr6_s80_AB09 11499 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1075 796
mcs30_m2Dr6_s90_AB00 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB01 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB02 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 853633 1000004
mcs30_m2Dr6_s90_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 847249 847529
mcs30_m2Dr6_s90_AB05 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 731342 610673
mcs30_m2Dr6_s90_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB08 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000002 1000002
mcs30_m2Dr6_s90_AB09 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s100_AB00 560100 1000.000061 1000.000061 1000000 1000000 1000000 1000000 35993 25706
mcs30_m3D_s100_AB01 185351 1000.000000 1000.000000 1000000 1000000 1000000 1000000 11962 9026
mcs30_m3D_s100_AB02 380275 1000.000000 1000.000061 1000000 1000000 1000000 1000000 18008 12456
mcs30_m3D_s100_AB03 20525 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1388 1121
mcs30_m3D_s100_AB04 16758 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1192 1125
mcs30_m3D_s100_AB05 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 874897 633423
mcs30_m3D_s100_AB06 7347 1000.000000 1000.000061 1000000 1000000 1000000 1000000 562 420
mcs30_m3D_s100_AB07 71022 1000.000000 1000.000000 1000000 1000000 1000000 1000000 4915 3782
mcs30_m3D_s100_AB08 147678 1000.000000 1000.000000 1000000 1000000 1000000 1000000 9384 6760
mcs30_m3D_s100_AB09 193642 1000.000000 1000.000000 1000000 1000000 1000000 1000000 11522 8911
mcs30_m3D_s25_AB00 6 0.109332 0.086921 5 13 5 9 9 9
mcs30_m3D_s25_AB01 5 0.143295 0.065920 7 11 6 10 7 8
mcs30_m3D_s25_AB02 4 0.046358 0.039441 3 4 3 5 7 7
mcs30_m3D_s25_AB03 4 0.051853 0.032273 0 1 0 1 7 8
mcs30_m3D_s25_AB04 5 0.122653 0.089830 1 2 1 1 6 8
mcs30_m3D_s25_AB05 8 0.130746 0.096031 1 2 2 2 7 9
mcs30_m3D_s25_AB06 3 0.084464 0.046494 4 7 3 4 8 7
mcs30_m3D_s25_AB07 5 0.079482 0.064149 4 10 4 6 8 9
mcs30_m3D_s25_AB08 8 0.098474 0.079919 4 6 5 6 9 8
mcs30_m3D_s25_AB09 5 0.052807 0.040862 2 3 3 3 6 7
mcs30_m3D_s30_AB00 2 0.072581 0.065959 5 9 5 9 5 6
mcs30_m3D_s30_AB01 3 0.060904 0.049593 6 7 5 8 5 7
mcs30_m3D_s30_AB02 1 0.037562 0.026108 2 4 2 2 5 7
mcs30_m3D_s30_AB03 3 0.051059 0.043528 2 4 3 5 6 7
mcs30_m3D_s30_AB04 3 0.064753 0.052391 6 12 4 8 6 6
mcs30_m3D_s30_AB05 3 0.006334 0.006483 0 0 0 0 6 7
mcs30_m3D_s30_AB06 2 0.071600 0.049018 9 15 3 5 5 6
mcs30_m3D_s30_AB07 2 0.036438 0.029628 2 2 2 2 4 6
mcs30_m3D_s30_AB08 3 0.110401 0.077094 4 7 5 8 6 6
mcs30_m3D_s30_AB09 2 0.010091 0.009380 0 1 0 1 5 7
mcs30_m3D_s40_AB00 66 5.475966 4.197697 358 355 306 406 18 23
mcs30_m3D_s40_AB01 45 4.737381 3.035611 231 347 228 368 19 21
mcs30_m3D_s40_AB02 18 0.871422 0.771182 40 55 55 83 10 13
mcs30_m3D_s40_AB03 89 2.396720 2.190961 283 378 366 419 22 26
mcs30_m3D_s40_AB04 17 9.063408 7.274690 303 337 227 219 10 15
mcs30_m3D_s40_AB05 22 6.545078 4.589923 83 112 66 90 13 13
mcs30_m3D_s40_AB06 18 7.902972 4.772457 831 1205 471 714 12 12
mcs30_m3D_s40_AB07 55 5.163508 3.541255 190 279 173 236 18 24
mcs30_m3D_s40_AB08 204 7.355760 5.465216 645 872 252 350 29 30
mcs30_m3D_s40_AB09 83 1.931666 1.356978 169 219 166 161 17 21
mcs30_m3D_s70_AB00 1339 1000.000000 1000.000000 121077 138082 100374 124562 145 120
mcs30_m3D_s70_AB01 117 566.321533 552.233826 23805 30895 24240 22786 36 41
mcs30_m3D_s70_AB02 171 1000.000000 1000.000000 202753 325082 92392 132479 39 43
mcs30_m3D_s70_AB03 188 93.100784 87.038803 3854 6499 1335 2461 43 44
mcs30_m3D_s70_AB04 869 1000.000061 1000.000000 58024 76330 31328 42707 85 76
mcs30_m3D_s70_AB05 4610 766.949097 696.565735 28154 44683 19545 32652 71 66
mcs30_m3D_s70_AB06 179 110.241974 104.992233 3559 6405 2287 4203 50 50
mcs30_m3D_s70_AB07 2293 1000.000000 1000.000000 186244 311879 150993 261586 157 125
mcs30_m3D_s70_AB08 446 1000.000000 1000.000000 80697 141614 61628 113152 63 69
mcs30_m3D_s70_AB09 94433 1000.000061 1000.000000 85464 115087 27209 49940 4957 3508
mcs30_m3D_s80_AB00 224670 1000.000061 1000.000000 1000000 1000000 1000000 1000000 15523 12115
mcs30_m3D_s80_AB01 51832 1000.000000 1000.000000 1000000 1000000 1000000 1000000 3776 2792
mcs30_m3D_s80_AB02 160474 1000.000000 1000.000000 1000000 1000000 1000000 1000000 10990 7803
mcs30_m3D_s80_AB03 34883 1000.000000 1000.000000 1000000 1000000 407719 606924 2371 1709
mcs30_m3D_s80_AB04 123424 1000.000061 1000.000000 1000000 1000000 1000000 503351 1208 966
mcs30_m3D_s80_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 159204 120620
mcs30_m3D_s80_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 70954 51477
mcs30_m3D_s80_AB07 63859 1000.000000 1000.000000 1000000 1000000 1000000 1000000 5549 6410
mcs30_m3D_s80_AB08 226186 1000.000000 1000.000000 945372 1000000 326093 491395 8283 5941
mcs30_m3D_s80_AB09 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 215935 165768
mcs30_m3D_s90_AB00 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 532488 482651
mcs30_m3D_s90_AB01 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 153707 110888
mcs30_m3D_s90_AB03 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 490116 360817
mcs30_m3D_s90_AB07 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3D_s90_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB09 1000000 1000.000061 1000.000061 1000000 1000000 1000000 1000000 1000002 1000004
mcs30_m3Dr2_s100_AB00 4624 1000.000000 1000.000000 1000000 1000000 1000000 1000000 569 509
mcs30_m3Dr2_s100_AB01 1876 1000.000000 1000.000000 1000000 1000000 412885 754262 173 139
mcs30_m3Dr2_s100_AB02 159370 1000.000061 1000.000061 1000000 1000000 1000000 1000000 11162 8227
mcs30_m3Dr2_s100_AB03 23279 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1194 860
mcs30_m3Dr2_s100_AB04 772537 1000.000061 1000.000000 1000000 1000000 1000000 1000000 51570 35312
mcs30_m3Dr2_s100_AB05 9921 1000.000000 1000.000000 1000000 1000000 1000000 1000000 466 385
mcs30_m3Dr2_s100_AB06 116783 1000.000061 1000.000000 1000000 1000000 1000000 1000000 7860 5715
mcs30_m3Dr2_s100_AB07 112632 1000.000000 1000.000000 1000000 1000000 1000000 1000000 9061 9275
mcs30_m3Dr2_s100_AB08 28059 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1333 935
mcs30_m3Dr2_s100_AB09 35186 1000.000000 1000.000000 1000000 1000000 1000000 1000000 2397 1708
mcs30_m3Dr2_s25_AB00 4 0.035079 0.029764 2 3 1 2 7 6
mcs30_m3Dr2_s25_AB01 4 0.042492 0.028349 2 7 2 4 8 6
mcs30_m3Dr2_s25_AB02 5 0.153669 0.121764 3 5 3 6 7 8
mcs30_m3Dr2_s25_AB03 4 0.049927 0.033023 2 3 2 3 7 7
mcs30_m3Dr2_s25_AB04 4 0.097778 0.053652 5 8 4 7 8 7
mcs30_m3Dr2_s25_AB05 6 0.258798 0.148170 9 13 11 17 7 9
mcs30_m3Dr2_s25_AB06 4 0.107844 0.053313 1 2 1 1 7 7
mcs30_m3Dr2_s25_AB07 5 0.084337 0.052488 2 4 2 4 9 9
mcs30_m3Dr2_s25_AB08 9 0.150255 0.098276 11 19 10 17 8 8
mcs30_m3Dr2_s25_AB09 5 0.097142 0.066733 5 9 5 9 7 7
mcs30_m3Dr2_s30_AB00 4 0.093842 0.085830 3 5 3 5 6 7
mcs30_m3Dr2_s30_AB01 2 0.084184 0.060061 8 13 6 11 5 6
mcs30_m3Dr2_s30_AB02 2 0.046752 0.042639 1 3 1 3 6 7
mcs30_m3Dr2_s30_AB03 3 0.007081 0.005637 1 1 0 0 6 7
mcs30_m3Dr2_s30_AB04 3 0.082587 0.066771 6 11 5 10 7 6
mcs30_m3Dr2_s30_AB05 2 0.040763 0.027576 1 1 1 1 7 6
mcs30_m3Dr2_s30_AB06 3 0.119649 0.096891 3 5 3 5 5 7
mcs30_m3Dr2_s30_AB07 3 0.157142 0.119538 10 17 8 15 6 6
mcs30_m3Dr2_s30_AB08 2 0.011022 0.007954 0 0 0 0 5 6
mcs30_m3Dr2_s30_AB09 2 0.105659 0.078712 6 10 6 9 6 7
mcs30_m3Dr2_s40_AB00 45 6.176721 4.726241 249 427 203 298 16 17
mcs30_m3Dr2_s40_AB01 68 18.305784 13.806780 621 1024 464 761 14 17
mcs30_m3Dr2_s40_AB02 508 9.029032 4.464292 189 178 147 198 32 36
mcs30_m3Dr2_s40_AB03 190 7.098541 5.250399 315 502 295 473 27 30
mcs30_m3Dr2_s40_AB04 38 2.834921 2.013648 161 231 122 176 14 17
mcs30_m3Dr2_s40_AB05 106 5.269504 4.182410 81 136 89 148 17 21
mcs30_m3Dr2_s40_AB06 12 2.188061 1.918625 156 217 70 112 11 12
mcs30_m3Dr2_s40_AB07 34 7.936326 6.895084 139 193 155 226 16 17
mcs30_m3Dr2_s40_AB08 85 14.878835 8.951358 803 1240 881 1341 17 20
mcs30_m3Dr2_s40_AB09 30 14.113082 8.838658 259 390 125 211 13 16
mcs30_m3Dr2_s70_AB00 282 305.422028 298.220032 5731 9946 4161 7044 46 46
mcs30_m3Dr2_s70_AB01 895 1000.000000 1000.000000 18760 33260 13105 23122 92 90
mcs30_m3Dr2_s70_AB02 2318 949.811157 868.999756 37314 69716 28951 54984 183 144
mcs30_m3Dr2_s70_AB03 383 1000.000000 1000.000000 20874 28590 14483 21555 59 52
mcs30_m3Dr2_s70_AB04 879 1000.000000 1000.000000 167720 285209 264626 217269 94 91
mcs30_m3Dr2_s70_AB05 12802 698.856323 562.358643 33744 61506 21615 39263 159 122
mcs30_m3Dr2_s70_AB06 146 1000.000000 1000.000000 30308 54780 67201 49014 38 44
mcs30_m3Dr2_s70_AB07 251 884.201355 860.989563 18834 33781 10134 18048 47 54
mcs30_m3Dr2_s70_AB08 32470 1000.000061 1000.000000 604189 1000000 335355 561634 1406 980
mcs30_m3Dr2_s70_AB09 337 1000.000000 1000.000000 63433 113689 41626 76329 40 44
mcs30_m3Dr2_s80_AB00 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 150686 112111
mcs30_m3Dr2_s80_AB01 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 153929 113225
mcs30_m3Dr2_s80_AB02 10562 1000.000000 1000.000000 1000000 1000000 1000000 1000000 779 558
mcs30_m3Dr2_s80_AB03 1180 1000.000000 1000.000000 1000000 1000000 525877 584124 125 116
mcs30_m3Dr2_s80_AB04 49256 1000.000000 1000.000000 1000000 1000000 1000000 1000000 3357 2391
mcs30_m3Dr2_s80_AB05 150795 1000.000000 1000.000000 1000000 1000000 1000000 1000000 9954 7209
mcs30_m3Dr2_s80_AB06 10737 1000.000000 1000.000000 1000000 1000000 688758 1000000 766 553
mcs30_m3Dr2_s80_AB07 7337 1000.000000 1000.000000 1000000 1000000 1000000 1000000 606 439
mcs30_m3Dr2_s80_AB08 224493 1000.000000 1000.000000 1000000 1000000 1000000 1000000 36710 19255
mcs30_m3Dr2_s80_AB09 9967 1000.000000 1000.000000 1000000 1000000 1000000 1000000 772 655
mcs30_m3Dr2_s90_AB00 505106 1000.000000 1000.000000 1000000 1000000 1000000 1000000 33829 24530
mcs30_m3Dr2_s90_AB01 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000002
mcs30_m3Dr2_s90_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 960790 779928
mcs30_m3Dr2_s90_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3Dr2_s90_AB04 1000000 1000.000061 1000.000061 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3Dr2_s90_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 574732 500354
mcs30_m3Dr2_s90_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3Dr2_s90_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3Dr2_s90_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3Dr2_s90_AB09 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1000002 1000012
mcs30_m3Dr4_s100_AB00 17348 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1182 831
mcs30_m3Dr4_s100_AB01 26572 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1927 1635
mcs30_m3Dr4_s100_AB02 19153 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1019 780
mcs30_m3Dr4_s100_AB03 96250 1000.000061 1000.000000 1000000 1000000 1000000 1000000 6979 5088
mcs30_m3Dr4_s100_AB04 4901 1000.000000 1000.000000 1000000 1000000 1000000 1000000 135 118
mcs30_m3Dr4_s100_AB05 38987 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1752 1434
mcs30_m3Dr4_s100_AB06 8196 1000.000061 1000.000061 1000000 1000000 1000000 1000000 501 389
mcs30_m3Dr4_s100_AB07 2823 1000.000000 1000.000000 1000000 1000000 1000000 1000000 230 190
mcs30_m3Dr4_s100_AB08 195985 1000.000000 1000.000000 1000000 1000000 1000000 1000000 12781 9617
mcs30_m3Dr4_s100_AB09 8299 1000.000000 1000.000000 585043 1000000 402323 801477 780 615
mcs30_m3Dr4_s25_AB00 3 0.031028 0.028700 2 3 1 3 6 7
mcs30_m3Dr4_s25_AB01 3 0.052880 0.042488 2 4 2 4 6 7
mcs30_m3Dr4_s25_AB02 4 0.037863 0.029056 2 4 2 4 6 8
mcs30_m3Dr4_s25_AB03 3 0.042940 0.033320 2 3 2 3 7 7
mcs30_m3Dr4_s25_AB04 5 0.148648 0.095850 7 10 7 10 7 9
mcs30_m3Dr4_s25_AB05 4 0.075239 0.055704 3 9 3 6 6 7
mcs30_m3Dr4_s25_AB06 3 0.128876 0.096404 5 9 5 9 6 7
mcs30_m3Dr4_s25_AB07 4 0.118774 0.081562 4 7 3 7 7 7
mcs30_m3Dr4_s25_AB08 7 0.036134 0.019822 2 3 2 3 8 8
mcs30_m3Dr4_s25_AB09 3 0.017991 0.014960 2 3 2 3 5 5
mcs30_m3Dr4_s30_AB00 3 0.127558 0.090808 8 15 9 14 6 6
mcs30_m3Dr4_s30_AB01 4 0.079614 0.057847 10 26 7 20 7 7
mcs30_m3Dr4_s30_AB02 2 0.028192 0.020047 3 6 3 6 6 7
mcs30_m3Dr4_s30_AB03 5 0.030928 0.027421 2 4 1 4 6 7
mcs30_m3Dr4_s30_AB04 1 0.024272 0.019318 2 3 1 3 4 6
mcs30_m3Dr4_s30_AB05 2 0.086066 0.063446 4 7 5 8 5 7
mcs30_m3Dr4_s30_AB06 2 0.050236 0.040007 8 11 6 10 6 6
mcs30_m3Dr4_s30_AB07 2 0.021956 0.018534 2 3 2 3 6 6
mcs30_m3Dr4_s30_AB08 2 0.046532 0.034342 7 6 3 2 5 7
mcs30_m3Dr4_s30_AB09 2 0.072992 0.057664 4 6 3 5 4 6
mcs30_m3Dr4_s40_AB00 17 2.603202 2.016721 120 169 94 134 13 13
mcs30_m3Dr4_s40_AB01 112 3.065643 1.697542 162 209 117 205 20 22
mcs30_m3Dr4_s40_AB02 106 4.865486 3.540078 133 216 105 175 20 23
mcs30_m3Dr4_s40_AB03 68 3.923617 3.150393 87 143 68 110 20 21
mcs30_m3Dr4_s40_AB04 31 7.334658 5.778473 257 496 189 311 14 17
mcs30_m3Dr4_s40_AB05 24 3.995929 3.085329 97 161 58 95 13 17
mcs30_m3Dr4_s40_AB06 34 13.828544 11.212072 595 931 404 694 15 19
mcs30_m3Dr4_s40_AB07 41 5.540756 4.071151 137 216 128 203 12 15
mcs30_m3Dr4_s40_AB08 92 6.206318 4.992567 372 391 282 320 20 22
mcs30_m3Dr4_s40_AB09 54 2.022896 1.753022 280 381 110 192 15 20
mcs30_m3Dr4_s70_AB00 116 1000.000000 1000.000000 44626 77984 22396 38015 37 43
mcs30_m3Dr4_s70_AB01 273 356.766144 350.371124 13828 18804 17366 26477 47 51
mcs30_m3Dr4_s70_AB02 195 865.617371 801.588928 38089 69041 26634 48469 48 52
mcs30_m3Dr4_s70_AB03 362 1000.000000 1000.000000 32569 34616 16494 18498 53 50
mcs30_m3Dr4_s70_AB04 53 52.711094 50.863945 2057 3616 1907 3390 32 32
mcs30_m3Dr4_s70_AB05 335 385.975616 348.702789 16628 31311 22896 35040 52 51
mcs30_m3Dr4_s70_AB06 1759 1000.000000 1000.000000 95014 171744 96390 162947 149 120
mcs30_m3Dr4_s70_AB07 1516 1000.000000 1000.000000 45085 83718 28908 55588 144 111
mcs30_m3Dr4_s70_AB08 43 1000.000000 973.823181 28338 39948 7095 13084 29 34
mcs30_m3Dr4_s70_AB09 4633 800.086609 757.164551 28840 54576 26592 51415 358 236
mcs30_m3Dr4_s80_AB00 412871 1000.000000 1000.000000 1000000 1000000 1000000 1000000 27591 20717
mcs30_m3Dr4_s80_AB01 317 1000.000061 1000.000000 154094 129615 118413 102290 63 65
mcs30_m3Dr4_s80_AB02 573131 1000.000000 1000.000000 1000000 1000000 1000000 1000000 16596 11780
mcs30_m3Dr4_s80_AB03 41828 1000.000000 1000.000000 1000000 1000000 1000000 1000000 3911 3670
mcs30_m3Dr4_s80_AB04 38458 1000.000000 1000.000000 130730 215024 105077 186567 2703 1970
mcs30_m3Dr4_s80_AB05 387285 1000.000000 1000.000000 1000000 1000000 1000000 1000000 25758 18471
mcs30_m3Dr4_s80_AB06 19759 1000.000000 1000.000000 1000000 1000000 665862 1000000 254 194
mcs30_m3Dr4_s80_AB07 26736 1000.000000 1000.000000 230675 307608 237144 339743 2410 2175
mcs30_m3Dr4_s80_AB08 413 1000.000000 1000.000061 241129 145627 47025 87476 76 74
mcs30_m3Dr4_s80_AB09 3965 1000.000000 1000.000000 1000000 1000000 1000000 1000000 337 255
mcs30_m3Dr4_s90_AB00 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3Dr4_s90_AB01 795136 1000.000000 1000.000000 1000000 1000000 1000000 1000000 58878 50597
mcs30_m3Dr4_s90_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3Dr4_s90_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000003
mcs30_m3Dr4_s90_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000001 1000003
mcs30_m3Dr4_s90_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 349190 295108
mcs30_m3Dr4_s90_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000002 1000007
mcs30_m3Dr4_s90_AB07 312450 1000.000000 1000.000000 1000000 1000000 1000000 1000000 19156 14238
mcs30_m3Dr4_s90_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 488137 401701
mcs30_m3Dr4_s90_AB09 1000000 1000.000000 1000.000061 1000000 1000000 1000000 1000000 607090 524168
mcs30_m3Dr6_s100_AB00 2692 1000.000000 1000.000000 773147 1000000 216427 367562 226 177
mcs30_m3Dr6_s100_AB01 8144 1000.000000 1000.000000 1000000 1000000 1000000 1000000 857 818
mcs30_m3Dr6_s100_AB02 7003 1000.000000 1000.000000 1000000 1000000 681768 1000000 658 625
mcs30_m3Dr6_s100_AB03 2014 1000.000000 1000.000000 893588 1000000 429092 562948 209 173
mcs30_m3Dr6_s100_AB04 2983 1000.000000 1000.000000 1000000 1000000 371901 661976 252 192
mcs30_m3Dr6_s100_AB05 1263 1000.000000 1000.000000 1000000 1000000 545587 1000000 120 111
mcs30_m3Dr6_s100_AB06 102697 1000.000061 1000.000000 1000000 1000000 1000000 1000000 3114 2603
mcs30_m3Dr6_s100_AB07 3259 1000.000000 1000.000000 1000000 1000000 668044 622856 279 216
mcs30_m3Dr6_s100_AB08 757 1000.000000 1000.000000 1000000 1000000 312598 513636 88 76
mcs30_m3Dr6_s100_AB09 150021 1000.000000 1000.000061 1000000 1000000 1000000 1000000 9878 7310
mcs30_m3Dr6_s25_AB00 4 0.027686 0.019812 2 3 2 3 7 9
mcs30_m3Dr6_s25_AB01 4 0.053419 0.049819 5 7 3 6 8 8
mcs30_m3Dr6_s25_AB02 10 0.114789 0.046904 3 6 6 9 11 11
mcs30_m3Dr6_s25_AB03 8 0.104538 0.067367 6 9 6 9 9 9
mcs30_m3Dr6_s25_AB04 4 0.137171 0.102003 3 5 3 5 6 7
mcs30_m3Dr6_s25_AB05 4 0.122141 0.070243 9 15 8 13 7 7
mcs30_m3Dr6_s25_AB06 4 0.040390 0.034054 2 6 3 4 7 8
mcs30_m3Dr6_s25_AB07 4 0.113749 0.093259 4 8 5 10 7 7
mcs30_m3Dr6_s25_AB08 4 0.091954 0.070041 5 9 5 9 7 8
mcs30_m3Dr6_s25_AB09 3 0.036539 0.029242 2 4 1 2 8 7
mcs30_m3Dr6_s30_AB00 2 0.020413 0.019183 1 2 1 2 6 6
mcs30_m3Dr6_s30_AB01 2 0.080128 0.062030 3 5 4 6 5 6
mcs30_m3Dr6_s30_AB02 2 0.040166 0.035405 4 8 3 7 5 6
mcs30_m3Dr6_s30_AB03 2 0.090117 0.066400 6 12 4 8 6 6
mcs30_m3Dr6_s30_AB04 2 0.032944 0.029284 3 4 2 4 6 6
mcs30_m3Dr6_s30_AB05 2 0.025495 0.020222 2 3 1 3 6 5
mcs30_m3Dr6_s30_AB06 2 0.012330 0.010647 2 4 1 2 6 5
mcs30_m3Dr6_s30_AB07 3 0.065973 0.051242 5 9 4 7 5 6
mcs30_m3Dr6_s30_AB08 2 0.040743 0.031561 2 4 2 4 5 5
mcs30_m3Dr6_s30_AB09 2 0.021532 0.018102 1 2 1 1 5 7
mcs30_m3Dr6_s40_AB00 59 2.052924 1.388368 177 288 250 251 18 17
mcs30_m3Dr6_s40_AB01 19 4.006008 2.913493 273 398 207 325 11 14
mcs30_m3Dr6_s40_AB02 15 2.223347 1.408542 119 188 125 196 10 10
mcs30_m3Dr6_s40_AB03 33 3.805855 3.379285 90 143 80 134 15 15
mcs30_m3Dr6_s40_AB04 20 2.804072 2.443897 91 150 89 169 10 13
mcs30_m3Dr6_s40_AB05 19 3.457872 2.542302 284 496 298 398 12 12
mcs30_m3Dr6_s40_AB06 108 4.708504 3.131983 364 543 247 388 22 27
mcs30_m3Dr6_s40_AB07 76 5.104965 4.177818 207 322 186 294 21 21
mcs30_m3Dr6_s40_AB08 33 3.041991 2.270892 150 218 56 85 13 17
mcs30_m3Dr6_s40_AB09 52 2.375972 1.688385 197 305 154 236 18 21
mcs30_m3Dr6_s70_AB00 2221 1000.000000 1000.000000 234013 262284 131058 136846 189 150
mcs30_m3Dr6_s70_AB01 184 558.888123 514.319458 31376 63060 19489 41725 41 46
mcs30_m3Dr6_s70_AB02 279 43.676281 40.815174 1638 3073 1647 2447 42 46
mcs30_m3Dr6_s70_AB03 514 413.772461 409.257874 19839 37633 20568 38893 66 64
mcs30_m3Dr6_s70_AB04 199 1000.000000 1000.000000 24121 39209 12121 20585 38 42
mcs30_m3Dr6_s70_AB05 218 644.812012 599.221497 30293 55457 28967 54518 45 53
mcs30_m3Dr6_s70_AB06 380 437.300781 416.081482 93020 43404 14224 27687 54 52
mcs30_m3Dr6_s70_AB07 156 1000.000000 1000.000000 66689 49787 9433 18960 37 44
mcs30_m3Dr6_s70_AB08 48 484.954193 460.553833 16658 30775 9608 19496 26 28
mcs30_m3Dr6_s70_AB09 187 69.334518 64.634560 4204 8394 3657 7303 39 41
mcs30_m3Dr6_s80_AB00 23666 1000.000000 1000.000000 834314 772709 579133 570189 1682 1162
mcs30_m3Dr6_s80_AB01 15344 1000.000000 1000.000000 816291 1000000 944231 1000000 793 584
mcs30_m3Dr6_s80_AB02 5759 1000.000000 1000.000000 1000000 1000000 1000000 1000000 479 360
mcs30_m3Dr6_s80_AB03 14327 1000.000000 1000.000000 1000000 1000000 833091 1000000 1084 850
mcs30_m3Dr6_s80_AB04 72085 1000.000000 1000.000000 1000000 1000000 1000000 1000000 4836 3473
mcs30_m3Dr6_s80_AB05 4676 1000.000000 1000.000000 1000000 1000000 783175 733413 378 299
