instance clique cp-fc cp-mac james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32
mcs30_m2Dr2_s70_AB07 109611000 NaN NaN NaN NaN 1292036145 1734650265 140991309 123546378
mcs30_m2Dr2_s70_AB08 1692873 193123361.000000 142145221.000000 117476742 179650978 84297387 121261733 1112783 1115632
mcs30_m2Dr2_s70_AB09 3459878 NaN NaN 1384883949 2061034880 889129996 1355527639 3610126 3769766
mcs30_m2Dr2_s80_AB00 15275675 NaN NaN NaN NaN NaN NaN 15338292 15369456
mcs30_m2Dr2_s80_AB01 NaN NaN NaN NaN NaN NaN NaN 151713217 152379454
mcs30_m2Dr2_s80_AB02 97832695 NaN NaN NaN NaN NaN NaN 98352908 98710162
mcs30_m2Dr2_s80_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB04 89942326 NaN NaN NaN NaN NaN NaN 92219893 93465120
mcs30_m2Dr2_s80_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB06 62302 NaN NaN 1960716797 2049362790 709583901 1030735937 89249 76518
mcs30_m2Dr2_s80_AB07 NaN NaN NaN NaN NaN NaN NaN 2511362075 2535668508
mcs30_m2Dr2_s80_AB08 914960 NaN NaN NaN NaN 659309851 959349590 943723 958750
mcs30_m2Dr2_s80_AB09 304802971 NaN NaN NaN NaN NaN NaN 302814325 304983694
mcs30_m2Dr2_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB09 NaN NaN NaN NaN NaN NaN NaN 1277801867 1293017391
mcs30_m2Dr4_s100_AB00 64600682 NaN NaN NaN NaN NaN NaN 61056107 61203210
mcs30_m2Dr4_s100_AB01 NaN NaN NaN NaN NaN NaN NaN 1465289793 1797500136
mcs30_m2Dr4_s100_AB02 484817644 NaN NaN NaN NaN NaN NaN 942996995 1058645995
mcs30_m2Dr4_s100_AB03 80777584 NaN NaN NaN NaN NaN NaN 71474434 63148909
mcs30_m2Dr4_s100_AB04 4629646 NaN NaN NaN NaN NaN NaN 4841916 4985609
mcs30_m2Dr4_s100_AB05 1434627 NaN NaN NaN NaN 649165982 970704174 1452171 1458083
mcs30_m2Dr4_s100_AB06 270309321 NaN NaN NaN NaN NaN NaN 270987036 277098097
mcs30_m2Dr4_s100_AB07 NaN NaN NaN NaN NaN NaN NaN 878593824 885797742
mcs30_m2Dr4_s100_AB08 12844363 NaN NaN NaN NaN NaN NaN 6080805 6110901
mcs30_m2Dr4_s100_AB09 8390549 NaN NaN 2156556385 NaN 722993362 1127441816 3247916 3590807
mcs30_m2Dr4_s30_AB00 10339 8012.000000 6842.000000 9170 11912 4567 7240 6679 8336
mcs30_m2Dr4_s30_AB01 112 9302.000000 6960.000000 6614 8033 8274 6861 255 255
mcs30_m2Dr4_s30_AB02 475 54107.000000 28644.000000 40840 42928 38956 42282 761 1228
mcs30_m2Dr4_s30_AB03 403 19479.000000 14010.000000 32532 46615 8207 12143 522 522
mcs30_m2Dr4_s30_AB04 7522 39272.000000 25107.000000 44202 63101 10683 15910 7058 7247
mcs30_m2Dr4_s30_AB05 365 19669.000000 11880.000000 17295 23633 11183 15602 471 471
mcs30_m2Dr4_s30_AB06 2181 46240.000000 31561.000000 24278 38147 22399 34219 2545 2307
mcs30_m2Dr4_s30_AB07 78 5546.000000 3596.000000 5728 7127 3459 5364 196 196
mcs30_m2Dr4_s30_AB08 815 25199.000000 14407.000000 28487 42049 23449 34928 916 1883
mcs30_m2Dr4_s30_AB09 618 14532.000000 6770.000000 12313 20678 10264 16417 727 679
mcs30_m2Dr4_s50_AB00 1032195 76546731.000000 36011626.000000 51040001 47785216 31770272 29149678 1051394 1050408
mcs30_m2Dr4_s50_AB01 4679089 129391818.000000 98221356.000000 70569622 100604170 56534648 71458413 4699300 4706502
mcs30_m2Dr4_s50_AB02 173486558 NaN NaN 378856631 480343706 243259576 310708385 62373977 59348962
mcs30_m2Dr4_s50_AB03 19817988 182291417.000000 103102977.000000 124388782 156549720 118661200 152197211 19733730 19766646
mcs30_m2Dr4_s50_AB04 182509799 NaN NaN 615695833 796444626 454648502 589792160 145885736 145928813
mcs30_m2Dr4_s50_AB05 426777 65191076.000000 32383814.000000 164384127 39193225 369742741 109246985 1190288 559745
mcs30_m2Dr4_s50_AB06 12395784 47539341.000000 27650396.000000 33917850 45187110 22824689 29107466 12419999 12448473
mcs30_m2Dr4_s50_AB07 2123461 NaN NaN 101392397 141402827 81179760 112776534 2211330 2566172
mcs30_m2Dr4_s50_AB08 81192 57013919.000000 37908884.000000 54115535 15752506 37540012 10892714 91314 84411
mcs30_m2Dr4_s50_AB09 2522828 NaN NaN 49940729 41280952 62372121 52993881 558768 573215
mcs30_m2Dr4_s60_AB00 614304 40915705.000000 33286371.000000 13931205 21276279 12269541 20128946 624588 624820
mcs30_m2Dr4_s60_AB01 34312 6067216.000000 4616322.000000 11953236 12825485 4571951 6694664 37577 41517
mcs30_m2Dr4_s60_AB02 162867 167984888.000000 128906814.000000 92122086 80550046 43649874 61768730 168637 171269
mcs30_m2Dr4_s60_AB03 12071 77283726.000000 68091246.000000 58798624 67430074 17670552 15895168 12961 13408
mcs30_m2Dr4_s60_AB04 28242957 202216183.000000 165610753.000000 200789901 310745565 145621422 221084086 29261055 30948609
mcs30_m2Dr4_s60_AB05 21744521 NaN NaN 411525308 480113204 319997345 439078141 24449347 27213776
mcs30_m2Dr4_s60_AB06 10609193 NaN NaN 276551744 369092860 197672100 277192748 10889767 10640720
mcs30_m2Dr4_s60_AB07 362623 191983117.000000 148239550.000000 87090395 137304122 26261044 39745006 345838 352776
mcs30_m2Dr4_s60_AB08 204466 125268389.000000 100773686.000000 23693824 33841208 19645446 25961108 213040 207702
mcs30_m2Dr4_s60_AB09 129127 20384145.000000 17019884.000000 23707107 26353916 9641448 11849601 105860 102405
mcs30_m2Dr4_s70_AB00 53026942 NaN NaN NaN NaN 1747749768 2624465657 51650452 51774488
mcs30_m2Dr4_s70_AB01 274469 NaN NaN 808072511 1157431105 200335337 323962577 287608 289206
mcs30_m2Dr4_s70_AB02 8789140 NaN NaN 204616352 327053172 137114782 219597585 1422949 1470343
mcs30_m2Dr4_s70_AB03 92542 NaN 210260136.000000 67485186 86704133 50497795 72183319 90970 91034
mcs30_m2Dr4_s70_AB04 6477057 NaN NaN 186772641 215676841 30992969 44718576 6350010 6648558
mcs30_m2Dr4_s70_AB05 562821 NaN NaN 640823337 1090241764 487337292 830479281 638987 720552
mcs30_m2Dr4_s70_AB06 1641874 NaN NaN 835197949 1319658538 505879818 787160090 1811571 2493166
mcs30_m2Dr4_s70_AB07 399859 NaN NaN 186120200 254309670 143154254 213115389 410951 412550
mcs30_m2Dr4_s70_AB08 753746 NaN NaN 2007685215 2029687293 701380436 736996352 1325375 1666469
mcs30_m2Dr4_s70_AB09 14058769 NaN NaN 1084091366 1454986960 375946474 494891072 14594561 14924601
mcs30_m2Dr4_s80_AB00 27741007 NaN NaN NaN NaN 1293926070 673436904 27770919 27808314
mcs30_m2Dr4_s80_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB03 186663989 NaN NaN NaN NaN NaN NaN 64837527 65022378
mcs30_m2Dr4_s80_AB04 209396388 NaN NaN NaN NaN NaN NaN 214532186 220358397
mcs30_m2Dr4_s80_AB05 51680870 NaN NaN NaN NaN NaN NaN 43462275 44363709
mcs30_m2Dr4_s80_AB06 NaN NaN NaN NaN NaN NaN NaN 919313417 932255724
mcs30_m2Dr4_s80_AB07 NaN NaN NaN NaN NaN NaN NaN 668291792 688695880
mcs30_m2Dr4_s80_AB08 NaN NaN NaN NaN NaN NaN NaN 5796645855 5798437454
mcs30_m2Dr4_s80_AB09 120795860 NaN NaN NaN NaN NaN NaN 126020439 132171726
mcs30_m2Dr4_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB06 NaN NaN NaN NaN NaN NaN NaN 5421223343 5445982296
mcs30_m2Dr4_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s100_AB00 315908818 NaN NaN NaN NaN NaN NaN 340213038 372487406
mcs30_m2Dr6_s100_AB01 16261045 NaN NaN NaN NaN NaN NaN 20128043 26118519
mcs30_m2Dr6_s100_AB02 206400 NaN NaN 2598790705 836313419 1244712865 466849728 353679 462609
mcs30_m2Dr6_s100_AB03 22568806 NaN NaN NaN NaN NaN NaN 22618223 22656206
mcs30_m2Dr6_s100_AB04 201719512 NaN NaN NaN NaN NaN NaN 257415107 318582149
mcs30_m2Dr6_s100_AB05 5202770 NaN NaN NaN NaN NaN NaN 5226616 5243732
mcs30_m2Dr6_s100_AB06 12078476 NaN NaN NaN NaN NaN NaN 9482613 9249140
mcs30_m2Dr6_s100_AB07 92374557 NaN NaN NaN NaN NaN NaN 134690881 145574701
mcs30_m2Dr6_s100_AB08 3651808 NaN NaN 2205576139 NaN 409592016 685183956 3679981 3696896
mcs30_m2Dr6_s100_AB09 25402826 NaN NaN NaN NaN NaN NaN 25404645 25427930
mcs30_m2Dr6_s30_AB00 919 10513.000000 4779.000000 7821 8101 3626 5514 1033 1033
mcs30_m2Dr6_s30_AB01 309 29072.000000 16609.000000 20948 35429 7656 12366 421 421
mcs30_m2Dr6_s30_AB02 43 6826.000000 5085.000000 3062 4855 3171 5507 156 156
mcs30_m2Dr6_s30_AB03 211 46520.000000 29915.000000 18779 29531 15714 24993 734 378
mcs30_m2Dr6_s30_AB04 448 10612.000000 8135.000000 10818 14249 8949 12798 562 562
mcs30_m2Dr6_s30_AB05 177 5937.000000 3963.000000 12221 10971 11398 10412 313 313
mcs30_m2Dr6_s30_AB06 134 13128.000000 7086.000000 22497 31777 21338 32701 253 253
mcs30_m2Dr6_s30_AB07 1496 18174.000000 11643.000000 14397 19011 5308 8530 1607 1607
mcs30_m2Dr6_s30_AB08 874 40177.000000 27382.000000 23900 40931 20904 36330 988 988
mcs30_m2Dr6_s30_AB09 1582 8024.000000 6669.000000 6440 10864 8752 10538 1259 1259
mcs30_m2Dr6_s50_AB00 197027 215989997.000000 152818671.000000 30988457 45176711 50984638 74045384 270758 378886
mcs30_m2Dr6_s50_AB01 772399 170916137.000000 107275827.000000 32256525 21472057 15133189 12413164 787454 788803
mcs30_m2Dr6_s50_AB02 1336648 17679248.000000 11366597.000000 14880960 14040024 14151130 8894736 1352320 1354651
mcs30_m2Dr6_s50_AB03 4622625 151566516.000000 109243007.000000 117483745 171146368 61490164 88635923 4635366 4644644
mcs30_m2Dr6_s50_AB04 47805 58646806.000000 39962224.000000 10828707 15205831 5851048 6964703 50562 49212
mcs30_m2Dr6_s50_AB05 22357464 80365127.000000 56419869.000000 21112816 30961429 18306470 27403219 21665233 21689473
mcs30_m2Dr6_s50_AB06 1630223 41074952.000000 32364595.000000 26738028 37247734 21509011 21036233 1645429 1648655
mcs30_m2Dr6_s50_AB07 18792136 75220547.000000 43834955.000000 53721617 78140458 39562602 58219177 15427027 15446182
mcs30_m2Dr6_s50_AB08 204633396 116867919.000000 71670148.000000 137168325 165273409 55676701 65712958 202702170 202869310
mcs30_m2Dr6_s50_AB09 1436190 110901835.000000 77618964.000000 216329770 260542086 98441874 124428191 3882508 1519239
mcs30_m2Dr6_s60_AB00 25404 156664143.000000 124385509.000000 76689447 120764818 34518336 53958115 26966 26486
mcs30_m2Dr6_s60_AB01 45418 92314612.000000 75848312.000000 7773127 10502660 7962490 7199420 36749 28996
mcs30_m2Dr6_s60_AB02 194395 40633279.000000 32313164.000000 29426308 48656662 16127942 26488483 197402 196036
mcs30_m2Dr6_s60_AB03 184514 52806348.000000 43235394.000000 50207910 80453604 17592524 30597766 51945 56233
mcs30_m2Dr6_s60_AB04 55626 24966415.000000 20808357.000000 8815140 5626898 3658027 3213350 25304 19795
mcs30_m2Dr6_s60_AB05 36961 84587696.000000 56197524.000000 9619438 9598370 16802784 26477042 45780 83559
mcs30_m2Dr6_s60_AB06 16760076 24484391.000000 17181857.000000 7282239 11648410 3531398 5748957 340039 342626
mcs30_m2Dr6_s60_AB07 12601 42869077.000000 29333722.000000 40015683 40769092 26150107 29942297 13259 12837
mcs30_m2Dr6_s60_AB08 72436 27054719.000000 18488473.000000 6868447 11270593 6698198 11272391 75037 73091
mcs30_m2Dr6_s60_AB09 3588728 176482392.000000 100183682.000000 120763516 169574593 39004046 52734238 3530686 3549945
mcs30_m2Dr6_s70_AB00 3834696 NaN NaN 817710566 1404615493 1077307647 1135841178 1907042 1919222
mcs30_m2Dr6_s70_AB01 22831 NaN NaN 37630932 67007986 10154317 17900945 8956 8936
mcs30_m2Dr6_s70_AB02 564082 NaN NaN 1021197996 1469416845 337978479 451423923 594257 587992
mcs30_m2Dr6_s70_AB03 355706 70165294.000000 55264245.000000 32674496 51198395 14393017 23933560 355421 359617
mcs30_m2Dr6_s70_AB04 1049014 NaN NaN 563105216 713545515 422960252 441550191 1064794 1064828
mcs30_m2Dr6_s70_AB05 889476 141793163.000000 131542247.000000 80072879 135690873 112097153 160563421 980940 1041726
mcs30_m2Dr6_s70_AB06 102816 NaN NaN 470163844 818858209 147985973 252476756 115426 107619
mcs30_m2Dr6_s70_AB07 563712 NaN NaN 144121877 257876582 133188527 243226143 676835 749902
mcs30_m2Dr6_s70_AB08 725335 NaN NaN 106252553 165023140 33242733 51946909 827056 921520
mcs30_m2Dr6_s70_AB09 9935383 NaN NaN 440998716 470406263 186993662 301359723 11541487 13497198
mcs30_m2Dr6_s80_AB00 5944829 NaN NaN NaN NaN NaN NaN 5969586 5995185
mcs30_m2Dr6_s80_AB01 NaN NaN NaN NaN NaN NaN NaN 582507550 582541389
mcs30_m2Dr6_s80_AB02 345582916 NaN NaN NaN NaN NaN NaN 335832606 335900712
mcs30_m2Dr6_s80_AB03 75102840 NaN NaN NaN NaN NaN NaN 75132868 75172294
mcs30_m2Dr6_s80_AB04 213735079 NaN NaN NaN NaN NaN NaN 213667614 213751700
mcs30_m2Dr6_s80_AB05 274077235 NaN NaN NaN NaN NaN NaN 274276771 274666201
mcs30_m2Dr6_s80_AB06 31845621 NaN NaN NaN NaN NaN NaN 32045919 32289647
mcs30_m2Dr6_s80_AB07 NaN NaN NaN NaN NaN NaN NaN 553810000 558680284
mcs30_m2Dr6_s80_AB08 77151642 NaN NaN NaN NaN NaN NaN 77700640 78425618
mcs30_m2Dr6_s80_AB09 6507930 NaN NaN NaN NaN NaN NaN 6534833 6561145
mcs30_m2Dr6_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB03 NaN NaN NaN NaN NaN NaN NaN 4949106743 NaN
mcs30_m2Dr6_s90_AB04 NaN NaN NaN NaN NaN NaN NaN 3978238717 3981796667
mcs30_m2Dr6_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB06 NaN NaN NaN NaN NaN NaN NaN 5958703183 5958752349
mcs30_m2Dr6_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m2Dr6_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s100_AB00 414216084 NaN NaN NaN NaN NaN NaN 414299538 414357920
mcs30_m3D_s100_AB01 105839456 NaN NaN NaN NaN NaN NaN 105865913 105896895
mcs30_m3D_s100_AB02 315970403 NaN NaN NaN NaN NaN NaN 218438620 209415175
mcs30_m3D_s100_AB03 10574630 NaN NaN NaN NaN NaN NaN 10587219 12588117
mcs30_m3D_s100_AB04 9213979 NaN NaN NaN NaN NaN NaN 9923873 11578339
mcs30_m3D_s100_AB05 NaN NaN NaN NaN NaN NaN NaN 8644985556 8704143433
mcs30_m3D_s100_AB06 3143070 NaN NaN NaN NaN NaN NaN 3430341 3656343
mcs30_m3D_s100_AB07 47000837 NaN NaN NaN NaN NaN NaN 43325496 46027007
mcs30_m3D_s100_AB08 91024006 NaN NaN NaN NaN NaN NaN 90130081 90150020
mcs30_m3D_s100_AB09 125860384 NaN NaN NaN NaN NaN NaN 89053157 89098326
mcs30_m3D_s25_AB00 6697 38464.000000 24033.000000 22787 33459 22303 32211 7050 6258
mcs30_m3D_s25_AB01 354 41523.000000 19749.000000 33056 44695 28187 38731 518 518
mcs30_m3D_s25_AB02 505 15604.000000 11683.000000 10643 15951 11277 16803 660 660
mcs30_m3D_s25_AB03 37 20854.000000 9109.000000 2467 2991 2430 2947 203 203
mcs30_m3D_s25_AB04 3751 54428.000000 29081.000000 7735 10142 5206 6362 3892 3892
mcs30_m3D_s25_AB05 8908 56931.000000 31984.000000 6930 8921 7119 9503 9065 9065
mcs30_m3D_s25_AB06 612 22483.000000 14565.000000 20852 30812 11172 15041 860 818
mcs30_m3D_s25_AB07 2826 26489.000000 18384.000000 16141 22170 15678 22796 2988 3996
mcs30_m3D_s25_AB08 9986 33481.000000 22494.000000 17065 22520 26866 26207 8709 7368
mcs30_m3D_s25_AB09 4199 21489.000000 13136.000000 11175 12849 10046 11661 4358 4358
mcs30_m3D_s30_AB00 1057 26199.000000 21250.000000 19957 31953 22409 33481 931 887
mcs30_m3D_s30_AB01 520 23716.000000 15186.000000 30804 31999 24059 32082 721 827
mcs30_m3D_s30_AB02 56 14813.000000 7736.000000 9486 14449 8300 8215 158 158
mcs30_m3D_s30_AB03 374 17067.000000 12739.000000 12090 15929 11939 15600 507 507
mcs30_m3D_s30_AB04 1467 24071.000000 16206.000000 23234 40783 14677 25574 2123 1904
mcs30_m3D_s30_AB05 3709 1815.000000 1635.000000 1987 2235 1960 2198 5469 3208
mcs30_m3D_s30_AB06 835 26883.000000 13308.000000 36416 57050 10864 16745 949 949
mcs30_m3D_s30_AB07 270 13365.000000 9173.000000 9765 9820 8466 6505 749 749
mcs30_m3D_s30_AB08 1396 43825.000000 24839.000000 23700 31314 23319 33077 1095 6776
mcs30_m3D_s30_AB09 99 3122.000000 2680.000000 1966 3056 3298 2675 454 382
mcs30_m3D_s40_AB00 103476 1675611.000000 1073069.000000 1123515 1263797 1038089 1254868 132244 171580
mcs30_m3D_s40_AB01 61016 1600282.000000 769023.000000 873358 1299630 877549 1319718 63415 63475
mcs30_m3D_s40_AB02 24587 259105.000000 204764.000000 171385 212835 211415 286683 19937 20310
mcs30_m3D_s40_AB03 115587 611882.000000 501805.000000 1155705 1421251 1248785 1547841 118546 117052
mcs30_m3D_s40_AB04 18431 2939001.000000 1933160.000000 1140571 1394798 628523 806594 17928 18113
mcs30_m3D_s40_AB05 27026 2156456.000000 1282144.000000 309827 354082 204081 194606 20404 19369
mcs30_m3D_s40_AB06 15673 2790565.000000 1240949.000000 3190466 4346237 1943146 2767152 16603 13465
mcs30_m3D_s40_AB07 71174 1683689.000000 746408.000000 837618 1145270 784891 971125 73099 76764
mcs30_m3D_s40_AB08 366538 2267475.000000 1348089.000000 2843463 3691948 950365 1233802 377240 376465
mcs30_m3D_s40_AB09 80434 571191.000000 317750.000000 783813 948566 736772 651142 67848 62663
mcs30_m3D_s70_AB00 804784 NaN NaN 347802341 348410343 253377675 279188508 821204 832855
mcs30_m3D_s70_AB01 53549 119504616.000000 114131531.000000 57177076 68314885 57567560 49873289 86147 84841
mcs30_m3D_s70_AB02 76625 NaN NaN 507248946 767354549 215976030 287428920 81334 78153
mcs30_m3D_s70_AB03 69993 16591064.000000 15070114.000000 9103970 15027357 2771005 4876309 62154 69208
mcs30_m3D_s70_AB04 703178 NaN NaN 157758123 198737602 75034937 98750683 535833 542660
mcs30_m3D_s70_AB05 5081860 153216257.000000 123082366.000000 76856326 116961001 46657678 75297139 343514 341052
mcs30_m3D_s70_AB06 74887 20495091.000000 18897853.000000 7714093 13045060 4522710 7952104 118155 99930
mcs30_m3D_s70_AB07 1282980 NaN NaN 530327754 848240684 388719295 642373628 918188 920370
mcs30_m3D_s70_AB08 181673 NaN NaN 197755566 340255312 142243341 252245770 219441 277620
mcs30_m3D_s70_AB09 75175584 NaN NaN 231846774 287482625 63790720 109572056 58416872 58458609
mcs30_m3D_s80_AB00 98616507 NaN NaN NaN NaN NaN NaN 98794025 98855486
mcs30_m3D_s80_AB01 27687007 NaN NaN NaN NaN NaN NaN 27719016 27753425
mcs30_m3D_s80_AB02 87526731 NaN NaN NaN NaN NaN NaN 86509458 86740124
mcs30_m3D_s80_AB03 18293063 NaN NaN NaN NaN 992664726 1444310966 18775805 19120894
mcs30_m3D_s80_AB04 81003525 NaN NaN NaN NaN NaN 1180626723 7233195 7586081
mcs30_m3D_s80_AB05 NaN NaN NaN NaN NaN NaN NaN 1278513022 1279530181
mcs30_m3D_s80_AB06 NaN NaN NaN NaN NaN NaN NaN 517851568 517882622
mcs30_m3D_s80_AB07 29263036 NaN NaN NaN NaN NaN NaN 35676967 62293141
mcs30_m3D_s80_AB08 148081796 NaN NaN 2488720227 NaN 810705980 1181307041 66237263 66417434
mcs30_m3D_s80_AB09 NaN NaN NaN NaN NaN NaN NaN 2544239798 2623265553
mcs30_m3D_s90_AB00 NaN NaN NaN NaN NaN NaN NaN 3024240716 3036221075
mcs30_m3D_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB02 NaN NaN NaN NaN NaN NaN NaN 898999826 900611980
mcs30_m3D_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB06 NaN NaN NaN NaN NaN NaN NaN 3278360846 3281160682
mcs30_m3D_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3D_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s100_AB00 2172824 NaN NaN NaN NaN NaN NaN 3451296 4617923
mcs30_m3Dr2_s100_AB01 872059 NaN NaN NaN NaN 822069933 1422549666 889645 893391
mcs30_m3Dr2_s100_AB02 78993195 NaN NaN NaN NaN NaN NaN 85022754 91716606
mcs30_m3Dr2_s100_AB03 11376497 NaN NaN NaN NaN NaN NaN 8260295 8597032
mcs30_m3Dr2_s100_AB04 534592038 NaN NaN NaN NaN NaN NaN 535541395 536170462
mcs30_m3Dr2_s100_AB05 5626272 NaN NaN NaN NaN NaN NaN 3167609 3234667
mcs30_m3Dr2_s100_AB06 65614902 NaN NaN NaN NaN NaN NaN 67345003 69303499
mcs30_m3Dr2_s100_AB07 56308059 NaN NaN NaN NaN NaN NaN 70462763 106297209
mcs30_m3Dr2_s100_AB08 16721265 NaN NaN NaN NaN NaN NaN 10519286 10545031
mcs30_m3Dr2_s100_AB09 19277972 NaN NaN NaN NaN NaN NaN 19323907 19419138
mcs30_m3Dr2_s25_AB00 984 11901.000000 8448.000000 9648 12400 5078 7502 1036 983
mcs30_m3Dr2_s25_AB01 863 13774.000000 7246.000000 10925 16339 5797 8338 1114 1108
mcs30_m3Dr2_s25_AB02 2085 50137.000000 33303.000000 13364 19558 15169 21722 2264 2264
mcs30_m3Dr2_s25_AB03 783 17231.000000 9031.000000 7290 10392 6670 9944 936 2134
mcs30_m3Dr2_s25_AB04 1424 23273.000000 14532.000000 18585 31135 18203 27165 1422 1231
mcs30_m3Dr2_s25_AB05 3968 78856.000000 46604.000000 40820 55541 53973 72070 4195 4126
mcs30_m3Dr2_s25_AB06 2282 46644.000000 15575.000000 5836 6641 2429 2979 2888 3336
mcs30_m3Dr2_s25_AB07 1587 23194.000000 14632.000000 12043 14561 10495 13185 4471 3758
mcs30_m3Dr2_s25_AB08 17346 52989.000000 25701.000000 49778 80996 40932 63017 16386 15966
mcs30_m3Dr2_s25_AB09 965 31197.000000 18564.000000 20252 30509 19796 29664 1124 1124
mcs30_m3Dr2_s30_AB00 6080 35871.000000 27689.000000 18769 24318 16784 21679 6201 6204
mcs30_m3Dr2_s30_AB01 1531 36723.000000 17528.000000 37965 57372 30275 43233 1651 1640
mcs30_m3Dr2_s30_AB02 408 15415.000000 12978.000000 6413 10599 4953 8523 531 531
mcs30_m3Dr2_s30_AB03 345 2127.000000 1326.000000 3794 5064 1175 1733 1999 1514
mcs30_m3Dr2_s30_AB04 1465 31208.000000 20757.000000 25225 40486 20479 33185 1621 4039
mcs30_m3Dr2_s30_AB05 159 15333.000000 7368.000000 5891 4726 3348 3505 769 468
mcs30_m3Dr2_s30_AB06 1078 43439.000000 30306.000000 12642 16378 12164 15228 952 1015
mcs30_m3Dr2_s30_AB07 2049 61110.000000 38470.000000 47716 73844 36282 57265 2180 2180
mcs30_m3Dr2_s30_AB08 195 4502.000000 2423.000000 552 874 492 759 542 291
mcs30_m3Dr2_s30_AB09 456 41123.000000 26113.000000 29004 42220 26394 37509 647 552
mcs30_m3Dr2_s40_AB00 60260 1995389.000000 1226019.000000 1096175 1467831 759269 1041576 42040 43693
mcs30_m3Dr2_s40_AB01 93254 5885884.000000 3724442.000000 2631378 4004205 1897238 2858962 26347 25252
mcs30_m3Dr2_s40_AB02 1003581 3534255.000000 1153574.000000 1179030 861925 415995 517903 369868 367515
mcs30_m3Dr2_s40_AB03 292254 2300496.000000 1238573.000000 1442527 2133448 1280860 1868927 279410 280059
mcs30_m3Dr2_s40_AB04 68331 965443.000000 546471.000000 858131 1121928 609559 783272 56068 55463
mcs30_m3Dr2_s40_AB05 227028 1813060.000000 1173177.000000 315392 477355 330613 500738 128311 119602
mcs30_m3Dr2_s40_AB06 7650 625492.000000 493973.000000 510733 791493 274103 380171 5776 6215
mcs30_m3Dr2_s40_AB07 39722 2478582.000000 1817585.000000 694651 880981 760315 948123 40217 41586
mcs30_m3Dr2_s40_AB08 166333 4795427.000000 2296568.000000 3583745 5309049 3647583 5328593 72783 88576
