instance clique cp-fc cp-mac james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32
mcs50_m3D_s15_AB02 171 916.000000 556.000000 773 1273 773 1273 290 343
mcs50_m3D_s15_AB03 51 523.000000 344.000000 169 223 166 220 159 159
mcs50_m3D_s15_AB04 544 1202.000000 670.000000 975 1453 962 1445 660 660
mcs50_m3D_s15_AB05 120 1213.000000 589.000000 498 760 500 762 272 272
mcs50_m3D_s15_AB06 153 785.000000 497.000000 794 1125 749 1085 267 267
mcs50_m3D_s15_AB07 122 1907.000000 1007.000000 1813 2745 1740 2661 257 235
mcs50_m3D_s15_AB08 270 3492.000000 2168.000000 1847 2527 1820 2322 384 389
mcs50_m3D_s15_AB09 50 669.000000 517.000000 579 600 579 588 154 156
mcs50_m3D_s20_AB00 63 1920.000000 1344.000000 1005 1040 961 1040 176 176
mcs50_m3D_s20_AB01 219 830.000000 601.000000 1520 2053 1507 1987 249 316
mcs50_m3D_s20_AB02 564 4418.000000 1950.000000 3260 4843 2664 3421 1148 406
mcs50_m3D_s20_AB03 207 1510.000000 923.000000 1374 2173 1352 2111 333 333
mcs50_m3D_s20_AB04 51 1328.000000 989.000000 1518 1748 1421 1652 152 152
mcs50_m3D_s20_AB05 115 1684.000000 719.000000 1688 2481 1681 2478 238 238
mcs50_m3D_s20_AB06 421 11949.000000 6603.000000 2653 4158 2821 4258 522 596
mcs50_m3D_s20_AB07 97 1966.000000 1259.000000 1596 2055 1352 1806 196 196
mcs50_m3D_s20_AB08 391 3957.000000 2383.000000 2525 4259 2333 3934 443 401
mcs50_m3D_s20_AB09 220 2485.000000 1543.000000 3301 6141 3060 5238 318 318
mcs50_m3D_s50_AB00 3020 619844.000000 584752.000000 564385 903745 470232 760066 4774 3332
mcs50_m3D_s50_AB01 739 1297833.000000 1136396.000000 2266924 409297 2220002 443319 1072 1064
mcs50_m3D_s50_AB02 4942 381921.000000 364651.000000 444359 387776 387565 383794 7632 5891
mcs50_m3D_s50_AB03 145526 2488528.000000 2308946.000000 329991 265323 353346 234250 10284 6909
mcs50_m3D_s50_AB04 28082 229402.000000 225244.000000 213091 367128 214878 371417 2921 1295
mcs50_m3D_s50_AB05 3209 908411.000000 831922.000000 293288 490225 277680 467219 4204 3544
mcs50_m3D_s50_AB06 11947 814565.000000 693189.000000 2986435 1297830 2227856 901153 13663 12929
mcs50_m3D_s50_AB07 20829 8828039.000000 6974333.000000 5314326 3831421 2054054 2205933 8795 10742
mcs50_m3D_s50_AB08 1252429 3759515.000000 3103202.000000 1247981 1795980 340238 538325 24415 20652
mcs50_m3D_s50_AB09 63033 6131275.000000 5340737.000000 4051511 6811380 2578113 4371224 68210 64652
mcs50_m3D_s60_AB00 2994 5290089.000000 4738215.000000 3033228 5335075 2329866 4008005 3573 3249
mcs50_m3D_s60_AB01 14381 5200727.000000 4593634.000000 5769113 9798505 3297709 5610039 15102 15108
mcs50_m3D_s60_AB02 6605 2257876.000000 1896352.000000 923916 1660714 761739 1417254 7301 7291
mcs50_m3D_s60_AB03 121016 7524271.000000 7043421.000000 3394044 4843913 2299908 3241644 62401 63139
mcs50_m3D_s60_AB04 9793 31895632.000000 27518296.000000 10822920 19945344 9405210 17573948 11019 11025
mcs50_m3D_s60_AB05 1629 517996.000000 479662.000000 1705818 399624 891147 277771 1886 1878
mcs50_m3D_s60_AB06 8164 20000981.000000 16232359.000000 12103118 13274970 5760075 6912998 8842 8842
mcs50_m3D_s60_AB07 2255 1876997.000000 1520111.000000 2511534 2082614 1485974 1591391 3914 2514
mcs50_m3D_s60_AB08 2355 4398732.000000 3534179.000000 509305 938094 465216 842576 2588 2588
mcs50_m3D_s60_AB09 12975 14466823.000000 11859856.000000 7027444 11991173 3388106 6086150 14152 13583
mcs50_m3Dr2_s15_AB00 157 2317.000000 1045.000000 1048 1643 1029 1625 274 254
mcs50_m3Dr2_s15_AB01 128 955.000000 570.000000 702 633 656 590 234 226
mcs50_m3Dr2_s15_AB02 30 637.000000 440.000000 688 399 550 392 143 143
mcs50_m3Dr2_s15_AB03 132 994.000000 585.000000 818 1399 808 1386 272 277
mcs50_m3Dr2_s15_AB04 68 1204.000000 696.000000 463 723 427 694 182 179
mcs50_m3Dr2_s15_AB05 33 916.000000 623.000000 533 561 535 561 152 33
mcs50_m3Dr2_s15_AB06 26 1074.000000 478.000000 381 498 380 497 150 155
mcs50_m3Dr2_s15_AB07 156 1166.000000 605.000000 1188 1320 1121 1240 285 285
mcs50_m3Dr2_s15_AB08 108 1047.000000 634.000000 707 989 702 984 221 221
mcs50_m3Dr2_s15_AB09 47 2731.000000 1326.000000 513 851 513 854 157 157
mcs50_m3Dr2_s20_AB00 341 2028.000000 1198.000000 1501 2664 1302 2287 450 450
mcs50_m3Dr2_s20_AB01 100 1264.000000 944.000000 694 1294 646 1207 203 201
mcs50_m3Dr2_s20_AB02 38 2547.000000 1523.000000 266 470 375 649 154 127
mcs50_m3Dr2_s20_AB03 433 4253.000000 2883.000000 3823 6108 3335 5616 538 538
mcs50_m3Dr2_s20_AB04 69 348.000000 321.000000 1121 427 1116 429 192 192
mcs50_m3Dr2_s20_AB05 74 642.000000 432.000000 485 966 1769 1971 177 177
mcs50_m3Dr2_s20_AB06 110 2249.000000 1353.000000 2522 3675 2533 3688 249 231
mcs50_m3Dr2_s20_AB07 512 5130.000000 2883.000000 2842 3667 2060 2371 1277 578
mcs50_m3Dr2_s20_AB08 443 3538.000000 1642.000000 5935 8578 3566 5737 536 758
mcs50_m3Dr2_s20_AB09 266 2400.000000 1505.000000 1379 2298 1376 2295 405 405
mcs50_m3Dr2_s50_AB00 4602 633480.000000 506058.000000 405711 590424 239155 446786 5678 6372
mcs50_m3Dr2_s50_AB01 4887 3023704.000000 2564529.000000 123753 200182 102659 170755 5830 5828
mcs50_m3Dr2_s50_AB02 4121 297940.000000 289562.000000 720427 958382 1336274 846079 4528 4492
mcs50_m3Dr2_s50_AB03 23136 18799528.000000 11039259.000000 842111 1470532 728443 1285709 5378 8628
mcs50_m3Dr2_s50_AB04 4040 1661654.000000 1507461.000000 5586849 1460897 3285183 1401840 6045 4360
mcs50_m3Dr2_s50_AB05 11599 6537565.000000 5439043.000000 2862371 2583764 2709773 2465664 12599 12589
mcs50_m3Dr2_s50_AB06 4355 1872693.000000 1566021.000000 515190 777522 431923 793658 5452 4726
mcs50_m3Dr2_s50_AB07 1308 454808.000000 411314.000000 76710 123708 75740 121989 2277 2579
mcs50_m3Dr2_s50_AB08 784 49356864.000000 23865335.000000 1352855 214942 872860 179198 1124 1751
mcs50_m3Dr2_s50_AB09 11967 5520069.000000 4007553.000000 457117 798075 668378 1006467 14050 18137
mcs50_m3Dr2_s60_AB00 5556 7329845.000000 6875484.000000 4112749 7091042 3345994 5820617 5795 6274
mcs50_m3Dr2_s60_AB01 3986 3304249.000000 2991569.000000 1911331 2526107 2097134 2269332 4230 4230
mcs50_m3Dr2_s60_AB02 25842 6064655.000000 5703212.000000 3696817 6933647 4094521 6556203 4883 7406
mcs50_m3Dr2_s60_AB03 2346 2091526.000000 1890323.000000 1422443 2121243 1022030 1570821 2582 2582
mcs50_m3Dr2_s60_AB04 154848 5574905.000000 5083322.000000 1948706 3385714 2100789 3660773 17079 17687
mcs50_m3Dr2_s60_AB05 20997 18357550.000000 16357923.000000 3306308 6144068 2498842 4673829 22240 22492
mcs50_m3Dr2_s60_AB06 1153 879549.000000 802226.000000 938397 993342 224099 394594 2556 2657
mcs50_m3Dr2_s60_AB07 644 1993350.000000 1756479.000000 581195 1001307 476366 589883 877 888
mcs50_m3Dr2_s60_AB08 684 2353756.000000 2305097.000000 441233 429170 380422 378639 923 923
mcs50_m3Dr2_s60_AB09 3481 5401999.000000 4705119.000000 2059834 2214640 1367939 1471348 3718 3718
mcs50_m3Dr4_s15_AB00 59 897.000000 484.000000 493 881 493 881 169 173
mcs50_m3Dr4_s15_AB01 34 559.000000 310.000000 433 655 433 655 155 142
mcs50_m3Dr4_s15_AB02 88 666.000000 393.000000 1001 1189 1001 1189 204 198
mcs50_m3Dr4_s15_AB03 110 734.000000 462.000000 511 826 516 832 267 254
mcs50_m3Dr4_s15_AB04 138 602.000000 369.000000 603 652 567 654 231 354
mcs50_m3Dr4_s15_AB05 34 312.000000 229.000000 151 216 152 216 142 141
mcs50_m3Dr4_s15_AB06 81 766.000000 448.000000 595 934 589 920 175 192
mcs50_m3Dr4_s15_AB07 79 818.000000 508.000000 483 863 476 853 181 186
mcs50_m3Dr4_s15_AB08 85 1970.000000 1177.000000 662 647 713 644 204 263
mcs50_m3Dr4_s15_AB09 34 443.000000 263.000000 310 488 308 486 150 150
mcs50_m3Dr4_s20_AB00 149 1882.000000 1028.000000 2034 2767 1939 2692 500 245
mcs50_m3Dr4_s20_AB01 217 1850.000000 899.000000 1712 2391 975 1548 291 387
mcs50_m3Dr4_s20_AB02 38 1286.000000 780.000000 872 1088 448 590 135 142
mcs50_m3Dr4_s20_AB03 35 1291.000000 766.000000 875 1457 985 1587 147 147
mcs50_m3Dr4_s20_AB04 221 2804.000000 1522.000000 1961 3402 1853 3196 383 332
mcs50_m3Dr4_s20_AB05 57 2091.000000 804.000000 950 1546 1190 1958 171 167
mcs50_m3Dr4_s20_AB06 117 3002.000000 1323.000000 1667 2711 1495 2498 216 216
mcs50_m3Dr4_s20_AB07 25 1744.000000 983.000000 544 652 507 606 123 123
mcs50_m3Dr4_s20_AB08 73 894.000000 599.000000 2035 1874 1585 1701 182 182
mcs50_m3Dr4_s20_AB09 52 2675.000000 1321.000000 2068 1918 1497 1572 163 163
mcs50_m3Dr4_s50_AB00 2018 178993.000000 157843.000000 1203962 177342 1565209 159152 2330 2330
mcs50_m3Dr4_s50_AB01 6117 11480136.000000 9218356.000000 3323743 1572364 5861172 819842 7167 7123
mcs50_m3Dr4_s50_AB02 3170 869517.000000 734506.000000 523039 466258 458422 444756 5495 4208
mcs50_m3Dr4_s50_AB03 230787 21040542.000000 8843792.000000 159424 288465 537932 301421 10123 12174
mcs50_m3Dr4_s50_AB04 1413 8807017.000000 7207517.000000 2318077 1267549 1892613 1050321 1733 1733
mcs50_m3Dr4_s50_AB05 2685 3671323.000000 3014816.000000 2639180 294659 2339075 292075 3001 6277
mcs50_m3Dr4_s50_AB06 420 951125.000000 856702.000000 243458 467819 187364 354446 791 788
mcs50_m3Dr4_s50_AB07 7652 935322.000000 866731.000000 596648 1069360 607973 1075189 8621 7985
mcs50_m3Dr4_s50_AB08 256297 656624.000000 604787.000000 315110 564931 250716 441744 11684 17172
mcs50_m3Dr4_s50_AB09 1402 1027521.000000 991412.000000 1359627 1021691 1139512 982780 1740 3004
mcs50_m3Dr4_s60_AB00 541 567959.000000 556949.000000 165442 310456 149536 284427 777 780
mcs50_m3Dr4_s60_AB01 1953 3942011.000000 3491932.000000 929343 1344888 594088 887247 2181 2331
mcs50_m3Dr4_s60_AB02 1434 905465.000000 845320.000000 704561 1249687 667827 1162138 2123 1665
mcs50_m3Dr4_s60_AB03 1712 940168.000000 807439.000000 784199 794055 719611 624594 2116 1551
mcs50_m3Dr4_s60_AB04 4147 8563703.000000 7572053.000000 2293907 3779994 2317246 3682762 7418 6640
mcs50_m3Dr4_s60_AB05 1565 1003345.000000 917245.000000 299102 564530 241779 458358 1817 1817
mcs50_m3Dr4_s60_AB06 2194 1358438.000000 1269933.000000 995524 1921039 840097 1613558 2464 2923
mcs50_m3Dr4_s60_AB07 630 4360398.000000 4124809.000000 657668 1218098 664406 1256707 1386 906
mcs50_m3Dr4_s60_AB08 611 522567.000000 462903.000000 757857 597765 672724 699168 862 862
mcs50_m3Dr4_s60_AB09 6636 4207840.000000 3633654.000000 803937 1534269 1062130 1323470 7432 8079
mcs50_m3Dr6_s15_AB00 59 820.000000 449.000000 555 766 528 746 169 167
mcs50_m3Dr6_s15_AB01 58 1395.000000 913.000000 505 427 502 444 167 223
mcs50_m3Dr6_s15_AB02 75 883.000000 563.000000 654 969 654 971 183 189
mcs50_m3Dr6_s15_AB03 78 502.000000 314.000000 515 845 511 824 207 202
mcs50_m3Dr6_s15_AB04 59 597.000000 410.000000 484 750 489 751 207 208
mcs50_m3Dr6_s15_AB05 116 857.000000 457.000000 494 850 511 865 227 227
mcs50_m3Dr6_s15_AB06 22 396.000000 285.000000 104 176 104 176 137 137
mcs50_m3Dr6_s15_AB07 46 328.000000 227.000000 247 433 246 432 202 205
mcs50_m3Dr6_s15_AB08 15 172.000000 130.000000 135 188 135 188 15 124
mcs50_m3Dr6_s15_AB09 36 376.000000 268.000000 280 434 280 434 152 152
mcs50_m3Dr6_s20_AB00 34 1683.000000 927.000000 1178 1731 929 1427 137 137
mcs50_m3Dr6_s20_AB01 90 1378.000000 1109.000000 785 1416 717 1279 301 272
mcs50_m3Dr6_s20_AB02 267 953.000000 778.000000 628 1019 545 917 430 306
mcs50_m3Dr6_s20_AB03 106 1460.000000 913.000000 1305 2093 1258 2025 273 286
mcs50_m3Dr6_s20_AB04 142 2713.000000 1474.000000 1036 2043 994 1919 298 290
mcs50_m3Dr6_s20_AB05 250 1067.000000 801.000000 509 951 519 961 617 390
mcs50_m3Dr6_s20_AB06 143 1145.000000 765.000000 952 2037 943 2001 225 225
mcs50_m3Dr6_s20_AB07 79 806.000000 557.000000 1326 2218 903 1619 190 190
mcs50_m3Dr6_s20_AB08 54 1979.000000 1166.000000 1881 3089 1756 2950 157 157
mcs50_m3Dr6_s20_AB09 16 511.000000 296.000000 100 177 87 156 103 103
mcs50_m3Dr6_s50_AB00 806 443635.000000 268028.000000 65401 42819 56451 39055 1137 1543
mcs50_m3Dr6_s50_AB01 533 66466.000000 62401.000000 27429 50911 27176 50311 848 848
mcs50_m3Dr6_s50_AB02 2627 1364075.000000 1199422.000000 225925 425450 214872 407437 2950 2950
mcs50_m3Dr6_s50_AB03 2180 2924353.000000 2375214.000000 213638 368740 117244 193148 3009 2563
mcs50_m3Dr6_s50_AB04 4123 4703587.000000 3528985.000000 186599 322439 187063 323077 5137 4582
mcs50_m3Dr6_s50_AB05 670 288176.000000 247603.000000 102663 181408 92960 164243 1652 1000
mcs50_m3Dr6_s50_AB06 2264 115411.000000 113200.000000 191389 201603 273965 174369 2607 3290
mcs50_m3Dr6_s50_AB07 1034 279319.000000 256449.000000 389304 336445 1384867 151802 1367 1367
mcs50_m3Dr6_s50_AB08 1265 106370.000000 86102.000000 227681 92454 191954 92645 1611 1594
mcs50_m3Dr6_s50_AB09 4235 2340939.000000 1905355.000000 389320 766190 386507 760806 5830 6547
mcs50_m3Dr6_s60_AB00 789 429782.000000 397675.000000 195537 359853 144490 267012 1013 1013
mcs50_m3Dr6_s60_AB01 895 10218922.000000 8925597.000000 6241625 10571823 3858756 6452406 1838 1149
mcs50_m3Dr6_s60_AB02 2262 663333.000000 608104.000000 1024851 853706 968231 777525 2625 3240
mcs50_m3Dr6_s60_AB03 13065 1462159.000000 1350050.000000 1052824 1943806 778455 1497069 15205 14473
mcs50_m3Dr6_s60_AB04 126 1083520.000000 942678.000000 136259 82861 28988 57834 361 361
mcs50_m3Dr6_s60_AB05 1225 1431366.000000 1270581.000000 782237 1390460 845574 1498252 1476 1476
mcs50_m3Dr6_s60_AB06 829 2745002.000000 2342944.000000 672814 650225 234798 452203 1455 1103
mcs50_m3Dr6_s60_AB07 13823 11475146.000000 9887516.000000 2599284 5238771 2166786 4410004 14576 14592
mcs50_m3Dr6_s60_AB08 2612 1136652.000000 1038971.000000 698516 1061788 624531 1276046 2893 3401
mcs50_m3Dr6_s60_AB09 9445 9384079.000000 6485250.000000 6274539 7209449 5373427 5623518 10242 10207
mcs50_m4D_s30_AB00 204 5472.000000 4687.000000 4500 7187 4356 6987 385 385
mcs50_m4D_s30_AB01 55 5068.000000 2484.000000 2144 3402 1856 2861 195 195
mcs50_m4D_s30_AB02 27 22215.000000 15220.000000 4761 8025 3935 6689 146 146
mcs50_m4D_s30_AB03 32 5002.000000 2252.000000 844 1357 817 1313 157 157
mcs50_m4D_s30_AB04 94 2179.000000 1906.000000 2609 3902 2238 3534 229 229
mcs50_m4D_s30_AB05 65 10178.000000 6147.000000 3816 4768 4080 4114 191 191
mcs50_m4D_s30_AB06 202 30893.000000 19194.000000 8634 12718 7935 11533 328 328
mcs50_m4D_s30_AB07 17 1089.000000 879.000000 1212 1463 1527 1390 137 137
mcs50_m4D_s30_AB08 41 6502.000000 5272.000000 9748 8098 8474 7849 153 153
mcs50_m4D_s30_AB09 51 7588.000000 6276.000000 1762 1814 1630 1755 161 161
mcs50_m4D_s35_AB00 393 39009.000000 32299.000000 20460 30260 13719 22864 857 555
mcs50_m4D_s35_AB01 632 108559.000000 90885.000000 39944 53091 31906 45232 955 1042
mcs50_m4D_s35_AB02 36 20965.000000 16537.000000 16710 28046 12789 20742 203 203
mcs50_m4D_s35_AB03 88 160271.000000 95567.000000 93426 145897 45862 70437 290 290
mcs50_m4D_s35_AB04 249 70971.000000 47634.000000 53527 78768 39185 60590 401 401
mcs50_m4D_s35_AB05 1136 24245.000000 17146.000000 21037 20258 47970 18463 1331 1331
mcs50_m4D_s35_AB06 146 30511.000000 27422.000000 21596 25414 15992 24154 299 299
mcs50_m4D_s35_AB07 154 9515.000000 8977.000000 8410 13377 6329 10780 375 324
mcs50_m4D_s35_AB08 208 18626.000000 16388.000000 10792 18893 3805 6601 360 360
mcs50_m4D_s35_AB09 860 39475.000000 31481.000000 53816 80049 32561 54540 1029 1029
mcs50_m4D_s40_AB00 66127 2154733.000000 1675615.000000 666559 408862 624293 363092 19937 29009
mcs50_m4D_s40_AB01 2944 1275594.000000 869306.000000 155817 225670 153819 209712 3173 5818
mcs50_m4D_s40_AB02 3266 1827308.000000 1448144.000000 1237799 1720736 693652 1004633 3468 3468
mcs50_m4D_s40_AB03 3333 10893104.000000 7581227.000000 6137115 8951730 3569489 4144053 3550 3550
mcs50_m4D_s40_AB04 76260 675242.000000 384373.000000 888280 375577 501076 327938 8649 8820
mcs50_m4D_s40_AB05 20345 783671.000000 468977.000000 700515 951560 290998 406870 21397 20981
mcs50_m4D_s40_AB06 27737 723126.000000 504821.000000 682687 967729 586583 848653 28746 29218
mcs50_m4D_s40_AB07 1650 970028.000000 693376.000000 1801902 2438798 912010 1205659 1858 1858
mcs50_m4D_s40_AB08 58605 1567381.000000 752326.000000 644823 828282 518433 683784 61799 59634
mcs50_m4D_s40_AB09 396515 19096431.000000 10342088.000000 5302601 7319583 5492452 7897697 404472 400200
mcs50_m4Dr2_s30_AB00 31 7256.000000 5520.000000 3110 5522 2172 3812 180 180
mcs50_m4Dr2_s30_AB01 37 3822.000000 2880.000000 3650 2715 1743 1251 166 166
mcs50_m4Dr2_s30_AB02 522 11294.000000 8878.000000 5865 7975 5175 7625 322 1011
mcs50_m4Dr2_s30_AB03 34 8033.000000 6337.000000 3498 2723 3099 2552 163 163
mcs50_m4Dr2_s30_AB04 23 3447.000000 3111.000000 651 1010 645 968 144 144
mcs50_m4Dr2_s30_AB05 43 12133.000000 9889.000000 8338 13119 5705 9352 160 160
mcs50_m4Dr2_s30_AB06 18 1118.000000 868.000000 646 1021 646 1021 136 136
mcs50_m4Dr2_s30_AB07 64 1927.000000 1479.000000 1406 2331 1343 2224 183 183
mcs50_m4Dr2_s30_AB08 26 2725.000000 2295.000000 1383 2507 1422 2514 138 138
mcs50_m4Dr2_s30_AB09 61 4581.000000 3556.000000 8546 10857 7287 5114 173 173
mcs50_m4Dr2_s35_AB00 274 41633.000000 35245.000000 59755 69834 28758 43673 431 431
mcs50_m4Dr2_s35_AB01 713 656073.000000 401623.000000 413868 582797 152285 244435 879 879
mcs50_m4Dr2_s35_AB02 591 69079.000000 56117.000000 30075 45133 14912 24136 752 752
mcs50_m4Dr2_s35_AB03 118 16410.000000 15100.000000 30948 26795 5064 8456 352 360
mcs50_m4Dr2_s35_AB04 2589 128442.000000 106666.000000 31537 53471 36599 61441 2765 2765
mcs50_m4Dr2_s35_AB05 446 46445.000000 36769.000000 36705 53785 32847 48800 612 611
mcs50_m4Dr2_s35_AB06 150 24413.000000 18798.000000 21480 24271 19054 22337 777 451
mcs50_m4Dr2_s35_AB07 2272 175883.000000 145514.000000 166760 234972 150914 220611 2444 2444
mcs50_m4Dr2_s35_AB08 194 242637.000000 175956.000000 62771 107234 54544 93844 350 350
mcs50_m4Dr2_s35_AB09 1365 92974.000000 63647.000000 63407 81978 26958 41121 1421 1544
mcs50_m4Dr2_s40_AB00 92399 18328971.000000 11308753.000000 4241877 5749889 2609037 3554002 93774 93360
mcs50_m4Dr2_s40_AB01 2366 416376.000000 340910.000000 307613 449584 219072 329390 2590 2590
mcs50_m4Dr2_s40_AB02 7311752 2105876.000000 1193429.000000 1266603 1427629 510455 779730 7326995 7341109
mcs50_m4Dr2_s40_AB03 2954 164861.000000 110969.000000 130214 104115 36819 54425 3160 3160
mcs50_m4Dr2_s40_AB04 247978 5939863.000000 4292524.000000 2949814 4148425 2199736 3085297 136947 165323
mcs50_m4Dr2_s40_AB05 767 66422.000000 58955.000000 40680 66284 31410 47299 999 999
mcs50_m4Dr2_s40_AB06 2663 876138.000000 541740.000000 417485 494343 398561 457114 2897 2897
mcs50_m4Dr2_s40_AB07 3096692 1850978.000000 925144.000000 2336948 2750515 1364721 1610188 3092326 3101450
mcs50_m4Dr2_s40_AB08 2159 662373.000000 427124.000000 1085789 1218858 803195 762469 2842 2458
mcs50_m4Dr2_s40_AB09 2041 229725.000000 121463.000000 46218 65981 34063 52869 2250 2250
mcs50_m4Dr4_s30_AB00 81 6278.000000 4399.000000 3962 6562 3725 6313 214 214
mcs50_m4Dr4_s30_AB01 33 2126.000000 1705.000000 1292 2511 3369 3867 166 166
mcs50_m4Dr4_s30_AB02 42 5437.000000 3530.000000 3685 5195 2858 3602 164 164
mcs50_m4Dr4_s30_AB03 40 6069.000000 4994.000000 4764 9258 4479 8648 165 165
mcs50_m4Dr4_s30_AB04 25 3252.000000 2244.000000 1243 2425 1071 2120 144 144
mcs50_m4Dr4_s30_AB05 20 3808.000000 3006.000000 2331 4274 2113 3888 140 140
mcs50_m4Dr4_s30_AB06 17 6469.000000 4018.000000 287 492 282 486 146 146
mcs50_m4Dr4_s30_AB07 127 6049.000000 4317.000000 4348 8270 4023 7635 357 253
mcs50_m4Dr4_s30_AB08 31 1622.000000 1390.000000 3599 3105 2470 4050 151 151
mcs50_m4Dr4_s30_AB09 35 1393.000000 873.000000 1598 2095 2289 1968 142 142
mcs50_m4Dr4_s35_AB00 1020 29098.000000 23965.000000 27388 37939 27488 39863 1187 1187
mcs50_m4Dr4_s35_AB01 48 69383.000000 37742.000000 7293 13257 6581 11860 215 215
mcs50_m4Dr4_s35_AB02 303 70614.000000 51055.000000 36827 45276 27229 33265 493 493
mcs50_m4Dr4_s35_AB03 338 64486.000000 55928.000000 138906 37456 25666 39002 498 498
mcs50_m4Dr4_s35_AB04 505 39925.000000 32034.000000 50169 68973 37818 58264 676 676
mcs50_m4Dr4_s35_AB05 93 4034.000000 3790.000000 2444 4415 6101 6606 289 289
mcs50_m4Dr4_s35_AB06 1543 46191.000000 38629.000000 26700 49979 25057 44559 1710 1710
mcs50_m4Dr4_s35_AB07 481 92282.000000 69440.000000 37695 62700 30725 52154 653 653
mcs50_m4Dr4_s35_AB08 235 98891.000000 83873.000000 65042 95890 62082 91430 403 403
mcs50_m4Dr4_s35_AB09 249 40699.000000 36803.000000 41884 67493 34922 57174 429 429
mcs50_m4Dr4_s40_AB00 1640 66722.000000 52142.000000 141757 203492 64906 102216 1851 1851
mcs50_m4Dr4_s40_AB01 254 228431.000000 194183.000000 119725 194848 104925 171722 458 458
mcs50_m4Dr4_s40_AB02 842 813863.000000 705504.000000 361959 579239 107193 176043 1045 1045
mcs50_m4Dr4_s40_AB03 82869 3610504.000000 2740356.000000 3767952 6013239 2769656 4284714 83578 83572
mcs50_m4Dr4_s40_AB04 4801 380135.000000 313159.000000 143238 234287 145477 237850 5006 5006
mcs50_m4Dr4_s40_AB05 745 297072.000000 237150.000000 77924 132034 269803 199799 951 951
mcs50_m4Dr4_s40_AB06 1474 256512.000000 191627.000000 519786 469627 449655 435363 1725 1678
mcs50_m4Dr4_s40_AB07 5830 1357701.000000 1043276.000000 605105 994446 465783 759919 6454 6044
mcs50_m4Dr4_s40_AB08 13875 52139.000000 46563.000000 94026 86457 66052 60356 24677 20158
mcs50_m4Dr4_s40_AB09 56453 954458.000000 692642.000000 330983 531693 475223 678678 60407 57479
mcs50_m4Dr6_s30_AB00 389 2592.000000 2358.000000 2352 4490 1923 3720 361 464
mcs50_m4Dr6_s30_AB01 52 2176.000000 1854.000000 1371 2342 1364 2332 198 176
mcs50_m4Dr6_s30_AB02 33 2233.000000 1565.000000 668 1331 599 1143 149 149
mcs50_m4Dr6_s30_AB03 49 14831.000000 9713.000000 993 1782 982 1735 181 181
mcs50_m4Dr6_s30_AB04 25 2817.000000 2196.000000 1787 2935 1480 2430 149 149
mcs50_m4Dr6_s30_AB05 23 1163.000000 1077.000000 362 654 356 646 142 142
mcs50_m4Dr6_s30_AB06 344 2067.000000 1737.000000 1254 2499 4316 2273 580 621
mcs50_m4Dr6_s30_AB07 88 3981.000000 3339.000000 4020 7133 3888 6897 209 209
mcs50_m4Dr6_s30_AB08 51 3078.000000 2578.000000 2443 4409 2561 4573 184 184
mcs50_m4Dr6_s30_AB09 29 4608.000000 3500.000000 1024 2153 1466 2232 147 147
mcs50_m4Dr6_s35_AB00 121 11692.000000 8494.000000 5275 10211 5725 10282 293 293
mcs50_m4Dr6_s35_AB01 50 21042.000000 15481.000000 9043 11105 8230 10165 246 246
mcs50_m4Dr6_s35_AB02 133 60646.000000 44816.000000 15872 21903 14900 20877 282 282
mcs50_m4Dr6_s35_AB03 29 4625.000000 3187.000000 2381 4117 2471 4348 205 205
mcs50_m4Dr6_s35_AB04 143 8101.000000 7028.000000 4897 8850 4309 8024 313 313
mcs50_m4Dr6_s35_AB05 172 8795.000000 7955.000000 4826 8320 4308 7304 339 339
mcs50_m4Dr6_s35_AB06 544 18096.000000 13388.000000 12007 20515 10006 17296 703 703
mcs50_m4Dr6_s35_AB07 498 58596.000000 44031.000000 49646 74337 18462 33431 666 666
mcs50_m4Dr6_s35_AB08 162 45695.000000 33558.000000 22464 39009 12795 23554 315 315
mcs50_m4Dr6_s35_AB09 2383 8286.000000 7822.000000 4072 7480 39477 8393 1113 1248
mcs50_m4Dr6_s40_AB00 6632 104493.000000 72287.000000 41619 63509 42241 63397 6857 6872
mcs50_m4Dr6_s40_AB01 1170 261033.000000 202874.000000 288393 318554 242354 260200 1369 1369
mcs50_m4Dr6_s40_AB02 8758 347760.000000 263654.000000 117051 179014 104314 164021 9466 9454
mcs50_m4Dr6_s40_AB03 820 34656.000000 27241.000000 24461 39105 20354 31477 1037 1037
mcs50_m4Dr6_s40_AB04 2897 1027382.000000 820678.000000 1008136 1398443 708078 985514 3135 3118
mcs50_m4Dr6_s40_AB05 3207 501140.000000 348706.000000 165822 203618 124774 94651 3399 3399
mcs50_m4Dr6_s40_AB06 21 69926.000000 60405.000000 45228 76558 13668 22863 236 236
mcs50_m4Dr6_s40_AB07 7283 338743.000000 234850.000000 825927 1244705 766740 1147063 7999 8120
mcs50_m4Dr6_s40_AB08 1023 46065.000000 43522.000000 8391 15380 6886 12386 686 832
mcs50_m4Dr6_s40_AB09 729 318993.000000 197175.000000 93930 172631 87527 166538 934 934
mcs50_r001_s100_AB00 18035068 NaN NaN NaN NaN NaN NaN 31712803 45046268
mcs50_r001_s100_AB01 542467 NaN NaN NaN NaN NaN NaN 1126119 1528292
mcs50_r001_s100_AB02 34210962 NaN NaN NaN NaN NaN NaN 53934146 34369352
