instance clique cp-fc cp-mac kdown james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t32
mcs50_b03_s20_AB02 734318 174038.000000 78940.000000 242569 145450 162916 139073 155849 736977 736235 52962 55341 74926
mcs50_b03_s20_AB03 35251 43310.000000 23274.000000 11648 26410 19990 25791 19784 33902 30407 10157 15232 15021
mcs50_b03_s20_AB04 130253 76241.000000 40265.000000 80968 53880 62770 51407 59820 130928 133112 18562 30203 82841
mcs50_b03_s20_AB05 70946 28399.000000 15289.000000 11525 40783 37091 38217 34339 66533 117384 15023 22787 15016
mcs50_b03_s20_AB06 146658 19691.000000 11129.000000 16628 8555 9961 8786 9881 98981 96994 6070 7244 16351
mcs50_b03_s20_AB07 75373 106367.000000 55736.000000 29646 37710 27655 38400 27001 67261 71385 14013 18525 41025
mcs50_b03_s20_AB08 86476 18452.000000 10797.000000 30436 13459 13159 13014 12775 64432 69030 9360 14676 48849
mcs50_b03_s20_AB09 14635 31117.000000 15823.000000 49826 23237 17564 22901 16598 17260 11996 11231 9369 57592
mcs50_b03_s25_AB00 7190398 848786.000000 447854.000000 243337 297074 356723 278774 335915 6965473 7001800 92033 66890 353314
mcs50_b03_s25_AB01 7642077 456498.000000 260166.000000 284308 191756 228485 174538 209462 7673633 7695121 77786 58725 182626
mcs50_b03_s25_AB02 5252537 2084975.000000 1098788.000000 305989 324615 387557 293256 348076 4697071 4751914 93199 83598 260612
mcs50_b03_s25_AB03 7567027 646655.000000 321247.000000 397150 390208 422819 368752 398076 7272701 7275686 82007 65927 454233
mcs50_b03_s25_AB04 1205386 3541556.000000 1170045.000000 1117238 1490675 1728873 1430737 1659343 1232723 1222822 468294 368645 1442405
mcs50_b03_s25_AB05 1254193 323930.000000 158188.000000 272686 192478 227733 169612 202318 1014483 874239 90333 67261 481246
mcs50_b03_s25_AB06 1118995 1188573.000000 473880.000000 1573358 231588 280497 215318 262195 1219937 1284176 55522 59031 1564462
mcs50_b03_s25_AB07 8291413 616705.000000 356750.000000 173974 263131 310820 256769 303492 8233784 8001483 72919 62042 194357
mcs50_b03_s25_AB08 2076112 845696.000000 337757.000000 367268 296279 333310 280346 319946 2083490 2125067 79987 70917 469447
mcs50_b03_s25_AB09 2901669 657890.000000 280137.000000 209287 229952 278812 209652 254226 2843133 2861908 59742 49078 200841
mcs50_b03_s30_AB00 96309264 13541574.000000 7516877.000000 1280051 2615857 3013638 2431483 2780200 96000461 99150218 382245 312433 609778
mcs50_b03_s30_AB01 6483442 5192932.000000 2028761.000000 734775 706024 432432 644251 393748 4779994 3650289 52621 60276 732992
mcs50_b03_s30_AB02 15437695 2348709.000000 958649.000000 5879586 2381010 2094545 2223891 1955648 15432896 14637412 808262 481180 4039503
mcs50_b03_s30_AB03 51160295 26064804.000000 10530961.000000 1488801 2869513 3130495 2707218 2940331 38196259 39809794 738570 593337 1600866
mcs50_b03_s30_AB04 3848969 10166801.000000 3980455.000000 26984178 883663 1062634 811440 979657 2989597 1942392 233712 184222 27469179
mcs50_b03_s30_AB05 88545159 119954485.000000 NaN 3460735 1627799 1776370 1582209 1725655 83438990 74841613 927186 572420 3856100
mcs50_b03_s30_AB06 77156388 17147133.000000 7623707.000000 1611346 2642918 3167678 2373784 2837188 59503560 48436474 423067 405250 2377003
mcs50_b03_s30_AB07 80765832 8208613.000000 3493284.000000 922544 1693788 1518668 1559743 1395677 80426311 80517385 317703 276297 960657
mcs50_b03_s30_AB08 107050637 7795930.000000 4132397.000000 1382209 1492876 1766255 1422171 1683408 95916316 97753684 403730 314370 1487816
mcs50_b03_s30_AB09 88818670 9989024.000000 4785045.000000 2037616 3141193 3673308 2899036 3435805 82164374 82203734 625970 420221 2040246
mcs50_b03_s35_AB00 NaN NaN NaN 24356510 9746629 11008993 9169272 10442812 781394672 781743366 2403535 2076422 31177927
mcs50_b03_s35_AB01 NaN 136175898.000000 NaN 29570046 33573302 34339128 32338404 32893676 1339256434 1371682040 5430630 4299152 14858823
mcs50_b03_s35_AB02 NaN NaN NaN 10605478 33283988 32847825 31065586 30453478 1095611002 1100193424 6322788 4155027 10750229
mcs50_b03_s35_AB03 NaN NaN NaN 9210686 13789389 15544481 12958049 14561234 857486764 823757548 3545225 2379626 8902705
mcs50_b03_s35_AB04 NaN 99737610.000000 NaN 13620893 15548560 17513145 14580298 16438893 460743277 460722529 7943225 4011186 18359732
mcs50_b03_s35_AB05 NaN NaN NaN 5553004 22335445 24446132 21296296 23151826 NaN 2670435079 3224686 2504727 22437289
mcs50_b03_s35_AB06 NaN 28535288.000000 NaN 5762509 22608914 23503335 21248521 21934533 1059392376 1120977895 3364181 2209625 6734496
mcs50_b03_s35_AB07 NaN 41093489.000000 NaN 14059913 10324780 11149879 9759353 10534845 372507720 375036207 2859291 2505807 16917515
mcs50_b03_s35_AB08 NaN 109254348.000000 NaN 16334111 132370355 144268038 129695724 141029790 1181352402 1141038685 51205200 47744218 39413292
mcs50_b03_s35_AB09 NaN NaN NaN 17703261 36574312 18342178 36832568 17817316 NaN NaN 6236449 5608492 14275390
mcs50_b03_s40_AB00 NaN NaN NaN 33144041 267182196 302475743 253723653 288404657 NaN NaN 34404373 32029527 105137147
mcs50_b03_s40_AB01 NaN NaN NaN 27086081 100796198 115190359 95272353 108279156 NaN NaN 23415655 16951217 95823519
mcs50_b03_s40_AB02 NaN NaN NaN 34614164 682392739 767725442 640068381 726747867 NaN NaN 191617605 160054595 263047075
mcs50_b03_s40_AB03 NaN NaN NaN 24936945 148818698 151762233 145299977 145281809 NaN NaN 38313766 30017280 162808072
mcs50_b03_s40_AB04 NaN NaN NaN 33287706 294094747 287939394 280365283 273988729 NaN NaN 66542031 50059265 164111022
mcs50_b03_s40_AB05 NaN NaN NaN 23022926 172910557 135783201 164813700 128373199 NaN NaN 40235166 36465544 73998870
mcs50_b03_s40_AB06 NaN NaN NaN 31532248 232565055 258907515 222908896 247561014 NaN NaN 38613842 32799177 161225546
mcs50_b03_s40_AB07 NaN NaN NaN 30456515 182238638 203262176 175670163 195336982 NaN NaN 41786662 35970994 202598939
mcs50_b03_s40_AB08 NaN NaN NaN 34403355 226193332 257833502 211393677 240055267 NaN NaN 56655543 46489062 306685610
mcs50_b03_s40_AB09 NaN NaN NaN 34985047 247201100 278495676 242765315 268598096 NaN NaN 47634888 40215879 273498559
mcs50_b03_s50_AB00 NaN NaN NaN 22394201 NaN NaN NaN NaN NaN NaN NaN NaN 243652589
mcs50_b03_s50_AB01 NaN NaN NaN 18088055 NaN NaN NaN NaN NaN NaN NaN NaN 168360217
mcs50_b03_s50_AB02 NaN NaN NaN 19322018 NaN NaN NaN NaN NaN NaN 1085382910 786824815 165555538
mcs50_b03_s50_AB03 NaN NaN NaN 18556452 NaN NaN NaN NaN NaN NaN NaN NaN 262388378
mcs50_b03_s50_AB04 NaN NaN NaN 20823955 NaN NaN NaN NaN NaN NaN NaN NaN 140901997
mcs50_b03_s50_AB05 NaN NaN NaN 19402958 NaN NaN NaN NaN NaN NaN NaN NaN 157866790
mcs50_b03_s50_AB06 NaN NaN NaN 24495414 NaN NaN NaN NaN NaN NaN NaN NaN 215611459
mcs50_b03_s50_AB07 NaN NaN NaN 22961258 NaN NaN NaN NaN NaN NaN NaN NaN 193902248
mcs50_b03_s50_AB08 NaN NaN NaN 25426415 NaN NaN NaN NaN NaN NaN 1619845729 1335538162 224236990
mcs50_b03_s50_AB09 NaN NaN NaN 16368283 NaN NaN NaN NaN NaN NaN NaN NaN 188244280
mcs50_b03m_s10_AB00 71 217.000000 170.000000 38 265 318 286 327 174 170 261 231 98
mcs50_b03m_s10_AB01 127 183.000000 116.000000 132 66 95 66 95 226 256 66 66 122
mcs50_b03m_s10_AB02 229 419.000000 262.000000 85 295 385 328 418 285 317 386 346 162
mcs50_b03m_s10_AB03 154 631.000000 380.000000 138 260 346 255 341 284 249 254 253 185
mcs50_b03m_s10_AB04 96 750.000000 357.000000 462 390 496 389 495 195 195 388 439 445
mcs50_b03m_s10_AB05 67 474.000000 233.000000 243 259 340 260 341 157 165 257 265 285
mcs50_b03m_s10_AB06 169 600.000000 292.000000 21 511 580 515 584 237 259 585 517 98
mcs50_b03m_s10_AB07 187 314.000000 185.000000 110 84 124 84 124 275 254 82 84 117
mcs50_b03m_s10_AB08 233 626.000000 374.000000 275 457 469 481 493 328 334 461 479 254
mcs50_b03m_s10_AB09 200 479.000000 298.000000 83 117 146 117 146 276 274 117 122 66
mcs50_b03m_s15_AB00 7330 7210.000000 3824.000000 4469 4211 4385 4223 4380 7539 7760 3709 3883 1793
mcs50_b03m_s15_AB01 1423 1688.000000 807.000000 1608 830 955 822 964 1450 1519 795 1206 1553
mcs50_b03m_s15_AB02 2994 10679.000000 5133.000000 2376 4212 5091 3981 4836 3218 3218 3775 3833 4146
mcs50_b03m_s15_AB03 924 2062.000000 988.000000 253 1675 2035 1588 1943 1150 1148 1838 1807 492
mcs50_b03m_s15_AB04 3175 3432.000000 1896.000000 6303 1641 2048 1656 2055 8749 3603 1779 1876 8107
mcs50_b03m_s15_AB05 435 9860.000000 2610.000000 1591 1452 1842 1382 1773 628 611 1498 1464 3084
mcs50_b03m_s15_AB06 1911 8340.000000 4446.000000 2520 4227 4393 4104 4271 2135 2140 3404 3499 1246
mcs50_b03m_s15_AB07 1178 2645.000000 1252.000000 1608 1142 1349 1087 1292 1311 2136 1138 1291 1456
mcs50_b03m_s15_AB08 14241 7991.000000 4290.000000 2406 5250 6373 5360 6468 14901 14465 4556 4945 1988
mcs50_b03m_s15_AB09 2650 5464.000000 2697.000000 1037 2136 2530 2024 2419 2729 2725 1844 1932 766
mcs50_b03m_s20_AB00 5121 23675.000000 11151.000000 599945 38151 8001 37011 7687 7174 4397 10561 13732 689206
mcs50_b03m_s20_AB01 74744 9227.000000 5504.000000 17601 9084 8778 8843 8757 91469 95163 7816 7899 19526
mcs50_b03m_s20_AB02 75524 61454.000000 28607.000000 84829 27313 33542 25614 31648 72091 72336 13452 20572 91239
mcs50_b03m_s20_AB03 59943 66307.000000 35070.000000 85595 31585 35739 30857 34987 54770 54078 17951 22408 70507
mcs50_b03m_s20_AB04 177075 144288.000000 74510.000000 28492 35175 43800 33275 41437 178251 180551 14930 23618 21153
mcs50_b03m_s20_AB05 25020 18240.000000 8338.000000 26660 19076 6914 17964 6566 41021 29057 8276 11673 3290
mcs50_b03m_s20_AB06 84634 115975.000000 58925.000000 32951 30800 36405 29345 34853 82927 79379 13479 17063 34515
mcs50_b03m_s20_AB07 38040 67999.000000 33611.000000 82739 24904 30768 22747 28257 42236 49270 13157 15765 86083
mcs50_b03m_s20_AB08 27040 49158.000000 24687.000000 46960 7322 8800 7138 8592 25048 23875 6713 7606 45360
mcs50_b03m_s20_AB09 77156 165886.000000 97092.000000 27309 68339 69461 62274 65698 39010 56123 33398 34036 39204
mcs50_b03m_s25_AB00 844775 251079.000000 128893.000000 204891 29163 33506 26323 31238 483935 415206 11308 16391 40213
mcs50_b03m_s25_AB01 2240419 1154773.000000 596645.000000 144713 228336 261754 211238 242376 2079507 2106177 73438 64508 169209
mcs50_b03m_s25_AB02 1642410 1761633.000000 948162.000000 451378 226371 258685 211856 242477 1648384 1647983 53084 46272 584887
mcs50_b03m_s25_AB03 4030876 2490134.000000 1150329.000000 1541943 190160 230461 181739 220490 4002504 3943531 47792 53161 1530162
mcs50_b03m_s25_AB04 14573610 1007917.000000 586316.000000 222188 413443 489754 395063 461912 13704353 13694028 92926 69622 331599
mcs50_b03m_s25_AB05 306746 174477.000000 74931.000000 291258 83594 51464 76041 47754 258014 214333 15720 27067 321800
mcs50_b03m_s25_AB06 2587159 578730.000000 271369.000000 1844249 736239 844375 682946 779994 1222382 868995 215940 156175 1840321
mcs50_b03m_s25_AB07 468119 93498.000000 44322.000000 447494 211400 181863 190270 161478 552690 578268 32661 42465 448834
mcs50_b03m_s25_AB08 3655832 168964.000000 85703.000000 89543 105960 91165 96451 81153 3899616 5273024 32257 38114 109474
mcs50_b03m_s25_AB09 2861846 174612.000000 87061.000000 44311 297739 357745 280322 337206 3081840 3754181 66653 49380 161032
mcs50_b03m_s30_AB00 103420270 3183417.000000 1623584.000000 1155639 1255823 320643 1231923 323020 84496606 88117632 382252 325708 1068977
mcs50_b03m_s30_AB01 NaN 11243569.000000 6128382.000000 8394704 7727196 8591853 7425870 8270614 343685767 259422105 1561322 1298477 7056933
mcs50_b03m_s30_AB02 78339381 7861867.000000 3068893.000000 11408515 1720879 1748160 1605025 1661446 71565790 71841077 521905 292798 11007877
mcs50_b03m_s30_AB03 89474336 26939394.000000 11814350.000000 7217085 2299698 2510743 2175459 2359828 94473800 84408865 930872 791657 6637063
mcs50_b03m_s30_AB04 37177705 16714454.000000 6447680.000000 1380014 4123090 4959754 3784631 4537600 38824472 35384570 818198 564775 2375147
mcs50_b03m_s30_AB05 NaN 49042124.000000 14260022.000000 10608773 1079124 1255562 1028389 1196312 731712867 695843634 266020 236705 8084340
mcs50_b03m_s30_AB06 6891351 137892539.000000 NaN 9009985 1822497 1481988 1766321 1414703 6747711 6555630 774677 663431 8990410
mcs50_b03m_s30_AB07 107511771 5660020.000000 2661275.000000 1117429 3194319 3743833 2954550 3517871 71255953 72240588 861250 558844 1879154
mcs50_b03m_s30_AB08 248327935 3664545.000000 1716241.000000 34412147 1096687 1229240 1028659 1161604 270114741 226123462 387461 369572 96239083
mcs50_b03m_s30_AB09 170611586 9562632.000000 4664309.000000 2130543 854369 989237 790535 912809 189783446 174840504 263686 226079 2457328
mcs50_b03m_s35_AB00 NaN 30160930.000000 NaN 28406146 7978592 6124128 7539793 5676858 NaN NaN 2061854 1390793 98876383
mcs50_b03m_s35_AB01 NaN 124455186.000000 NaN 16121060 27046787 29391822 25993879 28160134 NaN NaN 10941511 9166108 15794657
mcs50_b03m_s35_AB02 NaN 91913565.000000 NaN 8043041 25338830 26493854 24032305 25026865 1871714531 1666552030 4472197 4153970 9010885
mcs50_b03m_s35_AB03 NaN NaN NaN 27784648 47310310 52776875 45605753 50844884 501906297 483665493 20730182 19004157 45162446
mcs50_b03m_s35_AB04 NaN NaN NaN 10792786 12762418 12783990 11769354 12067139 NaN NaN 5216586 3100079 13100509
mcs50_b03m_s35_AB05 NaN 12601401.000000 3744649.000000 9880758 22113626 10357676 20362666 9429607 318106301 303572637 2811774 1924886 12967919
mcs50_b03m_s35_AB06 NaN 28157248.000000 NaN 8747547 8180583 4863463 7717072 4889529 347119816 309988365 1026616 1174635 8761578
mcs50_b03m_s35_AB07 NaN NaN NaN 34893846 35457077 40186500 32957528 37071743 NaN 2838818061 9112746 7527776 15514181
mcs50_b03m_s35_AB08 NaN 52598244.000000 NaN 15050051 17113268 19842462 16211446 18738655 NaN NaN 4921222 4389855 15035461
mcs50_b03m_s35_AB09 NaN NaN NaN 26982144 24620178 22812541 23726715 21760895 227212127 241559225 7883795 7465514 97968678
mcs50_b03m_s40_AB00 NaN NaN NaN 34590756 127666200 111043697 121307848 105194796 NaN NaN 25137037 21172882 57287432
mcs50_b03m_s40_AB01 NaN NaN NaN 34834248 129648056 135902079 120339435 125836183 NaN NaN 29632327 23810820 93668677
mcs50_b03m_s40_AB02 NaN NaN NaN 36304150 258728181 285137828 240275605 263769639 NaN NaN 72405071 59457192 272964366
mcs50_b03m_s40_AB03 NaN NaN NaN 26867943 321372481 298500458 305298160 282244800 NaN NaN 45825277 38664807 249602677
mcs50_b03m_s40_AB04 NaN NaN NaN 25128318 75991165 83427610 70950353 77176911 NaN NaN 14100048 11744950 224962859
mcs50_b03m_s40_AB05 NaN NaN NaN 30476096 47521839 54358469 43780184 49964167 NaN NaN 14310556 13544645 61295401
mcs50_b03m_s40_AB06 NaN NaN NaN 21244831 71113887 49014833 66031991 46357571 NaN NaN 15877799 8172560 8738066
mcs50_b03m_s40_AB07 NaN NaN NaN 31358870 2072755542 2243898501 2020278416 2185346004 NaN NaN 886320594 844826917 138695959
mcs50_b03m_s40_AB08 NaN NaN NaN 33558112 264186403 300694562 250227416 284436633 NaN NaN 71931064 61771292 190072008
mcs50_b03m_s40_AB09 NaN NaN NaN 30530992 163434632 190167188 151735212 175981685 NaN NaN 19088953 16354569 143153020
mcs50_b03m_s50_AB00 NaN NaN NaN 23766028 NaN NaN NaN NaN NaN NaN NaN NaN 171257720
mcs50_b03m_s50_AB01 NaN NaN NaN 17502860 NaN NaN NaN NaN NaN NaN 924898917 642275572 165266229
mcs50_b03m_s50_AB02 NaN NaN NaN 20224886 NaN NaN NaN NaN NaN NaN 1145464160 1059651839 196385936
mcs50_b03m_s50_AB03 NaN NaN NaN 15223075 NaN NaN NaN NaN NaN NaN 1111213635 931722363 132937502
mcs50_b03m_s50_AB04 NaN NaN NaN 24394276 NaN NaN NaN NaN NaN NaN NaN 2441516524 198547356
mcs50_b03m_s50_AB05 NaN NaN NaN 17281539 NaN NaN NaN NaN NaN NaN 1948274908 1507712219 156230044
mcs50_b03m_s50_AB06 NaN NaN NaN 19617914 NaN NaN NaN NaN NaN NaN 2071661097 1695845894 167748275
mcs50_b03m_s50_AB07 NaN NaN NaN 17965374 NaN NaN NaN NaN NaN NaN NaN 2070600172 203810456
mcs50_b03m_s50_AB08 NaN NaN NaN 20051037 NaN NaN NaN NaN NaN NaN 1750496507 1445507351 192775816
mcs50_b03m_s50_AB09 NaN NaN NaN 22447508 NaN NaN NaN NaN NaN NaN 1677511301 1603263097 166152703
mcs50_b06_s15_AB00 10969 7173.000000 4152.000000 2964 5246 7470 5201 7473 10828 11473 4590 5124 2520
mcs50_b06_s15_AB01 5035 1751.000000 1257.000000 885 2611 3388 2487 3198 4843 4838 2360 2412 1363
mcs50_b06_s15_AB02 7078 4413.000000 3085.000000 1594 7766 10849 7276 10187 7063 6690 6714 6682 1299
mcs50_b06_s15_AB03 11860 4842.000000 3135.000000 1955 5129 7021 5053 6875 13134 11950 4445 4608 1824
mcs50_b06_s15_AB04 8162 2471.000000 1544.000000 1938 1800 2307 1904 2396 9607 6857 1815 2139 1507
mcs50_b06_s15_AB05 12931 9708.000000 6174.000000 1417 1836 2420 1807 2400 11113 12966 2018 2297 1391
mcs50_b06_s15_AB06 4333 2813.000000 1831.000000 752 2072 2633 2009 2534 3345 3756 2556 2480 774
mcs50_b06_s15_AB07 1802 3505.000000 1817.000000 564 2624 3212 2367 2932 2026 2026 2570 2882 831
mcs50_b06_s15_AB08 4746 4241.000000 2453.000000 695 2567 3457 2274 3054 6695 6255 2439 2374 1071
mcs50_b06_s15_AB09 4275 2296.000000 1391.000000 711 2081 2687 2077 2705 4499 4499 1919 2018 861
mcs50_b06_s20_AB00 30533 55728.000000 39551.000000 37593 27472 39475 26471 37692 28180 30139 17470 21005 30171
mcs50_b06_s20_AB01 52392 118678.000000 84282.000000 217072 105141 163955 101287 158812 54347 51876 37321 54948 243732
mcs50_b06_s20_AB02 44723 124246.000000 82374.000000 98175 88982 138140 85515 132273 44686 41694 37454 53979 81974
mcs50_b06_s20_AB03 43860 67843.000000 43896.000000 73438 45125 69664 42703 66100 44259 45477 27191 33650 37216
mcs50_b06_s20_AB04 71034 62370.000000 42308.000000 40335 40891 58255 38626 55441 71350 72143 22793 26994 35754
mcs50_b06_s20_AB05 15767 44112.000000 32150.000000 34435 17498 25257 16777 24255 14542 14315 12637 14243 29329
mcs50_b06_s20_AB06 17405 84139.000000 57224.000000 62727 59257 92295 56876 88655 16258 16138 32264 41178 50321
mcs50_b06_s20_AB07 42384 82188.000000 58984.000000 83764 73926 106311 70887 101834 40995 41011 34508 44501 101220
mcs50_b06_s20_AB08 29815 83162.000000 57845.000000 63375 70389 105797 66821 101392 30112 30161 27050 44283 65790
mcs50_b06_s20_AB09 42028 76202.000000 51190.000000 52898 75258 119437 74094 117959 41590 41798 34451 49316 49195
mcs50_b06_s25_AB00 1387400 1217132.000000 847933.000000 1599679 968755 1491998 908802 1399648 1435190 1438692 259130 217614 1167617
mcs50_b06_s25_AB01 1293668 1075422.000000 737043.000000 1281805 735336 1111429 677651 1027465 1252414 1249868 258441 198380 1463368
mcs50_b06_s25_AB02 1997249 934116.000000 624681.000000 3294008 934624 1384894 857004 1277927 1926268 1867240 288622 243377 3846551
mcs50_b06_s25_AB03 704006 2949973.000000 2057292.000000 1166699 831450 1341067 771990 1253925 659559 664255 243455 205612 814177
mcs50_b06_s25_AB04 1457898 2212532.000000 1609729.000000 1648156 805941 1211846 746599 1127846 1329196 1333653 267470 233162 1096227
mcs50_b06_s25_AB05 2320067 3024462.000000 2119984.000000 1488875 893194 1412009 844711 1341225 2328644 2333335 269459 202886 1325561
mcs50_b06_s25_AB06 1534928 951830.000000 665009.000000 1199041 695531 1032283 653028 972496 1536664 1538611 215431 189751 717915
mcs50_b06_s25_AB07 877608 1002726.000000 675654.000000 2497847 825845 1274392 777083 1203631 824307 744059 204662 155607 2874628
mcs50_b06_s25_AB08 1433127 1935558.000000 1358207.000000 1636321 865071 1309480 804310 1221083 1321030 1330166 267492 208537 1308092
mcs50_b06_s25_AB09 995846 1009803.000000 682939.000000 1335107 469587 711555 435211 662835 891266 892988 159675 146812 1257071
mcs50_b06_s30_AB00 26335528 6619599.000000 4521017.000000 8701705 3485469 5031916 3175641 4597377 22666883 22731851 961379 717450 6823637
mcs50_b06_s30_AB01 23088687 14725665.000000 10113142.000000 13165036 8575187 12591369 7612763 11179389 23081908 23096136 2799666 2333903 10036010
mcs50_b06_s30_AB02 30063247 12269114.000000 8185521.000000 10657335 5550604 8328493 4903011 7387087 27021536 27259109 1941683 1339965 11822536
mcs50_b06_s30_AB03 27302188 11872540.000000 7936849.000000 13547143 8121937 12144524 7410055 11128542 25959875 25964233 2171788 1902897 8109191
mcs50_b06_s30_AB04 21983587 14562972.000000 10084347.000000 7910617 8926871 11602420 8092889 10544988 21619377 21645032 2633035 2258437 8849732
mcs50_b06_s30_AB05 25252598 12263684.000000 8718979.000000 7927289 3846529 5627066 3417551 5002494 25420238 25636378 1024280 949377 6250243
mcs50_b06_s30_AB06 17886782 6621381.000000 4729888.000000 5789780 2814294 3269415 2523893 2940148 15789782 16219289 972227 748255 5375081
mcs50_b06_s30_AB07 50260045 10954843.000000 7380689.000000 15654332 7166022 10553072 6496338 9564045 49939906 50087630 2198704 1969053 10873071
mcs50_b06_s30_AB08 7731085 10533471.000000 6978329.000000 12439140 6637715 9555719 5945166 8594038 7803346 7947830 2092601 1750945 10218289
mcs50_b06_s30_AB09 11749043 5053021.000000 3400408.000000 4803068 2043555 3015390 1853857 2738311 11749620 11772123 737642 567383 3634265
mcs50_b06_s35_AB00 NaN NaN NaN 48300329 98603703 137870282 85450474 119524648 NaN 4301399179 32623953 30701789 101159966
mcs50_b06_s35_AB01 NaN 126520792.000000 NaN 44631097 45909770 43797015 41082640 38851573 793577287 757983153 10186995 8703094 64531303
mcs50_b06_s35_AB02 NaN 109266999.000000 NaN 47769599 49936021 50835024 44771351 45409074 1343718228 1347714400 9719754 8845778 64135443
mcs50_b06_s35_AB03 NaN 149997074.000000 NaN 46908031 78235365 109226840 68436478 95748474 1442240812 1460590207 27740418 22028828 172148836
mcs50_b06_s35_AB04 NaN NaN NaN 48804342 115151409 162161679 99679848 140308538 3574600373 3581281291 29638921 25657112 113453752
mcs50_b06_s35_AB05 NaN 161395280.000000 NaN 47180355 104151611 134224641 93145509 119825822 279406303 280073094 24024075 22194971 142799000
mcs50_b06_s35_AB06 NaN 121013187.000000 NaN 46533730 87229663 120805360 75561776 104051379 593397824 602063020 17976366 14253927 73912145
mcs50_b06_s35_AB07 NaN NaN NaN 47974831 50059422 72398131 44549316 64548849 1680944270 1681731915 14577055 12078003 73112922
mcs50_b06_s35_AB08 NaN NaN NaN 50281351 118065738 168943440 102840556 146862766 2036997725 1928583204 26319575 25011422 126887528
mcs50_b06_s35_AB09 NaN NaN NaN 49170166 119084116 169896328 104285302 148635951 1269741626 1278754502 34351537 31354757 150279960
mcs50_b06_s40_AB00 NaN NaN NaN 38219594 509341107 547569426 433818571 461756288 NaN NaN 138525320 127079528 190823671
mcs50_b06_s40_AB01 NaN NaN NaN 38017591 1681764664 2298603865 1483348700 2017379495 NaN NaN 486179457 451807891 185036614
mcs50_b06_s40_AB02 NaN NaN NaN 37716776 400429658 566718418 342339153 483528840 NaN NaN 116190752 105671009 239404055
mcs50_b06_s40_AB03 NaN NaN NaN 38749803 543255377 707109698 471363381 612018685 NaN NaN 129628626 120114294 166998631
mcs50_b06_s40_AB04 NaN NaN NaN 37135450 575933849 828857003 500763506 718056645 NaN NaN 143458732 118451995 150354007
mcs50_b06_s40_AB05 NaN NaN NaN 36691306 495059025 661651216 431575214 572829412 NaN NaN 151170483 124249996 169006809
mcs50_b06_s40_AB06 NaN NaN NaN 36667607 176010888 173880485 152226149 149364133 NaN NaN 27433110 25814566 220806636
mcs50_b06_s40_AB07 NaN NaN NaN 38036839 413226867 504441107 358823695 434520871 NaN NaN 122476039 108843971 184842066
mcs50_b06_s40_AB08 NaN NaN NaN 37252309 993619633 1334731333 867960469 1162522423 NaN NaN 332760836 321087385 212216686
mcs50_b06_s40_AB09 NaN NaN NaN 35227067 830204800 1010253944 746864994 906642740 NaN NaN 123379760 106077913 283168612
mcs50_b06_s50_AB00 NaN NaN NaN 26091405 NaN NaN NaN NaN NaN NaN NaN NaN 181175032
mcs50_b06_s50_AB01 NaN NaN NaN 22681803 NaN NaN NaN NaN NaN NaN NaN NaN 187535431
mcs50_b06_s50_AB02 NaN NaN NaN 23780040 NaN NaN NaN NaN NaN NaN NaN NaN 150452989
mcs50_b06_s50_AB03 NaN NaN NaN 21036308 NaN NaN NaN NaN NaN NaN NaN NaN 193118419
mcs50_b06_s50_AB04 NaN NaN NaN 20091651 NaN NaN NaN NaN NaN NaN NaN NaN 210273571
mcs50_b06_s50_AB05 NaN NaN NaN 26075017 NaN NaN NaN NaN NaN NaN NaN NaN 185944206
mcs50_b06_s50_AB06 NaN NaN NaN 23214170 NaN NaN NaN NaN NaN NaN NaN NaN 182475665
mcs50_b06_s50_AB07 NaN NaN NaN 25235244 NaN NaN NaN NaN NaN NaN NaN NaN 187238701
mcs50_b06_s50_AB08 NaN NaN NaN 25382678 NaN NaN NaN NaN NaN NaN NaN NaN 178638121
mcs50_b06_s50_AB09 NaN NaN NaN 24388381 NaN NaN NaN NaN NaN NaN NaN NaN 160376962
mcs50_b06m_s15_AB00 3202 23689.000000 15579.000000 13176 17794 27142 17471 26601 3426 3426 13016 15565 12812
mcs50_b06m_s15_AB01 3483 10865.000000 6976.000000 3253 5624 7611 5518 7450 3489 3638 5062 5220 2974
mcs50_b06m_s15_AB02 3563 7085.000000 4534.000000 1428 2947 3986 2980 4030 3964 4022 2718 2633 1618
mcs50_b06m_s15_AB03 1992 8092.000000 5333.000000 6703 6278 8912 6194 8794 2158 2129 5362 5925 7657
mcs50_b06m_s15_AB04 4194 20200.000000 13853.000000 4948 8027 10418 7699 10113 4305 3561 6246 7010 2959
mcs50_b06m_s15_AB05 3232 14650.000000 10161.000000 4472 12291 17292 11021 15639 5149 3160 9141 9624 7661
mcs50_b06m_s15_AB06 3267 9165.000000 6187.000000 9359 6769 9312 6378 8867 3502 3241 5717 5903 5066
mcs50_b06m_s15_AB07 2644 8042.000000 4854.000000 2882 5374 7329 5103 7017 3038 3282 4318 4652 3357
mcs50_b06m_s15_AB08 3161 6876.000000 4148.000000 2295 4698 6508 4500 6316 3444 3167 4664 5468 3822
mcs50_b06m_s15_AB09 3415 9905.000000 6165.000000 2057 10619 14160 9465 12764 3718 5349 8023 8738 3884
mcs50_b06m_s20_AB00 66203 111436.000000 75015.000000 133443 76892 113110 74247 109259 69847 70666 37699 52648 89630
