instance clique cp-fc cp-mac kdown james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t32
mcs50_r01_s25_AB00 3613627 2381548.000000 1608178.000000 686009 2443546 3234714 2263858 2988156 3762235 3952376 814476 662395 2021331
mcs50_r01_s25_AB01 7276435 5534153.000000 3176324.000000 1778463 2327597 3162017 2079914 2793459 7122177 7111095 719594 567465 1888302
mcs50_r01_s25_AB02 2257671 689118.000000 440157.000000 428042 527215 655514 486452 604713 2222553 2263726 231916 221619 703204
mcs50_r01_s25_AB03 4269585 2531985.000000 1314293.000000 934179 1555637 2055140 1424429 1880922 4251340 3892374 349315 253715 742208
mcs50_r01_s25_AB04 2889684 1139498.000000 763437.000000 653446 977043 1291797 946018 1258685 2697451 2724628 349557 251785 905486
mcs50_r01_s25_AB05 1658074 978061.000000 591147.000000 660546 715200 997537 657925 919012 1630093 1329769 222144 187239 773867
mcs50_r01_s25_AB06 1004540 2222571.000000 1386903.000000 853468 2400906 3331346 2212345 3071735 996435 1032206 619842 540001 2091407
mcs50_r01_s25_AB07 12036770 3778103.000000 2407823.000000 1539758 2231110 2906108 2141894 2786428 11234683 10983461 893167 747698 1591722
mcs50_r01_s25_AB08 2910217 1676251.000000 1016002.000000 1563665 1114537 1411812 1027921 1295123 2674959 2878166 211768 175516 2327989
mcs50_r01_s25_AB09 5890804 2036743.000000 1227708.000000 1411306 1820817 2465716 1775836 2405103 5556242 5295201 538292 363222 1974026
mcs50_r01_s30_AB00 141394595 48300081.000000 42495823.000000 23907332 69003699 95391610 65047586 90276442 134071769 132920722 16272866 12751087 59442833
mcs50_r01_s30_AB01 142889145 97848107.000000 71862342.000000 63493555 59103719 86536314 56031167 82118421 143067473 143026795 18535139 16053270 66798607
mcs50_r01_s30_AB02 30170100 36529326.000000 23368849.000000 23484899 38767599 52133315 35711335 48138836 28893263 30176226 9737447 7614532 35551766
mcs50_r01_s30_AB03 116537829 66305022.000000 46565472.000000 23722504 29214340 41299307 27204855 38607810 115518354 108853192 6700946 5718530 29845554
mcs50_r01_s30_AB04 160435664 60968659.000000 42264939.000000 18716137 19067334 26464205 17766324 24621886 151711082 145933444 5914327 5505084 22747277
mcs50_r01_s30_AB05 346085798 38640958.000000 24054606.000000 36439722 55051025 77002196 51420469 71883801 342097298 343993260 13140429 10650682 36538464
mcs50_r01_s30_AB06 106856573 45350160.000000 30240873.000000 10366244 27629805 38142486 25524830 35228460 106600839 98774057 6848804 5667984 19084763
mcs50_r01_s30_AB07 124211455 50179457.000000 34943380.000000 11198832 19175968 25535657 17587089 23311057 121383764 119828767 5279032 4146694 9662267
mcs50_r01_s30_AB08 44644063 34385956.000000 21660441.000000 8637025 8645226 11970767 7899860 10942305 43777442 42519377 3257560 2968435 10111841
mcs50_r01_s30_AB09 242010341 79974191.000000 51183782.000000 29156466 35115713 41537478 32613699 38615089 236160254 241670917 6494380 5249894 29418921
mcs50_r01_s35_AB00 NaN NaN NaN 49128248 774379892 1134477807 719030975 1051377070 NaN 4723449493 329490023 307873144 210120455
mcs50_r01_s35_AB01 NaN NaN NaN 46479994 628782080 909925963 566162874 819911235 2713983579 2721645962 217313123 190945539 194011800
mcs50_r01_s35_AB02 NaN NaN NaN 48794597 619152655 885796426 571395810 801964799 NaN 5815673303 220552830 195119909 185731537
mcs50_r01_s35_AB03 NaN NaN NaN 48444922 452263386 635141681 425457775 598703999 1361465903 1332780125 152185898 141678697 156242024
mcs50_r01_s35_AB04 NaN NaN NaN 49384452 537309281 769447414 491910507 703948779 NaN 4976024694 213948301 195685638 159330330
mcs50_r01_s35_AB05 NaN NaN NaN 43997006 300364515 402413910 273459717 366253711 1563402059 1549474814 71096533 57673573 222827826
mcs50_r01_s35_AB06 NaN NaN NaN 49245461 598270336 837759044 562969205 789447280 3960433446 3962218098 302894280 298099015 158960688
mcs50_r01_s35_AB07 NaN NaN NaN 45716946 531647173 781997369 483151456 709956126 2407091337 2412765299 162662710 149570075 183507826
mcs50_r01_s35_AB08 NaN NaN NaN 48653687 380226179 534086172 342089201 479615062 1694962080 1681418005 117199846 117598315 152058517
mcs50_r01_s35_AB09 NaN NaN NaN 46447298 352375224 511646617 326585038 474643444 2820241522 2717154101 101260074 87888469 162026966
mcs50_r01_s40_AB00 NaN NaN NaN 33980220 NaN NaN NaN NaN NaN NaN 2139166711 1824013487 174712975
mcs50_r01_s40_AB01 NaN NaN NaN 39183651 NaN NaN NaN NaN NaN NaN 1912075032 1688579558 152955984
mcs50_r01_s40_AB02 NaN NaN NaN 35412285 NaN NaN NaN NaN NaN NaN 2183006987 2186464818 100799662
mcs50_r01_s40_AB03 NaN NaN NaN 32996765 NaN NaN NaN NaN NaN NaN 2450076340 2087872983 196422225
mcs50_r01_s40_AB04 NaN NaN NaN 32058846 NaN NaN NaN NaN NaN NaN 1374662133 1297321916 180916526
mcs50_r01_s40_AB05 NaN NaN NaN 37091995 NaN NaN NaN NaN NaN NaN NaN NaN 112253160
mcs50_r01_s40_AB06 NaN NaN NaN 35086587 NaN NaN NaN NaN NaN NaN 2751750908 2686406809 80262584
mcs50_r01_s40_AB07 NaN NaN NaN 34737916 NaN NaN NaN NaN NaN NaN 2196311028 2103777615 100350013
mcs50_r01_s40_AB08 NaN NaN NaN 35586484 NaN NaN NaN NaN NaN NaN 1105431847 962419456 107273986
mcs50_r01_s40_AB09 NaN NaN NaN 35495450 NaN NaN NaN NaN NaN NaN NaN NaN 128917668
mcs50_r01_s50_AB00 NaN NaN NaN 21103388 NaN NaN NaN NaN NaN NaN NaN NaN 163896376
mcs50_r01_s50_AB01 NaN NaN NaN 21233067 NaN NaN NaN NaN NaN NaN NaN NaN 143053987
mcs50_r01_s50_AB02 NaN NaN NaN 24417671 NaN NaN NaN NaN NaN NaN NaN NaN 118544308
mcs50_r01_s50_AB03 NaN NaN NaN 21736110 NaN NaN NaN NaN NaN NaN NaN NaN 159408443
mcs50_r01_s50_AB04 NaN NaN NaN 20826972 NaN NaN NaN NaN NaN NaN NaN NaN 142325481
mcs50_r01_s50_AB05 NaN NaN NaN 21225186 NaN NaN NaN NaN NaN NaN NaN NaN 96063783
mcs50_r01_s50_AB06 NaN NaN NaN 24662972 NaN NaN NaN NaN NaN NaN NaN NaN 131004673
mcs50_r01_s50_AB07 NaN NaN NaN 23442018 NaN NaN NaN NaN NaN NaN NaN NaN 103696379
mcs50_r01_s50_AB08 NaN NaN NaN 22851932 NaN NaN NaN NaN NaN NaN NaN NaN 115404882
mcs50_r01_s50_AB09 NaN NaN NaN 23418571 NaN NaN NaN NaN NaN NaN NaN NaN 117518881
mcs50_r02_s10_AB00 127 789.000000 394.000000 186 648 842 650 849 226 226 687 655 193
mcs50_r02_s10_AB01 177 719.000000 375.000000 300 853 1122 854 1127 281 295 797 745 383
mcs50_r02_s10_AB02 272 869.000000 418.000000 243 663 852 631 820 371 371 670 603 223
mcs50_r02_s10_AB03 330 576.000000 302.000000 157 484 579 479 570 427 426 549 476 146
mcs50_r02_s10_AB04 195 509.000000 262.000000 34 146 201 142 197 430 433 166 141 95
mcs50_r02_s10_AB05 144 549.000000 374.000000 68 354 426 348 420 232 255 400 387 102
mcs50_r02_s10_AB06 217 533.000000 245.000000 149 469 563 472 564 320 316 477 470 336
mcs50_r02_s10_AB07 242 630.000000 313.000000 210 552 658 558 662 341 343 525 521 209
mcs50_r02_s10_AB08 151 649.000000 293.000000 269 582 649 559 630 249 242 563 528 151
mcs50_r02_s10_AB09 135 866.000000 456.000000 161 838 1050 809 1031 234 232 757 765 213
mcs50_r02_s15_AB00 4397 18448.000000 11185.000000 6922 13027 18290 12505 17658 4621 4621 9878 11060 7169
mcs50_r02_s15_AB01 6295 19560.000000 11949.000000 4403 16940 24609 16243 23793 6041 6199 9776 11464 6554
mcs50_r02_s15_AB02 2602 12685.000000 8892.000000 4103 8748 12158 8677 12049 2564 2601 9872 9157 7746
mcs50_r02_s15_AB03 1982 3208.000000 2009.000000 1208 3383 4238 3280 4058 2445 2548 3435 3169 2081
mcs50_r02_s15_AB04 2472 7888.000000 5648.000000 3207 6128 7728 6093 7803 3125 3385 5711 6405 3806
mcs50_r02_s15_AB05 3370 9140.000000 6697.000000 8041 8718 11537 8511 11270 3455 3414 6983 7100 5946
mcs50_r02_s15_AB06 3832 14453.000000 8383.000000 4926 11124 15234 11000 15039 3811 3811 6637 7310 6521
mcs50_r02_s15_AB07 3628 9923.000000 6754.000000 4091 4797 6725 4850 6834 3848 3567 4042 4330 3724
mcs50_r02_s15_AB08 2694 10389.000000 6774.000000 5321 7750 10762 7012 9780 3268 3173 5656 6296 4147
mcs50_r02_s15_AB09 4946 11274.000000 7215.000000 6940 11481 16244 11309 16030 6456 5869 9391 9112 6804
mcs50_r02_s20_AB00 95250 327014.000000 236974.000000 194435 351294 571806 334708 540836 98688 106774 119323 93549 207930
mcs50_r02_s20_AB01 110525 364934.000000 250299.000000 156635 234318 373380 227344 362475 104001 108958 95881 100646 265718
mcs50_r02_s20_AB02 108509 350775.000000 243688.000000 182046 330572 534973 313970 508244 118850 126145 95360 76592 297532
mcs50_r02_s20_AB03 94137 609040.000000 453267.000000 313590 354970 595226 350387 585250 92140 91126 99743 88593 225136
mcs50_r02_s20_AB04 71421 211367.000000 153166.000000 199169 243789 394542 235431 383339 67220 65850 82419 75503 143795
mcs50_r02_s20_AB05 86525 299211.000000 230559.000000 168761 375951 589243 362611 569394 85402 86612 92444 104971 151460
mcs50_r02_s20_AB06 89209 353816.000000 253748.000000 218285 375809 597918 367428 583272 84079 89251 127263 96991 257590
mcs50_r02_s20_AB07 134974 317289.000000 220035.000000 136262 354914 575618 331612 538140 138800 135360 110326 88532 108555
mcs50_r02_s20_AB08 105584 528100.000000 352215.000000 255029 384963 616687 370967 598483 104743 102800 144638 125624 263064
mcs50_r02_s20_AB09 105975 308990.000000 206479.000000 140618 199988 314336 191183 301027 107150 108136 80778 87756 142385
mcs50_r02_s25_AB00 1876102 7761155.000000 5696500.000000 4185553 5598334 9711323 5392180 9353665 1796858 1837795 2092708 1993105 4277056
mcs50_r02_s25_AB01 1313165 8316286.000000 6486820.000000 4659584 5401487 9360225 5191601 8985648 1325116 1319764 2131665 1844603 4744039
mcs50_r02_s25_AB02 1585708 8824087.000000 7061406.000000 7177430 6680982 11878631 6661663 11838482 1582340 1601586 2533345 2099613 6468587
mcs50_r02_s25_AB03 2226942 11979905.000000 9136732.000000 7037679 8679773 15202475 8450957 14819709 2199915 2213235 3231850 2698115 7053345
mcs50_r02_s25_AB04 2262842 9315752.000000 7142267.000000 6734548 7443879 12623394 7172103 12165241 2236467 2242167 3196367 2500187 6882671
mcs50_r02_s25_AB05 877377 4267877.000000 3510454.000000 2024474 4631870 7984882 4545889 7860629 890785 905884 1672160 1297188 3983806
mcs50_r02_s25_AB06 1498778 7968398.000000 6245591.000000 4478643 5348390 9267869 5215478 9030218 1492445 1497139 2272351 1682917 4452176
mcs50_r02_s25_AB07 1390638 7983921.000000 6317094.000000 4502643 5374433 9247214 5255986 9075174 1398538 1402964 2054611 1823675 4526024
mcs50_r02_s25_AB08 1587645 7592542.000000 5608180.000000 3378542 4925447 8249015 4616609 7735624 1587850 1587223 1700135 1488707 3375010
mcs50_r02_s25_AB09 862842 8901327.000000 6935384.000000 4221882 4119657 7366644 4056189 7255628 834055 902442 1216347 1074850 3873173
mcs50_r02_s30_AB00 9723599 108738502.000000 85252794.000000 49014607 58706752 108828117 55196182 102459056 9746210 9410973 19870862 18178168 57535730
mcs50_r02_s30_AB01 17400573 66540700.000000 54646936.000000 71883704 50098667 94201964 47689030 89638321 17745957 18397460 18979848 17092505 55338308
mcs50_r02_s30_AB02 12114076 57451817.000000 45887631.000000 60003370 50111410 94478936 47122552 88993621 11865794 11645715 16156750 13477943 52036665
mcs50_r02_s30_AB03 14744560 58359304.000000 46270003.000000 60093816 43131594 79766892 40934351 75780661 14261830 14358198 14349464 13476575 35423353
mcs50_r02_s30_AB04 15709900 76130041.000000 61908692.000000 54860157 62190491 116070486 60176811 112070972 15749794 15603257 22892748 20976256 64584556
mcs50_r02_s30_AB05 31864996 78842843.000000 64593798.000000 71074965 94987368 172997546 91340359 166328553 31808842 31708600 29173949 25186503 85340513
mcs50_r02_s30_AB06 19458874 93378190.000000 75167014.000000 68553189 78589534 146039782 74730293 138630029 19098575 19084842 25832935 21865799 74341032
mcs50_r02_s30_AB07 16232793 72528272.000000 59659269.000000 60095288 84923050 158155019 80775811 150628520 15903565 15503385 24431891 21218527 77407479
mcs50_r02_s30_AB08 16367035 56882324.000000 45675929.000000 45617067 38996911 70524889 37802299 68531242 16067310 15935289 19141572 17272438 58730560
mcs50_r02_s30_AB09 17314939 94286166.000000 75035939.000000 70913815 46113289 84998674 44487517 82008064 17078888 16857995 20207252 18474302 48269245
mcs50_r02_s35_AB00 95995244 NaN NaN 49256167 575262523 1059567691 550844460 1014649739 98049292 96538958 184958400 157784865 195814669
mcs50_r02_s35_AB01 182794684 NaN NaN 44690810 1056713712 1081171502 1014279129 1040043545 181321615 179611573 423926742 390997642 175305348
mcs50_r02_s35_AB02 156345734 NaN NaN 49375014 948751568 935112709 899707138 888608990 154720554 154076262 328698025 299180989 174805356
mcs50_r02_s35_AB03 212288477 NaN NaN 49698883 1173129762 1333340377 1120036458 1274813717 209855267 211704516 354603080 280643111 193014551
mcs50_r02_s35_AB04 99444030 NaN NaN 44883171 343481869 499715353 327525203 478477201 95079773 92823657 125684079 108092293 231693171
mcs50_r02_s35_AB05 189285453 NaN NaN 50247138 805618677 1009167250 780019816 980379577 187703205 185617430 280488952 254659223 160204672
mcs50_r02_s35_AB06 220887089 NaN NaN 48782727 968163991 1137082051 916813898 1079087456 220155326 222631019 292095709 252949505 179412609
mcs50_r02_s35_AB07 82024043 NaN NaN 47413105 280812162 510212804 267368827 486775650 80683550 76567481 108326787 102545420 177382496
mcs50_r02_s35_AB08 166370331 NaN NaN 48113565 694165494 818552400 658894077 779956770 164345542 164115797 180111731 147046796 188426623
mcs50_r02_s35_AB09 147197655 NaN NaN 46946030 241245631 475518171 230416775 455349769 145664290 144043085 121201538 111202111 157805925
mcs50_r02_s40_AB00 NaN NaN NaN 33577272 NaN NaN NaN NaN 685503430 674199845 784966090 570384325 157112709
mcs50_r02_s40_AB01 NaN NaN NaN 32027362 569666893 1241465493 548286118 1197797773 688541052 663648458 266614034 243381611 156866830
mcs50_r02_s40_AB02 NaN NaN NaN 31632796 NaN 1698500566 NaN 1614395969 361186000 359190833 778494066 618626049 141562362
mcs50_r02_s40_AB03 NaN NaN NaN 34820781 NaN NaN NaN NaN 410522046 409320584 1242083793 1082235596 126592448
mcs50_r02_s40_AB04 NaN NaN NaN 32919348 NaN NaN NaN NaN 439128343 466469596 953360107 846171239 125644327
mcs50_r02_s40_AB05 NaN NaN NaN 34943905 NaN NaN NaN NaN 461488737 391500749 1033921190 729508057 141673101
mcs50_r02_s40_AB06 NaN NaN NaN 33288396 NaN NaN NaN NaN 918671266 919484718 2077611512 1844962505 156189438
mcs50_r02_s40_AB07 NaN NaN NaN 35742179 NaN NaN NaN NaN 639129703 629270291 2121557974 1904897451 162613917
mcs50_r02_s40_AB08 NaN NaN NaN 33401355 NaN NaN NaN NaN 792534765 766590133 1803510247 1641198565 121731378
mcs50_r02_s40_AB09 NaN NaN NaN 33540555 1134440816 NaN 1086370123 NaN 406498541 396601941 427764359 389924541 135291810
mcs50_r02_s50_AB00 NaN NaN NaN 20572429 NaN NaN NaN NaN NaN NaN NaN NaN 83865602
mcs50_r02_s50_AB01 NaN NaN NaN 20892102 NaN NaN NaN NaN NaN NaN NaN NaN 110925631
mcs50_r02_s50_AB02 NaN NaN NaN 20698283 NaN NaN NaN NaN NaN NaN NaN NaN 91907546
mcs50_r02_s50_AB03 NaN NaN NaN 20526926 NaN NaN NaN NaN NaN NaN NaN NaN 93947936
mcs50_r02_s50_AB04 NaN NaN NaN 20407376 NaN NaN NaN NaN NaN NaN NaN NaN 99398402
mcs50_r02_s50_AB05 NaN NaN NaN 20669721 NaN NaN NaN NaN NaN NaN NaN NaN 80507019
mcs50_r02_s50_AB06 NaN NaN NaN 20494160 NaN NaN NaN NaN NaN NaN NaN NaN 101897590
mcs50_r02_s50_AB07 NaN NaN NaN 22074474 NaN NaN NaN NaN NaN NaN NaN NaN 78079125
mcs50_r02_s50_AB08 NaN NaN NaN 21576827 NaN NaN NaN NaN NaN NaN NaN NaN 94585861
mcs50_r02_s50_AB09 NaN NaN NaN 19253431 NaN NaN NaN NaN NaN NaN NaN NaN 122400972
mcs70_b03_s10_AB00 188 254.000000 130.000000 30 261 332 257 328 249 235 251 211 45
mcs70_b03_s10_AB01 124 298.000000 137.000000 194 362 397 355 387 231 124 351 352 281
mcs70_b03_s10_AB02 278 1283.000000 561.000000 209 828 1019 855 1016 364 347 844 841 197
mcs70_b03_s10_AB03 105 364.000000 147.000000 34 328 375 297 344 204 204 295 295 87
mcs70_b03_s10_AB04 219 174.000000 116.000000 53 332 368 311 353 294 308 341 322 86
mcs70_b03_s10_AB05 94 160.000000 100.000000 8 228 190 231 190 227 191 184 244 9
mcs70_b03_s10_AB06 41 228.000000 91.000000 121 181 203 157 179 158 140 286 155 123
mcs70_b03_s10_AB07 127 202.000000 97.000000 147 99 140 99 140 222 207 99 99 151
mcs70_b03_s10_AB08 120 203.000000 102.000000 124 163 211 163 211 229 199 159 163 111
mcs70_b03_s10_AB09 42 90.000000 70.000000 7 44 49 44 49 141 141 44 44 13
mcs70_b03_s15_AB00 1028 1124.000000 578.000000 67 1070 528 980 502 1965 1228 746 786 492
mcs70_b03_s15_AB01 3337 6783.000000 3705.000000 3372 2022 2350 2048 2376 3343 3268 1982 1757 817
mcs70_b03_s15_AB02 2130 1267.000000 620.000000 461 1640 1502 1582 1428 2134 3916 2305 1183 698
mcs70_b03_s15_AB03 1178 1206.000000 746.000000 156 435 445 435 445 1482 1337 726 467 221
mcs70_b03_s15_AB04 1233 1324.000000 749.000000 4022 1990 1688 1966 1668 1457 1457 1300 1621 2114
mcs70_b03_s15_AB05 7200 11010.000000 5346.000000 2369 6176 7396 6318 7532 7424 7424 5232 5485 2196
mcs70_b03_s15_AB06 947 1729.000000 928.000000 262 756 920 765 929 1171 1171 556 644 532
mcs70_b03_s15_AB07 1257 1487.000000 913.000000 131 502 351 498 347 1477 1645 450 484 111
mcs70_b03_s15_AB08 2366 2820.000000 1651.000000 2466 2553 2138 2470 2059 2610 2607 2560 2444 951
mcs70_b03_s15_AB09 1338 739.000000 444.000000 125 557 570 555 568 1559 1536 533 641 164
mcs70_b03_s20_AB00 80582 19571.000000 9429.000000 6432 22012 26207 20729 24670 68379 63316 10394 17559 14187
mcs70_b03_s20_AB01 93233 21894.000000 10795.000000 22339 18151 22167 17327 21299 93632 93632 9284 12039 22906
mcs70_b03_s20_AB02 31456 6023.000000 2910.000000 6302 3908 4498 3751 4506 31951 32343 2916 3661 3396
mcs70_b03_s20_AB03 32842 7572.000000 4318.000000 7060 3143 3083 3153 3108 33687 31183 3240 2741 5240
mcs70_b03_s20_AB04 61531 19452.000000 9462.000000 16462 15546 19097 14443 17738 60017 60675 9652 13268 23470
mcs70_b03_s20_AB05 146385 20375.000000 10749.000000 14223 15341 18352 15300 18091 138768 140482 10698 13928 17795
mcs70_b03_s20_AB06 72506 15640.000000 9754.000000 18149 18289 20018 17647 19358 76001 71181 8891 13625 16243
mcs70_b03_s20_AB07 72735 3821.000000 2492.000000 4982 7562 9245 7361 8875 64991 61423 4157 5159 8839
mcs70_b03_s20_AB08 73138 38190.000000 20612.000000 14968 22790 27984 21911 26659 78549 77616 9657 12407 16968
mcs70_b03_s20_AB09 33447 16681.000000 8140.000000 11593 12220 14573 12087 14427 34019 33531 9853 11309 10128
mcs70_b03_s25_AB00 1650045 116193.000000 59864.000000 113119 66245 80711 61521 75202 1572227 1566758 16877 32992 97334
mcs70_b03_s25_AB01 3782971 16727.000000 9162.000000 1669 2915 3636 2858 3564 1779154 1607380 2045 2345 2725
mcs70_b03_s25_AB02 3482968 107777.000000 54615.000000 69022 76830 93387 69490 84753 2857918 2869962 19263 41538 68741
mcs70_b03_s25_AB03 2254137 136764.000000 74245.000000 115569 234008 281630 219968 267213 1982698 1614242 50176 40523 104762
mcs70_b03_s25_AB04 2462431 72023.000000 31994.000000 291928 101080 94163 96826 90301 1972212 1980995 20796 33195 301777
mcs70_b03_s25_AB05 1344260 36095.000000 19202.000000 24602 89799 17110 99687 17036 1284583 1295263 32392 23124 25163
mcs70_b03_s25_AB06 651278 184541.000000 90673.000000 41210 225737 65212 211125 62281 522968 522123 17120 20126 55536
mcs70_b03_s25_AB07 675004 180861.000000 96724.000000 300460 85286 70583 77709 65785 534571 534501 22811 33919 317371
mcs70_b03_s25_AB08 864531 87960.000000 44213.000000 316128 56514 67381 54116 64583 812694 626859 23757 32644 283308
mcs70_b03_s25_AB09 2108610 249074.000000 128148.000000 299610 50843 50527 48569 47817 1948676 2021550 25431 24056 365037
mcs70_b03_s30_AB00 59284264 829460.000000 380098.000000 390315 674855 720735 636643 676332 53910947 56426884 76715 67076 442350
mcs70_b03_s30_AB01 149757004 13222175.000000 6720445.000000 3239034 1975963 1115977 1906497 1060406 138652152 89655433 259791 198175 3204599
mcs70_b03_s30_AB02 106937823 2386689.000000 1112228.000000 1896341 1699978 1870416 1608062 1765310 102303428 98480339 118506 88374 1942599
mcs70_b03_s30_AB03 84787463 1640606.000000 825810.000000 641146 604190 688648 549536 628976 96472969 84192950 151482 123858 346589
mcs70_b03_s30_AB04 10597136 7637328.000000 3169205.000000 177358 447471 178339 429764 168415 12788281 15812660 41256 32739 321742
mcs70_b03_s30_AB05 79458485 635317.000000 307366.000000 225128 331084 415556 315875 397561 72306492 59057758 58981 42645 165946
mcs70_b03_s30_AB06 152742282 991268.000000 460815.000000 463948 1001584 878976 1002950 842498 142245485 142232143 96025 69111 634472
mcs70_b03_s30_AB07 18415099 559083.000000 235350.000000 212045 225297 91691 234701 87101 19383821 20441208 37452 53468 174318
mcs70_b03_s30_AB08 9619469 414141.000000 194460.000000 1034890 71134 84934 68138 81712 9072486 8373229 22178 34781 1019002
mcs70_b03_s30_AB09 41362349 893933.000000 458888.000000 1671938 465850 373165 413672 352326 26125149 25949523 129125 90271 1128601
mcs70_b03_s35_AB00 NaN 1663957.000000 687280.000000 4739332 11546231 3005958 11525559 2906041 828363315 651137453 313435 205225 5466846
mcs70_b03_s35_AB01 NaN 4029026.000000 1684280.000000 410659 3792626 414276 3762446 401216 738430624 821730689 84009 67893 347804
mcs70_b03_s35_AB02 NaN 72596351.000000 NaN 10955799 14470521 10994309 13759427 10347540 1892808833 1436791129 1005403 673164 5130396
mcs70_b03_s35_AB03 NaN 6511599.000000 2825296.000000 439524 10550397 274607 10239529 263163 351786501 219219743 251860 226337 573799
mcs70_b03_s35_AB04 NaN 9537033.000000 4502097.000000 297927 1085930 207157 1109868 188480 1294448412 1490457031 74749 70360 285216
mcs70_b03_s35_AB05 NaN 12668054.000000 4971061.000000 12464505 17774166 19256155 17137411 18559752 847058665 692324667 2821157 1717125 10248527
mcs70_b03_s35_AB06 NaN 9063647.000000 3251174.000000 3348963 8086863 8160155 7944254 7963849 NaN NaN 1669182 1220661 5609360
mcs70_b03_s35_AB07 NaN 23693941.000000 9738138.000000 8134295 15903170 16199384 15499852 15716931 1150025699 1159642672 2563804 1236977 8136147
mcs70_b03_s35_AB08 NaN 15990680.000000 7473198.000000 3897099 6649681 1471380 6511887 1414914 1608025518 1879769912 337866 250927 3744474
mcs70_b03_s35_AB09 NaN 8945192.000000 3876804.000000 2690508 3965524 1750682 3834356 1665121 NaN 1546668779 1267664 580225 2445201
mcs70_b03_s40_AB00 NaN 15929763.000000 6739393.000000 3594083 7147630 1822755 6398738 1694747 NaN NaN 299552 173317 2352023
mcs70_b03_s40_AB01 NaN NaN NaN 7233025 8215858 7979575 7541214 7531436 NaN NaN 2069445 1452284 8766877
mcs70_b03_s40_AB02 NaN NaN NaN 13720411 100385371 21718954 96109850 20336416 NaN NaN 12433745 6775861 8211212
mcs70_b03_s40_AB03 NaN NaN NaN 23142743 49870852 46105479 49673641 45693727 NaN NaN 10278770 7730644 28329934
mcs70_b03_s40_AB04 NaN 82838567.000000 NaN 10616950 64131372 36900766 61648783 34943648 NaN NaN 7642446 5613167 22026692
mcs70_b03_s40_AB05 NaN NaN NaN 33735045 62523400 69609773 60667194 67494717 NaN NaN 10460970 7947894 59230094
mcs70_b03_s40_AB06 NaN 33297305.000000 NaN 26177556 14192671 11131211 13802582 10730100 NaN NaN 2382246 1555055 18765547
mcs70_b03_s40_AB07 NaN 45627978.000000 NaN 20911168 35660217 8352127 24939126 7963521 NaN NaN 6178702 2154986 21603215
mcs70_b03_s40_AB08 NaN NaN NaN 33699223 47901795 47788816 46257353 45811207 NaN NaN 9262093 6205797 18253438
mcs70_b03_s40_AB09 NaN NaN NaN 34592730 73847535 60701290 71312568 58205411 NaN NaN 10792345 8499203 43969957
mcs70_b03_s50_AB00 NaN NaN NaN 23206433 1549937076 1110797044 1544709722 1100259911 NaN NaN 235430255 75214893 215959460
mcs70_b03_s50_AB01 NaN NaN NaN 21804746 NaN NaN NaN NaN NaN NaN 834619487 589205654 207456586
mcs70_b03_s50_AB02 NaN NaN NaN 25209161 1255732903 1187439065 1229295487 1168722075 NaN NaN 263129657 258612225 207858484
mcs70_b03_s50_AB03 NaN NaN NaN 24354780 3385831185 NaN 3324599365 3614203242 NaN NaN 484246669 366342973 201262343
mcs70_b03_s50_AB04 NaN NaN NaN 23744094 832967972 715911251 818945087 699342080 NaN NaN 151123904 120148516 218944065
mcs70_b03_s50_AB05 NaN NaN NaN 25267882 NaN NaN NaN NaN NaN NaN 1209302211 733594701 183159559
mcs70_b03_s50_AB06 NaN NaN NaN 24204068 NaN NaN NaN NaN NaN NaN NaN NaN 215643099
mcs70_b03_s50_AB07 NaN NaN NaN 23338593 NaN NaN NaN NaN NaN NaN NaN NaN 209531581
mcs70_b03_s50_AB08 NaN NaN NaN 24502186 2906501229 2517892180 2847982192 2453076975 NaN NaN 368400630 88412321 224875991
mcs70_b03_s50_AB09 NaN NaN NaN 22499707 NaN NaN NaN NaN NaN NaN 1298606404 1091234177 211972126
mcs70_b03m_s10_AB00 132 316.000000 156.000000 100 324 417 354 447 343 253 313 211 149
mcs70_b03m_s10_AB01 109 629.000000 349.000000 194 595 737 580 722 206 192 569 576 197
mcs70_b03m_s10_AB02 140 262.000000 164.000000 53 228 257 234 269 226 214 215 221 72
mcs70_b03m_s10_AB03 253 743.000000 452.000000 142 489 614 495 628 352 352 492 493 164
mcs70_b03m_s10_AB04 97 573.000000 317.000000 75 203 238 200 235 272 312 185 198 79
mcs70_b03m_s10_AB05 198 315.000000 192.000000 76 221 263 231 273 290 281 231 230 146
mcs70_b03m_s10_AB06 107 243.000000 141.000000 69 231 265 229 293 200 195 170 183 111
mcs70_b03m_s10_AB07 102 515.000000 270.000000 213 328 438 337 447 221 193 331 336 395
mcs70_b03m_s10_AB08 146 199.000000 107.000000 16 133 177 136 175 230 234 136 134 34
mcs70_b03m_s10_AB09 83 161.000000 109.000000 74 164 213 164 213 176 242 178 178 87
mcs70_b03m_s15_AB00 1335 2895.000000 1685.000000 274 517 419 462 413 2779 2534 520 433 235
mcs70_b03m_s15_AB01 1383 1687.000000 869.000000 3173 3462 2441 3007 2179 1607 1607 2350 1996 1751
mcs70_b03m_s15_AB02 2313 2811.000000 1395.000000 931 2872 3429 2872 3418 2449 2425 1536 2147 865
