instance clique cp-fc cp-mac kdown james-cpp-product james-cpp-product-down james-cpp-max james-cpp-max-down clique-par/t16 clique-par/t32 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t32
mcs30_r01_s10_AB00 1 0.001014 0.000978 0 0 0 0 0 4 5 0 1 3
mcs30_r01_s10_AB01 1 0.001947 0.002110 2 0 0 0 0 3 5 2 3 11
mcs30_r01_s10_AB02 2 0.001810 0.001758 2 0 0 0 0 4 5 1 2 6
mcs30_r01_s10_AB03 2 0.001424 0.001799 1 0 0 0 0 3 5 1 2 6
mcs30_r01_s10_AB04 1 0.000811 0.001120 1 0 0 0 0 4 4 1 2 6
mcs30_r01_s10_AB05 1 0.000888 0.001055 2 0 0 0 0 4 5 1 2 5
mcs30_r01_s10_AB06 2 0.000869 0.000980 1 0 0 0 0 4 5 1 3 6
mcs30_r01_s10_AB07 1 0.000932 0.001696 1 0 0 0 0 3 5 1 3 6
mcs30_r01_s10_AB08 1 0.001478 0.001646 1 0 0 0 0 4 4 1 2 6
mcs30_r01_s10_AB09 1 0.001905 0.002509 13 0 0 0 0 3 5 2 4 9
mcs30_r01_s15_AB00 13 0.016598 0.024938 75 1 1 1 1 9 11 3 8 19
mcs30_r01_s15_AB01 13 0.030945 0.030997 65 1 1 1 1 9 10 4 9 20
mcs30_r01_s15_AB02 8 0.022197 0.049113 25 1 1 1 1 9 10 3 6 17
mcs30_r01_s15_AB03 11 0.017174 0.027431 30 1 1 1 1 8 10 3 6 18
mcs30_r01_s15_AB04 10 0.018257 0.024845 33 1 1 1 1 10 11 3 6 17
mcs30_r01_s15_AB05 10 0.031983 0.038169 48 1 2 1 2 9 13 3 8 20
mcs30_r01_s15_AB06 7 0.017086 0.022290 31 0 1 0 1 10 8 3 7 18
mcs30_r01_s15_AB07 9 0.008943 0.015253 69 0 0 0 0 9 12 3 6 17
mcs30_r01_s15_AB08 8 0.031239 0.043082 23 1 1 1 1 9 11 3 8 24
mcs30_r01_s15_AB09 10 0.030247 0.025619 50 1 1 1 1 10 9 3 7 23
mcs30_r01_s20_AB00 286 0.407293 0.583864 1772 33 46 32 44 40 42 10 16 282
mcs30_r01_s20_AB01 205 0.369931 0.547816 1496 13 19 14 18 35 40 5 11 256
mcs30_r01_s20_AB02 72 0.371990 0.630431 1106 13 19 13 19 28 32 6 12 152
mcs30_r01_s20_AB03 186 0.260348 0.349781 712 17 23 17 22 37 35 7 13 156
mcs30_r01_s20_AB04 135 0.221676 0.471413 1085 16 23 17 23 32 31 8 12 148
mcs30_r01_s20_AB05 89 0.161000 0.237908 1125 11 16 11 15 30 31 7 13 201
mcs30_r01_s20_AB06 183 0.486488 0.759968 711 21 37 27 27 37 41 8 13 149
mcs30_r01_s20_AB07 280 0.301922 0.561361 786 12 16 12 17 41 40 6 11 180
mcs30_r01_s20_AB08 225 0.855920 1.213813 2552 36 51 35 51 39 45 11 14 269
mcs30_r01_s20_AB09 172 0.777852 1.352217 1174 38 48 37 50 34 38 19 20 210
mcs30_r01_s25_AB00 14992 14.422225 25.876463 23534 582 786 563 753 1074 849 202 167 4303
mcs30_r01_s25_AB01 9304 9.424215 15.767326 20644 501 714 423 611 693 508 123 103 2907
mcs30_r01_s25_AB02 11934 7.516960 14.729962 7775 637 739 577 717 858 682 139 148 3868
mcs30_r01_s25_AB03 7399 18.774624 28.542156 27252 953 1320 898 1267 519 437 297 265 6433
mcs30_r01_s25_AB04 16511 7.378828 11.658867 25422 276 444 241 385 1107 841 77 72 2226
mcs30_r01_s25_AB05 18660 17.151373 29.073887 33267 961 1374 941 1334 1328 1024 326 280 5994
mcs30_r01_s25_AB06 10346 21.502085 36.564571 38618 844 1173 881 1275 763 600 319 271 8327
mcs30_r01_s25_AB07 7178 22.021805 45.563499 30663 600 702 561 705 565 443 202 197 8132
mcs30_r01_s25_AB08 14061 6.862111 12.921685 15655 724 925 732 844 1027 783 196 176 9873
mcs30_r01_s25_AB09 12582 7.818974 14.513534 39653 369 502 424 603 954 737 140 134 8334
mcs30_r01_s30_AB00 418881 314.107361 523.769592 437776 10352 15126 10106 14926 26826 21100 3826 3375 117600
mcs30_r01_s30_AB01 329159 328.194458 577.248474 262034 14220 19402 13986 19886 22129 17599 5397 4251 143913
mcs30_r01_s30_AB02 241033 209.406158 341.357239 237473 4099 6277 4060 6235 15933 12563 1629 1375 65691
mcs30_r01_s30_AB03 233171 329.002045 519.195618 549397 12529 18791 12375 18867 15332 11745 4665 4224 179457
mcs30_r01_s30_AB04 280757 242.256989 438.644073 232635 7090 9300 6898 9237 18164 14016 2046 1675 45324
mcs30_r01_s30_AB05 469558 165.389542 287.743835 323544 13488 18649 13358 18605 30093 23735 4628 3928 181729
mcs30_r01_s30_AB06 352250 182.327148 338.472595 414287 10295 15281 10182 15028 23070 17904 3114 2835 114801
mcs30_r01_s30_AB07 508989 358.960022 684.799255 606105 12008 17528 11538 16920 33122 25970 5131 4473 198988
mcs30_r01_s30_AB08 305375 318.992584 531.570740 552964 12213 18297 12183 18186 19910 15547 4776 4275 188877
mcs30_r01_s30_AB09 362488 433.957794 823.796509 676220 13347 19955 12962 18870 23650 18484 5608 4681 225333
mcs30_r01_s35_AB00 1000000 1000.000000 1000.000122 1000000 305730 481184 289251 456327 535809 341062 97515 79762 1000008
mcs30_r01_s35_AB01 1000000 1000.000000 1000.000244 1000000 118829 178524 110041 166763 204399 136566 44019 36653 1000007
mcs30_r01_s35_AB02 1000000 1000.000000 1000.000000 1000000 164562 250085 155548 233307 861048 579200 66684 54565 1000006
mcs30_r01_s35_AB03 1000000 1000.000000 1000.000000 1000000 302285 478790 301165 487307 911253 639930 125051 112495 1000006
mcs30_r01_s35_AB04 1000000 1000.000000 1000.000000 1000000 166663 252183 155464 241702 832101 556516 69980 57470 1000007
mcs30_r01_s35_AB05 1000000 1000.000000 1000.000000 1000000 93943 139912 90127 135422 583131 392488 45112 41623 1000008
mcs30_r01_s35_AB06 1000000 1000.000000 1000.000000 1000000 185803 285163 183492 289385 947293 635449 78580 68242 1000002
mcs30_r01_s35_AB07 1000000 1000.000000 1000.000000 1000000 152107 235930 148706 229254 307913 206764 60335 54311 1000003
mcs30_r01_s35_AB08 1000000 1000.000000 1000.000000 1000000 92059 140438 87848 133189 587311 388070 32403 26264 1000003
mcs30_r01_s35_AB09 1000000 1000.000000 1000.000000 1000000 358352 565214 346085 548520 865516 582340 125232 85940 1000003
mcs30_r01_s40_AB00 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000004 1000001 932085 1000004
mcs30_r01_s40_AB01 1000000 1000.000000 1000.000000 1000000 969890 1000000 971530 1000000 1000003 1000005 533940 490678 1000005
mcs30_r01_s40_AB02 1000001 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000000 1000004 1000004 763113 740411 1000003
mcs30_r01_s40_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000005 1000001 1000001 1000003
mcs30_r01_s40_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000005 1000001 1000002 1000008
mcs30_r01_s40_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000004 1000001 1000002 1000003
mcs30_r01_s40_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000005 1000001 1000002 1000002
mcs30_r01_s40_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000004 1000001 1000002 1000003
mcs30_r01_s40_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000004 799564 703487 1000008
mcs30_r01_s40_AB09 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000003 1000005 1000001 952492 1000002
mcs30_r01_s50_AB00 1000000 1000.000061 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000007 1000000 1000001 1000006
mcs30_r01_s50_AB01 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000002
mcs30_r01_s50_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000012
mcs30_r01_s50_AB03 1000000 1000.000000 1000.000244 1000000 1000000 1000000 1000000 1000000 1000004 1000007 1000000 1000001 1000014
mcs30_r01_s50_AB04 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000012
mcs30_r01_s50_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000003
mcs30_r01_s50_AB06 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000005
mcs30_r01_s50_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000013
mcs30_r01_s50_AB08 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000005
mcs30_r01_s50_AB09 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000010
mcs30_r02_s10_AB00 1 0.002482 0.002156 2 0 0 0 0 3 5 2 4 9
mcs30_r02_s10_AB01 1 0.001295 0.001504 1 0 0 0 0 3 5 2 3 7
mcs30_r02_s10_AB02 1 0.001056 0.001041 0 0 0 0 0 4 4 1 3 6
mcs30_r02_s10_AB03 1 0.003124 0.002155 1 0 0 0 0 4 5 3 5 5
mcs30_r02_s10_AB04 1 0.001887 0.002567 3 0 0 0 0 5 4 2 5 11
mcs30_r02_s10_AB05 1 0.001258 0.001134 1 0 0 0 0 3 5 2 4 6
mcs30_r02_s10_AB06 1 0.001465 0.001430 2 0 0 0 0 3 6 2 4 8
mcs30_r02_s10_AB07 1 0.002033 0.002207 3 0 0 0 0 4 5 2 5 10
mcs30_r02_s10_AB08 1 0.001246 0.001209 1 0 0 0 0 4 5 1 2 6
mcs30_r02_s10_AB09 1 0.002216 0.002229 5 0 0 0 0 4 5 3 4 9
mcs30_r02_s15_AB00 9 0.038327 0.027399 57 2 3 2 3 8 8 5 13 30
mcs30_r02_s15_AB01 10 0.048925 0.038717 50 2 3 2 3 8 9 4 9 36
mcs30_r02_s15_AB02 9 0.030403 0.029864 60 3 4 3 5 8 9 3 9 24
mcs30_r02_s15_AB03 10 0.035021 0.025254 137 2 2 2 2 8 9 3 7 22
mcs30_r02_s15_AB04 10 0.043855 0.042954 122 3 5 3 5 8 10 4 10 33
mcs30_r02_s15_AB05 10 0.028017 0.029109 59 3 4 2 4 9 10 4 11 29
mcs30_r02_s15_AB06 7 0.028408 0.043195 112 2 2 2 2 9 9 3 10 24
mcs30_r02_s15_AB07 7 0.063883 0.043380 83 2 3 2 3 8 9 4 10 27
mcs30_r02_s15_AB08 8 0.035107 0.035352 57 2 3 2 3 8 10 3 9 28
mcs30_r02_s15_AB09 7 0.023588 0.023631 92 3 5 3 5 8 9 5 10 31
mcs30_r02_s20_AB00 80 1.319897 1.290646 1688 87 168 89 190 25 28 24 28 481
mcs30_r02_s20_AB01 93 0.731246 0.721643 1711 96 131 74 132 25 30 18 24 304
mcs30_r02_s20_AB02 55 1.071219 1.088571 2514 45 78 44 75 24 28 16 21 440
mcs30_r02_s20_AB03 94 1.087901 1.101314 1589 56 109 57 91 28 34 23 27 430
mcs30_r02_s20_AB04 59 0.708633 0.743331 1850 47 75 61 104 25 27 15 25 308
mcs30_r02_s20_AB05 95 1.176231 1.286352 1290 165 219 120 231 27 29 39 37 473
mcs30_r02_s20_AB06 52 0.859667 0.898749 3182 50 119 51 120 24 27 16 24 472
mcs30_r02_s20_AB07 101 0.805209 0.859359 1713 99 143 96 129 25 30 25 29 345
mcs30_r02_s20_AB08 94 1.130138 1.168975 2425 56 101 54 88 25 26 17 24 525
mcs30_r02_s20_AB09 110 0.801044 0.824391 3027 74 122 94 119 26 30 26 26 613
mcs30_r02_s25_AB00 1380 12.106665 12.382342 30822 1146 1976 1234 1984 150 117 354 351 8286
mcs30_r02_s25_AB01 2012 27.857023 27.797457 81528 2532 4666 2567 4732 189 156 824 749 18980
mcs30_r02_s25_AB02 2135 29.217588 29.685093 64367 2299 4222 2330 4203 201 163 777 777 18096
mcs30_r02_s25_AB03 1565 23.219988 23.997461 57397 2149 4182 2280 4237 154 136 582 593 14782
mcs30_r02_s25_AB04 1876 22.775238 23.386196 59757 1840 3405 1929 3412 179 149 688 649 14371
mcs30_r02_s25_AB05 1735 20.810364 22.101831 54514 1504 2672 1510 2749 189 146 579 532 15880
mcs30_r02_s25_AB06 2089 27.988581 27.946440 58716 2068 3745 2056 3776 212 168 876 763 19185
mcs30_r02_s25_AB07 1591 25.465992 25.841206 51296 1638 3214 1636 3044 166 137 567 571 13467
mcs30_r02_s25_AB08 1919 22.737707 23.008211 50964 1857 3393 1859 3293 182 154 650 579 13784
mcs30_r02_s25_AB09 2089 25.533072 25.477171 63228 2259 4740 2700 4417 198 162 770 749 16851
mcs30_r02_s30_AB00 26431 454.823822 455.510742 1000000 33832 66985 35422 68643 1882 1434 15117 13803 483195
mcs30_r02_s30_AB01 31730 355.671570 366.016754 728835 24315 46993 24265 47636 2112 1638 8834 8538 256935
mcs30_r02_s30_AB02 16235 284.220337 291.969666 608054 17243 34841 17021 34906 1169 891 5878 5303 190202
mcs30_r02_s30_AB03 32279 520.163330 521.483521 1000000 38277 75514 38795 78199 2278 1730 15780 14202 444627
mcs30_r02_s30_AB04 22463 430.084961 426.720612 800497 28635 57454 28313 56186 1701 1288 8815 7266 203559
mcs30_r02_s30_AB05 43915 710.653137 712.815857 1000000 54104 107263 54016 106370 3000 2314 21096 18918 533046
mcs30_r02_s30_AB06 18003 289.964294 294.065063 882758 24761 50735 24536 50046 1275 956 8058 7155 189375
mcs30_r02_s30_AB07 23224 422.808960 409.430481 965468 32537 64185 32734 63663 1729 1287 14194 12275 341649
mcs30_r02_s30_AB08 32817 519.150024 514.070251 1000000 40074 81046 40293 82883 2270 1744 15572 14083 406265
mcs30_r02_s30_AB09 31826 528.820923 521.920532 1000000 44316 88839 44191 89236 2209 1690 16262 14056 418275
mcs30_r02_s35_AB00 239843 1000.000000 1000.000000 1000000 217286 459600 219299 465667 15850 10873 92991 87324 1000003
mcs30_r02_s35_AB01 463959 1000.000000 1000.000000 1000000 472545 985292 469773 989085 30398 20769 211872 194550 1000004
mcs30_r02_s35_AB02 263163 1000.000061 1000.000000 1000000 184141 390497 185156 386273 17535 12107 86182 80699 1000002
mcs30_r02_s35_AB03 495341 1000.000000 1000.000000 1000000 457920 978539 456911 954865 32121 22013 244767 222886 1000002
mcs30_r02_s35_AB04 245608 1000.000000 1000.000000 1000000 242874 509868 241555 512784 16324 11229 89894 83027 1000005
mcs30_r02_s35_AB05 373829 1000.000000 1000.000000 1000000 336980 733139 335974 737453 24313 16552 120676 105654 1000001
mcs30_r02_s35_AB06 461859 1000.000000 1000.000000 1000000 279854 591911 280173 582043 29789 20404 122017 114227 1000004
mcs30_r02_s35_AB07 291593 1000.000000 1000.000000 1000000 228178 490290 226183 480841 19148 12934 87595 84949 1000009
mcs30_r02_s35_AB08 483777 1000.000000 1000.000000 1000000 442049 910295 439208 901105 31671 21664 195770 181559 1000008
mcs30_r02_s35_AB09 342646 1000.000000 1000.000000 1000000 372943 802066 372105 799118 22347 15346 142733 128614 1000002
mcs30_r02_s40_AB00 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 339308 234401 1000001 1000002 1000004
mcs30_r02_s40_AB01 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 226988 156302 1000001 1000002 1000003
mcs30_r02_s40_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 305709 213273 1000001 1000002 1000003
mcs30_r02_s40_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 313007 215070 1000001 1000002 1000013
mcs30_r02_s40_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 295637 206213 1000001 1000003 1000005
mcs30_r02_s40_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 220407 152676 952268 887918 1000002
mcs30_r02_s40_AB06 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 294253 204645 1000001 1000002 1000013
mcs30_r02_s40_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 273877 190613 1000001 1000002 1000005
mcs30_r02_s40_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 290318 202955 1000001 1000002 1000004
mcs30_r02_s40_AB09 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 307057 214177 1000001 1000002 1000002
mcs30_r02_s50_AB00 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000004
mcs30_r02_s50_AB01 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000019
mcs30_r02_s50_AB02 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000005 1000000 1000001 1000019
mcs30_r02_s50_AB03 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000007 1000000 1000001 1000018
mcs30_r02_s50_AB04 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000015
mcs30_r02_s50_AB05 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000014
mcs30_r02_s50_AB06 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000007 1000000 1000001 1000008
mcs30_r02_s50_AB07 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000006
mcs30_r02_s50_AB08 1000000 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000012
mcs30_r02_s50_AB09 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000001 1000001 1000001
mcs50_b03_s10_AB00 1 0.001375 0.001055 2 0 0 0 0 4 5 1 2 6
mcs50_b03_s10_AB01 1 0.001038 0.001027 0 0 0 0 0 3 5 0 1 6
mcs50_b03_s10_AB02 1 0.001929 0.002344 2 0 0 0 0 4 5 2 4 10
mcs50_b03_s10_AB03 1 0.001251 0.001437 2 0 0 0 0 6 4 2 5 8
mcs50_b03_s10_AB04 1 0.001316 0.001141 1 0 0 0 0 4 5 1 2 6
mcs50_b03_s10_AB05 1 0.002714 0.001808 3 0 0 0 0 4 5 2 5 8
mcs50_b03_s10_AB06 1 0.001463 0.002191 3 0 0 0 0 5 4 2 4 8
mcs50_b03_s10_AB07 1 0.001053 0.001249 0 0 0 0 0 3 4 2 7 6
mcs50_b03_s10_AB08 1 0.001028 0.001071 1 0 0 0 0 4 4 1 3 6
mcs50_b03_s10_AB09 1 0.001350 0.001905 3 0 0 0 0 4 5 2 4 9
mcs50_b03_s15_AB00 8 0.020107 0.015160 36 1 2 1 1 10 10 4 8 20
mcs50_b03_s15_AB01 9 0.013043 0.022856 87 0 1 0 1 11 11 2 7 26
mcs50_b03_s15_AB02 7 0.009505 0.010508 3 0 0 0 0 8 9 2 4 7
mcs50_b03_s15_AB03 7 0.012309 0.019175 40 0 0 0 0 7 10 5 6 20
mcs50_b03_s15_AB04 7 0.027972 0.018779 18 1 2 1 2 9 10 3 7 17
mcs50_b03_s15_AB05 7 0.006362 0.013059 15 0 0 0 0 9 10 2 4 16
mcs50_b03_s15_AB06 7 0.029956 0.021162 80 1 1 1 1 8 11 3 7 25
mcs50_b03_s15_AB07 11 0.013282 0.018441 76 1 1 1 1 11 9 3 7 22
mcs50_b03_s15_AB08 10 0.015945 0.013130 36 0 0 0 0 10 10 3 6 13
mcs50_b03_s15_AB09 11 0.016144 0.023884 190 1 1 1 1 9 10 3 7 38
mcs50_b03_s20_AB00 190 0.226572 0.466823 924 9 13 10 13 37 43 5 10 132
mcs50_b03_s20_AB01 111 0.224083 0.526260 337 8 10 8 10 32 36 4 10 70
mcs50_b03_s20_AB02 587 0.490682 0.958692 3114 27 32 26 31 70 69 10 16 204
mcs50_b03_s20_AB03 92 0.151615 0.301540 165 6 5 6 5 29 30 4 9 46
mcs50_b03_s20_AB04 166 0.312123 0.536404 1165 12 14 12 15 40 39 5 11 146
mcs50_b03_s20_AB05 108 0.121958 0.242979 185 9 9 8 8 34 43 4 9 45
mcs50_b03_s20_AB06 247 0.068210 0.169705 257 2 2 2 2 35 35 3 7 46
mcs50_b03_s20_AB07 112 0.428274 0.911099 499 8 7 9 6 31 37 4 9 140
mcs50_b03_s20_AB08 152 0.073549 0.124635 495 3 3 3 3 33 37 4 9 100
mcs50_b03_s20_AB09 43 0.117370 0.151534 647 5 4 5 4 28 28 5 9 99
mcs50_b03_s25_AB00 16390 3.923987 16.812643 4108 66 141 110 140 1181 916 21 31 809
mcs50_b03_s25_AB01 13014 2.199123 9.932520 5361 69 84 38 51 974 803 17 19 457
mcs50_b03_s25_AB02 11327 9.588934 28.714252 5324 82 107 88 85 792 631 27 28 681
mcs50_b03_s25_AB03 17627 2.896936 14.453648 7507 89 111 98 132 1186 974 28 27 1010
mcs50_b03_s25_AB04 3056 14.603746 27.399649 19472 322 456 317 451 277 234 139 134 3171
mcs50_b03_s25_AB05 3038 1.444504 3.405679 5501 45 55 40 51 265 202 31 21 1322
mcs50_b03_s25_AB06 2788 5.840895 18.406687 33231 75 103 56 63 287 231 15 19 3019
mcs50_b03_s25_AB07 17691 2.902291 11.074048 3240 68 91 59 83 1233 986 20 21 506
mcs50_b03_s25_AB08 5626 3.788853 10.325131 6525 81 130 66 79 496 377 25 30 1015
mcs50_b03_s25_AB09 7016 2.856193 9.095011 3899 52 79 50 60 545 442 17 19 682
mcs50_b03_s30_AB00 356776 93.932693 555.740845 26649 660 711 584 813 22978 18232 113 112 2093
mcs50_b03_s30_AB01 30795 30.103844 107.419800 16135 165 125 156 123 1752 1122 20 21 1940
mcs50_b03_s30_AB02 75202 14.170890 51.736862 116622 552 596 557 548 5037 3658 261 218 9998
mcs50_b03_s30_AB03 206005 148.281967 598.624207 31219 839 799 645 751 10860 8580 210 230 4545
mcs50_b03_s30_AB04 15313 58.981575 177.452667 697094 243 267 227 297 1103 655 69 68 59895
mcs50_b03_s30_AB05 241044 652.860229 1000.000000 77972 386 402 374 415 15350 11275 246 159 12217
mcs50_b03_s30_AB06 282144 98.548325 366.702087 32956 668 927 607 712 15318 10129 152 139 6338
mcs50_b03_s30_AB07 340143 51.856380 332.866394 19091 419 391 375 350 21898 17092 105 103 2785
mcs50_b03_s30_AB08 399977 42.762829 182.313492 30422 366 442 362 452 24348 19279 122 112 4723
mcs50_b03_s30_AB09 324462 58.782272 229.269058 40370 783 888 709 904 20018 15346 170 156 6278
mcs50_b03_s35_AB00 1000000 1000.000000 1000.000366 812367 2446 2759 2420 2737 369239 249710 849 799 111334
mcs50_b03_s35_AB01 1000000 994.173096 1000.000916 788529 8243 8233 7711 8011 617345 424930 1676 1341 61836
mcs50_b03_s35_AB02 1000000 1000.000000 1000.000244 253820 8321 8301 7866 8056 537157 358981 2435 1879 33983
mcs50_b03_s35_AB03 1000000 1000.000000 1000.000732 259125 3485 3917 3305 3926 430785 280773 879 787 34111
mcs50_b03_s35_AB04 1000000 778.923218 1000.000183 348225 3838 4450 3692 4251 234392 157354 2683 1290 62278
mcs50_b03_s35_AB05 1000000 1000.000000 1000.000122 140549 5506 6225 5406 5883 1000003 714740 847 892 68509
mcs50_b03_s35_AB06 1000000 210.323135 1000.000488 140647 5320 5577 5095 5413 527703 371935 787 669 31169
mcs50_b03_s35_AB07 1000000 362.324799 1000.000427 452063 2680 2876 2558 2736 194462 130529 936 1024 55342
mcs50_b03_s35_AB08 1000000 735.810669 1000.000061 399617 30468 33772 30727 33987 427592 284094 12814 12242 144619
mcs50_b03_s35_AB09 1000000 1000.000000 1000.001709 428832 8358 4548 8656 4413 1000002 1000004 2148 1957 57075
mcs50_b03_s40_AB00 1000000 1000.000000 1000.000061 1000000 69247 77696 66888 75522 1000003 1000005 17119 15571 431901
mcs50_b03_s40_AB01 1000000 1000.000000 1000.001160 785246 26049 30182 25200 28716 1000004 1000005 9863 7475 319280
mcs50_b03_s40_AB02 1000000 1000.000000 1000.000977 1000000 172681 201906 169505 192681 1000003 1000005 63456 53873 1000006
mcs50_b03_s40_AB03 1000000 1000.000000 1000.000122 1000000 40048 40271 38079 40288 1000004 1000005 11338 10757 668384
mcs50_b03_s40_AB04 1000001 1000.000000 1000.000427 1000000 75120 74823 73227 72988 1000003 1000005 33141 23005 620532
mcs50_b03_s40_AB05 1000001 1000.000000 1000.000183 664072 44358 36155 43866 34793 1000003 1000004 20113 18735 249842
mcs50_b03_s40_AB06 1000000 1000.000000 1000.000305 1000000 60606 68234 59257 66240 1000003 1000004 15786 11708 718732
mcs50_b03_s40_AB07 1000000 1000.000000 1000.000488 1000000 46744 52554 46488 51256 1000004 1000004 14416 11753 868460
mcs50_b03_s40_AB08 1000000 1000.000000 1000.001343 1000000 57951 67579 56158 64451 1000003 1000005 24646 21404 1000006
mcs50_b03_s40_AB09 1000000 1000.000000 1000.000061 1000000 62170 70752 62267 69953 1000003 1000004 17490 14219 1000005
mcs50_b03_s50_AB00 1000001 1000.000061 1000.000061 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000009
mcs50_b03_s50_AB01 1000001 1000.000000 1000.002258 1000000 1000000 1000000 1000000 1000000 1000005 1000007 1000000 1000001 1000002
mcs50_b03_s50_AB02 1000000 1000.000061 1000.001465 1000000 1000000 1000000 1000000 1000000 1000005 1000005 504832 363753 1000014
mcs50_b03_s50_AB03 1000000 1000.000000 1000.001160 1000000 1000000 1000000 1000000 1000000 1000004 1000005 1000000 1000001 1000007
mcs50_b03_s50_AB04 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000006 1000000 1000001 1000012
mcs50_b03_s50_AB05 1000001 1000.000000 1000.000000 1000000 1000000 1000000 1000000 1000000 1000004 1000005 1000000 1000001 1000006
mcs50_b03_s50_AB06 1000001 1000.000061 1000.000610 1000000 1000000 1000000 1000000 1000000 1000004 1000005 1000000 1000001 1000007
mcs50_b03_s50_AB07 1000001 1000.000000 1000.000061 1000000 1000000 1000000 1000000 1000000 1000005 1000005 1000000 1000001 1000004
mcs50_b03_s50_AB08 1000001 1000.000061 1000.000244 1000000 1000000 1000000 1000000 1000000 1000005 1000006 760212 537343 1000007
mcs50_b03_s50_AB09 1000001 1000.000000 1000.000244 1000000 1000000 1000000 1000000 1000000 1000005 1000006 1000000 1000001 1000011
mcs50_b03m_s10_AB00 2 0.000939 0.001493 1 0 0 0 0 3 5 3 3 9
mcs50_b03m_s10_AB01 1 0.000797 0.000965 2 0 0 0 0 4 5 1 1 6
mcs50_b03m_s10_AB02 2 0.001243 0.001455 1 0 0 0 0 4 4 2 3 6
mcs50_b03m_s10_AB03 1 0.002534 0.002282 3 0 0 0 0 3 6 1 3 8
mcs50_b03m_s10_AB04 1 0.001955 0.001815 6 0 0 0 0 4 5 2 4 9
mcs50_b03m_s10_AB05 1 0.001436 0.001489 2 0 0 0 0 3 4 2 4 8
mcs50_b03m_s10_AB06 1 0.001503 0.001473 0 0 0 0 0 4 5 2 6 6
mcs50_b03m_s10_AB07 1 0.001575 0.001295 1 0 0 0 0 3 4 1 2 6
