instance clique james-cpp-max james-cpp-max-down cp-branching-fc cp-branching-filtering-fc cp-filtering-fc clique-par/t32
mcs30_r005_s20_AB06 364 7 8 0.170286 0.059545 0.056964 63
mcs30_r005_s20_AB07 464 24 33 0.320636 0.060834 0.078751 73
mcs30_r005_s20_AB08 404 9 22 0.182753 0.134017 0.076141 60
mcs30_r005_s20_AB09 233 8 17 0.306938 0.075996 0.071290 62
mcs30_r005_s25_AB00 11243 34 42 2.040752 0.977209 0.877395 815
mcs30_r005_s25_AB01 9724 137 171 3.533312 1.033466 0.891887 508
mcs30_r005_s25_AB02 24055 139 170 3.505494 0.755210 0.761053 794
mcs30_r005_s25_AB03 13641 137 111 0.807090 0.540960 0.374828 651
mcs30_r005_s25_AB04 15985 98 76 1.871939 0.411204 0.382063 667
mcs30_r005_s25_AB05 12923 135 73 1.779605 0.531776 0.496945 687
mcs30_r005_s25_AB06 14082 111 129 2.639944 0.871500 0.815410 814
mcs30_r005_s25_AB07 10350 147 166 4.646908 0.863720 0.783528 634
mcs30_r005_s25_AB08 15562 773 832 8.869804 1.021413 0.971155 910
mcs30_r005_s25_AB09 18032 370 310 6.479887 1.161827 1.082069 986
mcs30_r005_s30_AB00 735021 2608 2305 133.059860 31.719910 29.888388 25976
mcs30_r005_s30_AB01 451814 1274 1582 26.944632 9.321578 8.793419 17452
mcs30_r005_s30_AB02 547890 1079 1362 15.571547 6.408818 6.131020 20652
mcs30_r005_s30_AB03 1000000 2612 1591 17.233412 7.634038 7.144442 40695
mcs30_r005_s30_AB04 880263 5064 1550 106.991386 17.227083 16.415712 49934
mcs30_r005_s30_AB05 1000000 3383 3744 85.655037 32.703327 30.444244 56861
mcs30_r005_s30_AB06 462005 5243 6359 66.107903 6.746411 6.382972 20658
mcs30_r005_s30_AB07 580950 2570 2627 39.606731 22.031584 20.552099 28283
mcs30_r005_s30_AB08 725124 1567 1247 28.599449 14.464729 13.534517 26408
mcs30_r005_s30_AB09 1000000 3114 2815 38.882671 17.949368 16.512074 44689
mcs30_r005_s35_AB00 1000000 19496 11762 296.619751 177.578217 166.798553 900832
mcs30_r005_s35_AB01 1000000 44784 49325 1000.000061 602.097961 566.344849 1000004
mcs30_r005_s35_AB02 1000000 33243 39238 838.305176 247.645859 226.494858 1000016
mcs30_r005_s35_AB03 1000000 24059 24838 424.015930 164.871750 154.593918 609274
mcs30_r005_s35_AB04 1000000 133093 157576 1000.000000 767.617126 698.875671 1000004
mcs30_r005_s35_AB05 1000000 18566 23807 1000.000061 187.234970 176.868576 1000041
mcs30_r005_s35_AB06 1000000 27128 32037 488.674194 401.529053 373.773926 1000004
mcs30_r005_s35_AB07 1000000 45554 46073 269.360931 195.215332 181.770096 1000004
mcs30_r005_s35_AB08 1000000 48530 59511 1000.000061 784.281067 732.946289 1000004
mcs30_r005_s35_AB09 1000000 58458 32812 624.240662 189.860153 177.861908 1000004
mcs30_r005_s40_AB00 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r005_s40_AB01 1000000 569241 571622 1000.000061 1000.000000 1000.000000 1000004
mcs30_r005_s40_AB02 1000000 710128 392165 1000.000061 1000.000000 1000.000000 1000005
mcs30_r005_s40_AB03 1000000 552773 439380 1000.000000 1000.000000 1000.000000 1000005
mcs30_r005_s40_AB04 1000000 217631 241315 1000.000000 1000.000061 1000.000000 1000005
mcs30_r005_s40_AB05 1000000 1000000 570557 1000.000061 1000.000000 1000.000000 1000005
mcs30_r005_s40_AB06 1000000 651597 430229 1000.000000 1000.000000 1000.000000 1000004
mcs30_r005_s40_AB07 1000000 532682 712407 1000.000061 1000.000000 1000.000000 1000004
mcs30_r005_s40_AB08 1000000 763680 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r005_s40_AB09 1000000 1000000 988252 1000.000061 1000.000000 1000.000000 1000005
mcs30_r005_s50_AB00 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs30_r005_s50_AB01 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r005_s50_AB02 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000007
mcs30_r005_s50_AB03 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r005_s50_AB04 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs30_r005_s50_AB05 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r005_s50_AB06 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000005
mcs30_r005_s50_AB07 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r005_s50_AB08 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r005_s50_AB09 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r01_s10_AB00 1 0 0 0.000635 0.000631 0.000577 4
mcs30_r01_s10_AB01 2 0 0 0.001294 0.001493 0.001260 6
mcs30_r01_s10_AB02 1 0 0 0.001064 0.001322 0.001078 5
mcs30_r01_s10_AB03 2 0 0 0.001614 0.001245 0.001211 4
mcs30_r01_s10_AB04 1 0 0 0.000885 0.000984 0.000753 6
mcs30_r01_s10_AB05 1 0 0 0.000793 0.000919 0.000893 5
mcs30_r01_s10_AB06 1 0 0 0.001444 0.001520 0.001411 5
mcs30_r01_s10_AB07 1 0 0 0.000925 0.001089 0.001027 5
mcs30_r01_s10_AB08 1 0 0 0.001063 0.000973 0.000920 5
mcs30_r01_s10_AB09 1 0 0 0.003965 0.003002 0.002596 5
mcs30_r01_s15_AB00 29 2 1 0.022931 0.045931 0.028447 15
mcs30_r01_s15_AB01 ../clique-code/solve_max_common_subgraph: 2 2 0.020001 0.023341 0.021931 15
mcs30_r01_s15_AB02 20 1 2 0.010007 0.012619 0.011944 17
mcs30_r01_s15_AB03 31 2 2 0.037989 0.031494 0.029584 15
mcs30_r01_s15_AB04 25 2 3 0.028348 0.028087 0.026721 17
mcs30_r01_s15_AB05 28 1 3 0.019812 0.020256 0.018609 14
mcs30_r01_s15_AB06 18 0 1 0.029507 0.026026 0.024317 13
mcs30_r01_s15_AB07 20 0 1 0.025800 0.023974 0.022420 13
mcs30_r01_s15_AB08 19 3 4 0.018605 0.020158 0.019155 14
mcs30_r01_s15_AB09 31 1 2 0.015482 0.015040 0.014515 13
mcs30_r01_s20_AB00 1553 80 111 1.292525 1.603384 1.393542 117
mcs30_r01_s20_AB01 1153 43 58 0.212330 0.249913 0.233458 83
mcs30_r01_s20_AB02 477 26 36 0.450381 0.400433 0.369954 53
mcs30_r01_s20_AB03 871 30 22 0.467968 0.554037 0.504466 79
mcs30_r01_s20_AB04 391 33 46 0.356788 0.563704 0.465579 61
mcs30_r01_s20_AB05 474 28 49 0.339415 0.294941 0.254133 56
mcs30_r01_s20_AB06 1241 57 76 0.495784 0.511416 0.468499 89
mcs30_r01_s20_AB07 1018 48 41 0.348819 0.304272 0.286165 85
mcs30_r01_s20_AB08 1150 51 105 0.672109 0.614104 0.562521 95
mcs30_r01_s20_AB09 766 32 42 0.598557 0.600139 0.556598 78
mcs30_r01_s25_AB00 39111 586 893 8.952363 12.064324 11.268324 1785
mcs30_r01_s25_AB01 46967 477 660 7.529367 10.148150 9.251446 2198
mcs30_r01_s25_AB02 50073 567 699 9.673911 15.074045 13.904422 2226
mcs30_r01_s25_AB03 51401 876 1341 10.862629 17.428251 16.158344 1987
mcs30_r01_s25_AB04 46057 220 324 5.916641 9.259457 8.574335 2019
mcs30_r01_s25_AB05 64077 866 1221 14.456207 22.030760 20.310144 2733
mcs30_r01_s25_AB06 47091 835 1078 11.691244 17.799372 16.569166 2064
mcs30_r01_s25_AB07 28031 476 610 6.832934 9.267574 8.412023 1284
mcs30_r01_s25_AB08 50905 710 840 10.614116 17.656279 16.241163 2345
mcs30_r01_s25_AB09 39226 341 467 5.609204 6.983253 6.429847 1856
mcs30_r01_s30_AB00 1000000 11489 17318 163.320007 194.761871 180.121506 68041
mcs30_r01_s30_AB01 1000000 14820 19481 269.658997 447.847076 419.412628 76907
mcs30_r01_s30_AB02 986525 3869 5960 192.917236 311.289917 286.431274 39798
mcs30_r01_s30_AB03 1000000 15822 22597 251.879257 412.665375 382.982117 41129
mcs30_r01_s30_AB04 1000000 6154 8144 97.235924 140.424179 129.577148 61530
mcs30_r01_s30_AB05 1000000 17749 27270 257.285278 427.536743 398.098358 86483
mcs30_r01_s30_AB06 1000000 11697 17556 252.164001 439.519714 396.067993 74032
mcs30_r01_s30_AB07 1000000 10263 15352 214.686203 282.393738 261.368805 65954
mcs30_r01_s30_AB08 1000000 11520 16960 225.585419 340.439026 315.661224 61544
mcs30_r01_s30_AB09 1000000 12111 18093 255.334213 403.353760 374.646149 78652
mcs30_r01_s35_AB00 1000000 334500 514532 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s35_AB01 1000000 168897 257847 1000.000000 1000.000061 1000.000000 1000003
mcs30_r01_s35_AB02 1000000 150702 232500 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s35_AB03 1000000 274166 444296 1000.000000 1000.000000 1000.000000 1000005
mcs30_r01_s35_AB04 1000000 139650 219035 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s35_AB05 1000000 79455 121577 1000.000000 1000.000000 1000.000000 1000004
mcs30_r01_s35_AB06 1000000 166510 269412 1000.000000 1000.000000 1000.000000 1000005
mcs30_r01_s35_AB07 1000000 171911 260755 1000.000000 1000.000000 1000.000000 1000003
mcs30_r01_s35_AB08 1000000 131992 202299 1000.000000 1000.000000 1000.000000 1000004
mcs30_r01_s35_AB09 1000000 414917 669071 1000.000000 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB00 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000005
mcs30_r01_s40_AB01 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000005
mcs30_r01_s40_AB02 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB03 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000005
mcs30_r01_s40_AB04 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000005
mcs30_r01_s40_AB05 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB06 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB07 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB08 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s40_AB09 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r01_s50_AB00 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r01_s50_AB01 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000005
mcs30_r01_s50_AB02 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r01_s50_AB03 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000005
mcs30_r01_s50_AB04 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r01_s50_AB05 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs30_r01_s50_AB06 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs30_r01_s50_AB07 1000001 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r01_s50_AB08 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r01_s50_AB09 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r02_s10_AB00 1 0 0 0.001784 0.002328 0.002046 5
mcs30_r02_s10_AB01 1 0 0 0.001600 0.002831 0.002097 5
mcs30_r02_s10_AB02 1 0 0 0.001189 0.001361 0.001422 5
mcs30_r02_s10_AB03 1 0 0 0.002654 0.004074 0.002888 4
mcs30_r02_s10_AB04 1 0 0 0.001859 0.002571 0.002302 5
mcs30_r02_s10_AB05 1 0 0 0.001605 0.002120 0.001831 5
mcs30_r02_s10_AB06 1 0 0 0.002089 0.003015 0.002316 4
mcs30_r02_s10_AB07 1 0 0 0.001986 0.003040 0.003646 5
mcs30_r02_s10_AB08 1 0 0 0.000899 0.000929 0.001015 5
mcs30_r02_s10_AB09 1 0 0 0.002738 0.004170 0.003850 6
mcs30_r02_s15_AB00 15 7 7 0.021645 0.035693 0.034727 13
mcs30_r02_s15_AB01 21 2 3 0.031627 0.051541 0.050308 14
mcs30_r02_s15_AB02 13 3 5 0.041526 0.065750 0.054704 14
mcs30_r02_s15_AB03 16 2 3 0.022856 0.040184 0.039629 13
mcs30_r02_s15_AB04 16 4 5 0.062723 0.098406 0.074181 12
mcs30_r02_s15_AB05 18 3 4 0.029333 0.050840 0.048195 13
mcs30_r02_s15_AB06 16 2 3 0.031022 0.073983 0.050846 14
mcs30_r02_s15_AB07 18 3 5 0.060595 0.076275 0.078050 11
mcs30_r02_s15_AB08 17 2 4 0.033311 0.064668 0.081480 13
mcs30_r02_s15_AB09 14 3 6 0.029552 0.056845 0.042261 13
mcs30_r02_s20_AB00 369 93 166 1.332521 2.586124 2.476189 57
mcs30_r02_s20_AB01 400 76 131 0.730688 1.536832 1.337508 53
mcs30_r02_s20_AB02 317 45 107 0.985694 1.808477 1.979953 43
mcs30_r02_s20_AB03 454 60 94 0.868567 1.447647 1.353235 57
mcs30_r02_s20_AB04 211 58 92 0.686765 1.345460 1.459362 48
mcs30_r02_s20_AB05 466 119 193 1.312964 2.476741 2.272087 71
mcs30_r02_s20_AB06 283 56 116 0.871619 1.664659 1.547961 48
mcs30_r02_s20_AB07 338 104 167 0.931291 1.628248 1.534731 51
mcs30_r02_s20_AB08 385 73 95 1.313422 2.443283 2.329485 47
mcs30_r02_s20_AB09 388 74 121 0.960255 1.793481 1.709987 61
mcs30_r02_s25_AB00 7746 1219 2245 13.655840 29.923763 28.234707 375
mcs30_r02_s25_AB01 12478 2652 4887 29.127251 62.362007 60.703259 607
mcs30_r02_s25_AB02 13029 2296 4224 29.782690 64.452744 60.837051 626
mcs30_r02_s25_AB03 9997 2189 4192 24.723251 53.873962 52.466450 513
mcs30_r02_s25_AB04 10910 1864 3449 23.715307 52.730049 51.069851 540
mcs30_r02_s25_AB05 10262 1500 2650 21.218603 44.978645 45.102119 515
mcs30_r02_s25_AB06 12473 2253 3780 28.557487 63.739124 62.380257 580
mcs30_r02_s25_AB07 9940 1663 2937 25.382809 55.786705 52.141415 507
mcs30_r02_s25_AB08 10989 1732 3167 25.584057 55.946690 54.112370 532
mcs30_r02_s25_AB09 13083 2349 4408 27.354572 59.715343 58.886890 609
mcs30_r02_s30_AB00 186427 34634 68980 489.422516 1000.000000 1000.000000 7498
mcs30_r02_s30_AB01 191735 24338 46422 376.199188 892.361267 850.850525 7290
mcs30_r02_s30_AB02 115774 17047 34372 275.167572 639.778442 608.174500 4841
mcs30_r02_s30_AB03 220852 39280 75345 537.098572 1000.000000 1000.000000 9022
mcs30_r02_s30_AB04 150665 28103 55879 437.602417 1000.000000 1000.000000 5764
mcs30_r02_s30_AB05 301852 53834 105867 764.068420 1000.000000 1000.000000 12185
mcs30_r02_s30_AB06 117794 24449 49662 291.031311 691.021667 670.731689 4701
mcs30_r02_s30_AB07 156363 33022 65152 461.941437 1000.000000 1000.000000 6403
mcs30_r02_s30_AB08 234984 39860 80182 567.667664 1000.000000 1000.000000 9247
mcs30_r02_s30_AB09 215734 43861 88484 581.106995 1000.000000 1000.000000 8752
mcs30_r02_s35_AB00 1000000 218003 465758 1000.000000 1000.000000 1000.000000 76876
mcs30_r02_s35_AB01 1000000 465089 973976 1000.000000 1000.000000 1000.000000 116400
mcs30_r02_s35_AB02 1000000 186338 391569 1000.000000 1000.000000 1000.000000 73515
mcs30_r02_s35_AB03 1000000 458155 957552 1000.000000 1000.000000 1000.000000 132957
mcs30_r02_s35_AB04 1000000 241657 529469 1000.000000 1000.000000 1000.000000 61849
mcs30_r02_s35_AB05 1000000 338809 729177 1000.000061 1000.000000 1000.000000 86702
mcs30_r02_s35_AB06 1000000 276988 575212 1000.000000 1000.000000 1000.000000 101911
mcs30_r02_s35_AB07 1000000 223483 481621 1000.000000 1000.000000 1000.000000 64957
mcs30_r02_s35_AB08 1000000 431781 893596 1000.000000 1000.000000 1000.000000 129190
mcs30_r02_s35_AB09 1000000 372094 798713 1000.000000 1000.000000 1000.000000 92565
mcs30_r02_s40_AB00 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB01 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 844061
mcs30_r02_s40_AB02 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB03 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB04 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB05 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 874890
mcs30_r02_s40_AB06 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB07 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000005
mcs30_r02_s40_AB08 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000004
mcs30_r02_s40_AB09 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000004
mcs30_r02_s50_AB00 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs30_r02_s50_AB01 1000000 1000000 1000000 1000.000000 1000.000000 1000.000000 1000006
mcs30_r02_s50_AB02 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000007
mcs30_r02_s50_AB03 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r02_s50_AB04 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r02_s50_AB05 1000000 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs30_r02_s50_AB06 1000001 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r02_s50_AB07 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000005
mcs30_r02_s50_AB08 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000006
mcs30_r02_s50_AB09 1000000 1000000 1000000 1000.000061 1000.000000 1000.000000 1000007
mcs50_b03_s10_AB00 1 0 0 0.001982 0.001827 0.001724 5
mcs50_b03_s10_AB01 1 0 0 0.000885 0.001024 0.000918 5
mcs50_b03_s10_AB02 1 0 0 0.003000 0.003583 0.003007 5
mcs50_b03_s10_AB03 1 0 0 0.001098 0.001463 0.000926 5
mcs50_b03_s10_AB04 1 0 0 0.001074 0.001212 0.001417 5
mcs50_b03_s10_AB05 1 0 0 0.001852 0.002230 0.002268 5
mcs50_b03_s10_AB06 1 0 0 0.001601 0.002309 0.002266 5
mcs50_b03_s10_AB07 1 0 0 0.001657 0.001621 0.001532 5
mcs50_b03_s10_AB08 1 0 0 0.001588 0.001667 0.001611 6
mcs50_b03_s10_AB09 1 0 0 0.001670 0.001708 0.001786 5
mcs50_b03_s15_AB00 20 1 2 0.013163 0.012150 0.011397 14
mcs50_b03_s15_AB01 33 0 1 0.026653 0.019703 0.017278 18
mcs50_b03_s15_AB02 15 0 0 0.014795 0.008902 0.007866 12
mcs50_b03_s15_AB03 46 7 5 0.041613 0.037838 0.035222 18
mcs50_b03_s15_AB04 34 2 2 0.028113 0.025645 0.022331 17
mcs50_b03_s15_AB05 20 1 2 0.014596 0.016817 0.010064 14
mcs50_b03_s15_AB06 31 1 1 0.010534 0.011346 0.010367 15
mcs50_b03_s15_AB07 17 1 1 0.020717 0.018115 0.016637 14
mcs50_b03_s15_AB08 17 0 1 0.012347 0.011678 0.010289 14
mcs50_b03_s15_AB09 14 1 2 0.016467 0.015224 0.009183 13
mcs50_b03_s20_AB00 521 10 13 0.189359 0.225614 0.205079 69
mcs50_b03_s20_AB01 690 52 36 0.441395 0.224790 0.206565 86
mcs50_b03_s20_AB02 802 17 37 0.444049 0.192072 0.225950 90
mcs50_b03_s20_AB03 496 41 7 0.348814 0.237178 0.221447 62
mcs50_b03_s20_AB04 742 17 23 0.256761 0.211422 0.196115 77
mcs50_b03_s20_AB05 1009 35 45 0.315888 0.316465 0.297914 100
mcs50_b03_s20_AB06 501 2 2 0.132788 0.110511 0.101570 62
mcs50_b03_s20_AB07 565 23 10 0.336750 0.141034 0.111674 56
mcs50_b03_s20_AB08 635 16 19 0.153021 0.123420 0.115750 66
mcs50_b03_s20_AB09 177 10 4 0.085991 0.063016 0.060557 49
mcs50_b03_s25_AB00 25500 127 133 2.898525 1.489908 1.309254 1436
mcs50_b03_s25_AB01 15677 33 43 1.720485 0.871493 0.804158 804
mcs50_b03_s25_AB02 20368 102 101 3.452861 1.406539 1.307100 846
mcs50_b03_s25_AB03 29832 239 302 4.174810 1.432004 1.326937 1309
mcs50_b03_s25_AB04 18798 420 509 8.663822 2.671386 2.468514 977
mcs50_b03_s25_AB05 22389 404 512 8.706857 1.694446 1.565822 1152
mcs50_b03_s25_AB06 36119 399 426 7.708863 2.103110 1.956419 1121
mcs50_b03_s25_AB07 29350 302 197 8.977919 2.162954 2.030433 1364
mcs50_b03_s25_AB08 22810 226 280 10.643298 2.909102 2.706221 1136
mcs50_b03_s25_AB09 19181 241 331 5.690610 1.190294 1.180543 941
mcs50_b03_s30_AB00 451431 6212 3416 136.934372 18.126080 16.693611 18020
mcs50_b03_s30_AB01 443593 4982 3996 76.373543 18.282915 17.016794 17718
mcs50_b03_s30_AB02 483549 1570 1973 75.782051 22.028809 20.518732 16295
mcs50_b03_s30_AB03 321957 1274 1332 27.240456 10.137518 9.460923 14530
mcs50_b03_s30_AB04 634510 3016 3953 125.974007 32.915016 30.700603 22815
mcs50_b03_s30_AB05 880261 2295 2870 86.874908 13.980684 13.118548 42057
mcs50_b03_s30_AB06 440646 1612 1934 22.110998 7.720471 7.182013 19891
mcs50_b03_s30_AB07 261505 1101 904 23.545601 5.376520 5.013164 10595
mcs50_b03_s30_AB08 527545 1172 1254 65.644272 14.044241 13.054807 19724
mcs50_b03_s30_AB09 634194 1642 1952 52.963268 18.070024 16.823511 23349
mcs50_b03_s35_AB00 1000000 16152 5855 512.904358 93.348022 88.157188 403945
mcs50_b03_s35_AB01 1000000 31015 21596 650.290100 77.024178 71.530159 552767
mcs50_b03_s35_AB02 1000000 18041 6701 572.051453 90.499054 84.197769 463309
mcs50_b03_s35_AB03 1000000 37562 21060 849.054443 67.497787 62.587845 559376
mcs50_b03_s35_AB04 1000000 68572 89210 1000.000000 184.240891 172.912445 1000021
mcs50_b03_s35_AB05 1000000 58126 19639 1000.000000 118.176056 111.297890 357762
mcs50_b03_s35_AB06 1000000 54580 26412 863.205627 67.356293 63.620945 608613
mcs50_b03_s35_AB07 1000000 30688 16207 612.196838 74.968925 69.696747 414005
mcs50_b03_s35_AB08 1000000 76391 88470 1000.000000 215.492310 196.806061 719711
mcs50_b03_s35_AB09 1000000 112332 138554 1000.000061 204.289795 191.952087 1000034
mcs50_b03_s40_AB00 1000000 129290 136832 1000.000000 614.024902 575.691223 1000005
mcs50_b03_s40_AB01 1000000 43824 56851 1000.000000 269.432953 258.373871 1000006
mcs50_b03_s40_AB02 1000000 156088 175772 1000.000000 919.343933 872.751953 1000004
mcs50_b03_s40_AB03 1000000 327608 422931 1000.000000 1000.000000 1000.000000 1000005
mcs50_b03_s40_AB04 1000000 287850 164704 1000.000061 896.733582 836.276550 1000005
mcs50_b03_s40_AB05 1000000 125851 163560 1000.000061 656.440125 613.282104 1000005
mcs50_b03_s40_AB06 1000000 340113 192099 1000.000000 578.591980 549.156677 1000004
mcs50_b03_s40_AB07 1000000 163056 148555 1000.000000 428.138947 408.383453 1000004
mcs50_b03_s40_AB08 1000000 132154 170421 1000.000061 737.915771 689.891418 1000004
mcs50_b03_s40_AB09 1000000 177964 178003 1000.000061 241.552948 226.964172 1000005
mcs50_b03_s50_AB00 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB01 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs50_b03_s50_AB02 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs50_b03_s50_AB03 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB04 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB05 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs50_b03_s50_AB06 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB07 1000000 1000000 1000000 1000.000061 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB08 1000001 1000000 1000000 1000.000000 1000.000061 1000.000000 1000006
mcs50_b03_s50_AB09 1000001 1000000 1000000 1000.000061 1000.000061 1000.000000 1000005
mcs50_b03m_s10_AB00 1 0 0 0.000742 0.001059 0.000993 5
mcs50_b03m_s10_AB01 1 0 0 0.000865 0.001050 0.000874 6
mcs50_b03m_s10_AB02 1 0 0 0.002420 0.002993 0.002852 5
mcs50_b03m_s10_AB03 1 0 0 0.001265 0.001710 0.001164 5
mcs50_b03m_s10_AB04 1 0 0 0.001395 0.001666 0.001493 5
mcs50_b03m_s10_AB05 1 0 0 0.001181 0.001524 0.001395 5
mcs50_b03m_s10_AB06 1 0 0 0.001647 0.001775 0.001424 5
mcs50_b03m_s10_AB07 1 0 0 0.001155 0.001671 0.001540 5
mcs50_b03m_s10_AB08 1 0 0 0.001457 0.001359 0.001271 6
mcs50_b03m_s10_AB09 2 0 0 0.001496 0.001904 0.001733 5
mcs50_b03m_s15_AB00 27 1 0 0.015446 0.012766 0.011704 13
mcs50_b03m_s15_AB01 14 0 0 0.003713 0.007171 0.006717 13
mcs50_b03m_s15_AB02 24 2 2 0.012693 0.016465 0.010236 13
mcs50_b03m_s15_AB03 20 0 0 0.019375 0.015327 0.021354 13
mcs50_b03m_s15_AB04 27 2 3 0.017928 0.030740 0.028527 14
mcs50_b03m_s15_AB05 31 3 4 0.031699 0.019217 0.027385 13
mcs50_b03m_s15_AB06 22 3 3 0.027679 0.024880 0.023452 16
mcs50_b03m_s15_AB07 24 2 0 0.016618 0.011615 0.006941 14
mcs50_b03m_s15_AB08 34 1 1 0.035052 0.024377 0.035193 15
mcs50_b03m_s15_AB09 20 1 1 0.018307 0.010193 0.008510 15
mcs50_b03m_s20_AB00 501 27 35 0.615452 0.175440 0.186232 70
mcs50_b03m_s20_AB01 467 8 3 0.095534 0.044769 0.041739 48
mcs50_b03m_s20_AB02 485 21 23 0.344424 0.180210 0.186396 76
mcs50_b03m_s20_AB03 677 26 24 0.539797 0.144003 0.133517 70
mcs50_b03m_s20_AB04 637 13 28 0.227846 0.106090 0.092597 80
mcs50_b03m_s20_AB05 1062 43 31 0.870170 0.280316 0.258778 86
mcs50_b03m_s20_AB06 738 34 23 0.491309 0.225329 0.210533 74
mcs50_b03m_s20_AB07 350 16 19 0.243901 0.100602 0.118204 59
mcs50_b03m_s20_AB08 336 7 10 0.202946 0.113856 0.105795 60
mcs50_b03m_s20_AB09 285 73 3 0.821745 0.348721 0.319632 51
mcs50_b03m_s25_AB00 22404 143 155 2.187865 0.790529 0.723130 930
mcs50_b03m_s25_AB01 14380 133 171 2.687759 1.296400 1.181531 843
mcs50_b03m_s25_AB02 25928 254 226 5.652021 1.538124 1.436347 1283
mcs50_b03m_s25_AB03 19938 166 196 4.304893 1.104446 1.029299 965
