instance clique james-cpp-max james-cpp-max-down cp-branching-fc cp-branching-filtering-fc cp-filtering-fc clique-par/t32
mcs50_r005_s40_AB08 NaN 3674231898 NaN NaN NaN NaN NaN
mcs50_r005_s40_AB09 NaN 2583815644 2433318559 NaN NaN NaN NaN
mcs50_r005_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs50_r005_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s10_AB00 278 460 535 218.000000 160.000000 164.000000 324
mcs50_r01_s10_AB01 251 936 352 419.000000 163.000000 157.000000 456
mcs50_r01_s10_AB02 280 199 235 264.000000 192.000000 202.000000 379
mcs50_r01_s10_AB03 184 88 62 146.000000 110.000000 110.000000 289
mcs50_r01_s10_AB04 439 437 556 610.000000 313.000000 311.000000 405
mcs50_r01_s10_AB05 184 98 131 140.000000 117.000000 114.000000 194
mcs50_r01_s10_AB06 201 218 253 233.000000 143.000000 142.000000 300
mcs50_r01_s10_AB07 595 779 859 902.000000 385.000000 394.000000 694
mcs50_r01_s10_AB08 529 138 171 93.000000 89.000000 70.000000 457
mcs50_r01_s10_AB09 128 36 54 119.000000 73.000000 105.000000 284
mcs50_r01_s15_AB00 7998 1864 1790 4169.000000 3638.000000 3636.000000 7708
mcs50_r01_s15_AB01 8457 2991 2417 3937.000000 2730.000000 2717.000000 9128
mcs50_r01_s15_AB02 10372 4803 5107 4690.000000 3586.000000 3554.000000 11245
mcs50_r01_s15_AB03 9377 4166 3767 3830.000000 1898.000000 1918.000000 11075
mcs50_r01_s15_AB04 16862 7953 10312 7446.000000 5311.000000 5312.000000 15812
mcs50_r01_s15_AB05 10737 5747 5399 14593.000000 4255.000000 4252.000000 9924
mcs50_r01_s15_AB06 11404 3628 4379 5525.000000 2926.000000 2956.000000 11526
mcs50_r01_s15_AB07 6667 3031 3746 2884.000000 2270.000000 2388.000000 6857
mcs50_r01_s15_AB08 7176 8742 8995 11495.000000 6230.000000 6335.000000 4539
mcs50_r01_s15_AB09 7301 11846 14541 6203.000000 3304.000000 3363.000000 12056
mcs50_r01_s20_AB00 214223 62875 65907 72211.000000 43806.000000 43927.000000 203258
mcs50_r01_s20_AB01 275935 67746 87677 107146.000000 67843.000000 67835.000000 260989
mcs50_r01_s20_AB02 390810 158844 207519 81670.000000 42758.000000 42743.000000 294311
mcs50_r01_s20_AB03 424001 79574 105444 149264.000000 74850.000000 74960.000000 335512
mcs50_r01_s20_AB04 225847 43555 56300 66765.000000 41259.000000 41311.000000 227439
mcs50_r01_s20_AB05 271992 100270 120877 103463.000000 76853.000000 76940.000000 272011
mcs50_r01_s20_AB06 129522 81900 54807 46875.000000 38083.000000 38192.000000 160416
mcs50_r01_s20_AB07 436564 96355 125787 97082.000000 87262.000000 87269.000000 443637
mcs50_r01_s20_AB08 303089 102829 115616 116179.000000 54654.000000 54883.000000 323877
mcs50_r01_s20_AB09 392783 102678 134534 101137.000000 81176.000000 81187.000000 386609
mcs50_r01_s25_AB00 9786485 2602217 3455239 2232014.000000 1630300.000000 1633128.000000 9516964
mcs50_r01_s25_AB01 10776104 2239280 3044037 2441899.000000 1531367.000000 1530782.000000 9947258
mcs50_r01_s25_AB02 8859869 1909173 2351335 2119556.000000 936254.000000 936791.000000 10388643
mcs50_r01_s25_AB03 7610418 1325578 1766433 1747165.000000 1254248.000000 996415.000000 7063386
mcs50_r01_s25_AB04 11773834 2635691 2401810 2303755.000000 1189039.000000 1193711.000000 10742982
mcs50_r01_s25_AB05 9549696 2171345 2615676 2493348.000000 1340679.000000 1341046.000000 9434348
mcs50_r01_s25_AB06 6327060 2628346 3267597 3343213.000000 2068018.000000 2071331.000000 6146100
mcs50_r01_s25_AB07 14231468 4983991 2662911 2723084.000000 1516880.000000 1517002.000000 13197231
mcs50_r01_s25_AB08 9102962 1840871 2340762 2345609.000000 1352757.000000 1354556.000000 8569098
mcs50_r01_s25_AB09 11252347 2049589 2734377 1824984.000000 1159297.000000 1162059.000000 10478312
mcs50_r01_s30_AB00 NaN 62828150 88731527 81527698.000000 63270696.000000 63305201.000000 299093693
mcs50_r01_s30_AB01 NaN 52327488 77834117 69684441.000000 51403170.000000 51433064.000000 249259960
mcs50_r01_s30_AB02 121295446 55663603 80291163 47804516.000000 29708874.000000 29717888.000000 114410169
mcs50_r01_s30_AB03 NaN 41293875 58595547 39315303.000000 25330941.000000 25334728.000000 275197554
mcs50_r01_s30_AB04 NaN 17031724 23831678 26594928.000000 23898036.000000 23908208.000000 241475409
mcs50_r01_s30_AB05 NaN 46414916 65226750 31567099.000000 28403183.000000 28406087.000000 387156714
mcs50_r01_s30_AB06 NaN 27276206 34415440 26203671.000000 20848998.000000 20851957.000000 187472064
mcs50_r01_s30_AB07 NaN 29445327 39181242 31305530.000000 19055446.000000 19130156.000000 223260694
mcs50_r01_s30_AB08 NaN 26892959 34962541 36132344.000000 18441748.000000 18471594.000000 222365083
mcs50_r01_s30_AB09 NaN 30362818 36083241 36509618.000000 30282771.000000 30286758.000000 233374200
mcs50_r01_s35_AB00 NaN 711215612 1056606557 NaN NaN NaN NaN
mcs50_r01_s35_AB01 NaN 548565647 820803397 NaN NaN NaN NaN
mcs50_r01_s35_AB02 NaN 493493490 718541799 NaN NaN NaN NaN
mcs50_r01_s35_AB03 NaN 457759926 555432891 NaN NaN NaN 2500373420
mcs50_r01_s35_AB04 NaN 460034734 665692979 NaN NaN NaN NaN
mcs50_r01_s35_AB05 NaN 254643307 343140260 NaN NaN NaN 3036674099
mcs50_r01_s35_AB06 NaN 534780356 783265558 NaN NaN NaN NaN
mcs50_r01_s35_AB07 NaN 707088477 1055519535 NaN NaN NaN NaN
mcs50_r01_s35_AB08 NaN 320376588 450106849 NaN NaN NaN NaN
mcs50_r01_s35_AB09 NaN 556379512 537968767 NaN NaN NaN NaN
mcs50_r01_s40_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s40_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs50_r01_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s10_AB00 237 741 986 808.000000 681.000000 685.000000 336
mcs50_r02_s10_AB01 250 941 1281 898.000000 575.000000 567.000000 339
mcs50_r02_s10_AB02 529 784 936 792.000000 685.000000 588.000000 627
mcs50_r02_s10_AB03 523 458 550 527.000000 518.000000 525.000000 624
mcs50_r02_s10_AB04 362 199 235 582.000000 401.000000 403.000000 441
mcs50_r02_s10_AB05 477 383 477 553.000000 420.000000 397.000000 504
mcs50_r02_s10_AB06 400 482 593 523.000000 450.000000 446.000000 496
mcs50_r02_s10_AB07 424 644 552 647.000000 556.000000 549.000000 592
mcs50_r02_s10_AB08 338 504 658 687.000000 563.000000 536.000000 460
mcs50_r02_s10_AB09 366 902 1148 714.000000 698.000000 767.000000 465
mcs50_r02_s15_AB00 10480 13356 18880 18211.000000 17807.000000 18212.000000 10704
mcs50_r02_s15_AB01 14828 16600 24073 19192.000000 18149.000000 18258.000000 15802
mcs50_r02_s15_AB02 8142 21679 31291 11773.000000 11514.000000 12014.000000 8536
mcs50_r02_s15_AB03 5178 3859 5090 3916.000000 3532.000000 3841.000000 6571
mcs50_r02_s15_AB04 7465 7290 9426 7328.000000 7153.000000 6392.000000 7545
mcs50_r02_s15_AB05 9065 9016 11916 8804.000000 7845.000000 7844.000000 9973
mcs50_r02_s15_AB06 8164 16887 23373 16941.000000 15154.000000 15515.000000 8905
mcs50_r02_s15_AB07 6995 7466 10308 8924.000000 8493.000000 8905.000000 7681
mcs50_r02_s15_AB08 6850 7723 10619 10437.000000 9771.000000 9894.000000 7363
mcs50_r02_s15_AB09 14680 11570 16126 11307.000000 10684.000000 11215.000000 14535
mcs50_r02_s20_AB00 186436 414561 673285 325315.000000 321961.000000 323616.000000 198458
mcs50_r02_s20_AB01 231386 245516 387086 570265.000000 506394.000000 515113.000000 201607
mcs50_r02_s20_AB02 214738 324392 521537 391714.000000 388711.000000 405883.000000 196030
mcs50_r02_s20_AB03 205022 358553 600614 561838.000000 545990.000000 573388.000000 267975
mcs50_r02_s20_AB04 171142 244346 406630 193289.000000 182848.000000 197709.000000 152094
mcs50_r02_s20_AB05 180363 381421 602838 275425.000000 273481.000000 283529.000000 174364
mcs50_r02_s20_AB06 181846 377192 595798 268805.000000 256884.000000 261423.000000 203036
mcs50_r02_s20_AB07 266157 337773 550098 270407.000000 269237.000000 276278.000000 273730
mcs50_r02_s20_AB08 258499 384100 619424 480003.000000 456868.000000 474171.000000 252999
mcs50_r02_s20_AB09 227698 191014 300558 309563.000000 306358.000000 304299.000000 216115
mcs50_r02_s25_AB00 3671243 5435669 9458848 7968398.000000 7898082.000000 8012237.000000 3615488
mcs50_r02_s25_AB01 3078860 5347735 9293815 7281789.000000 7161053.000000 7632640.000000 3120605
mcs50_r02_s25_AB02 3230906 6687484 11915960 7724944.000000 7659205.000000 8129539.000000 3125464
mcs50_r02_s25_AB03 4257092 8533667 14940268 11097975.000000 11052847.000000 11333021.000000 4218451
mcs50_r02_s25_AB04 4443331 7186566 12276759 8656204.000000 8565214.000000 9122452.000000 4437740
mcs50_r02_s25_AB05 2042531 4737959 8271872 3704602.000000 3594960.000000 3745532.000000 2247055
mcs50_r02_s25_AB06 3053896 5329173 9242568 7120571.000000 7053853.000000 7471957.000000 3048851
mcs50_r02_s25_AB07 2960033 5395252 9309707 6979278.000000 6895212.000000 7386883.000000 3025298
mcs50_r02_s25_AB08 3209584 4623567 7764364 6697759.000000 6630089.000000 6748928.000000 3223360
mcs50_r02_s25_AB09 1820378 4141081 7410061 7430096.000000 7337037.000000 7584732.000000 1606926
mcs50_r02_s30_AB00 20846116 56551103 104094134 98253736.000000 97382170.000000 104460832.000000 19832351
mcs50_r02_s30_AB01 33539846 48331430 90062357 61582653.000000 60860545.000000 63500995.000000 34405063
mcs50_r02_s30_AB02 26991450 48362836 90840119 56200302.000000 55771211.000000 57580626.000000 25753914
mcs50_r02_s30_AB03 29646303 40902521 75811789 50408271.000000 50130074.000000 51386327.000000 28086013
mcs50_r02_s30_AB04 30767620 61239649 113983286 72636384.000000 71767315.000000 73413501.000000 30643988
mcs50_r02_s30_AB05 60042646 91793575 166927676 72885112.000000 72648629.000000 75540551.000000 59157518
mcs50_r02_s30_AB06 41533394 76505618 141608670 82097484.000000 81636293.000000 84420193.000000 39461605
mcs50_r02_s30_AB07 36530900 81444811 151412625 70265639.000000 69828552.000000 72315797.000000 34730101
mcs50_r02_s30_AB08 34141435 39250923 69914015 59710484.000000 59054630.000000 61129650.000000 33867911
mcs50_r02_s30_AB09 34670548 45058958 82961763 84746091.000000 81816817.000000 83553570.000000 33256932
mcs50_r02_s35_AB00 NaN 551844178 1015729569 NaN NaN NaN 189477566
mcs50_r02_s35_AB01 NaN 1017248817 1042677169 NaN NaN NaN 395676146
mcs50_r02_s35_AB02 NaN 899693668 891733439 NaN NaN NaN 340524858
mcs50_r02_s35_AB03 NaN 1122731189 1276848223 NaN NaN NaN 411579383
mcs50_r02_s35_AB04 NaN 333472253 493066185 NaN NaN NaN 206278137
mcs50_r02_s35_AB05 NaN 792828997 994424901 NaN NaN NaN 350572468
mcs50_r02_s35_AB06 NaN 923743328 1084318712 NaN NaN NaN 429354748
mcs50_r02_s35_AB07 NaN 270438709 492213403 NaN NaN NaN 149939290
mcs50_r02_s35_AB08 NaN 659535428 781320453 NaN NaN NaN 351113428
mcs50_r02_s35_AB09 NaN 235182777 466707391 NaN NaN NaN 287545995
mcs50_r02_s40_AB00 NaN NaN NaN NaN NaN NaN 1212415642
mcs50_r02_s40_AB01 NaN 615651830 1213906790 NaN NaN NaN 1317927470
mcs50_r02_s40_AB02 NaN NaN 1623425827 NaN NaN NaN 738913984
mcs50_r02_s40_AB03 NaN NaN NaN NaN NaN NaN 898577782
mcs50_r02_s40_AB04 NaN NaN NaN NaN NaN NaN 903150274
mcs50_r02_s40_AB05 NaN NaN NaN NaN NaN NaN 797356822
mcs50_r02_s40_AB06 NaN NaN NaN NaN NaN NaN 1824040886
mcs50_r02_s40_AB07 NaN NaN NaN NaN NaN NaN 1140387052
mcs50_r02_s40_AB08 NaN NaN NaN NaN NaN NaN 1426294005
mcs50_r02_s40_AB09 NaN 1139556069 NaN NaN NaN NaN 773876781
mcs50_r02_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs50_r02_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs70_b03_s10_AB00 362 386 457 245.000000 225.000000 223.000000 403
mcs70_b03_s10_AB01 219 372 442 281.000000 254.000000 254.000000 341
mcs70_b03_s10_AB02 755 1050 1059 1182.000000 846.000000 811.000000 710
mcs70_b03_s10_AB03 273 378 399 555.000000 507.000000 452.000000 372
mcs70_b03_s10_AB04 390 314 357 397.000000 270.000000 272.000000 396
mcs70_b03_s10_AB05 427 343 240 144.000000 144.000000 144.000000 410
mcs70_b03_s10_AB06 59 189 208 319.000000 299.000000 291.000000 158
mcs70_b03_s10_AB07 246 190 246 263.000000 260.000000 282.000000 465
mcs70_b03_s10_AB08 228 193 204 261.000000 171.000000 143.000000 312
mcs70_b03_s10_AB09 89 36 48 274.000000 236.000000 174.000000 176
mcs70_b03_s15_AB00 3964 978 502 1626.000000 744.000000 744.000000 3845
mcs70_b03_s15_AB01 9909 7019 8283 6591.000000 3023.000000 2920.000000 10133
mcs70_b03_s15_AB02 5434 3629 1428 1831.000000 1196.000000 1191.000000 5966
mcs70_b03_s15_AB03 3152 439 445 2553.000000 1426.000000 1449.000000 3228
mcs70_b03_s15_AB04 4574 3167 1670 966.000000 499.000000 497.000000 4798
mcs70_b03_s15_AB05 12898 6287 7501 10959.000000 6611.000000 6614.000000 13075
mcs70_b03_s15_AB06 2208 765 929 1063.000000 764.000000 765.000000 2906
mcs70_b03_s15_AB07 4083 498 347 2137.000000 1388.000000 1388.000000 5041
mcs70_b03_s15_AB08 5864 3693 2059 2166.000000 1588.000000 1588.000000 5475
mcs70_b03_s15_AB09 3719 582 581 754.000000 552.000000 552.000000 4195
mcs70_b03_s20_AB00 195550 39014 47036 44863.000000 24139.000000 24181.000000 196707
mcs70_b03_s20_AB01 171869 17333 21305 21740.000000 12405.000000 12428.000000 172735
mcs70_b03_s20_AB02 66473 3757 4512 7662.000000 5056.000000 5054.000000 67032
mcs70_b03_s20_AB03 92357 3153 3108 8352.000000 5867.000000 5885.000000 81502
mcs70_b03_s20_AB04 124059 14449 17744 13695.000000 7959.000000 7927.000000 121421
mcs70_b03_s20_AB05 254797 15296 18091 23071.000000 14997.000000 15037.000000 250232
mcs70_b03_s20_AB06 125521 17631 19360 20010.000000 12286.000000 12288.000000 123932
mcs70_b03_s20_AB07 159528 28082 19929 17106.000000 9310.000000 9321.000000 200831
mcs70_b03_s20_AB08 124433 24225 26659 38417.000000 20013.000000 20038.000000 133035
mcs70_b03_s20_AB09 93577 30435 29700 23355.000000 12302.000000 12304.000000 90614
mcs70_b03_s25_AB00 2392255 55872 69563 271821.000000 83077.000000 83129.000000 1859154
mcs70_b03_s25_AB01 2650845 2855 3564 102770.000000 48279.000000 48278.000000 2456538
mcs70_b03_s25_AB02 2323515 64919 80550 171965.000000 59159.000000 59171.000000 1834086
mcs70_b03_s25_AB03 2224976 284995 348201 330552.000000 126180.000000 126185.000000 2325802
mcs70_b03_s25_AB04 3797817 349663 308078 386808.000000 80290.000000 80526.000000 3203978
mcs70_b03_s25_AB05 2045507 225562 65181 143409.000000 74131.000000 74114.000000 2079429
mcs70_b03_s25_AB06 1119602 197049 62283 197821.000000 73847.000000 73852.000000 920016
mcs70_b03_s25_AB07 1487214 116974 111791 187727.000000 65612.000000 65624.000000 974003
mcs70_b03_s25_AB08 1951439 60896 69048 143479.000000 44491.000000 44485.000000 2033862
mcs70_b03_s25_AB09 2768653 179318 209895 220400.000000 83845.000000 83846.000000 2826015
mcs70_b03_s30_AB00 29756431 1148890 572297 618423.000000 284368.000000 284459.000000 34000818
mcs70_b03_s30_AB01 55759409 2856510 2492057 4112398.000000 1035071.000000 1035509.000000 50947785
mcs70_b03_s30_AB02 39683423 1883397 1834428 1862944.000000 676794.000000 676828.000000 38121516
mcs70_b03_s30_AB03 50111582 1856107 2081412 1591708.000000 628350.000000 628359.000000 49516220
mcs70_b03_s30_AB04 17359779 695835 387365 1114052.000000 360874.000000 360895.000000 17620226
mcs70_b03_s30_AB05 23153698 303429 385115 397511.000000 180231.000000 180075.000000 18682025
mcs70_b03_s30_AB06 42991073 875915 728249 845414.000000 262168.000000 262458.000000 41118725
mcs70_b03_s30_AB07 19069673 446747 87101 515866.000000 133295.000000 133165.000000 14749472
mcs70_b03_s30_AB08 11129111 57958 71516 239698.000000 68914.000000 68916.000000 17098125
mcs70_b03_s30_AB09 25156892 475964 257400 341722.000000 158073.000000 158074.000000 23583866
mcs70_b03_s35_AB00 NaN 1411688 956259 6053192.000000 810575.000000 810197.000000 233587557
mcs70_b03_s35_AB01 NaN 2781389 746867 2183310.000000 614813.000000 614834.000000 239836640
mcs70_b03_s35_AB02 NaN 5256546 3412777 4754241.000000 1281932.000000 1281888.000000 177384221
mcs70_b03_s35_AB03 NaN 1451519 177256 1416863.000000 422212.000000 422197.000000 80616890
mcs70_b03_s35_AB04 NaN 4367298 3512866 4151721.000000 1194148.000000 1194149.000000 537529340
mcs70_b03_s35_AB05 NaN 12351222 11502966 24380201.000000 3449782.000000 3449401.000000 495496751
mcs70_b03_s35_AB06 NaN 3248880 3772495 6117507.000000 859654.000000 859574.000000 250816965
mcs70_b03_s35_AB07 NaN 4979759 4153955 4686001.000000 1754418.000000 1756848.000000 491803546
mcs70_b03_s35_AB08 NaN 6547571 2304004 7922522.000000 1350769.000000 1350791.000000 335726095
mcs70_b03_s35_AB09 NaN 3742856 2645793 5593922.000000 1538306.000000 1538311.000000 311407713
mcs70_b03_s40_AB00 NaN 21361120 4214775 41767402.000000 7133560.000000 7133720.000000 NaN
mcs70_b03_s40_AB01 NaN 15423895 17639719 16159105.000000 4691746.000000 4691754.000000 NaN
mcs70_b03_s40_AB02 NaN 152875949 13595941 9665971.000000 2398257.000000 2398232.000000 NaN
mcs70_b03_s40_AB03 NaN 12510778 10711883 9452718.000000 2686397.000000 2686215.000000 NaN
mcs70_b03_s40_AB04 NaN 99458676 52261388 93145950.000000 16530979.000000 16530913.000000 NaN
mcs70_b03_s40_AB05 NaN 63835570 78910871 120218771.000000 27155590.000000 27155571.000000 NaN
mcs70_b03_s40_AB06 NaN 6741170 4472320 4384252.000000 1372316.000000 1372308.000000 NaN
mcs70_b03_s40_AB07 NaN 20673064 14097871 60655938.000000 10835614.000000 10835563.000000 NaN
mcs70_b03_s40_AB08 NaN 93838637 81573859 77979610.000000 20854863.000000 20854886.000000 NaN
mcs70_b03_s40_AB09 NaN 111590250 75892187 60869899.000000 16610594.000000 16611111.000000 NaN
mcs70_b03_s50_AB00 NaN 893574867 397153708 NaN NaN NaN NaN
mcs70_b03_s50_AB01 NaN 4326104506 910789757 NaN NaN NaN NaN
mcs70_b03_s50_AB02 NaN 449078329 344885015 NaN NaN NaN NaN
mcs70_b03_s50_AB03 NaN NaN 1667446470 NaN NaN NaN NaN
mcs70_b03_s50_AB04 NaN 1227826785 1030145282 NaN NaN NaN NaN
mcs70_b03_s50_AB05 NaN 2751624413 1784635993 NaN NaN NaN NaN
mcs70_b03_s50_AB06 NaN 1920725540 2340827654 NaN NaN NaN NaN
mcs70_b03_s50_AB07 NaN 3657107540 2358960759 NaN NaN NaN NaN
mcs70_b03_s50_AB08 NaN 1136369265 447413053 NaN NaN NaN NaN
mcs70_b03_s50_AB09 NaN 1570728571 443339802 NaN NaN NaN NaN
mcs70_b03m_s10_AB00 245 551 671 342.000000 319.000000 318.000000 327
mcs70_b03m_s10_AB01 337 1622 2096 1442.000000 711.000000 697.000000 584
mcs70_b03m_s10_AB02 357 278 357 636.000000 372.000000 386.000000 378
mcs70_b03m_s10_AB03 552 529 670 697.000000 637.000000 660.000000 651
mcs70_b03m_s10_AB04 176 262 308 1019.000000 656.000000 674.000000 274
mcs70_b03m_s10_AB05 341 272 319 221.000000 213.000000 255.000000 402
mcs70_b03m_s10_AB06 313 283 349 258.000000 191.000000 220.000000 364
mcs70_b03m_s10_AB07 289 399 528 554.000000 443.000000 424.000000 338
mcs70_b03m_s10_AB08 333 192 241 179.000000 170.000000 164.000000 367
mcs70_b03m_s10_AB09 215 237 275 134.000000 132.000000 128.000000 305
mcs70_b03m_s15_AB00 4293 455 415 2962.000000 841.000000 839.000000 4387
mcs70_b03m_s15_AB01 4344 9087 3434 3666.000000 1167.000000 1211.000000 4568
mcs70_b03m_s15_AB02 10126 4752 5149 2404.000000 1199.000000 1198.000000 9556
mcs70_b03m_s15_AB03 1829 847 1065 2447.000000 1086.000000 1079.000000 2053
mcs70_b03m_s15_AB04 8768 3992 4766 9843.000000 2434.000000 2443.000000 8749
mcs70_b03m_s15_AB05 5873 5585 6481 9101.000000 3304.000000 3436.000000 5225
mcs70_b03m_s15_AB06 3993 4218 5130 4636.000000 2106.000000 2120.000000 3925
mcs70_b03m_s15_AB07 15614 8467 3346 8313.000000 2934.000000 2863.000000 13433
mcs70_b03m_s15_AB08 5295 2254 2475 1908.000000 1510.000000 1521.000000 6376
mcs70_b03m_s15_AB09 9472 5990 5770 6098.000000 3626.000000 3629.000000 9769
mcs70_b03m_s20_AB00 208343 92844 116744 63606.000000 32539.000000 32643.000000 202268
mcs70_b03m_s20_AB01 214201 47100 33916 23235.000000 13392.000000 13391.000000 209079
mcs70_b03m_s20_AB02 143608 71624 87603 38675.000000 20923.000000 20960.000000 128569
mcs70_b03m_s20_AB03 373211 52362 11999 50398.000000 12800.000000 12798.000000 211453
mcs70_b03m_s20_AB04 108989 20555 17614 29122.000000 11201.000000 11229.000000 99532
mcs70_b03m_s20_AB05 61400 36207 14033 23865.000000 7943.000000 7961.000000 67163
mcs70_b03m_s20_AB06 179546 19818 23920 34361.000000 13298.000000 13267.000000 166730
mcs70_b03m_s20_AB07 134396 19343 22873 61188.000000 16047.000000 15850.000000 144489
mcs70_b03m_s20_AB08 166093 42389 36077 11361.000000 8215.000000 8217.000000 115706
mcs70_b03m_s20_AB09 102706 25759 11180 12981.000000 6181.000000 6178.000000 106794
mcs70_b03m_s25_AB00 5482437 1000951 1031712 710440.000000 275396.000000 275181.000000 4989120
mcs70_b03m_s25_AB01 5848154 1001366 1179600 926622.000000 315452.000000 315183.000000 5579133
mcs70_b03m_s25_AB02 4470532 1036276 819281 755247.000000 165641.000000 165646.000000 5796377
mcs70_b03m_s25_AB03 4884594 547597 670141 433954.000000 140831.000000 140893.000000 4172816
mcs70_b03m_s25_AB04 3022414 1069827 1241576 918138.000000 216505.000000 216528.000000 3059864
mcs70_b03m_s25_AB05 3595014 826867 1009091 818913.000000 181247.000000 181210.000000 3561560
mcs70_b03m_s25_AB06 7884038 903397 962359 1080999.000000 295148.000000 295176.000000 7835984
mcs70_b03m_s25_AB07 2131567 1787950 282439 266004.000000 52427.000000 52422.000000 938530
mcs70_b03m_s25_AB08 1990247 457051 412151 457991.000000 103570.000000 103499.000000 1661446
mcs70_b03m_s25_AB09 2574832 611499 739397 779554.000000 178448.000000 178338.000000 2727023
mcs70_b03m_s30_AB00 65950526 9391055 6241609 5990476.000000 1316490.000000 1316302.000000 73588115
mcs70_b03m_s30_AB01 85635564 4410825 5419703 7066497.000000 1081708.000000 1081533.000000 75153472
mcs70_b03m_s30_AB02 107193249 5174436 6208148 2304275.000000 759034.000000 758997.000000 104243393
mcs70_b03m_s30_AB03 106109629 7620702 9083052 3638027.000000 717605.000000 717521.000000 71995917
mcs70_b03m_s30_AB04 43876118 2172783 2708842 2501025.000000 658346.000000 658290.000000 36442277
mcs70_b03m_s30_AB05 77031177 7909546 4918267 12078100.000000 1199623.000000 1199258.000000 73557028
mcs70_b03m_s30_AB06 42784554 3123392 3957134 5370111.000000 837035.000000 836977.000000 39113746
mcs70_b03m_s30_AB07 150879628 25329637 32048809 35025807.000000 1478507.000000 1479157.000000 140682483
mcs70_b03m_s30_AB08 43301538 6317517 2162965 1359954.000000 497262.000000 497250.000000 37809904
mcs70_b03m_s30_AB09 30646313 12806044 1730887 1443968.000000 237693.000000 237745.000000 22405338
mcs70_b03m_s35_AB00 NaN 61341271 23230643 32057678.000000 5139338.000000 5139210.000000 990041358
mcs70_b03m_s35_AB01 NaN 138573136 136769751 107036600.000000 7526776.000000 7543112.000000 NaN
mcs70_b03m_s35_AB02 NaN 117329389 149419017 112063176.000000 12549204.000000 12549175.000000 1463484353
mcs70_b03m_s35_AB03 NaN 56960192 49768731 46669330.000000 7182655.000000 7183456.000000 814096466
mcs70_b03m_s35_AB04 NaN 14019289 17679235 43290817.000000 3327259.000000 3327723.000000 502983752
mcs70_b03m_s35_AB05 NaN 4550649 4954761 14865719.000000 1392866.000000 1392636.000000 450196685
mcs70_b03m_s35_AB06 NaN 103653113 35201816 73415280.000000 7950397.000000 7950043.000000 1976739559
mcs70_b03m_s35_AB07 NaN 30353644 4218777 17085734.000000 1599986.000000 1599728.000000 195418057
mcs70_b03m_s35_AB08 NaN 101087045 125281547 96405270.000000 8996695.000000 8996596.000000 1143481896
mcs70_b03m_s35_AB09 NaN 5210541 5677949 24272033.000000 1101636.000000 1101504.000000 552967073
