instance clique james-cpp-max james-cpp-max-down cp-branching-fc cp-branching-filtering-fc cp-filtering-fc clique-par/t32
mcs30_r005_s25_AB00 2547016 192133 232079 555167.000000 125750.000000 124047.000000 3497786
mcs30_r005_s25_AB01 2059014 766716 927448 987164.000000 118589.000000 118750.000000 1922007
mcs30_r005_s25_AB02 5919455 694252 831630 984257.000000 94372.000000 93902.000000 3440367
mcs30_r005_s25_AB03 2837152 820664 583764 202594.000000 48314.000000 48196.000000 2551765
mcs30_r005_s25_AB04 3407172 475867 231707 540386.000000 53576.000000 53453.000000 2451140
mcs30_r005_s25_AB05 2658400 730894 338676 462868.000000 67410.000000 67413.000000 2829873
mcs30_r005_s25_AB06 4058916 798238 862101 709078.000000 111194.000000 111352.000000 3228402
mcs30_r005_s25_AB07 2487080 873892 938038 1449987.000000 103779.000000 103671.000000 2335356
mcs30_r005_s25_AB08 4411688 5447272 5545230 3102895.000000 137057.000000 136957.000000 4542930
mcs30_r005_s25_AB09 4736210 2537626 1877320 1930165.000000 147935.000000 147520.000000 5208263
mcs30_r005_s30_AB00 112112848 14181854 10938476 33388657.000000 3267925.000000 3263741.000000 95057269
mcs30_r005_s30_AB01 71367241 6182107 7409889 5790056.000000 967987.000000 967914.000000 59190246
mcs30_r005_s30_AB02 81385609 5131369 6216093 2997069.000000 640417.000000 640415.000000 73397051
mcs30_r005_s30_AB03 NaN 12337069 7785007 3452543.000000 747311.000000 747176.000000 163087913
mcs30_r005_s30_AB04 137417181 32026940 8005128 27915486.000000 1844662.000000 1842784.000000 193959555
mcs30_r005_s30_AB05 NaN 16133837 17421537 18570782.000000 3560441.000000 3562024.000000 220092461
mcs30_r005_s30_AB06 69717277 32041870 36607331 14852724.000000 620333.000000 620311.000000 76900687
mcs30_r005_s30_AB07 82564451 12912617 12045824 8478609.000000 2440539.000000 2439817.000000 99236079
mcs30_r005_s30_AB08 110069652 7319496 5401072 5895908.000000 1503980.000000 1503883.000000 90426723
mcs30_r005_s30_AB09 NaN 15058825 14011696 8186401.000000 2130891.000000 2130832.000000 158654942
mcs30_r005_s35_AB00 NaN 88347752 46258821 50573182.000000 16256508.000000 16256249.000000 2060223705
mcs30_r005_s35_AB01 NaN 197081803 207755758 NaN 54755130.000000 55271891.000000 NaN
mcs30_r005_s35_AB02 NaN 150628753 165961870 146523867.000000 21359314.000000 21359228.000000 NaN
mcs30_r005_s35_AB03 NaN 114356870 112019908 76321846.000000 14965815.000000 14967782.000000 1456140627
mcs30_r005_s35_AB04 NaN 681659574 765792529 NaN 66106891.000000 66101337.000000 NaN
mcs30_r005_s35_AB05 NaN 87897821 108544973 NaN 16391501.000000 16377854.000000 NaN
mcs30_r005_s35_AB06 NaN 115038375 131415611 86536497.000000 39250260.000000 39249636.000000 NaN
mcs30_r005_s35_AB07 NaN 210368397 198607453 44263355.000000 17866087.000000 17865899.000000 NaN
mcs30_r005_s35_AB08 NaN 211836128 255452968 NaN 74060515.000000 74062311.000000 NaN
mcs30_r005_s35_AB09 NaN 293862210 142242320 112579747.000000 17120623.000000 17117126.000000 NaN
mcs30_r005_s40_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s40_AB01 NaN 2252653901 2154635808 NaN NaN NaN NaN
mcs30_r005_s40_AB02 NaN 2915413017 1481799315 NaN NaN NaN NaN
mcs30_r005_s40_AB03 NaN 2186757480 1637344914 NaN NaN NaN NaN
mcs30_r005_s40_AB04 NaN 874867220 914690026 NaN NaN NaN NaN
mcs30_r005_s40_AB05 NaN NaN 2110282583 NaN NaN NaN NaN
mcs30_r005_s40_AB06 NaN 2553747582 1582230933 NaN NaN NaN NaN
mcs30_r005_s40_AB07 NaN 2018331353 2625399603 NaN NaN NaN NaN
mcs30_r005_s40_AB08 NaN 3098444950 NaN NaN NaN NaN NaN
mcs30_r005_s40_AB09 NaN NaN 3920194164 NaN NaN NaN NaN
mcs30_r005_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs30_r005_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s10_AB00 191 97 58 53.000000 53.000000 55.000000 410
mcs30_r01_s10_AB01 328 281 334 349.000000 287.000000 287.000000 427
mcs30_r01_s10_AB02 250 96 121 270.000000 212.000000 210.000000 265
mcs30_r01_s10_AB03 971 1544 2044 653.000000 172.000000 172.000000 1073
mcs30_r01_s10_AB04 122 144 193 182.000000 159.000000 89.000000 384
mcs30_r01_s10_AB05 204 87 111 107.000000 107.000000 107.000000 291
mcs30_r01_s10_AB06 488 503 608 512.000000 310.000000 299.000000 468
mcs30_r01_s10_AB07 358 213 227 183.000000 156.000000 156.000000 421
mcs30_r01_s10_AB08 223 179 120 410.000000 137.000000 136.000000 465
mcs30_r01_s10_AB09 791 1512 2076 2035.000000 642.000000 704.000000 890
mcs30_r01_s15_AB00 10975 5521 6338 8142.000000 5831.000000 6022.000000 11199
mcs30_r01_s15_AB01 error 12335 12648 6962.000000 4302.000000 4306.000000 10588
mcs30_r01_s15_AB02 10050 5479 6706 3060.000000 2283.000000 2351.000000 9978
mcs30_r01_s15_AB03 20419 13480 14753 15363.000000 5726.000000 5922.000000 22486
mcs30_r01_s15_AB04 15710 14730 17224 10741.000000 5370.000000 5423.000000 16374
mcs30_r01_s15_AB05 16565 6290 7953 6724.000000 3912.000000 3923.000000 15904
mcs30_r01_s15_AB06 8248 3710 4497 11832.000000 4789.000000 4804.000000 8316
mcs30_r01_s15_AB07 9908 4522 5373 9745.000000 4832.000000 4837.000000 10741
mcs30_r01_s15_AB08 9039 10843 13090 6208.000000 3665.000000 3675.000000 7996
mcs30_r01_s15_AB09 13012 5162 6553 5324.000000 2997.000000 3088.000000 12420
mcs30_r01_s20_AB00 767049 323097 432598 375690.000000 244053.000000 244256.000000 758643
mcs30_r01_s20_AB01 539744 116104 155678 56166.000000 36660.000000 36728.000000 459592
mcs30_r01_s20_AB02 220047 102488 135856 141361.000000 63029.000000 62999.000000 128437
mcs30_r01_s20_AB03 390690 125325 84628 136749.000000 84625.000000 85382.000000 340955
mcs30_r01_s20_AB04 156469 87389 115412 105591.000000 80071.000000 80117.000000 151738
mcs30_r01_s20_AB05 187883 94808 126775 104472.000000 41634.000000 41765.000000 150952
mcs30_r01_s20_AB06 573765 224629 291401 152633.000000 87422.000000 87310.000000 484219
mcs30_r01_s20_AB07 491910 138574 180250 66702.000000 43978.000000 44226.000000 395103
mcs30_r01_s20_AB08 465753 228709 273866 205243.000000 92906.000000 92759.000000 552676
mcs30_r01_s20_AB09 335014 145965 183101 178907.000000 94938.000000 94901.000000 339473
mcs30_r01_s25_AB00 10386558 2151686 2923376 2097189.000000 1558631.000000 1559496.000000 10304761
mcs30_r01_s25_AB01 12083180 1649265 2297826 1783258.000000 1294756.000000 1295956.000000 13284503
mcs30_r01_s25_AB02 12889250 2032143 2432952 2334658.000000 1949035.000000 1949957.000000 12997071
mcs30_r01_s25_AB03 13604683 3200530 4537135 2634075.000000 2262055.000000 2266716.000000 11618480
mcs30_r01_s25_AB04 11216907 828625 1145884 1434599.000000 1236184.000000 1236278.000000 11027014
mcs30_r01_s25_AB05 15964560 3008194 4167947 3626623.000000 2964517.000000 2964797.000000 15800651
mcs30_r01_s25_AB06 12161483 2649919 3645325 2729546.000000 2290358.000000 2290512.000000 11957009
mcs30_r01_s25_AB07 7338420 1969454 2295846 1610440.000000 1135861.000000 1136648.000000 7270986
mcs30_r01_s25_AB08 13047364 2602108 2988911 2526725.000000 2275610.000000 2276421.000000 13750333
mcs30_r01_s25_AB09 9622112 1332437 1733956 1348110.000000 859096.000000 859532.000000 10319657
mcs30_r01_s30_AB00 NaN 40139559 56659633 34607584.000000 20889955.000000 20892401.000000 311122696
mcs30_r01_s30_AB01 NaN 47977690 60482198 56937204.000000 48367257.000000 48382274.000000 352704443
mcs30_r01_s30_AB02 159377639 12128610 17686231 40496435.000000 33220256.000000 33220773.000000 159442294
mcs30_r01_s30_AB03 NaN 50333585 72668450 52766393.000000 44795100.000000 44815851.000000 178165892
mcs30_r01_s30_AB04 NaN 21716410 26723952 20005931.000000 14948567.000000 14952398.000000 261236434
mcs30_r01_s30_AB05 NaN 61003153 88687470 55774136.000000 47108079.000000 47127649.000000 366550117
mcs30_r01_s30_AB06 NaN 40529924 57637389 53400385.000000 46508708.000000 46516727.000000 328696973
mcs30_r01_s30_AB07 NaN 35752938 50783642 44570539.000000 30333485.000000 30339319.000000 291643077
mcs30_r01_s30_AB08 NaN 38993270 53230005 47942734.000000 36570169.000000 36573355.000000 260374914
mcs30_r01_s30_AB09 NaN 40453887 58295080 52335805.000000 42219244.000000 42237048.000000 347250842
mcs30_r01_s35_AB00 NaN 1042876654 1582388546 NaN NaN NaN NaN
mcs30_r01_s35_AB01 NaN 570442005 833451221 NaN NaN NaN NaN
mcs30_r01_s35_AB02 NaN 478915414 710562672 NaN NaN NaN NaN
mcs30_r01_s35_AB03 NaN 826739946 1279092101 NaN NaN NaN NaN
mcs30_r01_s35_AB04 NaN 429899894 643799788 NaN NaN NaN NaN
mcs30_r01_s35_AB05 NaN 256996343 374904059 NaN NaN NaN NaN
mcs30_r01_s35_AB06 NaN 524492016 790390389 NaN NaN NaN NaN
mcs30_r01_s35_AB07 NaN 544925986 788076756 NaN NaN NaN NaN
mcs30_r01_s35_AB08 NaN 435467145 632074266 NaN NaN NaN NaN
mcs30_r01_s35_AB09 NaN 1355587521 2063485830 NaN NaN NaN NaN
mcs30_r01_s40_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s40_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs30_r01_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s10_AB00 321 597 780 614.000000 526.000000 511.000000 428
mcs30_r02_s10_AB01 243 563 581 632.000000 632.000000 490.000000 436
mcs30_r02_s10_AB02 185 476 330 357.000000 258.000000 258.000000 267
mcs30_r02_s10_AB03 413 1029 1266 1066.000000 940.000000 865.000000 444
mcs30_r02_s10_AB04 413 689 853 708.000000 674.000000 675.000000 512
mcs30_r02_s10_AB05 257 406 382 471.000000 416.000000 386.000000 337
mcs30_r02_s10_AB06 385 543 693 719.000000 643.000000 495.000000 484
mcs30_r02_s10_AB07 386 758 922 822.000000 790.000000 857.000000 487
mcs30_r02_s10_AB08 189 107 145 169.000000 169.000000 160.000000 272
mcs30_r02_s10_AB09 517 944 1129 998.000000 967.000000 970.000000 616
mcs30_r02_s15_AB00 6316 16174 23404 6627.000000 6250.000000 6591.000000 7969
mcs30_r02_s15_AB01 7412 8683 11738 10616.000000 9994.000000 10515.000000 8310
mcs30_r02_s15_AB02 5274 13499 19733 15023.000000 12754.000000 11475.000000 6800
mcs30_r02_s15_AB03 7391 8861 12067 7292.000000 7258.000000 8034.000000 8019
mcs30_r02_s15_AB04 7818 12448 17543 16040.000000 15916.000000 16208.000000 8042
mcs30_r02_s15_AB05 9832 10503 14940 9694.000000 9690.000000 9803.000000 9971
mcs30_r02_s15_AB06 6997 6894 9866 10699.000000 10221.000000 10515.000000 7271
mcs30_r02_s15_AB07 5762 11147 16430 14614.000000 14116.000000 16230.000000 5461
mcs30_r02_s15_AB08 8069 8675 11999 11415.000000 10629.000000 10896.000000 7954
mcs30_r02_s15_AB09 5775 12596 19944 10553.000000 9074.000000 8723.000000 5986
mcs30_r02_s20_AB00 170074 277263 456198 403676.000000 389906.000000 404915.000000 169578
mcs30_r02_s20_AB01 191756 226591 368670 212094.000000 206593.000000 206574.000000 170538
mcs30_r02_s20_AB02 118465 129388 211271 278900.000000 261296.000000 310420.000000 113619
mcs30_r02_s20_AB03 234142 180021 261136 261850.000000 217895.000000 217225.000000 207738
mcs30_r02_s20_AB04 92897 169025 259171 196394.000000 191995.000000 205322.000000 96075
mcs30_r02_s20_AB05 227462 373450 576024 382876.000000 377082.000000 381424.000000 279933
mcs30_r02_s20_AB06 102495 163867 263271 248125.000000 239154.000000 249233.000000 105187
mcs30_r02_s20_AB07 148253 319862 491999 287779.000000 247763.000000 248681.000000 167775
mcs30_r02_s20_AB08 140614 172485 270441 409326.000000 362221.000000 377746.000000 129754
mcs30_r02_s20_AB09 188677 222835 345625 296461.000000 270511.000000 275316.000000 186355
mcs30_r02_s25_AB00 2202920 3376373 5734816 3688611.000000 3632038.000000 3663367.000000 1954652
mcs30_r02_s25_AB01 3642803 7266571 12739615 7890834.000000 7588139.000000 8017498.000000 3685618
mcs30_r02_s25_AB02 3775369 6463531 11043762 8053409.000000 7848938.000000 8060996.000000 3772394
mcs30_r02_s25_AB03 2764163 5944237 10589647 6537911.000000 6437679.000000 6734473.000000 2781486
mcs30_r02_s25_AB04 3198919 5112451 8810765 6411826.000000 6286454.000000 6554990.000000 3231206
mcs30_r02_s25_AB05 3010124 4233254 7137006 5509969.000000 5192841.000000 5587991.000000 3008018
mcs30_r02_s25_AB06 3657874 5600683 9476964 7762612.000000 7697841.000000 8008789.000000 3501062
mcs30_r02_s25_AB07 2879135 4562098 7578217 6981074.000000 6799856.000000 6861468.000000 2864158
mcs30_r02_s25_AB08 3178415 4767841 8163850 6943282.000000 6792599.000000 6926786.000000 3058979
mcs30_r02_s25_AB09 3718725 6274653 11111105 7400733.000000 7181382.000000 7468528.000000 3606066
mcs30_r02_s30_AB00 40280535 88841826 163486215 121267140.000000 NaN NaN 40115811
mcs30_r02_s30_AB01 40054053 62326437 111704681 90442970.000000 89833833.000000 92143010.000000 37274378
mcs30_r02_s30_AB02 22077849 41480624 77793421 63940614.000000 62906048.000000 65027286.000000 22787807
mcs30_r02_s30_AB03 47348274 98093222 180196767 134049610.000000 NaN NaN 47424067
mcs30_r02_s30_AB04 29191459 70487034 131255172 108213208.000000 NaN NaN 27428634
mcs30_r02_s30_AB05 66456195 138393053 254526252 191799082.000000 NaN NaN 66341914
mcs30_r02_s30_AB06 22881794 59180410 112151992 68112080.000000 67432419.000000 70285889.000000 22823927
mcs30_r02_s30_AB07 33513881 83500707 152149954 115252993.000000 NaN NaN 33439207
mcs30_r02_s30_AB08 49670959 101539107 187988846 141785863.000000 NaN NaN 49404820
mcs30_r02_s30_AB09 46373354 112503414 209374732 145528191.000000 NaN NaN 46075431
mcs30_r02_s35_AB00 NaN 499224664 991125015 NaN NaN NaN 305363653
mcs30_r02_s35_AB01 NaN 1120616862 2171620710 NaN NaN NaN 454694349
mcs30_r02_s35_AB02 NaN 431629563 840809035 NaN NaN NaN 283227652
mcs30_r02_s35_AB03 NaN 1114116548 2158627019 NaN NaN NaN 516288207
mcs30_r02_s35_AB04 NaN 564807618 1107251076 NaN NaN NaN 242288717
mcs30_r02_s35_AB05 NaN 781377193 1562745723 NaN NaN NaN 341715244
mcs30_r02_s35_AB06 NaN 637029390 1235158553 NaN NaN NaN 400768930
mcs30_r02_s35_AB07 NaN 509312181 1018720562 NaN NaN NaN 244569464
mcs30_r02_s35_AB08 NaN 1037544627 2005900541 NaN NaN NaN 506878692
mcs30_r02_s35_AB09 NaN 894209841 1770548106 NaN NaN NaN 355968942
mcs30_r02_s40_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB01 NaN NaN NaN NaN NaN NaN 2446347530
mcs30_r02_s40_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB05 NaN NaN NaN NaN NaN NaN 2449536294
mcs30_r02_s40_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s40_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs30_r02_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s10_AB00 439 540 656 641.000000 325.000000 342.000000 564
mcs50_b03_s10_AB01 476 243 222 144.000000 142.000000 118.000000 398
mcs50_b03_s10_AB02 414 789 936 1267.000000 752.000000 826.000000 399
mcs50_b03_s10_AB03 353 347 418 391.000000 307.000000 167.000000 390
mcs50_b03_s10_AB04 254 113 137 308.000000 231.000000 227.000000 283
mcs50_b03_s10_AB05 334 551 677 751.000000 516.000000 500.000000 431
mcs50_b03_s10_AB06 343 437 561 478.000000 439.000000 459.000000 442
mcs50_b03_s10_AB07 605 347 457 521.000000 273.000000 291.000000 543
mcs50_b03_s10_AB08 530 587 663 470.000000 335.000000 361.000000 581
mcs50_b03_s10_AB09 546 383 469 704.000000 361.000000 362.000000 589
mcs50_b03_s15_AB00 5764 4711 5960 4292.000000 2223.000000 2311.000000 6582
mcs50_b03_s15_AB01 22220 4007 5070 10933.000000 4211.000000 3979.000000 16939
mcs50_b03_s15_AB02 6272 1608 833 5907.000000 1641.000000 1617.000000 3987
mcs50_b03_s15_AB03 23497 27506 30289 17410.000000 7309.000000 7362.000000 24589
mcs50_b03_s15_AB04 19314 12135 13796 11920.000000 5959.000000 5474.000000 20091
mcs50_b03_s15_AB05 9805 5389 6160 5047.000000 1934.000000 1934.000000 8344
mcs50_b03_s15_AB06 13721 9551 5267 3671.000000 2122.000000 2149.000000 12821
mcs50_b03_s15_AB07 7581 5566 7120 8003.000000 3534.000000 3526.000000 9544
mcs50_b03_s15_AB08 7448 3624 4449 4628.000000 2259.000000 2163.000000 7691
mcs50_b03_s15_AB09 4910 7114 8676 3575.000000 1547.000000 1518.000000 7427
mcs50_b03_s20_AB00 202071 43836 56952 52901.000000 32128.000000 32114.000000 218294
mcs50_b03_s20_AB01 290323 167257 173060 139627.000000 36156.000000 36170.000000 289743
mcs50_b03_s20_AB02 345706 97539 116010 118223.000000 26106.000000 26057.000000 375198
mcs50_b03_s20_AB03 206730 227162 32128 111579.000000 36201.000000 36096.000000 171103
mcs50_b03_s20_AB04 334337 81642 100100 79392.000000 34034.000000 34022.000000 300965
mcs50_b03_s20_AB05 456833 175237 215556 91596.000000 49604.000000 49584.000000 451902
mcs50_b03_s20_AB06 198888 14008 9883 40951.000000 18030.000000 18090.000000 123179
mcs50_b03_s20_AB07 222873 80497 25254 83853.000000 18939.000000 18839.000000 93471
mcs50_b03_s20_AB08 223488 49864 63896 42824.000000 17510.000000 17516.000000 216131
mcs50_b03_s20_AB09 51431 26800 16598 23980.000000 8906.000000 8920.000000 49111
mcs50_b03_s25_AB00 5608396 467522 582060 770998.000000 183241.000000 183165.000000 7166857
mcs50_b03_s25_AB01 3101459 159279 194208 423412.000000 107876.000000 107906.000000 3200098
mcs50_b03_s25_AB02 4993221 525232 474251 973911.000000 192347.000000 192366.000000 4076144
mcs50_b03_s25_AB03 6633632 1180815 1474672 1058338.000000 182161.000000 182146.000000 6120319
mcs50_b03_s25_AB04 4867193 2449315 2403233 2412958.000000 351812.000000 350795.000000 4945097
mcs50_b03_s25_AB05 5581213 2243729 2664939 2567729.000000 219526.000000 219358.000000 5294277
mcs50_b03_s25_AB06 9292058 2268814 2195429 2138333.000000 270839.000000 269815.000000 5380739
mcs50_b03_s25_AB07 6902055 1558934 922164 2574714.000000 292776.000000 292884.000000 6938546
mcs50_b03_s25_AB08 5210045 1117684 1330178 2713648.000000 383776.000000 383787.000000 5477728
mcs50_b03_s25_AB09 4275838 1286593 1583642 1633545.000000 156638.000000 155802.000000 4253774
mcs50_b03_s30_AB00 68858515 34859729 16471735 36090939.000000 1922279.000000 1922103.000000 65401378
mcs50_b03_s30_AB01 67873930 27071088 20373212 17291899.000000 1910832.000000 1910145.000000 62880397
mcs50_b03_s30_AB02 69330449 7563756 7456246 16371928.000000 2217336.000000 2217806.000000 53619674
mcs50_b03_s30_AB03 42851660 5519874 6326461 6218747.000000 1110291.000000 1105304.000000 47857398
mcs50_b03_s30_AB04 101970397 15774935 19463752 30745459.000000 3491965.000000 3478884.000000 84323906
mcs50_b03_s30_AB05 156995791 13755681 15995443 21165520.000000 1475559.000000 1475343.000000 152362320
mcs50_b03_s30_AB06 62820364 7894400 8963910 4560810.000000 817738.000000 817764.000000 67663856
mcs50_b03_s30_AB07 35978197 5518161 4207066 4982322.000000 571753.000000 571406.000000 33914104
mcs50_b03_s30_AB08 70130945 5505907 5458975 14564098.000000 1522159.000000 1522076.000000 62516312
mcs50_b03_s30_AB09 94490895 7883420 8658911 11369135.000000 1970715.000000 1970636.000000 79406009
mcs50_b03_s35_AB00 NaN 81959456 27034708 98674010.000000 8202544.000000 8197066.000000 889640962
mcs50_b03_s35_AB01 NaN 170219445 110238437 124249118.000000 7123336.000000 7118282.000000 1197009666
mcs50_b03_s35_AB02 NaN 97611007 28704663 114415868.000000 8389515.000000 8376441.000000 1005119663
mcs50_b03_s35_AB03 NaN 202906971 99624672 177024728.000000 6212008.000000 6211577.000000 1425577168
mcs50_b03_s35_AB04 NaN 386841718 487031188 NaN 16571171.000000 16563045.000000 NaN
mcs50_b03_s35_AB05 NaN 337842022 97852129 NaN 10909863.000000 10909713.000000 803717197
mcs50_b03_s35_AB06 NaN 313187988 131058533 177692165.000000 6201616.000000 6196831.000000 1378166536
mcs50_b03_s35_AB07 NaN 163663901 77070054 120925144.000000 6617479.000000 6613854.000000 1007051440
mcs50_b03_s35_AB08 NaN 470448293 508827826 NaN 20178011.000000 20174365.000000 1941270785
mcs50_b03_s35_AB09 NaN 669739765 807454389 NaN 19008187.000000 19004976.000000 NaN
mcs50_b03_s40_AB00 NaN 650976226 625632553 NaN 48112030.000000 48111851.000000 NaN
mcs50_b03_s40_AB01 NaN 200743657 244254805 NaN 19916791.000000 19916851.000000 NaN
mcs50_b03_s40_AB02 NaN 757156521 821717195 NaN 72316523.000000 72317975.000000 NaN
mcs50_b03_s40_AB03 NaN 1710839597 2177648304 NaN NaN NaN NaN
mcs50_b03_s40_AB04 NaN 1436166920 763079844 NaN 70278005.000000 70283445.000000 NaN
mcs50_b03_s40_AB05 NaN 581251394 736796598 NaN 53895746.000000 53895648.000000 NaN
mcs50_b03_s40_AB06 NaN 1688192565 855583617 NaN 43689201.000000 43684829.000000 NaN
mcs50_b03_s40_AB07 NaN 810235438 704123452 NaN 31296111.000000 31294318.000000 NaN
mcs50_b03_s40_AB08 NaN 636626113 779149104 NaN 57293863.000000 57297372.000000 NaN
mcs50_b03_s40_AB09 NaN 909244715 843604298 NaN 19139805.000000 19137563.000000 NaN
mcs50_b03_s50_AB00 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB01 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB02 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB03 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB04 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB05 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB06 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB07 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB08 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03_s50_AB09 NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s10_AB00 230 308 327 139.000000 130.000000 139.000000 329
mcs50_b03m_s10_AB01 319 121 149 166.000000 146.000000 142.000000 626
mcs50_b03m_s10_AB02 590 760 873 878.000000 660.000000 675.000000 689
mcs50_b03m_s10_AB03 264 352 449 330.000000 298.000000 230.000000 365
mcs50_b03m_s10_AB04 420 635 781 373.000000 258.000000 255.000000 489
mcs50_b03m_s10_AB05 132 319 418 277.000000 229.000000 235.000000 248
mcs50_b03m_s10_AB06 401 479 555 560.000000 414.000000 333.000000 410
mcs50_b03m_s10_AB07 432 180 218 391.000000 294.000000 287.000000 548
mcs50_b03m_s10_AB08 472 1838 2046 426.000000 206.000000 210.000000 1059
mcs50_b03m_s10_AB09 508 457 520 513.000000 352.000000 339.000000 547
mcs50_b03m_s15_AB00 9572 4367 3843 5756.000000 2385.000000 2372.000000 10998
mcs50_b03m_s15_AB01 4658 821 961 872.000000 700.000000 699.000000 6415
mcs50_b03m_s15_AB02 9042 6849 6534 4511.000000 1777.000000 1773.000000 7041
mcs50_b03m_s15_AB03 10317 2801 3343 7753.000000 2964.000000 2923.000000 10160
mcs50_b03m_s15_AB04 15378 7326 8980 6443.000000 3895.000000 3918.000000 12654
mcs50_b03m_s15_AB05 15010 10427 13274 14279.000000 3491.000000 3622.000000 10807
mcs50_b03m_s15_AB06 12015 20758 18809 6527.000000 2614.000000 2716.000000 12571
mcs50_b03m_s15_AB07 8963 8834 1276 6259.000000 1191.000000 1204.000000 6249
mcs50_b03m_s15_AB08 16006 5537 6478 8575.000000 5151.000000 5165.000000 16382
mcs50_b03m_s15_AB09 5695 4994 5224 7642.000000 1873.000000 1672.000000 8297
mcs50_b03m_s20_AB00 233525 179323 207316 219425.000000 25950.000000 26855.000000 190699
mcs50_b03m_s20_AB01 169273 46072 8761 34038.000000 6485.000000 6472.000000 80695
mcs50_b03m_s20_AB02 201880 115200 116058 107862.000000 27705.000000 27632.000000 208415
mcs50_b03m_s20_AB03 320663 133728 107898 182685.000000 22535.000000 22492.000000 253038
mcs50_b03m_s20_AB04 263288 66857 82661 43981.000000 14044.000000 14036.000000 290705
