instance family
mcs10_r01_s40_AB08 0 1000000
mcs10_r01_s40_AB09 0 1000000
mcs10_r01_s50_AB00 0 1000000
mcs10_r01_s50_AB01 0 1000000
mcs10_r01_s50_AB02 0 1000000
mcs10_r01_s50_AB03 0 1000000
mcs10_r01_s50_AB04 0 1000000
mcs10_r01_s50_AB05 0 1000000
mcs10_r01_s50_AB06 0 1000000
mcs10_r01_s50_AB07 0 1000000
mcs10_r01_s50_AB08 0 1000000
mcs10_r01_s50_AB09 0 1000000
mcs10_r02_s20_AB00 0 4079
mcs10_r02_s20_AB01 0 2261
mcs10_r02_s20_AB02 0 1649
mcs10_r02_s20_AB03 0 1825
mcs10_r02_s20_AB04 0 3576
mcs10_r02_s20_AB05 0 3725
mcs10_r02_s20_AB06 0 3128
mcs10_r02_s20_AB07 0 3718
mcs10_r02_s20_AB08 0 3382
mcs10_r02_s20_AB09 0 2042
mcs10_r02_s25_AB00 0 50174
mcs10_r02_s25_AB01 0 46862
mcs10_r02_s25_AB02 0 73112
mcs10_r02_s25_AB03 0 30866
mcs10_r02_s25_AB04 0 58372
mcs10_r02_s25_AB05 0 57687
mcs10_r02_s25_AB06 0 68755
mcs10_r02_s25_AB07 0 73801
mcs10_r02_s25_AB08 0 41129
mcs10_r02_s25_AB09 0 51210
mcs10_r02_s30_AB00 0 883349
mcs10_r02_s30_AB01 0 948955
mcs10_r02_s30_AB02 0 1000000
mcs10_r02_s30_AB03 0 1000000
mcs10_r02_s30_AB04 0 1000000
mcs10_r02_s30_AB05 0 791700
mcs10_r02_s30_AB06 0 1000001
mcs10_r02_s30_AB07 0 579541
mcs10_r02_s30_AB08 0 1000000
mcs10_r02_s30_AB09 0 1000000
mcs10_r02_s35_AB00 0 1000000
mcs10_r02_s35_AB01 0 1000000
mcs10_r02_s35_AB02 0 1000000
mcs10_r02_s35_AB03 0 1000000
mcs10_r02_s35_AB04 0 1000000
mcs10_r02_s35_AB05 0 1000000
mcs10_r02_s35_AB06 0 1000000
mcs10_r02_s35_AB07 0 1000000
mcs10_r02_s35_AB08 0 1000000
mcs10_r02_s35_AB09 0 1000000
mcs10_r02_s40_AB00 0 1000000
mcs10_r02_s40_AB01 0 1000000
mcs10_r02_s40_AB02 0 1000000
mcs10_r02_s40_AB03 0 1000000
mcs10_r02_s40_AB04 0 1000000
mcs10_r02_s40_AB05 0 1000000
mcs10_r02_s40_AB06 0 1000000
mcs10_r02_s40_AB07 0 1000000
mcs10_r02_s40_AB08 0 1000000
mcs10_r02_s40_AB09 0 1000000
mcs10_r02_s50_AB00 0 1000000
mcs10_r02_s50_AB01 0 1000000
mcs10_r02_s50_AB02 0 1000000
mcs10_r02_s50_AB03 0 1000000
mcs10_r02_s50_AB04 0 1000000
mcs10_r02_s50_AB05 0 1000000
mcs10_r02_s50_AB06 0 1000000
mcs10_r02_s50_AB07 0 1000000
mcs10_r02_s50_AB08 0 1000000
mcs10_r02_s50_AB09 0 1000000
mcs30_b03_s15_AB00 0 11
mcs30_b03_s15_AB01 0 5
mcs30_b03_s15_AB02 0 129
mcs30_b03_s15_AB03 0 43
mcs30_b03_s15_AB04 0 26
mcs30_b03_s15_AB05 0 56
mcs30_b03_s15_AB06 0 96
mcs30_b03_s15_AB07 0 10
mcs30_b03_s15_AB08 0 29
mcs30_b03_s15_AB09 0 31
mcs30_b03_s20_AB00 0 3123
mcs30_b03_s20_AB01 0 1895
mcs30_b03_s20_AB02 0 1854
mcs30_b03_s20_AB03 0 570
mcs30_b03_s20_AB04 0 788
mcs30_b03_s20_AB05 0 1947
mcs30_b03_s20_AB06 0 276
mcs30_b03_s20_AB07 0 394
mcs30_b03_s20_AB08 0 248
mcs30_b03_s20_AB09 0 2980
mcs30_b03_s25_AB00 0 54788
mcs30_b03_s25_AB01 0 6097
mcs30_b03_s25_AB02 0 92047
mcs30_b03_s25_AB03 0 4427
mcs30_b03_s25_AB04 0 832
mcs30_b03_s25_AB05 0 4960
mcs30_b03_s25_AB06 0 4636
mcs30_b03_s25_AB07 0 3019
mcs30_b03_s25_AB08 0 35869
mcs30_b03_s25_AB09 0 3873
mcs30_b03_s30_AB00 0 313422
mcs30_b03_s30_AB01 0 36500
mcs30_b03_s30_AB02 0 74421
mcs30_b03_s30_AB03 0 452338
mcs30_b03_s30_AB04 0 13286
mcs30_b03_s30_AB05 0 1000000
mcs30_b03_s30_AB06 0 1000000
mcs30_b03_s30_AB07 0 143911
mcs30_b03_s30_AB08 0 106173
mcs30_b03_s30_AB09 0 23818
mcs30_b03_s35_AB00 0 1000000
mcs30_b03_s35_AB01 0 142137
mcs30_b03_s35_AB02 0 319426
mcs30_b03_s35_AB03 0 668048
mcs30_b03_s35_AB04 0 953707
mcs30_b03_s35_AB05 0 1000000
mcs30_b03_s35_AB06 0 84541
mcs30_b03_s35_AB07 0 188192
mcs30_b03_s35_AB08 0 88717
mcs30_b03_s35_AB09 0 1000000
mcs30_b03_s40_AB00 0 1000000
mcs30_b03_s40_AB01 0 1000000
mcs30_b03_s40_AB02 0 1000000
mcs30_b03_s40_AB03 0 898858
mcs30_b03_s40_AB04 0 1000000
mcs30_b03_s40_AB05 0 1000000
mcs30_b03_s40_AB06 0 1000000
mcs30_b03_s40_AB07 0 1000000
mcs30_b03_s40_AB08 0 1000000
mcs30_b03_s40_AB09 0 1000000
mcs30_b03_s50_AB00 0 1000000
mcs30_b03_s50_AB01 0 1000000
mcs30_b03_s50_AB02 0 1000000
mcs30_b03_s50_AB03 0 1000000
mcs30_b03_s50_AB04 0 1000000
mcs30_b03_s50_AB05 0 1000000
mcs30_b03_s50_AB06 0 1000000
mcs30_b03_s50_AB07 0 1000000
mcs30_b03_s50_AB08 0 1000000
mcs30_b03_s50_AB09 0 1000000
mcs30_b03m_s15_AB00 0 3
mcs30_b03m_s15_AB01 0 38
mcs30_b03m_s15_AB02 0 31
mcs30_b03m_s15_AB03 0 17
mcs30_b03m_s15_AB04 0 67
mcs30_b03m_s15_AB05 0 24
mcs30_b03m_s15_AB06 0 31
mcs30_b03m_s15_AB07 0 48
mcs30_b03m_s15_AB08 0 40
mcs30_b03m_s15_AB09 0 15
mcs30_b03m_s20_AB00 0 62
