instance family cp
mcs30_m2Dr2_s30_AB00 0 84.336678
mcs30_m2Dr2_s30_AB01 0 41.550362
mcs30_m2Dr2_s30_AB02 0 10.735764
mcs30_m2Dr2_s30_AB03 0 76.825752
mcs30_m2Dr2_s30_AB04 0 141.145660
mcs30_m2Dr2_s30_AB05 0 94.023888
mcs30_m2Dr2_s30_AB06 0 63.861065
mcs30_m2Dr2_s30_AB07 0 26.414667
mcs30_m2Dr2_s30_AB08 0 36.520798
mcs30_m2Dr2_s30_AB09 0 23.516155
mcs30_m2Dr2_s50_AB00 0 1000.000000
mcs30_m2Dr2_s50_AB01 0 1000.000000
mcs30_m2Dr2_s50_AB02 0 1000.000061
mcs30_m2Dr2_s50_AB03 0 1000.000061
mcs30_m2Dr2_s50_AB04 0 1000.000000
mcs30_m2Dr2_s50_AB05 0 1000.000061
mcs30_m2Dr2_s50_AB06 0 1000.000061
mcs30_m2Dr2_s50_AB07 0 1000.000000
mcs30_m2Dr2_s50_AB08 0 1000.000000
mcs30_m2Dr2_s50_AB09 0 1000.000061
mcs30_m2Dr4_s30_AB00 0 146.828369
mcs30_m2Dr4_s30_AB01 0 77.320763
mcs30_m2Dr4_s30_AB02 0 140.982208
mcs30_m2Dr4_s30_AB03 0 118.981613
mcs30_m2Dr4_s30_AB04 0 50.243031
mcs30_m2Dr4_s30_AB05 0 153.831131
mcs30_m2Dr4_s30_AB06 0 21.996511
mcs30_m2Dr4_s30_AB07 0 141.739227
mcs30_m2Dr4_s30_AB08 0 132.243927
mcs30_m2Dr4_s30_AB09 0 199.704773
mcs30_m2Dr4_s50_AB00 0 1000.000061
mcs30_m2Dr4_s50_AB01 0 1000.000000
mcs30_m2Dr4_s50_AB02 0 1000.000061
mcs30_m2Dr4_s50_AB03 0 1000.000061
mcs30_m2Dr4_s50_AB04 0 1000.000000
mcs30_m2Dr4_s50_AB05 0 1000.000061
mcs30_m2Dr4_s50_AB06 0 1000.000000
mcs30_m2Dr4_s50_AB07 0 1000.000061
mcs30_m2Dr4_s50_AB08 0 1000.000061
mcs30_m2Dr4_s50_AB09 0 1000.000000
mcs30_m2Dr6_s30_AB00 0 205.459854
mcs30_m2Dr6_s30_AB01 0 90.671425
mcs30_m2Dr6_s30_AB02 0 180.093979
mcs30_m2Dr6_s30_AB03 0 187.222595
mcs30_m2Dr6_s30_AB04 0 108.366226
mcs30_m2Dr6_s30_AB05 0 241.052368
mcs30_m2Dr6_s30_AB06 0 690.973572
mcs30_m2Dr6_s30_AB07 0 408.688049
mcs30_m2Dr6_s30_AB08 0 307.914246
mcs30_m2Dr6_s30_AB09 0 88.728889
mcs30_m2Dr6_s50_AB00 0 1000.000061
mcs30_m2Dr6_s50_AB01 0 1000.000000
mcs30_m2Dr6_s50_AB02 0 1000.000000
mcs30_m2Dr6_s50_AB03 0 1000.000061
mcs30_m2Dr6_s50_AB04 0 1000.000000
mcs30_m2Dr6_s50_AB05 0 1000.000061
mcs30_m2Dr6_s50_AB06 0 1000.000061
mcs30_m2Dr6_s50_AB07 0 1000.000000
mcs30_m2Dr6_s50_AB08 0 1000.000000
mcs30_m2Dr6_s50_AB09 0 1000.000061
mcs30_m3D_s25_AB00 0 8.662558
mcs30_m3D_s25_AB01 0 3.019691
mcs30_m3D_s25_AB02 0 7.449381
mcs30_m3D_s25_AB03 0 3.393134
mcs30_m3D_s25_AB04 0 11.546395
mcs30_m3D_s25_AB05 0 27.082525
mcs30_m3D_s25_AB06 0 9.595199
mcs30_m3D_s25_AB07 0 13.803715
mcs30_m3D_s25_AB08 0 4.863613
mcs30_m3D_s25_AB09 0 8.320831
mcs30_m3D_s30_AB00 0 76.375694
mcs30_m3D_s30_AB01 0 118.870865
mcs30_m3D_s30_AB02 0 63.941875
mcs30_m3D_s30_AB03 0 129.098022
mcs30_m3D_s30_AB04 0 123.534973
mcs30_m3D_s30_AB05 0 268.014435
mcs30_m3D_s30_AB06 0 113.009102
mcs30_m3D_s30_AB07 0 103.434502
mcs30_m3D_s30_AB08 0 258.389038
mcs30_m3D_s30_AB09 0 57.393665
mcs30_m3D_s40_AB00 0 1000.000000
mcs30_m3D_s40_AB01 0 1000.000000
mcs30_m3D_s40_AB02 0 1000.000000
mcs30_m3D_s40_AB03 0 1000.000000
mcs30_m3D_s40_AB04 0 1000.000000
mcs30_m3D_s40_AB05 0 1000.000000
mcs30_m3D_s40_AB06 0 1000.000000
mcs30_m3D_s40_AB07 0 1000.000000
mcs30_m3D_s40_AB08 0 1000.000000
mcs30_m3D_s40_AB09 0 1000.000000
mcs30_m3Dr2_s25_AB00 0 9.552654
mcs30_m3Dr2_s25_AB01 0 6.268715
mcs30_m3Dr2_s25_AB02 0 12.856200
mcs30_m3Dr2_s25_AB03 0 2.408435
mcs30_m3Dr2_s25_AB04 0 15.063320
mcs30_m3Dr2_s25_AB05 0 3.822266
mcs30_m3Dr2_s25_AB06 0 11.821652
mcs30_m3Dr2_s25_AB07 0 5.658182
mcs30_m3Dr2_s25_AB08 0 6.635017
mcs30_m3Dr2_s25_AB09 0 8.652937
mcs30_m3Dr2_s30_AB00 0 91.282722
mcs30_m3Dr2_s30_AB01 0 51.111156
mcs30_m3Dr2_s30_AB02 0 190.828781
mcs30_m3Dr2_s30_AB03 0 172.257767
mcs30_m3Dr2_s30_AB04 0 182.683578
mcs30_m3Dr2_s30_AB05 0 110.806374
mcs30_m3Dr2_s30_AB06 0 67.393806
mcs30_m3Dr2_s30_AB07 0 260.609406
mcs30_m3Dr2_s30_AB08 0 233.513367
mcs30_m3Dr2_s30_AB09 0 138.338669
mcs30_m3Dr2_s40_AB00 0 1000.000000
mcs30_m3Dr2_s40_AB01 0 1000.000000
mcs30_m3Dr2_s40_AB02 0 1000.000000
mcs30_m3Dr2_s40_AB03 0 1000.000000
mcs30_m3Dr2_s40_AB04 0 1000.000000
mcs30_m3Dr2_s40_AB05 0 1000.000000
mcs30_m3Dr2_s40_AB06 0 1000.000000
mcs30_m3Dr2_s40_AB07 0 1000.000000
mcs30_m3Dr2_s40_AB08 0 1000.000000
mcs30_m3Dr2_s40_AB09 0 1000.000000
mcs30_m3Dr4_s25_AB00 0 4.894303
mcs30_m3Dr4_s25_AB01 0 13.451142
mcs30_m3Dr4_s25_AB02 0 9.550001
mcs30_m3Dr4_s25_AB03 0 17.783016
mcs30_m3Dr4_s25_AB04 0 6.635878
mcs30_m3Dr4_s25_AB05 0 5.397901
mcs30_m3Dr4_s25_AB06 0 6.014801
mcs30_m3Dr4_s25_AB07 0 13.343680
mcs30_m3Dr4_s25_AB08 0 12.272521
mcs30_m3Dr4_s25_AB09 0 2.702813
mcs30_m3Dr4_s30_AB00 0 180.370926
mcs30_m3Dr4_s30_AB01 0 122.371933
mcs30_m3Dr4_s30_AB02 0 197.889664
mcs30_m3Dr4_s30_AB03 0 156.898560
mcs30_m3Dr4_s30_AB04 0 347.789978
mcs30_m3Dr4_s30_AB05 0 485.171936
mcs30_m3Dr4_s30_AB06 0 176.069427
mcs30_m3Dr4_s30_AB07 0 171.279907
mcs30_m3Dr4_s30_AB08 0 63.297146
mcs30_m3Dr4_s30_AB09 0 122.741440
mcs30_m3Dr4_s40_AB00 0 1000.000000
mcs30_m3Dr4_s40_AB01 0 1000.000000
mcs30_m3Dr4_s40_AB02 0 1000.000000
mcs30_m3Dr4_s40_AB03 0 1000.000000
mcs30_m3Dr4_s40_AB04 0 1000.000000
mcs30_m3Dr4_s40_AB05 0 1000.000000
mcs30_m3Dr4_s40_AB06 0 1000.000000
mcs30_m3Dr4_s40_AB07 0 1000.000000
mcs30_m3Dr4_s40_AB08 0 1000.000000
mcs30_m3Dr4_s40_AB09 0 1000.000000
mcs30_m3Dr6_s25_AB00 0 12.822738
mcs30_m3Dr6_s25_AB01 0 11.583567
mcs30_m3Dr6_s25_AB02 0 5.826637
mcs30_m3Dr6_s25_AB03 0 8.837741
mcs30_m3Dr6_s25_AB04 0 11.720907
mcs30_m3Dr6_s25_AB05 0 10.127176
mcs30_m3Dr6_s25_AB06 0 8.223935
mcs30_m3Dr6_s25_AB07 0 12.442144
mcs30_m3Dr6_s25_AB08 0 17.655228
mcs30_m3Dr6_s25_AB09 0 12.616625
mcs30_m3Dr6_s30_AB00 0 68.202736
mcs30_m3Dr6_s30_AB01 0 576.324036
mcs30_m3Dr6_s30_AB02 0 59.208992
mcs30_m3Dr6_s30_AB03 0 142.500732
mcs30_m3Dr6_s30_AB04 0 184.783234
mcs30_m3Dr6_s30_AB05 0 176.830841
mcs30_m3Dr6_s30_AB06 0 162.484253
mcs30_m3Dr6_s30_AB07 0 289.487915
mcs30_m3Dr6_s30_AB08 0 130.566269
mcs30_m3Dr6_s30_AB09 0 153.033630
mcs30_m3Dr6_s40_AB00 0 1000.000000
mcs30_m3Dr6_s40_AB01 0 1000.000061
mcs30_m3Dr6_s40_AB02 0 1000.000000
mcs30_m3Dr6_s40_AB03 0 1000.000000
mcs30_m3Dr6_s40_AB04 0 1000.000000
mcs30_m3Dr6_s40_AB05 0 1000.000000
mcs30_m3Dr6_s40_AB06 0 1000.000000
mcs30_m3Dr6_s40_AB07 0 1000.000000
mcs30_m3Dr6_s40_AB08 0 1000.000000
mcs30_m3Dr6_s40_AB09 0 1000.000000
mcs30_m4D_s50_AB00 0 1000.000000
mcs30_m4D_s50_AB01 0 1000.000061
mcs30_m4D_s50_AB02 0 1000.000000
mcs30_m4D_s50_AB03 0 1000.000061
mcs30_m4D_s50_AB04 0 1000.000061
mcs30_m4D_s50_AB05 0 1000.000061
mcs30_m4D_s50_AB06 0 1000.000000
mcs30_m4D_s50_AB07 0 1000.000061
mcs30_m4D_s50_AB08 0 1000.000061
mcs30_m4D_s50_AB09 0 1000.000000
mcs30_m4Dr2_s50_AB00 0 1000.000000
mcs30_m4Dr2_s50_AB01 0 1000.000061
mcs30_m4Dr2_s50_AB02 0 1000.000061
mcs30_m4Dr2_s50_AB03 0 1000.000061
mcs30_m4Dr2_s50_AB04 0 1000.000000
mcs30_m4Dr2_s50_AB05 0 1000.000061
mcs30_m4Dr2_s50_AB06 0 1000.000000
mcs30_m4Dr2_s50_AB07 0 1000.000061
mcs30_m4Dr2_s50_AB08 0 1000.000061
mcs30_m4Dr2_s50_AB09 0 1000.000000
mcs30_m4Dr4_s50_AB00 0 1000.000000
mcs30_m4Dr4_s50_AB01 0 1000.000000
mcs30_m4Dr4_s50_AB02 0 1000.000061
mcs30_m4Dr4_s50_AB03 0 1000.000061
mcs30_m4Dr4_s50_AB04 0 1000.000000
mcs30_m4Dr4_s50_AB05 0 1000.000000
mcs30_m4Dr4_s50_AB06 0 1000.000061
mcs30_m4Dr4_s50_AB07 0 1000.000061
mcs30_m4Dr4_s50_AB08 0 1000.000000
mcs30_m4Dr4_s50_AB09 0 1000.000000
mcs30_m4Dr6_s50_AB00 0 1000.000061
mcs30_m4Dr6_s50_AB01 0 1000.000000
mcs30_m4Dr6_s50_AB02 0 1000.000000
mcs30_m4Dr6_s50_AB03 0 1000.000000
mcs30_m4Dr6_s50_AB04 0 1000.000061
mcs30_m4Dr6_s50_AB05 0 1000.000000
mcs30_m4Dr6_s50_AB06 0 1000.000061
mcs30_m4Dr6_s50_AB07 0 1000.000061
mcs30_m4Dr6_s50_AB08 0 1000.000061
mcs30_m4Dr6_s50_AB09 0 1000.000061
mcs30_r005_s20_AB00 0 1.409544
mcs30_r005_s20_AB01 0 1.445199
mcs30_r005_s20_AB02 0 0.113243
mcs30_r005_s20_AB03 0 0.142228
mcs30_r005_s20_AB04 0 0.818303
mcs30_r005_s20_AB05 0 0.299125
mcs30_r005_s20_AB06 0 0.658025
mcs30_r005_s20_AB07 0 0.143816
mcs30_r005_s20_AB08 0 0.247217
mcs30_r005_s20_AB09 0 0.143665
mcs30_r005_s25_AB00 0 7.794845
mcs30_r005_s25_AB01 0 5.483933
mcs30_r005_s25_AB02 0 0.700131
mcs30_r005_s25_AB03 0 2.171394
mcs30_r005_s25_AB04 0 4.023347
mcs30_r005_s25_AB05 0 3.668292
mcs30_r005_s25_AB06 0 26.424889
mcs30_r005_s25_AB07 0 2.435761
mcs30_r005_s25_AB08 0 1.699444
mcs30_r005_s25_AB09 0 1.332248
mcs30_r005_s30_AB00 0 18.017618
mcs30_r005_s30_AB01 0 220.194366
mcs30_r005_s30_AB02 0 40.689865
mcs30_r005_s30_AB03 0 31.254688
mcs30_r005_s30_AB04 0 26.144789
mcs30_r005_s30_AB05 0 41.258347
mcs30_r005_s30_AB06 0 1000.000000
mcs30_r005_s30_AB07 0 980.280212
mcs30_r005_s30_AB08 0 41.636887
mcs30_r005_s30_AB09 0 188.424133
mcs30_r005_s35_AB00 0 744.727844
mcs30_r005_s35_AB01 0 1000.000000
mcs30_r005_s35_AB02 0 904.252197
mcs30_r005_s35_AB03 0 1000.000000
mcs30_r005_s35_AB04 0 785.734680
mcs30_r005_s35_AB05 0 1000.000000
mcs30_r005_s35_AB06 0 1000.000000
mcs30_r005_s35_AB07 0 1000.000061
mcs30_r005_s35_AB08 0 683.915527
mcs30_r005_s35_AB09 0 419.582764
mcs30_r005_s40_AB00 0 1000.000000
mcs30_r005_s40_AB01 0 1000.000000
mcs30_r005_s40_AB02 0 1000.000000
mcs30_r005_s40_AB03 0 1000.000000
mcs30_r005_s40_AB04 0 1000.000000
mcs30_r005_s40_AB05 0 1000.000061
mcs30_r005_s40_AB06 0 1000.000000
mcs30_r005_s40_AB07 0 1000.000000
mcs30_r005_s40_AB08 0 1000.000000
mcs30_r005_s40_AB09 0 1000.000000
mcs30_r005_s50_AB00 0 1000.000000
mcs30_r005_s50_AB01 0 1000.000000
mcs30_r005_s50_AB02 0 1000.000000
mcs30_r005_s50_AB03 0 1000.000000
mcs30_r005_s50_AB04 0 1000.000061
mcs30_r005_s50_AB05 0 1000.000061
mcs30_r005_s50_AB06 0 1000.000000
mcs30_r005_s50_AB07 0 1000.000061
mcs30_r005_s50_AB08 0 1000.000000
mcs30_r005_s50_AB09 0 1000.000000
mcs30_r01_s10_AB00 0 0.001014
mcs30_r01_s10_AB01 0 0.001947
mcs30_r01_s10_AB02 0 0.001810
mcs30_r01_s10_AB03 0 0.001424
mcs30_r01_s10_AB04 0 0.000811
mcs30_r01_s10_AB05 0 0.000888
mcs30_r01_s10_AB06 0 0.000869
mcs30_r01_s10_AB07 0 0.000932
mcs30_r01_s10_AB08 0 0.001478
mcs30_r01_s10_AB09 0 0.001905
mcs30_r01_s15_AB00 0 0.016598
mcs30_r01_s15_AB01 0 0.030945
mcs30_r01_s15_AB02 0 0.022197
mcs30_r01_s15_AB03 0 0.017174
mcs30_r01_s15_AB04 0 0.018257
mcs30_r01_s15_AB05 0 0.031983
mcs30_r01_s15_AB06 0 0.017086
mcs30_r01_s15_AB07 0 0.008943
mcs30_r01_s15_AB08 0 0.031239
mcs30_r01_s15_AB09 0 0.030247
mcs30_r01_s20_AB00 0 0.407293
mcs30_r01_s20_AB01 0 0.369931
mcs30_r01_s20_AB02 0 0.371990
mcs30_r01_s20_AB03 0 0.260348
mcs30_r01_s20_AB04 0 0.221676
mcs30_r01_s20_AB05 0 0.161000
mcs30_r01_s20_AB06 0 0.486488
mcs30_r01_s20_AB07 0 0.301922
mcs30_r01_s20_AB08 0 0.855920
mcs30_r01_s20_AB09 0 0.777852
mcs30_r01_s25_AB00 0 14.422225
mcs30_r01_s25_AB01 0 9.424215
mcs30_r01_s25_AB02 0 7.516960
mcs30_r01_s25_AB03 0 18.774624
mcs30_r01_s25_AB04 0 7.378828
mcs30_r01_s25_AB05 0 17.151373
mcs30_r01_s25_AB06 0 21.502085
mcs30_r01_s25_AB07 0 22.021805
mcs30_r01_s25_AB08 0 6.862111
mcs30_r01_s25_AB09 0 7.818974
mcs30_r01_s30_AB00 0 314.107361
mcs30_r01_s30_AB01 0 328.194458
mcs30_r01_s30_AB02 0 209.406158
mcs30_r01_s30_AB03 0 329.002045
mcs30_r01_s30_AB04 0 242.256989
mcs30_r01_s30_AB05 0 165.389542
mcs30_r01_s30_AB06 0 182.327148
mcs30_r01_s30_AB07 0 358.960022
mcs30_r01_s30_AB08 0 318.992584
mcs30_r01_s30_AB09 0 433.957794
mcs30_r01_s35_AB00 0 1000.000000
mcs30_r01_s35_AB01 0 1000.000000
mcs30_r01_s35_AB02 0 1000.000000
mcs30_r01_s35_AB03 0 1000.000000
mcs30_r01_s35_AB04 0 1000.000000
mcs30_r01_s35_AB05 0 1000.000000
mcs30_r01_s35_AB06 0 1000.000000
mcs30_r01_s35_AB07 0 1000.000000
mcs30_r01_s35_AB08 0 1000.000000
mcs30_r01_s35_AB09 0 1000.000000
mcs30_r01_s40_AB00 0 1000.000000
mcs30_r01_s40_AB01 0 1000.000000
mcs30_r01_s40_AB02 0 1000.000000
mcs30_r01_s40_AB03 0 1000.000000
mcs30_r01_s40_AB04 0 1000.000000
mcs30_r01_s40_AB05 0 1000.000000
mcs30_r01_s40_AB06 0 1000.000000
mcs30_r01_s40_AB07 0 1000.000000
mcs30_r01_s40_AB08 0 1000.000000
mcs30_r01_s40_AB09 0 1000.000000
mcs30_r01_s50_AB00 0 1000.000061
mcs30_r01_s50_AB01 0 1000.000000
mcs30_r01_s50_AB02 0 1000.000000
mcs30_r01_s50_AB03 0 1000.000000
mcs30_r01_s50_AB04 0 1000.000000
mcs30_r01_s50_AB05 0 1000.000000
mcs30_r01_s50_AB06 0 1000.000000
mcs30_r01_s50_AB07 0 1000.000000
mcs30_r01_s50_AB08 0 1000.000000
mcs30_r01_s50_AB09 0 1000.000000
mcs30_r02_s10_AB00 0 0.002482
mcs30_r02_s10_AB01 0 0.001295
mcs30_r02_s10_AB02 0 0.001056
mcs30_r02_s10_AB03 0 0.003124
mcs30_r02_s10_AB04 0 0.001887
mcs30_r02_s10_AB05 0 0.001258
mcs30_r02_s10_AB06 0 0.001465
mcs30_r02_s10_AB07 0 0.002033
mcs30_r02_s10_AB08 0 0.001246
mcs30_r02_s10_AB09 0 0.002216
mcs30_r02_s15_AB00 0 0.038327
mcs30_r02_s15_AB01 0 0.048925
mcs30_r02_s15_AB02 0 0.030403
mcs30_r02_s15_AB03 0 0.035021
mcs30_r02_s15_AB04 0 0.043855
mcs30_r02_s15_AB05 0 0.028017
mcs30_r02_s15_AB06 0 0.028408
mcs30_r02_s15_AB07 0 0.063883
mcs30_r02_s15_AB08 0 0.035107
mcs30_r02_s15_AB09 0 0.023588
mcs30_r02_s20_AB00 0 1.319897
mcs30_r02_s20_AB01 0 0.731246
mcs30_r02_s20_AB02 0 1.071219
mcs30_r02_s20_AB03 0 1.087901
mcs30_r02_s20_AB04 0 0.708633
mcs30_r02_s20_AB05 0 1.176231
mcs30_r02_s20_AB06 0 0.859667
mcs30_r02_s20_AB07 0 0.805209
mcs30_r02_s20_AB08 0 1.130138
mcs30_r02_s20_AB09 0 0.801044
mcs30_r02_s25_AB00 0 12.106665
mcs30_r02_s25_AB01 0 27.857023
mcs30_r02_s25_AB02 0 29.217588
mcs30_r02_s25_AB03 0 23.219988
mcs30_r02_s25_AB04 0 22.775238
mcs30_r02_s25_AB05 0 20.810364
mcs30_r02_s25_AB06 0 27.988581
mcs30_r02_s25_AB07 0 25.465992
mcs30_r02_s25_AB08 0 22.737707
mcs30_r02_s25_AB09 0 25.533072
mcs30_r02_s30_AB00 0 454.823822
mcs30_r02_s30_AB01 0 355.671570
mcs30_r02_s30_AB02 0 284.220337
mcs30_r02_s30_AB03 0 520.163330
mcs30_r02_s30_AB04 0 430.084961
mcs30_r02_s30_AB05 0 710.653137
mcs30_r02_s30_AB06 0 289.964294
mcs30_r02_s30_AB07 0 422.808960
mcs30_r02_s30_AB08 0 519.150024
mcs30_r02_s30_AB09 0 528.820923
mcs30_r02_s35_AB00 0 1000.000000
mcs30_r02_s35_AB01 0 1000.000000
mcs30_r02_s35_AB02 0 1000.000061
mcs30_r02_s35_AB03 0 1000.000000
mcs30_r02_s35_AB04 0 1000.000000
mcs30_r02_s35_AB05 0 1000.000000
mcs30_r02_s35_AB06 0 1000.000000
mcs30_r02_s35_AB07 0 1000.000000
mcs30_r02_s35_AB08 0 1000.000000
mcs30_r02_s35_AB09 0 1000.000000
mcs30_r02_s40_AB00 0 1000.000000
mcs30_r02_s40_AB01 0 1000.000000
mcs30_r02_s40_AB02 0 1000.000000
mcs30_r02_s40_AB03 0 1000.000000
mcs30_r02_s40_AB04 0 1000.000000
mcs30_r02_s40_AB05 0 1000.000000
mcs30_r02_s40_AB06 0 1000.000000
mcs30_r02_s40_AB07 0 1000.000000
mcs30_r02_s40_AB08 0 1000.000000
mcs30_r02_s40_AB09 0 1000.000000
mcs30_r02_s50_AB00 0 1000.000000
mcs30_r02_s50_AB01 0 1000.000000
mcs30_r02_s50_AB02 0 1000.000000
mcs30_r02_s50_AB03 0 1000.000000
mcs30_r02_s50_AB04 0 1000.000000
mcs30_r02_s50_AB05 0 1000.000000
mcs30_r02_s50_AB06 0 1000.000000
mcs30_r02_s50_AB07 0 1000.000000
mcs30_r02_s50_AB08 0 1000.000000
mcs30_r02_s50_AB09 0 1000.000000
mcs50_b03_s10_AB00 0 0.001375
mcs50_b03_s10_AB01 0 0.001038
mcs50_b03_s10_AB02 0 0.001929
mcs50_b03_s10_AB03 0 0.001251
mcs50_b03_s10_AB04 0 0.001316
mcs50_b03_s10_AB05 0 0.002714
mcs50_b03_s10_AB06 0 0.001463
mcs50_b03_s10_AB07 0 0.001053
mcs50_b03_s10_AB08 0 0.001028
mcs50_b03_s10_AB09 0 0.001350
mcs50_b03_s15_AB00 0 0.020107
mcs50_b03_s15_AB01 0 0.013043
mcs50_b03_s15_AB02 0 0.009505
mcs50_b03_s15_AB03 0 0.012309
mcs50_b03_s15_AB04 0 0.027972
mcs50_b03_s15_AB05 0 0.006362
mcs50_b03_s15_AB06 0 0.029956
mcs50_b03_s15_AB07 0 0.013282
mcs50_b03_s15_AB08 0 0.015945
mcs50_b03_s15_AB09 0 0.016144
mcs50_b03_s20_AB00 0 0.226572
mcs50_b03_s20_AB01 0 0.224083
mcs50_b03_s20_AB02 0 0.490682
mcs50_b03_s20_AB03 0 0.151615
mcs50_b03_s20_AB04 0 0.312123
mcs50_b03_s20_AB05 0 0.121958
mcs50_b03_s20_AB06 0 0.068210
mcs50_b03_s20_AB07 0 0.428274
mcs50_b03_s20_AB08 0 0.073549
mcs50_b03_s20_AB09 0 0.117370
mcs50_b03_s25_AB00 0 3.923987
mcs50_b03_s25_AB01 0 2.199123
mcs50_b03_s25_AB02 0 9.588934
mcs50_b03_s25_AB03 0 2.896936
mcs50_b03_s25_AB04 0 14.603746
mcs50_b03_s25_AB05 0 1.444504
mcs50_b03_s25_AB06 0 5.840895
mcs50_b03_s25_AB07 0 2.902291
mcs50_b03_s25_AB08 0 3.788853
mcs50_b03_s25_AB09 0 2.856193
mcs50_b03_s30_AB00 0 93.932693
mcs50_b03_s30_AB01 0 30.103844
mcs50_b03_s30_AB02 0 14.170890
mcs50_b03_s30_AB03 0 148.281967
mcs50_b03_s30_AB04 0 58.981575
mcs50_b03_s30_AB05 0 652.860229
mcs50_b03_s30_AB06 0 98.548325
mcs50_b03_s30_AB07 0 51.856380
mcs50_b03_s30_AB08 0 42.762829
mcs50_b03_s30_AB09 0 58.782272
mcs50_b03_s35_AB00 0 1000.000000
mcs50_b03_s35_AB01 0 994.173096
mcs50_b03_s35_AB02 0 1000.000000
mcs50_b03_s35_AB03 0 1000.000000
mcs50_b03_s35_AB04 0 778.923218
mcs50_b03_s35_AB05 0 1000.000000
mcs50_b03_s35_AB06 0 210.323135
mcs50_b03_s35_AB07 0 362.324799
mcs50_b03_s35_AB08 0 735.810669
mcs50_b03_s35_AB09 0 1000.000000
mcs50_b03_s40_AB00 0 1000.000000
mcs50_b03_s40_AB01 0 1000.000000
mcs50_b03_s40_AB02 0 1000.000000
mcs50_b03_s40_AB03 0 1000.000000
mcs50_b03_s40_AB04 0 1000.000000
mcs50_b03_s40_AB05 0 1000.000000
mcs50_b03_s40_AB06 0 1000.000000
mcs50_b03_s40_AB07 0 1000.000000
mcs50_b03_s40_AB08 0 1000.000000
mcs50_b03_s40_AB09 0 1000.000000
mcs50_b03_s50_AB00 0 1000.000061
mcs50_b03_s50_AB01 0 1000.000000
mcs50_b03_s50_AB02 0 1000.000061
mcs50_b03_s50_AB03 0 1000.000000
mcs50_b03_s50_AB04 0 1000.000000
mcs50_b03_s50_AB05 0 1000.000000
mcs50_b03_s50_AB06 0 1000.000061
mcs50_b03_s50_AB07 0 1000.000000
mcs50_b03_s50_AB08 0 1000.000061
mcs50_b03_s50_AB09 0 1000.000000
mcs50_b03m_s10_AB00 0 0.000939
mcs50_b03m_s10_AB01 0 0.000797
mcs50_b03m_s10_AB02 0 0.001243
mcs50_b03m_s10_AB03 0 0.002534
mcs50_b03m_s10_AB04 0 0.001955
mcs50_b03m_s10_AB05 0 0.001436
mcs50_b03m_s10_AB06 0 0.001503
mcs50_b03m_s10_AB07 0 0.001575
mcs50_b03m_s10_AB08 0 0.001774
mcs50_b03m_s10_AB09 0 0.002024
mcs50_b03m_s15_AB00 0 0.019610
mcs50_b03m_s15_AB01 0 0.006609
mcs50_b03m_s15_AB02 0 0.045696
mcs50_b03m_s15_AB03 0 0.010771
mcs50_b03m_s15_AB04 0 0.010026
mcs50_b03m_s15_AB05 0 0.030829
mcs50_b03m_s15_AB06 0 0.025043
mcs50_b03m_s15_AB07 0 0.008396
mcs50_b03m_s15_AB08 0 0.020578
mcs50_b03m_s15_AB09 0 0.015304
mcs50_b03m_s20_AB00 0 0.100060
mcs50_b03m_s20_AB01 0 0.038488
mcs50_b03m_s20_AB02 0 0.235699
mcs50_b03m_s20_AB03 0 0.259492
mcs50_b03m_s20_AB04 0 0.594564
mcs50_b03m_s20_AB05 0 0.055938
mcs50_b03m_s20_AB06 0 0.443699
mcs50_b03m_s20_AB07 0 0.297228
mcs50_b03m_s20_AB08 0 0.167201
mcs50_b03m_s20_AB09 0 0.545950
mcs50_b03m_s25_AB00 0 1.408336
mcs50_b03m_s25_AB01 0 5.711824
mcs50_b03m_s25_AB02 0 8.854114
mcs50_b03m_s25_AB03 0 12.181123
mcs50_b03m_s25_AB04 0 5.400550
mcs50_b03m_s25_AB05 0 0.889104
mcs50_b03m_s25_AB06 0 2.857301
mcs50_b03m_s25_AB07 0 0.482976
mcs50_b03m_s25_AB08 0 0.816992
mcs50_b03m_s25_AB09 0 0.840330
mcs50_b03m_s30_AB00 0 18.344048
mcs50_b03m_s30_AB01 0 62.060017
mcs50_b03m_s30_AB02 0 47.524410
mcs50_b03m_s30_AB03 0 163.797577
mcs50_b03m_s30_AB04 0 103.332680
mcs50_b03m_s30_AB05 0 262.682953
mcs50_b03m_s30_AB06 0 790.008423
mcs50_b03m_s30_AB07 0 30.335451
mcs50_b03m_s30_AB08 0 19.554235
mcs50_b03m_s30_AB09 0 57.850132
mcs50_b03m_s35_AB00 0 237.339951
mcs50_b03m_s35_AB01 0 943.985229
mcs50_b03m_s35_AB02 0 700.104614
mcs50_b03m_s35_AB03 0 1000.000000
mcs50_b03m_s35_AB04 0 1000.000061
mcs50_b03m_s35_AB05 0 101.476936
mcs50_b03m_s35_AB06 0 212.003799
mcs50_b03m_s35_AB07 0 1000.000000
mcs50_b03m_s35_AB08 0 377.490234
mcs50_b03m_s35_AB09 0 1000.000000
mcs50_b03m_s40_AB00 0 1000.000000
mcs50_b03m_s40_AB01 0 1000.000000
mcs50_b03m_s40_AB02 0 1000.000000
mcs50_b03m_s40_AB03 0 1000.000000
mcs50_b03m_s40_AB04 0 1000.000000
mcs50_b03m_s40_AB05 0 1000.000000
mcs50_b03m_s40_AB06 0 1000.000000
