instance family
mcs30_b09m_s40_AB02 0 1000000
mcs30_b09m_s40_AB03 0 1000000
mcs30_b09m_s40_AB04 0 1000000
mcs30_b09m_s40_AB05 0 1000001
mcs30_b09m_s40_AB06 0 1000000
mcs30_b09m_s40_AB07 0 1000000
mcs30_b09m_s40_AB08 0 1000000
mcs30_b09m_s40_AB09 0 1000000
mcs30_b09m_s50_AB00 0 1000001
mcs30_b09m_s50_AB01 0 1000000
mcs30_b09m_s50_AB02 0 1000000
mcs30_b09m_s50_AB03 0 1000000
mcs30_b09m_s50_AB04 0 1000000
mcs30_b09m_s50_AB05 0 1000001
mcs30_b09m_s50_AB06 0 1000000
mcs30_b09m_s50_AB07 0 1000000
mcs30_b09m_s50_AB08 0 1000001
mcs30_b09m_s50_AB09 0 1000001
mcs30_m2D_s30_AB00 0 290560
mcs30_m2D_s30_AB01 0 236226
mcs30_m2D_s30_AB02 0 1000000
mcs30_m2D_s30_AB03 0 280876
mcs30_m2D_s30_AB04 0 147565
mcs30_m2D_s30_AB05 0 499218
mcs30_m2D_s30_AB06 0 1000000
mcs30_m2D_s30_AB07 0 481853
mcs30_m2D_s30_AB08 0 531044
mcs30_m2D_s30_AB09 0 762022
mcs30_m2D_s50_AB00 0 1000001
mcs30_m2D_s50_AB01 0 1000001
mcs30_m2D_s50_AB02 0 1000000
mcs30_m2D_s50_AB03 0 1000001
mcs30_m2D_s50_AB04 0 1000001
mcs30_m2D_s50_AB05 0 1000001
mcs30_m2D_s50_AB06 0 1000000
mcs30_m2D_s50_AB07 0 1000001
mcs30_m2D_s50_AB08 0 1000001
mcs30_m2D_s50_AB09 0 1000001
mcs30_m2Dr2_s30_AB00 0 402630
mcs30_m2Dr2_s30_AB01 0 1000000
mcs30_m2Dr2_s30_AB02 0 164089
mcs30_m2Dr2_s30_AB03 0 143059
mcs30_m2Dr2_s30_AB04 0 1000000
mcs30_m2Dr2_s30_AB05 0 940649
mcs30_m2Dr2_s30_AB06 0 366610
mcs30_m2Dr2_s30_AB07 0 1000000
mcs30_m2Dr2_s30_AB08 0 470126
mcs30_m2Dr2_s30_AB09 0 20982
mcs30_m2Dr2_s50_AB00 0 1000000
mcs30_m2Dr2_s50_AB01 0 1000000
mcs30_m2Dr2_s50_AB02 0 1000001
mcs30_m2Dr2_s50_AB03 0 1000001
mcs30_m2Dr2_s50_AB04 0 1000001
mcs30_m2Dr2_s50_AB05 0 1000001
mcs30_m2Dr2_s50_AB06 0 1000001
mcs30_m2Dr2_s50_AB07 0 1000001
mcs30_m2Dr2_s50_AB08 0 1000000
mcs30_m2Dr2_s50_AB09 0 1000001
mcs30_m2Dr4_s30_AB00 0 424175
mcs30_m2Dr4_s30_AB01 0 379000
mcs30_m2Dr4_s30_AB02 0 846949
mcs30_m2Dr4_s30_AB03 0 478751
mcs30_m2Dr4_s30_AB04 0 406346
mcs30_m2Dr4_s30_AB05 0 94388
mcs30_m2Dr4_s30_AB06 0 196172
mcs30_m2Dr4_s30_AB07 0 36985
mcs30_m2Dr4_s30_AB08 0 738790
mcs30_m2Dr4_s30_AB09 0 819617
mcs30_m2Dr4_s50_AB00 0 1000001
mcs30_m2Dr4_s50_AB01 0 1000001
mcs30_m2Dr4_s50_AB02 0 1000001
