instance clique cp-fc james-cpp-max
mcs30_m3D_s40_AB06 9600 2688056.000000 2253148
mcs30_m3D_s40_AB07 89598 1883065.000000 828529
mcs30_m3D_s40_AB08 436206 2513148.000000 986021
mcs30_m3D_s40_AB09 99128 726879.000000 955187
mcs30_m3Dr2_s25_AB00 815 14514.000000 5192
mcs30_m3Dr2_s25_AB01 1475 19220.000000 8214
mcs30_m3Dr2_s25_AB02 2815 60924.000000 19865
mcs30_m3Dr2_s25_AB03 2335 22429.000000 10906
mcs30_m3Dr2_s25_AB04 867 17476.000000 8607
mcs30_m3Dr2_s25_AB05 4435 70357.000000 18764
mcs30_m3Dr2_s25_AB06 2929 42687.000000 3402
mcs30_m3Dr2_s25_AB07 2063 47622.000000 15905
mcs30_m3Dr2_s25_AB08 7695 69638.000000 49518
mcs30_m3Dr2_s25_AB09 4343 29278.000000 24421
mcs30_m3Dr2_s30_AB00 4117 27940.000000 5224
mcs30_m3Dr2_s30_AB01 1786 40801.000000 32930
mcs30_m3Dr2_s30_AB02 470 17936.000000 5206
mcs30_m3Dr2_s30_AB03 281 1954.000000 1213
mcs30_m3Dr2_s30_AB04 1846 30228.000000 21100
mcs30_m3Dr2_s30_AB05 172 14991.000000 3648
mcs30_m3Dr2_s30_AB06 1198 40949.000000 11182
mcs30_m3Dr2_s30_AB07 2931 77070.000000 42346
mcs30_m3Dr2_s30_AB08 216 4635.000000 510
mcs30_m3Dr2_s30_AB09 533 42835.000000 24929
mcs30_m3Dr2_s40_AB00 14947 1590252.000000 348293
mcs30_m3Dr2_s40_AB01 71573 6382532.000000 2112262
mcs30_m3Dr2_s40_AB02 471650 3211450.000000 600050
mcs30_m3Dr2_s40_AB03 373269 2586893.000000 1542535
mcs30_m3Dr2_s40_AB04 72971 771461.000000 651886
mcs30_m3Dr2_s40_AB05 54862 737804.000000 154512
mcs30_m3Dr2_s40_AB06 8324 660162.000000 321959
mcs30_m3Dr2_s40_AB07 8128 1223631.000000 248506
mcs30_m3Dr2_s40_AB08 209167 3141563.000000 3499566
mcs30_m3Dr2_s40_AB09 67518 3667114.000000 526492
mcs30_m3Dr4_s25_AB00 559 11768.000000 8355
mcs30_m3Dr4_s25_AB01 1037 22625.000000 11555
mcs30_m3Dr4_s25_AB02 1402 18430.000000 11645
mcs30_m3Dr4_s25_AB03 850 23470.000000 8854
mcs30_m3Dr4_s25_AB04 2678 55319.000000 41988
mcs30_m3Dr4_s25_AB05 654 19986.000000 13233
mcs30_m3Dr4_s25_AB06 935 28021.000000 6500
mcs30_m3Dr4_s25_AB07 2751 37402.000000 14989
mcs30_m3Dr4_s25_AB08 438 8042.000000 6764
mcs30_m3Dr4_s25_AB09 143 5038.000000 3551
mcs30_m3Dr4_s30_AB00 650 37936.000000 33980
mcs30_m3Dr4_s30_AB01 7342 32342.000000 34211
mcs30_m3Dr4_s30_AB02 154 9180.000000 7475
mcs30_m3Dr4_s30_AB03 11306 13381.000000 8437
mcs30_m3Dr4_s30_AB04 298 9066.000000 6358
mcs30_m3Dr4_s30_AB05 1634 39745.000000 16670
mcs30_m3Dr4_s30_AB06 319 21688.000000 26291
mcs30_m3Dr4_s30_AB07 551 9027.000000 7914
mcs30_m3Dr4_s30_AB08 209 42728.000000 14974
mcs30_m3Dr4_s30_AB09 225 30480.000000 15319
mcs30_m3Dr4_s40_AB00 16234 825563.000000 380760
mcs30_m3Dr4_s40_AB01 45705 565376.000000 304233
mcs30_m3Dr4_s40_AB02 177525 1732333.000000 264406
mcs30_m3Dr4_s40_AB03 161988 1338039.000000 296964
mcs30_m3Dr4_s40_AB04 42522 2359317.000000 801124
mcs30_m3Dr4_s40_AB05 28977 1244159.000000 223358
mcs30_m3Dr4_s40_AB06 56940 5104151.000000 2007908
mcs30_m3Dr4_s40_AB07 46511 2080202.000000 599862
mcs30_m3Dr4_s40_AB08 211501 2125453.000000 1510019
mcs30_m3Dr4_s40_AB09 61713 568625.000000 451255
mcs30_m3Dr6_s25_AB00 604 11190.000000 8942
mcs30_m3Dr6_s25_AB01 1332 26149.000000 20888
mcs30_m3Dr6_s25_AB02 7357 13760.000000 6976
mcs30_m3Dr6_s25_AB03 4282 14852.000000 13914
mcs30_m3Dr6_s25_AB04 1560 69107.000000 13153
mcs30_m3Dr6_s25_AB05 481 23983.000000 11525
mcs30_m3Dr6_s25_AB06 972 17902.000000 11221
mcs30_m3Dr6_s25_AB07 1064 33955.000000 9672
mcs30_m3Dr6_s25_AB08 1546 40934.000000 25060
mcs30_m3Dr6_s25_AB09 658 6568.000000 4325
mcs30_m3Dr6_s30_AB00 150 7600.000000 5963
mcs30_m3Dr6_s30_AB01 214 23452.000000 7372
mcs30_m3Dr6_s30_AB02 690 15413.000000 12912
mcs30_m3Dr6_s30_AB03 908 38306.000000 19345
mcs30_m3Dr6_s30_AB04 1205 19345.000000 10415
mcs30_m3Dr6_s30_AB05 478 9997.000000 6722
mcs30_m3Dr6_s30_AB06 238 4205.000000 6128
mcs30_m3Dr6_s30_AB07 3342 26364.000000 18022
mcs30_m3Dr6_s30_AB08 288 17938.000000 6288
mcs30_m3Dr6_s30_AB09 2298 7154.000000 4113
mcs30_m3Dr6_s40_AB00 79875 603367.000000 600030
mcs30_m3Dr6_s40_AB01 16692 1310143.000000 925986
mcs30_m3Dr6_s40_AB02 11147 730800.000000 554826
mcs30_m3Dr6_s40_AB03 13159 535676.000000 138462
mcs30_m3Dr6_s40_AB04 31752 1234707.000000 370737
mcs30_m3Dr6_s40_AB05 9050 667622.000000 486280
mcs30_m3Dr6_s40_AB06 297367 1900205.000000 1323687
mcs30_m3Dr6_s40_AB07 98136 1095324.000000 475106
mcs30_m3Dr6_s40_AB08 57659 563608.000000 75226
mcs30_m3Dr6_s40_AB09 49649 758837.000000 717789
mcs30_r005_s20_AB00 71 747.000000 236
mcs30_r005_s20_AB01 1230 4755.000000 4491
mcs30_r005_s20_AB02 467 2927.000000 1549
mcs30_r005_s20_AB03 172 2478.000000 2108
mcs30_r005_s20_AB04 26 6292.000000 3507
mcs30_r005_s20_AB05 3760 2866.000000 2899
mcs30_r005_s20_AB06 241 28703.000000 7362
mcs30_r005_s20_AB07 2881 4246.000000 5936
mcs30_r005_s20_AB08 442 13076.000000 995
mcs30_r005_s20_AB09 2664 6403.000000 6000
mcs30_r005_s25_AB00 4228 80537.000000 39855
mcs30_r005_s25_AB01 4534 44502.000000 34359
mcs30_r005_s25_AB02 44094 119061.000000 127524
mcs30_r005_s25_AB03 9909 48127.000000 43622
mcs30_r005_s25_AB04 61392 176289.000000 132633
mcs30_r005_s25_AB05 3466 16631.000000 19573
mcs30_r005_s25_AB06 44532 77939.000000 279861
mcs30_r005_s25_AB07 92106 218256.000000 202613
mcs30_r005_s25_AB08 9792 73882.000000 36326
mcs30_r005_s25_AB09 15231 12871.000000 10741
mcs30_r005_s30_AB00 32607 57591.000000 27198
mcs30_r005_s30_AB01 6296 53588.000000 28362
mcs30_r005_s30_AB02 1021 60338.000000 22509
mcs30_r005_s30_AB03 888 33612.000000 8752
mcs30_r005_s30_AB04 103 1310.000000 770
mcs30_r005_s30_AB05 766 15719.000000 2001
mcs30_r005_s30_AB06 206 18586.000000 25283
mcs30_r005_s30_AB07 4223 67681.000000 30183
mcs30_r005_s30_AB08 5079 110659.000000 69465
mcs30_r005_s30_AB09 1305 37904.000000 22919
mcs30_r005_s35_AB00 114343 241965.000000 175774
mcs30_r005_s35_AB01 8245 1147523.000000 322700
mcs30_r005_s35_AB02 28172 521674.000000 379006
mcs30_r005_s35_AB03 234846 680364.000000 1527981
mcs30_r005_s35_AB04 14635 111479.000000 88960
mcs30_r005_s35_AB05 679 130830.000000 3269
mcs30_r005_s35_AB06 8926 235163.000000 66900
mcs30_r005_s35_AB07 207671 246373.000000 12666
mcs30_r005_s35_AB08 5176 360815.000000 197204
mcs30_r005_s35_AB09 941 506297.000000 171995
mcs30_r005_s40_AB00 50078 3311479.000000 246655
mcs30_r005_s40_AB01 82939 5926125.000000 7199616
mcs30_r005_s40_AB02 200118 5838507.000000 3355409
mcs30_r005_s40_AB03 41832 1532301.000000 844471
mcs30_r005_s40_AB04 29281 2225035.000000 1306460
mcs30_r005_s40_AB05 152825 1469703.000000 1168236
mcs30_r005_s40_AB06 561188 826835.000000 662764
mcs30_r005_s40_AB07 85184 991197.000000 1020944
mcs30_r005_s40_AB08 51390 953409.000000 1080606
mcs30_r005_s40_AB09 111954 323323.000000 414988
mcs30_r01_s10_AB00 24 48.000000 34
mcs30_r01_s10_AB01 52 143.000000 57
mcs30_r01_s10_AB02 15 51.000000 34
mcs30_r01_s10_AB03 36 133.000000 162
mcs30_r01_s10_AB04 15 227.000000 198
mcs30_r01_s10_AB05 11 169.000000 68
mcs30_r01_s10_AB06 25 65.000000 48
mcs30_r01_s10_AB07 20 123.000000 86
mcs30_r01_s10_AB08 29 119.000000 112
mcs30_r01_s10_AB09 38 187.000000 127
mcs30_r01_s15_AB00 228 2961.000000 2780
mcs30_r01_s15_AB01 183 1378.000000 636
mcs30_r01_s15_AB02 364 2094.000000 520
mcs30_r01_s15_AB03 498 2863.000000 1503
mcs30_r01_s15_AB04 63 1147.000000 466
mcs30_r01_s15_AB05 404 997.000000 982
mcs30_r01_s15_AB06 329 877.000000 697
mcs30_r01_s15_AB07 280 2214.000000 1054
mcs30_r01_s15_AB08 282 2480.000000 1124
mcs30_r01_s15_AB09 221 1151.000000 317
mcs30_r01_s20_AB00 50 4538.000000 1319
mcs30_r01_s20_AB01 258 655.000000 1058
mcs30_r01_s20_AB02 128 2189.000000 4203
mcs30_r01_s20_AB03 482 3018.000000 1278
mcs30_r01_s20_AB04 55 567.000000 718
mcs30_r01_s20_AB05 369 1512.000000 1054
mcs30_r01_s20_AB06 293 4598.000000 2220
mcs30_r01_s20_AB07 702 2821.000000 2140
mcs30_r01_s20_AB08 146 1603.000000 956
mcs30_r01_s20_AB09 351 1996.000000 1926
mcs30_r01_s25_AB00 3631 21903.000000 16367
mcs30_r01_s25_AB01 857 17165.000000 5786
mcs30_r01_s25_AB02 7032 16590.000000 11266
mcs30_r01_s25_AB03 4997 10783.000000 10158
mcs30_r01_s25_AB04 1571 12950.000000 16687
mcs30_r01_s25_AB05 1093 10256.000000 10210
mcs30_r01_s25_AB06 1851 7477.000000 11989
mcs30_r01_s25_AB07 1228 26172.000000 24060
mcs30_r01_s25_AB08 1948 38182.000000 18486
mcs30_r01_s25_AB09 2833 36018.000000 31677
mcs30_r01_s30_AB00 160 18425.000000 5821
mcs30_r01_s30_AB01 776 9309.000000 6085
mcs30_r01_s30_AB02 472 10289.000000 3423
mcs30_r01_s30_AB03 371 5188.000000 2839
mcs30_r01_s30_AB04 320 16047.000000 4950
mcs30_r01_s30_AB05 201 8938.000000 4790
mcs30_r01_s30_AB06 390 5174.000000 3367
mcs30_r01_s30_AB07 425 8646.000000 4354
mcs30_r01_s30_AB08 529 19510.000000 12101
mcs30_r01_s30_AB09 108 19373.000000 8563
mcs30_r01_s35_AB00 1645 34677.000000 33054
mcs30_r01_s35_AB01 901 42313.000000 15376
mcs30_r01_s35_AB02 1255 70286.000000 26514
mcs30_r01_s35_AB03 6680 77438.000000 58832
mcs30_r01_s35_AB04 982 24192.000000 17687
mcs30_r01_s35_AB05 5980 40590.000000 24172
mcs30_r01_s35_AB06 1305 12972.000000 13327
mcs30_r01_s35_AB07 3778 42898.000000 19308
mcs30_r01_s35_AB08 2309 32337.000000 13571
mcs30_r01_s35_AB09 1919 67828.000000 41849
mcs30_r01_s40_AB00 10670 367452.000000 198231
mcs30_r01_s40_AB01 11201 173037.000000 75700
mcs30_r01_s40_AB02 8265 441008.000000 220941
mcs30_r01_s40_AB03 8626 138690.000000 107228
mcs30_r01_s40_AB04 24023 270090.000000 146215
mcs30_r01_s40_AB05 2156 84268.000000 33132
mcs30_r01_s40_AB06 2414 87697.000000 49253
mcs30_r01_s40_AB07 17847 351325.000000 184124
mcs30_r01_s40_AB08 17077 430729.000000 225981
mcs30_r01_s40_AB09 4704 173788.000000 109799
mcs30_r02_s10_AB00 52 183.000000 177
mcs30_r02_s10_AB01 12 107.000000 90
mcs30_r02_s10_AB02 30 179.000000 103
mcs30_r02_s10_AB03 27 213.000000 162
mcs30_r02_s10_AB04 21 201.000000 184
mcs30_r02_s10_AB05 25 254.000000 208
mcs30_r02_s10_AB06 32 204.000000 146
mcs30_r02_s10_AB07 30 201.000000 184
mcs30_r02_s10_AB08 23 132.000000 106
mcs30_r02_s10_AB09 31 185.000000 170
mcs30_r02_s15_AB00 168 1199.000000 922
mcs30_r02_s15_AB01 276 1897.000000 1588
mcs30_r02_s15_AB02 133 1455.000000 857
mcs30_r02_s15_AB03 151 1077.000000 1059
mcs30_r02_s15_AB04 150 1405.000000 509
mcs30_r02_s15_AB05 89 1518.000000 700
mcs30_r02_s15_AB06 287 1289.000000 1010
mcs30_r02_s15_AB07 202 1264.000000 1184
mcs30_r02_s15_AB08 211 2538.000000 1375
mcs30_r02_s15_AB09 143 796.000000 566
mcs30_r02_s20_AB00 111 1200.000000 881
mcs30_r02_s20_AB01 122 1533.000000 997
mcs30_r02_s20_AB02 350 3466.000000 2391
mcs30_r02_s20_AB03 156 1278.000000 1162
mcs30_r02_s20_AB04 75 780.000000 831
mcs30_r02_s20_AB05 54 966.000000 567
mcs30_r02_s20_AB06 80 623.000000 608
mcs30_r02_s20_AB07 49 1125.000000 330
mcs30_r02_s20_AB08 271 1481.000000 1371
mcs30_r02_s20_AB09 84 1670.000000 1627
mcs30_r02_s25_AB00 232 5506.000000 4656
mcs30_r02_s25_AB01 541 9319.000000 6450
mcs30_r02_s25_AB02 452 4753.000000 4088
mcs30_r02_s25_AB03 454 4726.000000 3479
mcs30_r02_s25_AB04 606 12093.000000 8595
mcs30_r02_s25_AB05 777 6625.000000 5510
mcs30_r02_s25_AB06 627 3226.000000 2864
mcs30_r02_s25_AB07 301 7695.000000 3743
mcs30_r02_s25_AB08 410 8564.000000 6429
mcs30_r02_s25_AB09 731 5027.000000 5440
mcs30_r02_s30_AB00 117 2514.000000 1634
mcs30_r02_s30_AB01 271 4318.000000 2678
mcs30_r02_s30_AB02 88 2609.000000 1508
mcs30_r02_s30_AB03 104 2132.000000 1515
mcs30_r02_s30_AB04 128 2138.000000 1370
mcs30_r02_s30_AB05 143 2279.000000 2515
mcs30_r02_s30_AB06 128 1786.000000 1597
mcs30_r02_s30_AB07 71 1455.000000 1437
mcs30_r02_s30_AB08 152 2461.000000 1877
mcs30_r02_s30_AB09 227 2629.000000 1873
mcs30_r02_s35_AB00 105 2807.000000 1659
mcs30_r02_s35_AB01 194 4389.000000 3718
mcs30_r02_s35_AB02 167 4954.000000 5104
mcs30_r02_s35_AB03 247 4979.000000 4134
mcs30_r02_s35_AB04 262 7201.000000 7784
mcs30_r02_s35_AB05 259 7220.000000 4989
mcs30_r02_s35_AB06 376 4753.000000 4133
mcs30_r02_s35_AB07 299 4060.000000 2887
mcs30_r02_s35_AB08 411 8252.000000 3451
mcs30_r02_s35_AB09 151 4173.000000 3965
mcs30_r02_s40_AB00 343 9104.000000 4376
mcs30_r02_s40_AB01 730 15034.000000 9313
mcs30_r02_s40_AB02 502 14054.000000 13183
mcs30_r02_s40_AB03 242 11728.000000 10834
mcs30_r02_s40_AB04 414 9269.000000 6236
mcs30_r02_s40_AB05 478 7828.000000 6828
mcs30_r02_s40_AB06 438 10374.000000 6899
mcs30_r02_s40_AB07 225 4901.000000 3170
mcs30_r02_s40_AB08 194 9125.000000 3853
mcs30_r02_s40_AB09 747 12042.000000 13625
mcs50_b03_s10_AB00 18 91.000000 64
mcs50_b03_s10_AB01 13 92.000000 63
mcs50_b03_s10_AB02 12 114.000000 58
mcs50_b03_s10_AB03 23 112.000000 83
mcs50_b03_s10_AB04 18 530.000000 194
mcs50_b03_s10_AB05 13 88.000000 56
mcs50_b03_s10_AB06 14 95.000000 117
mcs50_b03_s10_AB07 15 213.000000 213
mcs50_b03_s10_AB08 17 106.000000 78
mcs50_b03_s10_AB09 23 107.000000 104
mcs50_b03_s15_AB00 266 890.000000 607
mcs50_b03_s15_AB01 331 983.000000 709
mcs50_b03_s15_AB02 51 1384.000000 637
mcs50_b03_s15_AB03 59 763.000000 434
mcs50_b03_s15_AB04 63 2130.000000 458
mcs50_b03_s15_AB05 372 1322.000000 1064
mcs50_b03_s15_AB06 106 1098.000000 798
mcs50_b03_s15_AB07 250 1204.000000 1136
mcs50_b03_s15_AB08 92 730.000000 420
mcs50_b03_s15_AB09 128 548.000000 618
mcs50_b03_s20_AB00 27 2422.000000 733
mcs50_b03_s20_AB01 46 3164.000000 2507
mcs50_b03_s20_AB02 29 626.000000 1621
mcs50_b03_s20_AB03 37 961.000000 175
mcs50_b03_s20_AB04 98 619.000000 449
mcs50_b03_s20_AB05 29 1096.000000 773
mcs50_b03_s20_AB06 64 3232.000000 1609
mcs50_b03_s20_AB07 14 3081.000000 573
mcs50_b03_s20_AB08 17 1068.000000 685
mcs50_b03_s20_AB09 20 738.000000 648
mcs50_b03_s25_AB00 334 13695.000000 16411
mcs50_b03_s25_AB01 401 6031.000000 10756
mcs50_b03_s25_AB02 1773 11654.000000 1519
mcs50_b03_s25_AB03 1290 46940.000000 13840
mcs50_b03_s25_AB04 1461 15630.000000 19635
mcs50_b03_s25_AB05 872 24942.000000 16810
mcs50_b03_s25_AB06 1412 38897.000000 9100
mcs50_b03_s25_AB07 201 17232.000000 1762
mcs50_b03_s25_AB08 831 9331.000000 11576
mcs50_b03_s25_AB09 856 8062.000000 5391
mcs50_b03_s30_AB00 436 10782.000000 2044
mcs50_b03_s30_AB01 258 44359.000000 16088
mcs50_b03_s30_AB02 633 39369.000000 7229
mcs50_b03_s30_AB03 114 3893.000000 4899
mcs50_b03_s30_AB04 8208 248831.000000 17477
mcs50_b03_s30_AB05 92 4431.000000 1896
mcs50_b03_s30_AB06 111 10890.000000 3681
mcs50_b03_s30_AB07 883 10169.000000 5365
mcs50_b03_s30_AB08 131 40002.000000 46151
mcs50_b03_s30_AB09 841 20499.000000 8679
mcs50_b03_s35_AB00 424 1134563.000000 189228
mcs50_b03_s35_AB01 1751 699240.000000 232617
mcs50_b03_s35_AB02 7344 103921.000000 52480
mcs50_b03_s35_AB03 253 28583.000000 4542
mcs50_b03_s35_AB04 2972 22584.000000 14298
mcs50_b03_s35_AB05 3860 127697.000000 90262
mcs50_b03_s35_AB06 127 141525.000000 68039
mcs50_b03_s35_AB07 63 141803.000000 11233
mcs50_b03_s35_AB08 1590 152566.000000 27464
mcs50_b03_s35_AB09 963 78428.000000 118999
mcs50_b03_s40_AB00 2410 1854083.000000 455426
mcs50_b03_s40_AB01 2942 4733518.000000 171203
mcs50_b03_s40_AB02 994 548326.000000 202829
mcs50_b03_s40_AB03 14290 53983.000000 27679
mcs50_b03_s40_AB04 11228 960085.000000 180682
mcs50_b03_s40_AB05 965 662346.000000 267751
mcs50_b03_s40_AB06 9421 1289750.000000 836340
mcs50_b03_s40_AB07 3474 513066.000000 244552
mcs50_b03_s40_AB08 3227 2863880.000000 65583
mcs50_b03_s40_AB09 8005 3587351.000000 810322
mcs50_b03m_s10_AB00 12 92.000000 47
mcs50_b03m_s10_AB01 19 147.000000 141
mcs50_b03m_s10_AB02 26 145.000000 107
mcs50_b03m_s10_AB03 33 124.000000 127
mcs50_b03m_s10_AB04 7 217.000000 197
mcs50_b03m_s10_AB05 15 146.000000 171
mcs50_b03m_s10_AB06 21 135.000000 117
mcs50_b03m_s10_AB07 19 102.000000 78
mcs50_b03m_s10_AB08 17 213.000000 141
mcs50_b03m_s10_AB09 27 144.000000 94
mcs50_b03m_s15_AB00 119 1631.000000 1113
mcs50_b03m_s15_AB01 162 532.000000 606
mcs50_b03m_s15_AB02 255 742.000000 683
mcs50_b03m_s15_AB03 335 1341.000000 1073
mcs50_b03m_s15_AB04 424 1401.000000 1288
mcs50_b03m_s15_AB05 109 519.000000 551
mcs50_b03m_s15_AB06 296 789.000000 996
mcs50_b03m_s15_AB07 119 605.000000 939
mcs50_b03m_s15_AB08 368 1007.000000 961
mcs50_b03m_s15_AB09 268 128.000000 76
mcs50_b03m_s20_AB00 66 14872.000000 3786
mcs50_b03m_s20_AB01 61 600.000000 949
mcs50_b03m_s20_AB02 177 1140.000000 2406
mcs50_b03m_s20_AB03 20 3921.000000 5840
mcs50_b03m_s20_AB04 24 2303.000000 1242
mcs50_b03m_s20_AB05 860 1117.000000 861
mcs50_b03m_s20_AB06 211 1515.000000 529
mcs50_b03m_s20_AB07 35 1344.000000 485
mcs50_b03m_s20_AB08 1198 3525.000000 5694
mcs50_b03m_s20_AB09 25 961.000000 422
mcs50_b03m_s25_AB00 39366 11428.000000 10142
mcs50_b03m_s25_AB01 1323 23617.000000 16625
mcs50_b03m_s25_AB02 76 30661.000000 14637
mcs50_b03m_s25_AB03 208 9192.000000 5236
mcs50_b03m_s25_AB04 738 64163.000000 31652
mcs50_b03m_s25_AB05 9137 32167.000000 15771
mcs50_b03m_s25_AB06 4372 6491.000000 1316
mcs50_b03m_s25_AB07 1625 15469.000000 10849
mcs50_b03m_s25_AB08 842 22818.000000 18509
mcs50_b03m_s25_AB09 8794 100343.000000 95302
mcs50_b03m_s30_AB00 215 41801.000000 15164
mcs50_b03m_s30_AB01 46 1340.000000 701
mcs50_b03m_s30_AB02 1041 5274.000000 3575
mcs50_b03m_s30_AB03 1405 31185.000000 23396
mcs50_b03m_s30_AB04 156 9003.000000 3579
mcs50_b03m_s30_AB05 705 130952.000000 47895
mcs50_b03m_s30_AB06 289 8475.000000 804
mcs50_b03m_s30_AB07 129 11386.000000 6487
mcs50_b03m_s30_AB08 92 11355.000000 3452
mcs50_b03m_s30_AB09 92 17575.000000 3678
mcs50_b03m_s35_AB00 1630 66534.000000 107508
mcs50_b03m_s35_AB01 12492 200291.000000 330662
mcs50_b03m_s35_AB02 57 380789.000000 1516
mcs50_b03m_s35_AB03 12148 455511.000000 91356
mcs50_b03m_s35_AB04 44 70697.000000 16384
mcs50_b03m_s35_AB05 18150 420781.000000 375250
mcs50_b03m_s35_AB06 951 442076.000000 162797
mcs50_b03m_s35_AB07 673 187752.000000 63423
mcs50_b03m_s35_AB08 7990 650340.000000 431295
mcs50_b03m_s35_AB09 2667 147258.000000 78178
mcs50_b03m_s40_AB00 577 2463790.000000 180279
mcs50_b03m_s40_AB01 846 443789.000000 22323
mcs50_b03m_s40_AB02 257 606767.000000 297968
mcs50_b03m_s40_AB03 214 1010653.000000 646526
mcs50_b03m_s40_AB04 100 785428.000000 938810
mcs50_b03m_s40_AB05 22359 928637.000000 239622
mcs50_b03m_s40_AB06 5560 1363890.000000 130633
mcs50_b03m_s40_AB07 2554 304218.000000 336969
mcs50_b03m_s40_AB08 75278 361921.000000 67957
mcs50_b03m_s40_AB09 3966 2153108.000000 666881
mcs50_b06_s15_AB00 66 919.000000 572
mcs50_b06_s15_AB01 87 1389.000000 691
mcs50_b06_s15_AB02 60 990.000000 639
mcs50_b06_s15_AB03 187 805.000000 522
mcs50_b06_s15_AB04 81 1033.000000 352
mcs50_b06_s15_AB05 53 570.000000 330
mcs50_b06_s15_AB06 63 1005.000000 476
mcs50_b06_s15_AB07 87 1209.000000 415
mcs50_b06_s15_AB08 51 572.000000 484
mcs50_b06_s15_AB09 28 216.000000 180
mcs50_b06_s20_AB00 33 549.000000 503
mcs50_b06_s20_AB01 19 1000.000000 372
mcs50_b06_s20_AB02 22 313.000000 290
mcs50_b06_s20_AB03 24 662.000000 253
mcs50_b06_s20_AB04 17 583.000000 199
mcs50_b06_s20_AB05 24 609.000000 339
mcs50_b06_s20_AB06 44 797.000000 347
mcs50_b06_s20_AB07 39 365.000000 332
mcs50_b06_s20_AB08 14 246.000000 124
mcs50_b06_s20_AB09 13 269.000000 400
mcs50_b06_s25_AB00 43 4223.000000 1989
mcs50_b06_s25_AB01 59 1713.000000 2167
mcs50_b06_s25_AB02 93 3734.000000 2138
mcs50_b06_s25_AB03 99 2878.000000 3437
mcs50_b06_s25_AB04 53 3426.000000 473
mcs50_b06_s25_AB05 60 5988.000000 1316
mcs50_b06_s25_AB06 94 3750.000000 2181
mcs50_b06_s25_AB07 47 1418.000000 642
mcs50_b06_s25_AB08 73 8810.000000 3845
mcs50_b06_s25_AB09 87 4659.000000 2935
mcs50_b06_s30_AB00 24 4768.000000 2565
mcs50_b06_s30_AB01 47 3336.000000 2430
mcs50_b06_s30_AB02 34 925.000000 707
mcs50_b06_s30_AB03 20 6142.000000 932
mcs50_b06_s30_AB04 28 2855.000000 1365
mcs50_b06_s30_AB05 127 12251.000000 3057
mcs50_b06_s30_AB06 44 3352.000000 2113
mcs50_b06_s30_AB07 25 868.000000 925
mcs50_b06_s30_AB08 39 3276.000000 2643
mcs50_b06_s30_AB09 48 6568.000000 5597
mcs50_b06_s35_AB00 64 4814.000000 1745
mcs50_b06_s35_AB01 57 8174.000000 3033
mcs50_b06_s35_AB02 28 2444.000000 1992
mcs50_b06_s35_AB03 158 13726.000000 9705
mcs50_b06_s35_AB04 79 20754.000000 1956
mcs50_b06_s35_AB05 66 8384.000000 7681
mcs50_b06_s35_AB06 30 4075.000000 2685
mcs50_b06_s35_AB07 99 8591.000000 2695
mcs50_b06_s35_AB08 42 16752.000000 11012
mcs50_b06_s35_AB09 144 21417.000000 5241
mcs50_b06_s40_AB00 196 111612.000000 90521
mcs50_b06_s40_AB01 210 33657.000000 14067
mcs50_b06_s40_AB02 167 33661.000000 9175
mcs50_b06_s40_AB03 73 10675.000000 7901
mcs50_b06_s40_AB04 452 56445.000000 69852
mcs50_b06_s40_AB05 674 104778.000000 37630
mcs50_b06_s40_AB06 505 73928.000000 51939
mcs50_b06_s40_AB07 57 58218.000000 16803
mcs50_b06_s40_AB08 176 19024.000000 7095
mcs50_b06_s40_AB09 109 70194.000000 16268
mcs50_b06m_s15_AB00 82 1093.000000 1147
mcs50_b06m_s15_AB01 71 1142.000000 598
mcs50_b06m_s15_AB02 44 567.000000 410
mcs50_b06m_s15_AB03 158 821.000000 1169
mcs50_b06m_s15_AB04 91 641.000000 630
mcs50_b06m_s15_AB05 79 1016.000000 648
mcs50_b06m_s15_AB06 337 997.000000 609
mcs50_b06m_s15_AB07 320 1228.000000 953
mcs50_b06m_s15_AB08 83 942.000000 1155
mcs50_b06m_s15_AB09 105 1510.000000 810
mcs50_b06m_s20_AB00 30 1565.000000 1502
mcs50_b06m_s20_AB01 80 1160.000000 868
mcs50_b06m_s20_AB02 64 2095.000000 1645
mcs50_b06m_s20_AB03 46 772.000000 1282
mcs50_b06m_s20_AB04 29 1247.000000 1071
mcs50_b06m_s20_AB05 33 1130.000000 498
mcs50_b06m_s20_AB06 57 584.000000 397
mcs50_b06m_s20_AB07 20 369.000000 264
mcs50_b06m_s20_AB08 88 647.000000 1111
mcs50_b06m_s20_AB09 21 513.000000 447
mcs50_b06m_s25_AB00 990 10349.000000 7320
mcs50_b06m_s25_AB01 67 2662.000000 2155
mcs50_b06m_s25_AB02 154 4038.000000 3097
mcs50_b06m_s25_AB03 62 3223.000000 1510
mcs50_b06m_s25_AB04 261 7639.000000 4829
mcs50_b06m_s25_AB05 646 6270.000000 5299
mcs50_b06m_s25_AB06 301 9117.000000 3905
mcs50_b06m_s25_AB07 214 9350.000000 7163
mcs50_b06m_s25_AB08 267 14439.000000 9198
mcs50_b06m_s25_AB09 107 13132.000000 2214
mcs50_b06m_s30_AB00 111 7122.000000 3369
mcs50_b06m_s30_AB01 40 3178.000000 2064
mcs50_b06m_s30_AB02 77 4254.000000 4030
mcs50_b06m_s30_AB03 65 4083.000000 2239
mcs50_b06m_s30_AB04 74 3507.000000 3078
