instance clique cp-fc james-cpp-max
mcs50_b06m_s30_AB05 95 5561.000000 4750
mcs50_b06m_s30_AB06 41 2417.000000 1389
mcs50_b06m_s30_AB07 29 1092.000000 470
mcs50_b06m_s30_AB08 70 3172.000000 1163
mcs50_b06m_s30_AB09 34 2577.000000 1601
mcs50_b06m_s35_AB00 222 17127.000000 11535
mcs50_b06m_s35_AB01 99 15483.000000 6700
mcs50_b06m_s35_AB02 118 18073.000000 7421
mcs50_b06m_s35_AB03 46 6397.000000 3348
mcs50_b06m_s35_AB04 193 18254.000000 7299
mcs50_b06m_s35_AB05 252 28503.000000 32579
mcs50_b06m_s35_AB06 71 19023.000000 7344
mcs50_b06m_s35_AB07 188 36326.000000 5158
mcs50_b06m_s35_AB08 141 15628.000000 5870
mcs50_b06m_s35_AB09 33 7594.000000 2178
mcs50_b06m_s40_AB00 217 38241.000000 28989
mcs50_b06m_s40_AB01 428 78186.000000 58496
mcs50_b06m_s40_AB02 52 54399.000000 6102
mcs50_b06m_s40_AB03 146 39546.000000 40846
mcs50_b06m_s40_AB04 176 36213.000000 67407
mcs50_b06m_s40_AB05 261 81000.000000 21146
mcs50_b06m_s40_AB06 99 30631.000000 16663
mcs50_b06m_s40_AB07 372 32700.000000 18889
mcs50_b06m_s40_AB08 176 39975.000000 17572
mcs50_b06m_s40_AB09 980 101193.000000 82635
mcs50_b09_s20_AB00 15 456.000000 309
mcs50_b09_s20_AB01 12 246.000000 162
mcs50_b09_s20_AB02 16 332.000000 287
mcs50_b09_s20_AB03 10 305.000000 86
mcs50_b09_s20_AB04 12 494.000000 114
mcs50_b09_s20_AB05 14 173.000000 118
mcs50_b09_s20_AB06 16 333.000000 192
mcs50_b09_s20_AB07 18 321.000000 227
mcs50_b09_s20_AB08 12 183.000000 185
mcs50_b09_s20_AB09 14 343.000000 255
mcs50_b09_s25_AB00 26 3604.000000 718
mcs50_b09_s25_AB01 71 2330.000000 1170
mcs50_b09_s25_AB02 32 1555.000000 790
mcs50_b09_s25_AB03 50 1047.000000 999
mcs50_b09_s25_AB04 60 1690.000000 1274
mcs50_b09_s25_AB05 63 1062.000000 711
mcs50_b09_s25_AB06 35 1530.000000 849
mcs50_b09_s25_AB07 48 1075.000000 857
mcs50_b09_s25_AB08 61 1462.000000 1483
mcs50_b09_s25_AB09 34 707.000000 637
mcs50_b09_s30_AB00 30 2341.000000 913
mcs50_b09_s30_AB01 34 1043.000000 804
mcs50_b09_s30_AB02 28 833.000000 492
mcs50_b09_s30_AB03 16 201.000000 151
mcs50_b09_s30_AB04 23 4116.000000 947
mcs50_b09_s30_AB05 19 2091.000000 782
mcs50_b09_s30_AB06 25 3607.000000 720
mcs50_b09_s30_AB07 21 807.000000 1084
mcs50_b09_s30_AB08 29 669.000000 723
mcs50_b09_s30_AB09 29 1034.000000 740
mcs50_b09_s35_AB00 51 2875.000000 1848
mcs50_b09_s35_AB01 42 1415.000000 572
mcs50_b09_s35_AB02 46 2570.000000 2242
mcs50_b09_s35_AB03 73 3578.000000 3190
mcs50_b09_s35_AB04 62 11425.000000 6990
mcs50_b09_s35_AB05 31 7843.000000 5867
mcs50_b09_s35_AB06 58 5010.000000 1907
mcs50_b09_s35_AB07 42 4560.000000 1928
mcs50_b09_s35_AB08 125 4315.000000 3050
mcs50_b09_s35_AB09 43 2201.000000 1576
mcs50_b09_s40_AB00 78 4049.000000 3749
mcs50_b09_s40_AB01 86 16339.000000 3930
mcs50_b09_s40_AB02 60 8859.000000 5884
mcs50_b09_s40_AB03 160 24140.000000 9253
mcs50_b09_s40_AB04 66 4831.000000 2111
mcs50_b09_s40_AB05 75 20322.000000 9483
mcs50_b09_s40_AB06 76 13301.000000 5449
mcs50_b09_s40_AB07 53 8936.000000 2530
mcs50_b09_s40_AB08 62 5756.000000 2487
mcs50_b09_s40_AB09 49 10050.000000 6455
mcs50_b09m_s20_AB00 33 432.000000 312
mcs50_b09m_s20_AB01 64 752.000000 1254
mcs50_b09m_s20_AB02 17 316.000000 273
mcs50_b09m_s20_AB03 34 796.000000 565
mcs50_b09m_s20_AB04 30 614.000000 560
mcs50_b09m_s20_AB05 17 502.000000 456
mcs50_b09m_s20_AB06 39 435.000000 380
mcs50_b09m_s20_AB07 42 510.000000 372
mcs50_b09m_s20_AB08 28 339.000000 222
mcs50_b09m_s20_AB09 32 773.000000 703
mcs50_b09m_s25_AB00 117 4653.000000 3024
mcs50_b09m_s25_AB01 57 4198.000000 1432
mcs50_b09m_s25_AB02 39 1705.000000 771
mcs50_b09m_s25_AB03 75 1240.000000 846
mcs50_b09m_s25_AB04 87 1907.000000 1773
mcs50_b09m_s25_AB05 166 2644.000000 889
mcs50_b09m_s25_AB06 123 3668.000000 2693
mcs50_b09m_s25_AB07 56 1433.000000 826
mcs50_b09m_s25_AB08 157 4099.000000 2844
mcs50_b09m_s25_AB09 87 1827.000000 1611
mcs50_b09m_s30_AB00 27 967.000000 580
mcs50_b09m_s30_AB01 38 4566.000000 3158
mcs50_b09m_s30_AB02 28 1420.000000 932
mcs50_b09m_s30_AB03 66 2082.000000 1910
mcs50_b09m_s30_AB04 26 1167.000000 695
mcs50_b09m_s30_AB05 36 2353.000000 1496
mcs50_b09m_s30_AB06 60 2796.000000 3056
mcs50_b09m_s30_AB07 64 1605.000000 1212
mcs50_b09m_s30_AB08 35 946.000000 1049
mcs50_b09m_s30_AB09 31 1365.000000 1072
mcs50_b09m_s35_AB00 137 11119.000000 9862
mcs50_b09m_s35_AB01 88 15125.000000 7431
mcs50_b09m_s35_AB02 47 4052.000000 2707
mcs50_b09m_s35_AB03 101 10953.000000 8342
mcs50_b09m_s35_AB04 48 4804.000000 7304
mcs50_b09m_s35_AB05 114 3339.000000 2376
mcs50_b09m_s35_AB06 38 2533.000000 1904
mcs50_b09m_s35_AB07 26 2294.000000 2295
mcs50_b09m_s35_AB08 129 5472.000000 5790
mcs50_b09m_s35_AB09 123 8114.000000 4337
mcs50_b09m_s40_AB00 70 6061.000000 3083
mcs50_b09m_s40_AB01 180 15000.000000 10308
mcs50_b09m_s40_AB02 121 9573.000000 6454
mcs50_b09m_s40_AB03 159 38695.000000 15381
mcs50_b09m_s40_AB04 144 22749.000000 11194
mcs50_b09m_s40_AB05 396 8801.000000 13245
mcs50_b09m_s40_AB06 172 40663.000000 20150
mcs50_b09m_s40_AB07 56 8934.000000 7121
mcs50_b09m_s40_AB08 131 38115.000000 21806
mcs50_b09m_s40_AB09 151 30230.000000 10258
mcs50_m2D_s10_AB00 21 163.000000 98
mcs50_m2D_s10_AB01 18 273.000000 210
mcs50_m2D_s10_AB02 24 185.000000 116
mcs50_m2D_s10_AB03 25 329.000000 343
mcs50_m2D_s10_AB04 22 152.000000 105
mcs50_m2D_s10_AB05 18 83.000000 63
mcs50_m2D_s10_AB06 37 433.000000 409
mcs50_m2D_s10_AB07 55 211.000000 158
mcs50_m2D_s10_AB08 31 203.000000 59
mcs50_m2D_s10_AB09 9 81.000000 31
mcs50_m2D_s20_AB00 187 760.000000 674
mcs50_m2D_s20_AB01 1856 1441.000000 1335
mcs50_m2D_s20_AB02 167 2106.000000 1629
mcs50_m2D_s20_AB03 38 791.000000 150
mcs50_m2D_s20_AB04 23 654.000000 142
mcs50_m2D_s20_AB05 41 13303.000000 6087
mcs50_m2D_s20_AB06 706 2930.000000 2039
mcs50_m2D_s20_AB07 237 2903.000000 1111
mcs50_m2D_s20_AB08 264 2434.000000 515
mcs50_m2D_s20_AB09 579 4582.000000 1286
mcs50_m2D_s30_AB00 23 1181.000000 817
mcs50_m2D_s30_AB01 95 17820.000000 8092
mcs50_m2D_s30_AB02 149 5935.000000 2758
mcs50_m2D_s30_AB03 22 2241.000000 1179
mcs50_m2D_s30_AB04 114 3139.000000 1554
mcs50_m2D_s30_AB05 375 5761.000000 7069
mcs50_m2D_s30_AB06 152 7349.000000 5291
mcs50_m2D_s30_AB07 463 4346.000000 3251
mcs50_m2D_s30_AB08 30 5437.000000 1198
mcs50_m2D_s30_AB09 211 11640.000000 10492
mcs50_m2D_s40_AB00 2203330 4101151.000000 375344
mcs50_m2D_s40_AB01 127157 13454537.000000 852635
mcs50_m2D_s40_AB02 53664 2160242.000000 977526
mcs50_m2D_s40_AB03 37295 1837683.000000 684501
mcs50_m2D_s40_AB04 14887 2961081.000000 1900915
mcs50_m2D_s40_AB05 29069 2488184.000000 247442
mcs50_m2D_s40_AB06 27433 1797860.000000 238820
mcs50_m2D_s40_AB07 433818 6715301.000000 4427171
mcs50_m2D_s40_AB08 46761 1153530.000000 232189
mcs50_m2D_s40_AB09 10993 1711803.000000 776885
mcs50_m2Dr2_s20_AB00 151 931.000000 684
mcs50_m2Dr2_s20_AB01 245 8314.000000 6025
mcs50_m2Dr2_s20_AB02 423 2764.000000 4552
mcs50_m2Dr2_s20_AB03 98 2581.000000 1829
mcs50_m2Dr2_s20_AB04 144 2049.000000 663
mcs50_m2Dr2_s20_AB05 343 3372.000000 2244
mcs50_m2Dr2_s20_AB06 108 2411.000000 996
mcs50_m2Dr2_s20_AB07 65 1496.000000 294
mcs50_m2Dr2_s20_AB08 146 8345.000000 3177
mcs50_m2Dr2_s20_AB09 166 4478.000000 5180
mcs50_m2Dr2_s30_AB00 51 755.000000 659
mcs50_m2Dr2_s30_AB01 26 5530.000000 775
mcs50_m2Dr2_s30_AB02 41 14784.000000 4068
mcs50_m2Dr2_s30_AB03 45 2522.000000 1408
mcs50_m2Dr2_s30_AB04 61 5055.000000 6795
mcs50_m2Dr2_s30_AB05 172 14234.000000 9868
mcs50_m2Dr2_s30_AB06 148 6360.000000 2394
mcs50_m2Dr2_s30_AB07 102 1141.000000 1094
mcs50_m2Dr2_s30_AB08 107 9545.000000 3959
mcs50_m2Dr2_s30_AB09 88 83201.000000 6549
mcs50_m2Dr2_s40_AB00 8465 1716721.000000 109494
mcs50_m2Dr2_s40_AB01 1854 215865.000000 359365
mcs50_m2Dr2_s40_AB02 2877514 31876944.000000 16934966
mcs50_m2Dr2_s40_AB03 88906 218817.000000 138381
mcs50_m2Dr2_s40_AB04 6709 457565.000000 75108
mcs50_m2Dr2_s40_AB05 430 2263635.000000 42475
mcs50_m2Dr2_s40_AB06 48083 3449273.000000 1143996
mcs50_m2Dr2_s40_AB07 7783 878026.000000 316187
mcs50_m2Dr2_s40_AB08 7905 2322155.000000 1268669
mcs50_m2Dr2_s40_AB09 11836 669760.000000 142220
mcs50_m2Dr4_s10_AB00 28 265.000000 175
mcs50_m2Dr4_s10_AB01 28 234.000000 199
mcs50_m2Dr4_s10_AB02 16 183.000000 68
mcs50_m2Dr4_s10_AB03 26 172.000000 163
mcs50_m2Dr4_s10_AB04 20 88.000000 81
mcs50_m2Dr4_s10_AB05 14 82.000000 83
mcs50_m2Dr4_s10_AB06 25 300.000000 221
mcs50_m2Dr4_s10_AB07 35 81.000000 84
mcs50_m2Dr4_s10_AB08 14 120.000000 88
mcs50_m2Dr4_s10_AB09 24 89.000000 131
mcs50_m2Dr4_s20_AB00 49 1807.000000 418
mcs50_m2Dr4_s20_AB01 413 1504.000000 2178
mcs50_m2Dr4_s20_AB02 258 2263.000000 1124
mcs50_m2Dr4_s20_AB03 84 570.000000 205
mcs50_m2Dr4_s20_AB04 75 1714.000000 1171
mcs50_m2Dr4_s20_AB05 140 1070.000000 919
mcs50_m2Dr4_s20_AB06 34 1426.000000 478
mcs50_m2Dr4_s20_AB07 117 2498.000000 1842
mcs50_m2Dr4_s20_AB08 404 3811.000000 1540
mcs50_m2Dr4_s20_AB09 109 3178.000000 1418
mcs50_m2Dr4_s30_AB00 43 5573.000000 2306
mcs50_m2Dr4_s30_AB01 45 3383.000000 3238
mcs50_m2Dr4_s30_AB02 40 1050.000000 798
mcs50_m2Dr4_s30_AB03 143 394.000000 319
mcs50_m2Dr4_s30_AB04 34 4228.000000 2942
mcs50_m2Dr4_s30_AB05 33 6090.000000 4054
mcs50_m2Dr4_s30_AB06 117 17316.000000 3446
mcs50_m2Dr4_s30_AB07 48 15365.000000 4004
mcs50_m2Dr4_s30_AB08 60 7914.000000 3944
mcs50_m2Dr4_s30_AB09 420 3528.000000 2499
mcs50_m2Dr4_s40_AB00 10984 311538.000000 45990
mcs50_m2Dr4_s40_AB01 151665 118419.000000 145216
mcs50_m2Dr4_s40_AB02 5993 766460.000000 415840
mcs50_m2Dr4_s40_AB03 17078 377163.000000 246931
mcs50_m2Dr4_s40_AB04 12759 126668.000000 35117
mcs50_m2Dr4_s40_AB05 5248 1516079.000000 1020672
mcs50_m2Dr4_s40_AB06 21818 536363.000000 195461
mcs50_m2Dr4_s40_AB07 5624 1955039.000000 569220
mcs50_m2Dr4_s40_AB08 1099 68417.000000 8545
mcs50_m2Dr4_s40_AB09 8610 197102.000000 137463
mcs50_m2Dr6_s10_AB00 8 105.000000 70
mcs50_m2Dr6_s10_AB01 16 203.000000 137
mcs50_m2Dr6_s10_AB02 22 189.000000 153
mcs50_m2Dr6_s10_AB03 16 268.000000 209
mcs50_m2Dr6_s10_AB04 14 186.000000 125
mcs50_m2Dr6_s10_AB05 25 203.000000 119
mcs50_m2Dr6_s10_AB06 27 227.000000 188
mcs50_m2Dr6_s10_AB07 27 192.000000 163
mcs50_m2Dr6_s10_AB08 26 202.000000 130
mcs50_m2Dr6_s10_AB09 18 79.000000 70
mcs50_m2Dr6_s20_AB00 34 277.000000 311
mcs50_m2Dr6_s20_AB01 231 2585.000000 785
mcs50_m2Dr6_s20_AB02 193 2696.000000 3443
mcs50_m2Dr6_s20_AB03 286 2493.000000 2577
mcs50_m2Dr6_s20_AB04 12 559.000000 523
mcs50_m2Dr6_s20_AB05 120 3897.000000 2336
mcs50_m2Dr6_s20_AB06 102 1240.000000 1555
mcs50_m2Dr6_s20_AB07 176 3341.000000 2172
mcs50_m2Dr6_s20_AB08 120 1873.000000 1867
mcs50_m2Dr6_s20_AB09 355 2568.000000 1798
mcs50_m2Dr6_s30_AB00 154 7738.000000 4940
mcs50_m2Dr6_s30_AB01 123 3434.000000 2838
mcs50_m2Dr6_s30_AB02 1101 12788.000000 7054
mcs50_m2Dr6_s30_AB03 26 2636.000000 550
mcs50_m2Dr6_s30_AB04 26 1787.000000 514
mcs50_m2Dr6_s30_AB05 22 1938.000000 571
mcs50_m2Dr6_s30_AB06 17 1760.000000 1166
mcs50_m2Dr6_s30_AB07 70 3404.000000 3848
mcs50_m2Dr6_s30_AB08 41 4284.000000 1786
mcs50_m2Dr6_s30_AB09 652 5211.000000 3257
mcs50_m2Dr6_s40_AB00 27179 943640.000000 488976
mcs50_m2Dr6_s40_AB01 30511 406333.000000 233245
mcs50_m2Dr6_s40_AB02 1193 250085.000000 91729
mcs50_m2Dr6_s40_AB03 2981 73393.000000 64806
mcs50_m2Dr6_s40_AB04 8223 180807.000000 80323
mcs50_m2Dr6_s40_AB05 3735 497298.000000 257019
mcs50_m2Dr6_s40_AB06 24871 482250.000000 229381
mcs50_m2Dr6_s40_AB07 68065 326254.000000 199019
mcs50_m2Dr6_s40_AB08 12190 698828.000000 280493
mcs50_m2Dr6_s40_AB09 3540 325962.000000 178282
mcs50_m3D_s15_AB00 196 706.000000 724
mcs50_m3D_s15_AB01 107 213.000000 252
mcs50_m3D_s15_AB02 350 1923.000000 1779
mcs50_m3D_s15_AB03 31 234.000000 104
mcs50_m3D_s15_AB04 308 959.000000 838
mcs50_m3D_s15_AB05 317 1253.000000 1044
mcs50_m3D_s15_AB06 66 1020.000000 349
mcs50_m3D_s15_AB07 118 2444.000000 1643
mcs50_m3D_s15_AB08 372 2502.000000 1059
mcs50_m3D_s15_AB09 136 863.000000 696
mcs50_m3D_s20_AB00 95 2500.000000 1476
mcs50_m3D_s20_AB01 156 472.000000 603
mcs50_m3D_s20_AB02 147 1673.000000 1384
mcs50_m3D_s20_AB03 650 2589.000000 2264
mcs50_m3D_s20_AB04 32 1877.000000 1426
mcs50_m3D_s20_AB05 115 1512.000000 1428
mcs50_m3D_s20_AB06 517 4804.000000 2459
mcs50_m3D_s20_AB07 75 883.000000 657
mcs50_m3D_s20_AB08 258 4892.000000 3004
mcs50_m3D_s20_AB09 340 4120.000000 4089
mcs50_m3Dr2_s15_AB00 243 1849.000000 1095
mcs50_m3Dr2_s15_AB01 136 1340.000000 834
mcs50_m3Dr2_s15_AB02 93 1463.000000 533
mcs50_m3Dr2_s15_AB03 205 1051.000000 1004
mcs50_m3Dr2_s15_AB04 145 2219.000000 927
mcs50_m3Dr2_s15_AB05 110 1268.000000 668
mcs50_m3Dr2_s15_AB06 115 1537.000000 512
mcs50_m3Dr2_s15_AB07 301 2485.000000 1997
mcs50_m3Dr2_s15_AB08 98 821.000000 583
mcs50_m3Dr2_s15_AB09 70 1143.000000 554
mcs50_m3Dr2_s20_AB00 480 2226.000000 1662
mcs50_m3Dr2_s20_AB01 138 1927.000000 1009
mcs50_m3Dr2_s20_AB02 74 2432.000000 532
mcs50_m3Dr2_s20_AB03 282 2172.000000 2795
mcs50_m3Dr2_s20_AB04 123 688.000000 1293
mcs50_m3Dr2_s20_AB05 241 769.000000 1550
mcs50_m3Dr2_s20_AB06 174 2945.000000 2565
mcs50_m3Dr2_s20_AB07 329 5638.000000 2041
mcs50_m3Dr2_s20_AB08 144 3397.000000 1740
mcs50_m3Dr2_s20_AB09 420 2064.000000 1714
mcs50_m3Dr4_s15_AB00 176 1849.000000 1011
mcs50_m3Dr4_s15_AB01 130 1055.000000 860
mcs50_m3Dr4_s15_AB02 219 1307.000000 1259
mcs50_m3Dr4_s15_AB03 367 1147.000000 997
mcs50_m3Dr4_s15_AB04 176 1070.000000 1113
mcs50_m3Dr4_s15_AB05 40 201.000000 176
mcs50_m3Dr4_s15_AB06 183 1809.000000 1194
mcs50_m3Dr4_s15_AB07 135 1297.000000 996
mcs50_m3Dr4_s15_AB08 288 2622.000000 1290
mcs50_m3Dr4_s15_AB09 119 693.000000 566
mcs50_m3Dr4_s20_AB00 198 1873.000000 1584
mcs50_m3Dr4_s20_AB01 352 2240.000000 1186
mcs50_m3Dr4_s20_AB02 51 1676.000000 670
mcs50_m3Dr4_s20_AB03 57 1578.000000 1190
mcs50_m3Dr4_s20_AB04 122 1567.000000 1187
mcs50_m3Dr4_s20_AB05 195 1717.000000 1659
mcs50_m3Dr4_s20_AB06 66 1744.000000 1080
mcs50_m3Dr4_s20_AB07 123 1901.000000 610
mcs50_m3Dr4_s20_AB08 136 1091.000000 1451
mcs50_m3Dr4_s20_AB09 167 2852.000000 1274
mcs50_m3Dr6_s15_AB00 212 1037.000000 1043
mcs50_m3Dr6_s15_AB01 128 2317.000000 579
mcs50_m3Dr6_s15_AB02 124 1576.000000 1365
mcs50_m3Dr6_s15_AB03 155 738.000000 620
mcs50_m3Dr6_s15_AB04 139 1429.000000 1512
mcs50_m3Dr6_s15_AB05 306 2029.000000 1288
mcs50_m3Dr6_s15_AB06 91 920.000000 430
mcs50_m3Dr6_s15_AB07 116 356.000000 290
mcs50_m3Dr6_s15_AB08 47 532.000000 206
mcs50_m3Dr6_s15_AB09 108 445.000000 410
mcs50_m3Dr6_s20_AB00 164 1370.000000 1328
mcs50_m3Dr6_s20_AB01 123 1699.000000 1211
mcs50_m3Dr6_s20_AB02 231 1093.000000 738
mcs50_m3Dr6_s20_AB03 143 1948.000000 1644
mcs50_m3Dr6_s20_AB04 657 4547.000000 3382
mcs50_m3Dr6_s20_AB05 146 1633.000000 850
mcs50_m3Dr6_s20_AB06 178 983.000000 647
mcs50_m3Dr6_s20_AB07 42 1848.000000 911
mcs50_m3Dr6_s20_AB08 105 1399.000000 1185
mcs50_m3Dr6_s20_AB09 16 314.000000 110
mcs50_m4D_s30_AB00 263 6009.000000 4559
mcs50_m4D_s30_AB01 58 4205.000000 1889
mcs50_m4D_s30_AB02 27 22362.000000 3897
mcs50_m4D_s30_AB03 30 1656.000000 829
mcs50_m4D_s30_AB04 121 2640.000000 2427
mcs50_m4D_s30_AB05 78 6600.000000 4058
mcs50_m4D_s30_AB06 233 12345.000000 8065
mcs50_m4D_s30_AB07 17 1115.000000 1613
mcs50_m4D_s30_AB08 41 6646.000000 4015
mcs50_m4D_s30_AB09 49 4031.000000 1701
mcs50_m4D_s35_AB00 499 39438.000000 15879
mcs50_m4D_s35_AB01 889 53710.000000 29826
mcs50_m4D_s35_AB02 3689 22261.000000 13468
mcs50_m4D_s35_AB03 336 185799.000000 52837
mcs50_m4D_s35_AB04 117 25815.000000 14881
mcs50_m4D_s35_AB05 2026 40604.000000 62291
mcs50_m4D_s35_AB06 167 31459.000000 16323
mcs50_m4D_s35_AB07 273 9384.000000 6471
mcs50_m4D_s35_AB08 222 19458.000000 3816
mcs50_m4D_s35_AB09 820 41427.000000 34700
mcs50_m4D_s40_AB00 44827 3154350.000000 744355
mcs50_m4D_s40_AB01 8768 1289732.000000 161841
mcs50_m4D_s40_AB02 5005 2125606.000000 831508
mcs50_m4D_s40_AB03 7651 11002074.000000 3678951
mcs50_m4D_s40_AB04 77249 306380.000000 507089
mcs50_m4D_s40_AB05 20602 814104.000000 300329
mcs50_m4D_s40_AB06 39716 795852.000000 592209
mcs50_m4D_s40_AB07 2374 1414393.000000 1012691
mcs50_m4D_s40_AB08 53682 1562830.000000 536971
mcs50_m4D_s40_AB09 448498 19621525.000000 5769991
mcs50_m4Dr2_s30_AB00 31 7431.000000 2236
mcs50_m4Dr2_s30_AB01 72 5661.000000 3025
mcs50_m4Dr2_s30_AB02 533 17727.000000 11957
mcs50_m4Dr2_s30_AB03 31 7968.000000 3476
mcs50_m4Dr2_s30_AB04 36 2565.000000 610
mcs50_m4Dr2_s30_AB05 47 12592.000000 5797
mcs50_m4Dr2_s30_AB06 26 1131.000000 646
mcs50_m4Dr2_s30_AB07 68 2267.000000 1375
mcs50_m4Dr2_s30_AB08 28 2763.000000 1508
mcs50_m4Dr2_s30_AB09 58 4768.000000 6572
mcs50_m4Dr2_s35_AB00 283 38730.000000 31256
mcs50_m4Dr2_s35_AB01 895 617482.000000 139632
mcs50_m4Dr2_s35_AB02 779 66918.000000 15328
mcs50_m4Dr2_s35_AB03 114 11228.000000 5105
mcs50_m4Dr2_s35_AB04 2704 137466.000000 39005
mcs50_m4Dr2_s35_AB05 6286 44544.000000 31404
mcs50_m4Dr2_s35_AB06 48 22734.000000 15791
mcs50_m4Dr2_s35_AB07 11554 479051.000000 291351
mcs50_m4Dr2_s35_AB08 340 230879.000000 57030
mcs50_m4Dr2_s35_AB09 1268 104282.000000 28425
mcs50_m4Dr2_s40_AB00 108174 17162650.000000 3425622
mcs50_m4Dr2_s40_AB01 4098 412533.000000 227732
mcs50_m4Dr2_s40_AB02 7396193 793011.000000 463541
mcs50_m4Dr2_s40_AB03 27153 497985.000000 75417
mcs50_m4Dr2_s40_AB04 129947 9473913.000000 2526942
mcs50_m4Dr2_s40_AB05 1619 71959.000000 32007
mcs50_m4Dr2_s40_AB06 3554 937664.000000 325982
mcs50_m4Dr2_s40_AB07 3152152 1953733.000000 1468928
mcs50_m4Dr2_s40_AB08 3215 972431.000000 814334
mcs50_m4Dr2_s40_AB09 3290 132598.000000 44086
mcs50_m4Dr4_s30_AB00 126 9422.000000 3886
mcs50_m4Dr4_s30_AB01 45 2138.000000 4045
mcs50_m4Dr4_s30_AB02 41 3727.000000 1939
mcs50_m4Dr4_s30_AB03 40 6206.000000 4901
mcs50_m4Dr4_s30_AB04 60 2996.000000 1978
mcs50_m4Dr4_s30_AB05 20 6278.000000 4131
mcs50_m4Dr4_s30_AB06 17 2106.000000 312
mcs50_m4Dr4_s30_AB07 63 5290.000000 4144
mcs50_m4Dr4_s30_AB08 26 1722.000000 2205
mcs50_m4Dr4_s30_AB09 35 1137.000000 2504
mcs50_m4Dr4_s35_AB00 388 13922.000000 13215
mcs50_m4Dr4_s35_AB01 50 54038.000000 6762
mcs50_m4Dr4_s35_AB02 962 79246.000000 30529
mcs50_m4Dr4_s35_AB03 434 65626.000000 27798
mcs50_m4Dr4_s35_AB04 1085 45708.000000 42394
mcs50_m4Dr4_s35_AB05 97 4083.000000 5194
mcs50_m4Dr4_s35_AB06 7351 88430.000000 53515
mcs50_m4Dr4_s35_AB07 480 61362.000000 34629
mcs50_m4Dr4_s35_AB08 253 101141.000000 70603
mcs50_m4Dr4_s35_AB09 275 38808.000000 39908
mcs50_m4Dr4_s40_AB00 183 46811.000000 42036
mcs50_m4Dr4_s40_AB01 320 369868.000000 117756
mcs50_m4Dr4_s40_AB02 1009 794397.000000 112242
mcs50_m4Dr4_s40_AB03 53337 1827885.000000 1149692
mcs50_m4Dr4_s40_AB04 19875 742027.000000 419827
mcs50_m4Dr4_s40_AB05 1085 353717.000000 255382
mcs50_m4Dr4_s40_AB06 1799 278535.000000 156712
mcs50_m4Dr4_s40_AB07 23425 1490342.000000 585729
mcs50_m4Dr4_s40_AB08 18082 46160.000000 68366
mcs50_m4Dr4_s40_AB09 27028 419342.000000 221168
mcs50_m4Dr6_s30_AB00 103 6335.000000 4315
mcs50_m4Dr6_s30_AB01 148 4506.000000 2937
mcs50_m4Dr6_s30_AB02 79 6766.000000 2414
mcs50_m4Dr6_s30_AB03 73 1645.000000 1177
mcs50_m4Dr6_s30_AB04 23 2864.000000 1541
mcs50_m4Dr6_s30_AB05 21 1232.000000 344
mcs50_m4Dr6_s30_AB06 35 2948.000000 4397
mcs50_m4Dr6_s30_AB07 84 4250.000000 2989
mcs50_m4Dr6_s30_AB08 152 5271.000000 3853
mcs50_m4Dr6_s30_AB09 31 3926.000000 1723
mcs50_m4Dr6_s35_AB00 281 15300.000000 13228
mcs50_m4Dr6_s35_AB01 141 32753.000000 12421
mcs50_m4Dr6_s35_AB02 310 57944.000000 15609
mcs50_m4Dr6_s35_AB03 35 5043.000000 2719
mcs50_m4Dr6_s35_AB04 406 20750.000000 7432
mcs50_m4Dr6_s35_AB05 148 7477.000000 3848
mcs50_m4Dr6_s35_AB06 729 19577.000000 10440
mcs50_m4Dr6_s35_AB07 376 60856.000000 18225
mcs50_m4Dr6_s35_AB08 185 47370.000000 13125
mcs50_m4Dr6_s35_AB09 247 20891.000000 44778
mcs50_m4Dr6_s40_AB00 36795 317331.000000 228306
mcs50_m4Dr6_s40_AB01 1488 264141.000000 239225
mcs50_m4Dr6_s40_AB02 12686 348968.000000 129007
mcs50_m4Dr6_s40_AB03 204 11576.000000 6387
mcs50_m4Dr6_s40_AB04 2456 1108492.000000 746620
mcs50_m4Dr6_s40_AB05 3673 387369.000000 161781
mcs50_m4Dr6_s40_AB06 52 86157.000000 19224
mcs50_m4Dr6_s40_AB07 13226 558806.000000 313159
mcs50_m4Dr6_s40_AB08 5258 88859.000000 19163
mcs50_m4Dr6_s40_AB09 1667 575661.000000 179858
mcs50_r005_s20_AB00 880 4248.000000 3079
mcs50_r005_s20_AB01 406 1607.000000 1166
mcs50_r005_s20_AB02 251 2181.000000 3604
mcs50_r005_s20_AB03 324 2347.000000 2675
mcs50_r005_s20_AB04 95 16327.000000 4723
mcs50_r005_s20_AB05 605 619.000000 601
mcs50_r005_s20_AB06 500 4872.000000 3489
mcs50_r005_s20_AB07 44 4145.000000 1784
mcs50_r005_s20_AB08 262 1809.000000 1534
mcs50_r005_s20_AB09 698 6609.000000 3393
mcs50_r005_s25_AB00 26404 34049.000000 40451
mcs50_r005_s25_AB01 18524 14008.000000 5298
mcs50_r005_s25_AB02 549 38211.000000 24807
mcs50_r005_s25_AB03 745 14585.000000 13307
mcs50_r005_s25_AB04 695 29826.000000 16893
mcs50_r005_s25_AB05 5502 111713.000000 112895
mcs50_r005_s25_AB06 11704 48241.000000 22199
mcs50_r005_s25_AB07 4933 100939.000000 22961
mcs50_r005_s25_AB08 5513 88672.000000 43815
