instance clique cp-fc james-cpp-max
mcs30_b09m_s50_AB09 50 3.333989 129
mcs30_b09m_s60_AB00 17 7.006752 249
mcs30_b09m_s60_AB01 22 10.328166 520
mcs30_b09m_s60_AB02 82 23.849804 1038
mcs30_b09m_s60_AB03 60 13.730478 702
mcs30_b09m_s60_AB04 15 3.751273 136
mcs30_b09m_s60_AB05 20 13.982053 459
mcs30_b09m_s60_AB06 14 5.359338 288
mcs30_b09m_s60_AB07 34 5.875467 374
mcs30_b09m_s60_AB08 13 3.877809 267
mcs30_b09m_s60_AB09 27 12.103320 734
mcs30_b09m_s70_AB00 153 122.724594 4059
mcs30_b09m_s70_AB01 94 179.951813 4605
mcs30_b09m_s70_AB02 190 98.239265 3683
mcs30_b09m_s70_AB03 405 189.163330 8740
mcs30_b09m_s70_AB04 112 149.232239 2721
mcs30_b09m_s70_AB05 513 188.777512 5487
mcs30_b09m_s70_AB06 174 155.506210 2804
mcs30_b09m_s70_AB07 259 300.894287 7365
mcs30_b09m_s70_AB08 81 56.009995 2858
mcs30_b09m_s70_AB09 142 130.082001 3109
mcs30_b09m_s80_AB00 6859 1000.000000 589869
mcs30_b09m_s80_AB01 3618 1000.000061 47926
mcs30_b09m_s80_AB02 1146 1000.000061 34550
mcs30_b09m_s80_AB03 1859 1000.000000 79512
mcs30_b09m_s80_AB04 1558 1000.000061 75160
mcs30_b09m_s80_AB05 5790 1000.000061 181560
mcs30_b09m_s80_AB06 1017 1000.000000 134746
mcs30_b09m_s80_AB07 857 397.679321 11648
mcs30_b09m_s80_AB08 1148 1000.000061 188549
mcs30_b09m_s80_AB09 579 1000.000061 20904
mcs30_b09m_s90_AB00 271251 1000.000000 1000000
mcs30_b09m_s90_AB01 191777 1000.000061 1000000
mcs30_b09m_s90_AB02 146720 1000.000061 1000000
mcs30_b09m_s90_AB03 958927 1000.000061 1000000
mcs30_b09m_s90_AB04 240178 1000.000000 1000000
mcs30_b09m_s90_AB05 13595 1000.000061 312015
mcs30_b09m_s90_AB06 997714 1000.000061 1000000
mcs30_b09m_s90_AB07 37767 1000.000000 541066
mcs30_b09m_s90_AB08 3246 1000.000000 156142
mcs30_b09m_s90_AB09 89908 1000.000061 1000000
mcs30_m2D_s100_AB00 1000000 1000.000122 1000000
mcs30_m2D_s100_AB01 79197 1000.000061 1000000
mcs30_m2D_s100_AB02 284592 1000.000061 1000000
mcs30_m2D_s100_AB03 283850 1000.000061 1000000
mcs30_m2D_s100_AB04 18779 1000.000061 1000000
mcs30_m2D_s100_AB05 39351 1000.000061 1000000
mcs30_m2D_s100_AB06 7493 1000.000122 531103
mcs30_m2D_s100_AB07 94233 1000.000122 1000000
mcs30_m2D_s100_AB08 153882 1000.000061 1000000
mcs30_m2D_s100_AB09 29366 1000.000061 1000000
mcs30_m2D_s30_AB00 3 0.150329 13
mcs30_m2D_s30_AB01 3 0.059723 3
mcs30_m2D_s30_AB02 2 0.083090 4
mcs30_m2D_s30_AB03 2 0.011712 0
mcs30_m2D_s30_AB04 3 0.079030 4
mcs30_m2D_s30_AB05 2 0.051165 3
mcs30_m2D_s30_AB06 2 0.039388 3
mcs30_m2D_s30_AB07 2 0.187148 5
mcs30_m2D_s30_AB08 3 0.050258 5
mcs30_m2D_s30_AB09 2 0.021309 1
mcs30_m2D_s50_AB00 3755 488.344147 23696
mcs30_m2D_s50_AB01 2773 1000.000000 65014
mcs30_m2D_s50_AB02 91326 1000.000000 79276
mcs30_m2D_s50_AB03 91757 475.303528 14463
mcs30_m2D_s50_AB04 55866 1000.000000 22729
mcs30_m2D_s50_AB05 32260 688.967834 9021
mcs30_m2D_s50_AB06 112212 336.482147 3598
mcs30_m2D_s50_AB07 146208 1000.000000 143490
mcs30_m2D_s50_AB08 3580 449.287415 17374
mcs30_m2D_s50_AB09 214876 1000.000000 82748
mcs30_m2D_s60_AB00 636 751.265686 29744
mcs30_m2D_s60_AB01 277 385.788116 9268
mcs30_m2D_s60_AB02 63 916.534668 9168
mcs30_m2D_s60_AB03 3163 1000.000000 15351
mcs30_m2D_s60_AB04 777 1000.000000 3806
mcs30_m2D_s60_AB05 6290 184.318268 3268
mcs30_m2D_s60_AB06 764 570.485352 8248
mcs30_m2D_s60_AB07 356 566.026550 7888
mcs30_m2D_s60_AB08 403 1000.000000 18536
mcs30_m2D_s60_AB09 3073 633.478455 12933
mcs30_m2D_s70_AB00 179 310.907990 10035
mcs30_m2D_s70_AB01 101354 1000.000000 14868
mcs30_m2D_s70_AB02 27358 1000.000000 1000000
mcs30_m2D_s70_AB03 35 1000.000000 91133
mcs30_m2D_s70_AB04 42082 1000.000000 1000000
mcs30_m2D_s70_AB05 1000000 1000.000061 314056
mcs30_m2D_s70_AB06 68045 1000.000061 396781
mcs30_m2D_s70_AB07 5075 1000.000061 97729
mcs30_m2D_s70_AB08 190 1000.000000 23270
mcs30_m2D_s70_AB09 47233 1000.000000 432249
mcs30_m2D_s80_AB00 1000000 1000.000061 1000000
mcs30_m2D_s80_AB01 1000000 1000.000061 1000000
mcs30_m2D_s80_AB02 1000000 1000.000061 1000000
mcs30_m2D_s80_AB03 1000000 1000.000061 1000000
mcs30_m2D_s80_AB04 1000000 1000.000061 1000000
mcs30_m2D_s80_AB05 1000000 1000.000061 1000000
mcs30_m2D_s80_AB06 125293 1000.000061 1000000
mcs30_m2D_s80_AB07 1000000 1000.000061 1000000
mcs30_m2D_s80_AB08 1000000 1000.000061 1000000
mcs30_m2D_s80_AB09 1000000 1000.000061 1000000
mcs30_m2D_s90_AB00 1000000 1000.000061 1000000
mcs30_m2D_s90_AB01 1000000 1000.000061 1000000
mcs30_m2D_s90_AB02 1000000 1000.000061 1000000
mcs30_m2D_s90_AB03 1000000 1000.000061 1000000
mcs30_m2D_s90_AB04 1000000 1000.000000 1000000
mcs30_m2D_s90_AB05 1000000 1000.000122 1000000
mcs30_m2D_s90_AB06 1000000 1000.000122 1000000
mcs30_m2D_s90_AB07 1000000 1000.000061 1000000
mcs30_m2D_s90_AB08 1000000 1000.000061 1000000
mcs30_m2D_s90_AB09 1000000 1000.000061 1000000
mcs30_m2Dr2_s100_AB00 472472 1000.000061 1000000
mcs30_m2Dr2_s100_AB01 11133 1000.000061 1000000
mcs30_m2Dr2_s100_AB02 8858 1000.000061 1000000
mcs30_m2Dr2_s100_AB03 82695 1000.000061 1000000
mcs30_m2Dr2_s100_AB04 197274 1000.000061 1000000
mcs30_m2Dr2_s100_AB05 69074 1000.000122 1000000
mcs30_m2Dr2_s100_AB06 764460 1000.000061 1000000
mcs30_m2Dr2_s100_AB07 1000000 1000.000061 1000000
mcs30_m2Dr2_s100_AB08 78198 1000.000061 1000000
mcs30_m2Dr2_s100_AB09 616487 1000.000061 1000000
mcs30_m2Dr2_s30_AB00 3 0.030495 1
mcs30_m2Dr2_s30_AB01 4 0.061832 4
mcs30_m2Dr2_s30_AB02 3 0.088058 5
mcs30_m2Dr2_s30_AB03 3 0.029097 1
mcs30_m2Dr2_s30_AB04 3 0.064558 3
mcs30_m2Dr2_s30_AB05 2 0.079315 3
mcs30_m2Dr2_s30_AB06 3 0.101565 5
mcs30_m2Dr2_s30_AB07 2 0.018461 0
mcs30_m2Dr2_s30_AB08 2 0.118098 6
mcs30_m2Dr2_s30_AB09 3 0.034061 1
mcs30_m2Dr2_s50_AB00 107002 1000.000000 65660
mcs30_m2Dr2_s50_AB01 1412 1000.000000 22524
mcs30_m2Dr2_s50_AB02 556 62.029293 946
mcs30_m2Dr2_s50_AB03 21623 1000.000000 87342
mcs30_m2Dr2_s50_AB04 223333 1000.000000 27990
mcs30_m2Dr2_s50_AB05 547 206.945435 4232
mcs30_m2Dr2_s50_AB06 22201 1000.000000 52018
mcs30_m2Dr2_s50_AB07 47607 1000.000000 20943
mcs30_m2Dr2_s50_AB08 11515 1000.000000 23672
mcs30_m2Dr2_s50_AB09 78385 1000.000000 124280
mcs30_m2Dr2_s60_AB00 1055 1000.000000 12144
mcs30_m2Dr2_s60_AB01 499 411.572601 7467
mcs30_m2Dr2_s60_AB02 1473 303.584167 6020
mcs30_m2Dr2_s60_AB03 431 313.423706 2223
mcs30_m2Dr2_s60_AB04 1368 1000.000000 98826
mcs30_m2Dr2_s60_AB05 1147 706.564270 9504
mcs30_m2Dr2_s60_AB06 379 1000.000000 7430
mcs30_m2Dr2_s60_AB07 837 1000.000000 20952
mcs30_m2Dr2_s60_AB08 148 1000.000000 8242
mcs30_m2Dr2_s60_AB09 30816 1000.000000 76369
mcs30_m2Dr2_s70_AB00 33 395.634949 6696
mcs30_m2Dr2_s70_AB01 2187 1000.000000 61132
mcs30_m2Dr2_s70_AB02 191 1000.000000 21229
mcs30_m2Dr2_s70_AB03 9093 1000.000061 41458
mcs30_m2Dr2_s70_AB04 11906 1000.000000 172516
mcs30_m2Dr2_s70_AB05 4389 1000.000000 165856
mcs30_m2Dr2_s70_AB06 765 1000.000061 362150
mcs30_m2Dr2_s70_AB07 123756 1000.000061 468128
mcs30_m2Dr2_s70_AB08 3617 1000.000000 43510
mcs30_m2Dr2_s70_AB09 31198 1000.000000 895048
mcs30_m2Dr2_s80_AB00 178818 1000.000061 1000000
mcs30_m2Dr2_s80_AB01 1000000 1000.000061 1000000
mcs30_m2Dr2_s80_AB02 279165 1000.000000 1000000
mcs30_m2Dr2_s80_AB03 1000000 1000.000000 1000000
mcs30_m2Dr2_s80_AB04 268733 1000.000061 1000000
mcs30_m2Dr2_s80_AB05 1000000 1000.000061 1000000
mcs30_m2Dr2_s80_AB06 204 1000.000061 332928
mcs30_m2Dr2_s80_AB07 1000000 1000.000061 1000000
mcs30_m2Dr2_s80_AB08 1805 1000.000061 278068
mcs30_m2Dr2_s80_AB09 542708 1000.000061 1000000
mcs30_m2Dr2_s90_AB00 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB01 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB02 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB03 1000000 1000.000122 1000000
mcs30_m2Dr2_s90_AB04 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB05 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB06 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB07 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB08 1000000 1000.000061 1000000
mcs30_m2Dr2_s90_AB09 1000000 1000.000061 1000000
mcs30_m2Dr4_s100_AB00 101349 1000.000061 1000000
mcs30_m2Dr4_s100_AB01 1000000 1000.000061 1000000
mcs30_m2Dr4_s100_AB02 1000000 1000.000061 1000000
mcs30_m2Dr4_s100_AB03 107317 1000.000061 1000000
mcs30_m2Dr4_s100_AB04 8217 1000.000061 1000000
mcs30_m2Dr4_s100_AB05 2240 1000.000061 570680
mcs30_m2Dr4_s100_AB06 372863 1000.000061 1000000
mcs30_m2Dr4_s100_AB07 1000000 1000.000122 1000000
mcs30_m2Dr4_s100_AB08 19680 1000.000061 1000000
mcs30_m2Dr4_s100_AB09 11568 1000.000061 316688
mcs30_m2Dr4_s30_AB00 7 0.054161 2
mcs30_m2Dr4_s30_AB01 3 0.029428 2
mcs30_m2Dr4_s30_AB02 2 0.115093 7
mcs30_m2Dr4_s30_AB03 3 0.054512 2
mcs30_m2Dr4_s30_AB04 4 0.099518 3
mcs30_m2Dr4_s30_AB05 2 0.052385 4
mcs30_m2Dr4_s30_AB06 3 0.069432 2
mcs30_m2Dr4_s30_AB07 2 0.017281 1
mcs30_m2Dr4_s30_AB08 3 0.070744 6
mcs30_m2Dr4_s30_AB09 3 0.040728 2
mcs30_m2Dr4_s50_AB00 1690 248.259827 7952
mcs30_m2Dr4_s50_AB01 8764 674.436279 13534
mcs30_m2Dr4_s50_AB02 36768 1000.000000 32734
mcs30_m2Dr4_s50_AB03 22740 816.854065 30699
mcs30_m2Dr4_s50_AB04 19860 1000.000000 61802
mcs30_m2Dr4_s50_AB05 704 165.763184 43587
mcs30_m2Dr4_s50_AB06 14272 214.422226 5907
mcs30_m2Dr4_s50_AB07 2883 1000.000061 24414
mcs30_m2Dr4_s50_AB08 337 280.891876 11793
mcs30_m2Dr4_s50_AB09 3240 1000.000000 18299
mcs30_m2Dr4_s60_AB00 519 165.870895 4215
mcs30_m2Dr4_s60_AB01 57 27.611780 1618
mcs30_m2Dr4_s60_AB02 239 385.332733 9829
mcs30_m2Dr4_s60_AB03 33 325.592682 4965
mcs30_m2Dr4_s60_AB04 27013 877.477295 43215
mcs30_m2Dr4_s60_AB05 28273 1000.000000 71893
mcs30_m2Dr4_s60_AB06 4814 1000.000000 58996
mcs30_m2Dr4_s60_AB07 527 800.735291 9076
mcs30_m2Dr4_s60_AB08 234 519.080017 7260
mcs30_m2Dr4_s60_AB09 117 86.141373 3305
mcs30_m2Dr4_s70_AB00 64239 1000.000000 647075
mcs30_m2Dr4_s70_AB01 630 1000.000000 86435
mcs30_m2Dr4_s70_AB02 27022 1000.000061 58051
mcs30_m2Dr4_s70_AB03 139 1000.000061 22643
mcs30_m2Dr4_s70_AB04 22074 1000.000061 11782
mcs30_m2Dr4_s70_AB05 1059 1000.000061 196133
mcs30_m2Dr4_s70_AB06 3296 1000.000061 204143
mcs30_m2Dr4_s70_AB07 865 1000.000061 62403
mcs30_m2Dr4_s70_AB08 905 1000.000061 198931
mcs30_m2Dr4_s70_AB09 20106 1000.000061 138149
mcs30_m2Dr4_s80_AB00 61607 1000.000000 531742
mcs30_m2Dr4_s80_AB01 1000000 1000.000000 1000000
mcs30_m2Dr4_s80_AB02 1000000 1000.000061 1000000
mcs30_m2Dr4_s80_AB03 273881 1000.000061 1000000
mcs30_m2Dr4_s80_AB04 446429 1000.000000 1000000
mcs30_m2Dr4_s80_AB05 110227 1000.000061 1000000
mcs30_m2Dr4_s80_AB06 1000000 1000.000061 1000000
mcs30_m2Dr4_s80_AB07 1000000 1000.000061 1000000
mcs30_m2Dr4_s80_AB08 1000000 1000.000000 1000000
mcs30_m2Dr4_s80_AB09 291543 1000.000061 1000000
mcs30_m2Dr4_s90_AB00 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB01 1000000 1000.000000 1000000
mcs30_m2Dr4_s90_AB02 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB03 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB04 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB05 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB06 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB07 1000000 1000.000061 1000000
mcs30_m2Dr4_s90_AB08 1000000 1000.000000 1000000
mcs30_m2Dr4_s90_AB09 1000000 1000.000061 1000000
mcs30_m2Dr6_s100_AB00 577442 1000.000061 1000000
mcs30_m2Dr6_s100_AB01 30908 1000.000061 1000000
mcs30_m2Dr6_s100_AB02 591 1000.000061 499036
mcs30_m2Dr6_s100_AB03 54827 1000.000122 1000000
mcs30_m2Dr6_s100_AB04 978885 1000.000061 1000000
mcs30_m2Dr6_s100_AB05 10878 1000.000061 1000000
mcs30_m2Dr6_s100_AB06 23600 1000.000061 1000000
mcs30_m2Dr6_s100_AB07 224185 1000.000061 1000000
mcs30_m2Dr6_s100_AB08 4737 1000.000061 181473
mcs30_m2Dr6_s100_AB09 45094 1000.000061 1000000
mcs30_m2Dr6_s30_AB00 2 0.018858 1
mcs30_m2Dr6_s30_AB01 2 0.063942 2
mcs30_m2Dr6_s30_AB02 2 0.019732 1
mcs30_m2Dr6_s30_AB03 3 0.124612 5
mcs30_m2Dr6_s30_AB04 2 0.031815 2
mcs30_m2Dr6_s30_AB05 3 0.021277 2
mcs30_m2Dr6_s30_AB06 2 0.036750 7
mcs30_m2Dr6_s30_AB07 2 0.026897 1
mcs30_m2Dr6_s30_AB08 2 0.105391 5
mcs30_m2Dr6_s30_AB09 3 0.026355 3
mcs30_m2Dr6_s50_AB00 406 1000.000000 18121
mcs30_m2Dr6_s50_AB01 1005 662.692566 3762
mcs30_m2Dr6_s50_AB02 2153 89.358086 3230
mcs30_m2Dr6_s50_AB03 8439 490.063324 25422
mcs30_m2Dr6_s50_AB04 130 189.181808 2123
mcs30_m2Dr6_s50_AB05 10005 150.638947 2565
mcs30_m2Dr6_s50_AB06 2016 244.711929 5143
mcs30_m2Dr6_s50_AB07 10112 127.270897 5058
mcs30_m2Dr6_s50_AB08 25300 171.663437 4840
mcs30_m2Dr6_s50_AB09 1722 541.857727 29817
mcs30_m2Dr6_s60_AB00 53 627.646484 12727
mcs30_m2Dr6_s60_AB01 43 337.935455 3517
mcs30_m2Dr6_s60_AB02 276 178.964371 6375
mcs30_m2Dr6_s60_AB03 343 228.877548 6470
mcs30_m2Dr6_s60_AB04 118 110.538185 1244
mcs30_m2Dr6_s60_AB05 47 315.496429 6546
mcs30_m2Dr6_s60_AB06 158 91.528481 1419
mcs30_m2Dr6_s60_AB07 32 189.300415 7425
mcs30_m2Dr6_s60_AB08 122 94.701294 2827
mcs30_m2Dr6_s60_AB09 2121 643.670593 10548
mcs30_m2Dr6_s70_AB00 3549 1000.000000 411230
mcs30_m2Dr6_s70_AB01 51 1000.000061 4791
mcs30_m2Dr6_s70_AB02 1310 1000.000000 152627
mcs30_m2Dr6_s70_AB03 646 331.056152 7472
mcs30_m2Dr6_s70_AB04 8223 1000.000000 318434
mcs30_m2Dr6_s70_AB05 1767 757.564636 41047
mcs30_m2Dr6_s70_AB06 219 1000.000061 70524
mcs30_m2Dr6_s70_AB07 1456 1000.000061 56851
mcs30_m2Dr6_s70_AB08 1839 1000.000061 21310
mcs30_m2Dr6_s70_AB09 66464 1000.000000 226205
mcs30_m2Dr6_s80_AB00 15727 1000.000061 1000000
mcs30_m2Dr6_s80_AB01 1000000 1000.000061 1000000
mcs30_m2Dr6_s80_AB02 1000000 1000.000061 1000000
mcs30_m2Dr6_s80_AB03 238443 1000.000061 1000000
mcs30_m2Dr6_s80_AB04 462612 1000.000061 1000000
mcs30_m2Dr6_s80_AB05 593836 1000.000061 1000000
mcs30_m2Dr6_s80_AB06 79872 1000.000061 1000000
mcs30_m2Dr6_s80_AB07 1000000 1000.000061 1000000
mcs30_m2Dr6_s80_AB08 667070 1000.000061 1000000
mcs30_m2Dr6_s80_AB09 81726 1000.000000 1000000
mcs30_m2Dr6_s90_AB00 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB01 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB02 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB03 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB04 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB05 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB06 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB07 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB08 1000000 1000.000061 1000000
mcs30_m2Dr6_s90_AB09 1000000 1000.000000 1000000
mcs30_m3D_s100_AB00 563999 1000.000061 1000000
mcs30_m3D_s100_AB01 186096 1000.000061 1000000
mcs30_m3D_s100_AB02 374399 1000.000061 1000000
mcs30_m3D_s100_AB03 45271 1000.000061 1000000
mcs30_m3D_s100_AB04 16972 1000.000061 1000000
mcs30_m3D_s100_AB05 1000000 1000.000061 1000000
mcs30_m3D_s100_AB06 7716 1000.000061 1000000
mcs30_m3D_s100_AB07 71015 1000.000061 1000000
mcs30_m3D_s100_AB08 50713 1000.000061 1000000
mcs30_m3D_s100_AB09 187231 1000.000061 1000000
mcs30_m3D_s25_AB00 6 0.141723 7
mcs30_m3D_s25_AB01 5 0.103093 9
mcs30_m3D_s25_AB02 5 0.064368 4
mcs30_m3D_s25_AB03 4 0.041122 0
mcs30_m3D_s25_AB04 5 0.144759 1
mcs30_m3D_s25_AB05 5 0.052822 2
mcs30_m3D_s25_AB06 3 0.028104 2
mcs30_m3D_s25_AB07 6 0.105163 5
mcs30_m3D_s25_AB08 8 0.037745 5
mcs30_m3D_s25_AB09 4 0.030628 1
mcs30_m3D_s30_AB00 2 0.072047 6
mcs30_m3D_s30_AB01 3 0.057574 6
mcs30_m3D_s30_AB02 1 0.032387 1
mcs30_m3D_s30_AB03 3 0.050487 2
mcs30_m3D_s30_AB04 3 0.069954 7
mcs30_m3D_s30_AB05 3 0.009479 0
mcs30_m3D_s30_AB06 2 0.075050 4
mcs30_m3D_s30_AB07 2 0.034486 2
mcs30_m3D_s30_AB08 3 0.084169 5
mcs30_m3D_s30_AB09 2 0.012273 0
mcs30_m3D_s40_AB00 65 6.961193 295
mcs30_m3D_s40_AB01 59 3.094281 281
mcs30_m3D_s40_AB02 19 1.418572 81
mcs30_m3D_s40_AB03 139 3.509545 257
mcs30_m3D_s40_AB04 23 8.290353 150
mcs30_m3D_s40_AB05 31 8.350001 45
mcs30_m3D_s40_AB06 15 7.923921 655
mcs30_m3D_s40_AB07 75 5.942631 190
mcs30_m3D_s40_AB08 234 8.234965 277
mcs30_m3D_s40_AB09 91 2.471295 213
mcs30_m3D_s70_AB00 613 879.375427 63046
mcs30_m3D_s70_AB01 128 582.192688 24651
mcs30_m3D_s70_AB02 183 1000.000000 94112
mcs30_m3D_s70_AB03 222 98.638557 1509
mcs30_m3D_s70_AB04 1425 1000.000061 32913
mcs30_m3D_s70_AB05 3711 799.460815 19968
mcs30_m3D_s70_AB06 42084 113.969376 2863
mcs30_m3D_s70_AB07 1997 1000.000000 160540
mcs30_m3D_s70_AB08 446 1000.000061 63256
mcs30_m3D_s70_AB09 91588 1000.000000 23384
mcs30_m3D_s80_AB00 261688 1000.000061 1000000
mcs30_m3D_s80_AB01 57289 1000.000061 1000000
mcs30_m3D_s80_AB02 173594 1000.000061 1000000
mcs30_m3D_s80_AB03 37133 1000.000000 403980
mcs30_m3D_s80_AB04 155157 1000.000061 1000000
mcs30_m3D_s80_AB05 1000000 1000.000061 1000000
mcs30_m3D_s80_AB06 218091 1000.000061 1000000
mcs30_m3D_s80_AB07 61194 1000.000000 1000000
mcs30_m3D_s80_AB08 147526 1000.000000 354039
mcs30_m3D_s80_AB09 1000000 1000.000061 1000000
mcs30_m3D_s90_AB00 1000000 1000.000061 1000000
mcs30_m3D_s90_AB01 1000000 1000.000061 1000000
mcs30_m3D_s90_AB02 1000000 1000.000000 1000000
mcs30_m3D_s90_AB03 1000000 1000.000061 1000000
mcs30_m3D_s90_AB04 1000000 1000.000000 1000000
mcs30_m3D_s90_AB05 1000000 1000.000061 1000000
mcs30_m3D_s90_AB06 1000000 1000.000061 1000000
mcs30_m3D_s90_AB07 1000000 1000.000061 1000000
mcs30_m3D_s90_AB08 1000000 1000.000061 1000000
mcs30_m3D_s90_AB09 1000000 1000.000061 1000000
mcs30_m3Dr2_s100_AB00 5012 1000.000061 1000000
mcs30_m3Dr2_s100_AB01 2016 1000.000061 436287
mcs30_m3Dr2_s100_AB02 167544 1000.000061 1000000
mcs30_m3Dr2_s100_AB03 197223 1000.000061 1000000
mcs30_m3Dr2_s100_AB04 781155 1000.000061 1000000
mcs30_m3Dr2_s100_AB05 9618 1000.000061 1000000
mcs30_m3Dr2_s100_AB06 119820 1000.000061 1000000
mcs30_m3Dr2_s100_AB07 113131 1000.000061 1000000
mcs30_m3Dr2_s100_AB08 37128 1000.000061 1000000
mcs30_m3Dr2_s100_AB09 37241 1000.000061 1000000
mcs30_m3Dr2_s25_AB00 3 0.041718 1
mcs30_m3Dr2_s25_AB01 4 0.056370 2
mcs30_m3Dr2_s25_AB02 7 0.175545 4
mcs30_m3Dr2_s25_AB03 5 0.063147 3
mcs30_m3Dr2_s25_AB04 4 0.050782 2
mcs30_m3Dr2_s25_AB05 5 0.176621 4
mcs30_m3Dr2_s25_AB06 4 0.100041 1
mcs30_m3Dr2_s25_AB07 5 0.116966 4
mcs30_m3Dr2_s25_AB08 6 0.188421 14
mcs30_m3Dr2_s25_AB09 6 0.080627 7
mcs30_m3Dr2_s30_AB00 4 0.073741 1
mcs30_m3Dr2_s30_AB01 2 0.089436 7
mcs30_m3Dr2_s30_AB02 3 0.052573 1
mcs30_m3Dr2_s30_AB03 3 0.007774 0
mcs30_m3Dr2_s30_AB04 3 0.079822 6
mcs30_m3Dr2_s30_AB05 3 0.041187 1
mcs30_m3Dr2_s30_AB06 3 0.109463 3
mcs30_m3Dr2_s30_AB07 4 0.184748 9
mcs30_m3Dr2_s30_AB08 2 0.013208 0
mcs30_m3Dr2_s30_AB09 2 0.105413 5
mcs30_m3Dr2_s40_AB00 19 5.174019 97
mcs30_m3Dr2_s40_AB01 63 19.983784 553
mcs30_m3Dr2_s40_AB02 290 8.452336 151
mcs30_m3Dr2_s40_AB03 259 8.518071 366
mcs30_m3Dr2_s40_AB04 40 2.441173 214
mcs30_m3Dr2_s40_AB05 43 2.304800 49
mcs30_m3Dr2_s40_AB06 17 2.441625 110
mcs30_m3Dr2_s40_AB07 15 4.251713 79
mcs30_m3Dr2_s40_AB08 105 10.418557 913
mcs30_m3Dr2_s40_AB09 52 10.875701 142
mcs30_m3Dr2_s70_AB00 318 606.406250 7011
mcs30_m3Dr2_s70_AB01 1546 1000.000061 15786
mcs30_m3Dr2_s70_AB02 2565 984.224304 30024
mcs30_m3Dr2_s70_AB03 418 1000.000000 14910
mcs30_m3Dr2_s70_AB04 3728 1000.000000 516301
mcs30_m3Dr2_s70_AB05 6272 688.337219 20213
mcs30_m3Dr2_s70_AB06 151 1000.000000 69133
mcs30_m3Dr2_s70_AB07 892 426.203247 10029
mcs30_m3Dr2_s70_AB08 35402 1000.000000 343117
mcs30_m3Dr2_s70_AB09 205 1000.000061 42657
mcs30_m3Dr2_s80_AB00 1000000 1000.000061 1000000
mcs30_m3Dr2_s80_AB01 1000000 1000.000122 1000000
mcs30_m3Dr2_s80_AB02 12120 1000.000000 1000000
mcs30_m3Dr2_s80_AB03 1719 1000.000000 595773
mcs30_m3Dr2_s80_AB04 56295 1000.000000 1000000
mcs30_m3Dr2_s80_AB05 152634 1000.000061 1000000
mcs30_m3Dr2_s80_AB06 11962 1000.000061 719923
mcs30_m3Dr2_s80_AB07 9848 1000.000061 1000000
mcs30_m3Dr2_s80_AB08 315408 1000.000061 1000000
mcs30_m3Dr2_s80_AB09 14994 1000.000061 1000000
mcs30_m3Dr2_s90_AB00 574909 1000.000000 1000000
mcs30_m3Dr2_s90_AB01 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB02 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB03 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB04 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB05 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB06 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB07 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB08 1000000 1000.000061 1000000
mcs30_m3Dr2_s90_AB09 1000000 1000.000061 1000000
mcs30_m3Dr4_s100_AB00 18284 1000.000061 1000000
mcs30_m3Dr4_s100_AB01 27710 1000.000061 1000000
mcs30_m3Dr4_s100_AB02 16989 1000.000061 1000000
mcs30_m3Dr4_s100_AB03 97557 1000.000061 1000000
mcs30_m3Dr4_s100_AB04 4981 1000.000061 1000000
mcs30_m3Dr4_s100_AB05 35428 1000.000061 1000000
mcs30_m3Dr4_s100_AB06 8456 1000.000122 1000000
mcs30_m3Dr4_s100_AB07 3092 1000.000061 1000000
mcs30_m3Dr4_s100_AB08 197206 1000.000061 1000000
mcs30_m3Dr4_s100_AB09 8894 1000.000061 406842
mcs30_m3Dr4_s25_AB00 3 0.035223 2
mcs30_m3Dr4_s25_AB01 4 0.060041 3
mcs30_m3Dr4_s25_AB02 4 0.050187 3
mcs30_m3Dr4_s25_AB03 3 0.058530 2
