instance clique cp-fc kdown james-cpp-max james-cpp-max-down kdown-par/t32
g24-g49 1000003 1000.000000 1000000 1000000 1000000 1000004
g24-g50 1000003 1000.000000 1000000 1000000 1000000 1000002
g25-g26 1000002 1000.000061 1000000 1000000 1000000 1000004
g25-g27 1000002 1000.000061 1000000 1000000 1000000 1000002
g25-g29 1000002 1000.000000 1000000 1000000 1000000 1000002
g25-g30 1000003 1000.000000 1000000 1000000 1000000 1000003
g25-g31 1000002 1000.000000 1000000 1000000 1000000 1000002
g25-g32 763 1000.000000 1000000 1000000 1000000 1000003
g25-g38 34842 1000.000061 1000000 1000000 1000000 1000003
g25-g40 1000003 1000.000000 1000000 1000000 1000000 1000003
g25-g43 1000005 1000.000061 1000000 1000000 1000000 1000004
g25-g44 1000005 1000.000061 1000000 1000000 1000000 1000003
g25-g45 1000006 1000.000122 1000001 1000000 1000000 1000002
g25-g46 1000004 1000.000122 1000000 1000000 1000000 1000002
g25-g47 1000004 1000.000061 1000000 1000000 1000000 1000003
g25-g48 1000006 1000.000000 1000000 1000000 1000000 1000002
g25-g49 1000004 1000.000122 1000000 1000000 1000000 1000003
g25-g50 1000003 1000.000000 1000000 1000000 1000000 1000003
g26-g27 1000003 1000.000061 1000000 1000000 1000000 1000003
g26-g32 1411 1000.000000 1000000 1000000 1000000 1000005
g26-g40 1000003 1000.000061 1000000 1000000 1000000 1000004
g26-g50 1000003 1000.000000 1000000 1000000 1000000 1000002
g27-g32 2165 1000.000000 1000000 1000000 1000000 1000002
g27-g50 1000004 1000.000000 1000000 1000000 1000000 1000003
g28-g29 1000004 1000.000061 1000000 1000000 1000000 1000003
g28-g30 1000004 1000.000000 1000000 1000000 1000000 1000003
g28-g31 1000004 1000.000061 1000000 1000000 1000000 1000004
g28-g32 936 4.586895 3472 444 2431 1105
g28-g33 1000005 1000.000061 1000000 1000000 1000000 1000002
g28-g37 1000006 1000.000000 1000000 1000000 1000000 1000002
g28-g38 1000009 1000.000122 1000000 1000000 1000000 1000002
g28-g40 1000004 1000.000000 1000000 1000000 1000000 1000003
g28-g43 1000007 1000.000061 1000000 1000000 1000000 1000002
g28-g44 1000008 1000.000061 1000000 1000000 1000000 1000002
g28-g45 1000008 1000.000000 1000000 1000000 1000000 1000002
g28-g46 1000007 1000.000061 1000000 1000000 1000000 1000002
g28-g47 1000007 1000.000061 1000000 1000000 1000000 1000002
g28-g48 1000006 1000.000000 1000000 1000000 1000000 1000002
g28-g49 1000006 1000.000061 1000000 1000000 1000000 1000002
g28-g50 1000006 1000.000000 1000000 1000000 1000000 1000004
g29-g30 1000003 10.130974 1000000 2091 3284 400987
g29-g31 1000004 1000.000061 1000000 1000000 1000000 1000002
g29-g32 6950 1000.000000 1000000 214594 290613 185052
g29-g40 1000004 1000.000061 1000000 1000000 1000000 1000003
g29-g44 1000007 1000.000000 1000000 1000000 1000000 1000002
g29-g45 1000005 1000.000061 1000000 1000000 1000000 1000003
g29-g50 1000005 1000.000000 1000000 1000000 1000000 1000003
g3-g10 81 0.018396 15 1 2 26
g3-g11 352 0.361534 284 62 51 304
g3-g12 196 0.625096 410 96 111 286
g3-g13 67 0.023137 24 2 2 23
g3-g14 141 0.090925 65 5 6 53
g3-g15 78 0.042346 16 2 3 22
g3-g16 946 0.169434 91 16 19 81
g3-g17 482 0.134611 107 16 21 241
g3-g18 192 0.223229 190 17 23 463
g3-g19 1721 0.929127 615 86 138 503
g3-g20 2837 0.007597 4 4 4 5
g3-g21 41 0.453136 424 27 40 241
g3-g22 1092 0.092423 102 7 9 46
g3-g23 564 0.259789 149 12 14 92
g3-g24 144 0.022468 25 0 1 29
g3-g25 220 0.064565 85 6 7 72
g3-g26 635 0.096511 47 5 7 34
g3-g27 1677 0.126482 73 13 10 56
g3-g28 142 0.115384 58 7 8 60
g3-g29 38077 0.010911 9 0 0 7
g3-g30 20936 0.012764 17 0 0 7
g3-g31 51022 0.010985 10 0 0 7
g3-g32 64 0.598927 231 46 63 83
g3-g33 3530 0.165536 82 9 11 61
g3-g34 1488 0.684193 412 40 54 350
g3-g35 5306 0.257102 104 23 17 81
g3-g36 1899 0.129638 27 8 14 17
g3-g37 15309 0.468798 91 65 41 41
g3-g38 393 7.210705 8799 448 482 4826
g3-g39 8305 0.534814 292 26 38 197
g3-g4 0 0.001928 6 0 0 28
g3-g40 42465 283.352814 170258 36677 39188 140118
g3-g41 22055 0.794916 389 77 59 269
g3-g42 70443 0.890918 562 50 67 298
g3-g43 182665 3.516515 1732 244 327 1078
g3-g44 53270 0.028026 12 0 0 7
g3-g45 24392 0.016243 11 0 0 6
g3-g46 59796 0.016333 20 0 0 7
g3-g47 45624 0.016631 12 0 0 7
g3-g48 71745 0.028906 21 0 0 7
g3-g49 375910 7.755944 4334 667 833 2866
g3-g5 1 0.004036 5 0 0 22
g3-g50 789543 65.492996 35046 6593 7360 21828
g3-g6 6 0.014559 11 1 1 26
g3-g7 4 0.045790 53 2 4 48
g3-g8 31 0.013454 21 1 1 22
g3-g9 53 0.060542 46 8 8 61
g30-g31 1000003 1000.000061 1000000 1000000 1000000 1000002
g30-g32 10697 1000.000000 758373 141029 181756 113625
g30-g40 1000003 1000.000000 1000000 1000000 1000000 1000003
g30-g44 1000005 1000.000061 1000000 1000000 1000000 1000002
g30-g45 1000005 1000.000061 1000000 1000000 1000000 1000003
g30-g50 1000005 1000.000000 1000000 1000000 1000000 1000003
g31-g32 15641 1000.000000 1000000 507906 696805 421509
g31-g40 1000004 1000.000000 1000000 1000000 1000000 1000003
g31-g50 1000004 1000.000000 1000000 1000000 1000000 1000003
g33-g37 1000007 1000.000061 1000000 1000000 1000000 1000003
g33-g38 1000006 1000.000061 1000000 1000000 1000000 1000003
g33-g40 1000004 1000.000061 1000000 1000000 1000000 1000004
g33-g43 1000008 1000.000000 1000000 1000000 1000000 1000003
g33-g44 1000007 1000.000061 1000000 1000000 1000000 1000002
g33-g45 1000008 1000.000061 1000000 1000000 1000000 1000002
g33-g46 1000007 1000.000061 1000001 1000000 1000000 1000002
g33-g47 1000007 1000.000000 1000000 1000000 1000000 1000002
g33-g48 1000007 1000.000061 1000000 1000000 1000000 1000002
g33-g49 1000007 1000.000061 1000000 1000000 1000000 1000003
g33-g50 1000004 1000.000000 1000000 1000000 1000000 1000003
g34-g35 1000011 1000.000061 1000000 1000000 1000000 1000002
g34-g36 1000011 1000.000000 1000000 1000000 1000000 1000002
g34-g37 1000009 1000.000000 1000000 1000000 1000000 1000002
g34-g38 1000010 1000.000061 1000000 1000000 1000000 1000002
g34-g39 1000011 1000.000061 1000000 1000000 1000000 1000002
g34-g40 1000004 1000.000000 1000000 1000000 1000000 1000006
g34-g41 1000012 1000.000061 1000000 1000000 1000000 1000002
g34-g42 1000011 1000.000061 1000000 1000000 1000000 1000002
g34-g43 1000009 1000.000000 1000000 1000000 1000000 1000003
g34-g44 1000010 1000.000061 1000000 1000000 1000000 1000003
g34-g45 1000010 1000.000122 1000000 1000000 1000000 1000003
g34-g46 1000009 1000.000061 1000000 1000000 1000000 1000002
g34-g47 1000009 1000.000061 1000000 1000000 1000000 1000002
g34-g48 1000010 1000.000122 1000000 1000000 1000000 1000003
g34-g49 1000010 1000.000061 1000000 1000000 1000000 1000002
g34-g50 1000006 1000.000061 1000000 1000000 1000000 1000005
g35-g37 1000008 1000.000000 1000000 1000000 1000000 1000003
g35-g38 1000010 1000.000000 1000000 1000000 1000000 1000002
g35-g40 1000004 1000.000000 1000000 1000000 1000000 1000006
g35-g41 1000013 1000.000061 1000000 1000000 1000000 1000002
g35-g42 1000011 1000.000122 1000000 1000000 1000000 1000002
g35-g43 1000010 1000.000061 1000000 1000000 1000000 1000003
g35-g44 1000010 1000.000000 1000000 1000000 1000000 1000003
g35-g45 1000008 1000.000000 1000000 1000000 1000000 1000003
g35-g46 1000009 1000.000061 1000000 1000000 1000000 1000002
g35-g47 1000008 1000.000061 1000000 1000000 1000000 1000002
g35-g48 1000008 1000.000061 1000000 1000000 1000000 1000002
g35-g49 1000009 1000.000061 1000000 1000000 1000000 1000002
g35-g50 1000006 1000.000000 1000000 1000000 1000000 1000005
g36-g37 1000008 1000.000061 1000000 1000000 1000000 1000003
g36-g38 1000009 1000.000061 1000000 1000001 1000000 1000003
g36-g40 1000004 1000.000000 1000000 1000000 1000000 1000005
g36-g41 1000011 1000.000061 1000000 1000000 1000000 1000003
g36-g42 1000009 1000.000000 1000000 1000000 1000000 1000002
g36-g43 1000012 1000.000061 1000000 1000000 1000000 1000003
g36-g44 1000009 1000.000061 1000000 1000000 1000000 1000002
g36-g45 1000009 1000.000122 1000000 1000000 1000000 1000003
g36-g46 1000010 1000.000061 1000000 1000000 1000000 1000002
g36-g47 1000011 1000.000061 1000000 1000000 1000000 1000002
g36-g48 1000008 1000.000061 1000000 1000000 1000000 1000002
g36-g49 1000009 1000.000061 1000000 1000000 1000000 1000002
g36-g50 1000006 1000.000000 1000000 1000000 1000000 1000006
g37-g38 1000007 1000.000000 1000000 1000000 1000000 1000002
g37-g40 1000005 1000.000000 1000000 1000000 1000000 1000004
g37-g43 1000010 1000.000061 1000000 1000000 1000000 1000003
g37-g44 1000008 1000.000000 1000000 1000000 1000000 1000003
g37-g45 1000007 1000.000000 1000000 1000000 1000000 1000003
g37-g46 1000008 1000.000061 1000000 1000000 1000000 1000002
g37-g47 1000008 1000.000061 1000000 1000000 1000000 1000002
g37-g48 1000009 1000.000061 1000000 1000000 1000000 1000002
g37-g49 1000010 1000.000061 1000000 1000000 1000000 1000002
g37-g50 1000006 1000.000000 1000000 1000000 1000000 1000004
g38-g40 1000004 1000.000000 1000000 1000000 1000000 1000006
g38-g43 1000007 1000.000000 1000000 1000000 1000000 1000002
g38-g44 1000010 1000.000061 1000000 1000000 1000000 1000003
g38-g45 1000010 1000.000061 1000000 1000000 1000000 1000003
g38-g50 1000006 1000.000000 1000000 1000000 1000000 1000006
g39-g40 1000004 1000.000000 1000000 1000000 1000000 1000005
g39-g41 1000011 1000.000122 1000000 1000000 1000000 1000003
g39-g42 1000012 1000.000000 1000000 1000000 1000000 1000002
g39-g43 1000010 1000.000061 1000000 1000000 1000000 1000003
g39-g44 1000010 1000.000061 1000000 1000000 1000000 1000002
g39-g45 1000008 1000.000000 1000000 1000000 1000000 1000002
g39-g46 1000009 1000.000061 1000000 1000000 1000000 1000003
g39-g47 1000009 1000.000061 1000000 1000000 1000000 1000003
g39-g48 1000009 1000.000061 1000000 1000000 1000000 1000003
g39-g49 1000009 1000.000061 1000000 1000000 1000000 1000002
g39-g50 1000007 1000.000000 1000000 1000000 1000000 1000006
g4-g10 4 0.018056 7 1 2 40
g4-g11 5 0.020245 22 1 3 37
g4-g12 8 0.043823 18 2 7 40
g4-g13 8 0.005949 2 0 0 9
g4-g14 9 0.018807 3 0 0 12
g4-g15 9 0.004330 1 0 0 5
g4-g16 10 0.162565 309 12 13 189
g4-g20 368 0.340068 724 31 22 131
g4-g21 63 0.006800 5 0 0 7
g4-g22 141 0.006732 4 0 0 9
g4-g23 197 0.008759 5 0 0 8
g4-g25 32 0.008731 2 0 0 5
g4-g26 66 0.007762 3 9 0 6
g4-g27 1020 0.007307 9 0 0 5
g4-g28 10 0.053245 26 1 3 39
g4-g29 45 0.483834 774 28 66 202
g4-g30 40 0.531698 658 17 29 124
g4-g31 51 0.786021 1530 48 77 445
g4-g32 168 0.013963 14 0 0 10
g4-g33 21 0.056959 28 3 6 33
g4-g37 289 0.020730 29 0 1 11
g4-g38 15 0.106305 46 5 10 49
g4-g40 1000000 0.017427 34 0 0 9
g4-g41 29 0.074404 71 3 8 35
g4-g42 352 1.456098 1767 141 117 1581
g4-g43 1000000 0.058889 38 0 0 11
g4-g44 49 0.781050 1489 68 97 426
g4-g45 40 0.743445 1006 42 40 228
g4-g46 52 0.385873 220 21 40 86
g4-g47 53 0.539083 210 34 60 80
g4-g48 57 0.515119 360 38 54 123
g4-g49 791 0.332470 123 0 0 7
g4-g5 1 0.009065 4 0 0 24
g4-g50 22600 0.019149 19 0 0 8
g4-g6 1 0.007336 3 0 0 26
g4-g7 4 0.017371 13 1 6 32
g4-g9 5 0.005168 3 0 0 18
g40-g50 1000006 1000.000061 1000000 1000000 1000000 1000003
g41-g42 1000012 1000.000061 1000000 1000000 1000000 1000003
g41-g43 1000013 1000.000061 1000000 1000000 1000000 1000003
g41-g44 1000010 1000.000061 1000000 1000000 1000000 1000003
g41-g45 1000010 1000.000061 1000000 1000000 1000000 1000003
g41-g46 1000009 1000.000061 1000000 1000000 1000000 1000003
g41-g47 1000009 1000.000061 1000000 1000000 1000000 1000003
g41-g48 1000011 1000.000061 1000000 1000000 1000000 1000003
g41-g49 1000011 1000.000061 1000000 1000000 1000000 1000003
g41-g50 1000007 1000.000000 1000000 1000000 1000000 1000008
g42-g43 1000014 1000.000061 1000000 1000000 1000000 1000003
g42-g44 1000010 1000.000061 1000000 1000000 1000000 1000003
g42-g45 1000009 1000.000061 1000000 1000000 1000000 1000003
g42-g46 1000010 1000.000061 1000000 1000000 1000000 1000003
g42-g47 1000010 1000.000061 1000000 1000000 1000000 1000003
g42-g48 1000009 1000.000061 1000000 1000000 1000000 1000002
g42-g49 1000011 1000.000061 1000000 1000000 1000000 1000003
g42-g50 1000007 1000.000061 1000000 1000000 1000000 1000004
g43-g44 1000011 1000.000061 1000000 1000000 1000000 1000004
g43-g45 1000009 1000.000061 1000000 1000000 1000000 1000002
g43-g50 1000008 1000.000000 1000000 1000000 1000000 1000003
g44-g45 1000008 1000.000305 1000000 416 742 129136
g44-g50 1000007 1000.000000 1000000 1000000 1000000 1000004
g45-g50 1000006 1000.000061 1000000 1000000 1000000 1000004
g46-g47 1000010 4.554646 4741 6 6 456
g46-g48 1000009 1000.000061 1000000 1000000 1000000 1000002
g46-g50 1000007 1000.000061 1000000 1000000 1000000 1000004
g47-g48 1000008 1000.000061 1000000 1000000 1000000 1000002
g47-g50 1000006 1000.000000 1000000 1000000 1000000 1000004
g48-g50 1000007 1000.000000 1000000 1000000 1000000 1000004
g49-g50 1000009 1000.000061 1000000 1000000 1000000 1000004
g5-g11 3745 0.158167 4 10 0 8
g5-g12 187 0.467139 14 366 4 24
g5-g13 135 0.112063 24 2 3 33
g5-g14 568 0.024226 22 1 1 21
g5-g15 163 0.125165 34 3 3 41
g5-g16 13332 0.022442 4 0 0 10
g5-g20 1495 0.443630 671 370 397 322
g5-g21 43 2.987640 1634 197 366 802
g5-g22 70539 0.040673 5 2 0 11
g5-g23 7850 0.126211 42 0 1 28
g5-g25 830 0.198376 97 12 13 91
g5-g26 5196 0.142977 53 0 0 39
g5-g27 15288 0.102965 27 0 0 12
g5-g28 188 0.202621 10 15 0 9
g5-g29 787303 0.032826 46 0 0 7
g5-g30 451769 0.036240 21 0 0 7
g5-g31 978239 0.041191 42 0 0 6
g5-g32 81 6.713445 938 535 682 196
g5-g33 853991 0.016862 10 0 0 11
g5-g37 1000000 0.028123 17 5 2 13
g5-g38 19181 1000.000000 1000000 593751 594610 368884
g5-g40 201107 111.806931 217984 11179 12143 40285
g5-g41 1000000 0.041973 6 0 0 5
g5-g42 1000000 0.106977 18 7 5 14
g5-g43 1000001 0.344221 61 15 18 29
g5-g44 497637 0.082132 55 0 0 11
g5-g45 216251 0.091001 56 0 0 10
g5-g46 1000000 0.061406 25 0 0 8
g5-g47 1000000 0.083084 20 0 0 9
g5-g48 1000000 0.080445 51 0 0 10
g5-g49 1000000 0.310012 88 76 17 27
g5-g50 1000000 9.409800 2009 247 246 854
g5-g6 30 0.019548 10 1 1 25
g5-g7 4 0.491515 481 45 51 344
g6-g11 1000000 360.810913 41392 4 4 116
g6-g12 10557 1000.000000 5483 199 209 496
g6-g13 357 0.342306 37 350 8 27
g6-g14 925 44.572571 473 80 33 67
g6-g15 455 0.528575 44 34 7 20
g6-g16 566655 0.923805 17 16 0 13
g6-g20 733440 1000.000000 1000000 110542 150045 1000002
g6-g21 88 2.582154 851 160 316 645
g6-g22 1000001 1.495768 14 63 1 23
g6-g23 290470 445.420685 96 24 16 31
g6-g25 387178 1000.000000 31 184 110 37
g6-g26 9826 21.888088 258 9519 8676 51
g6-g27 218926 40.242699 55 346 46 37
g6-g28 413138 1000.000000 69228 272018 274003 21456
g6-g29 1000000 0.202687 297 12 8 45
g6-g30 1000000 0.235384 283 86 85 149
g6-g31 1000001 8.210638 640 192 250 163
g6-g32 143 1.674159 499 83 312 139
g6-g33 1000000 1000.000061 128 177 2 43
g6-g37 1000000 0.358609 23 112 13 23
g6-g38 1781 1000.000000 1000000 1000000 1000000 992544
g6-g40 1000001 1000.000000 1000000 1000000 1000000 1000002
g6-g41 1000000 1000.000061 133 15 7 43
g6-g42 1000001 9.787399 53 60 13 51
g6-g43 1000001 19.315088 182 1201 134 153
g6-g44 1000001 8.043485 634 11 0 116
g6-g45 1000001 7.825348 295 65 61 131
g6-g46 1000000 3.017946 74 42 42 46
g6-g47 1000000 2.994069 94 38 35 54
g6-g48 1000001 4.491804 112 95 94 49
g6-g49 1000001 131.984299 443 1670 92 113
g6-g50 1000000 1000.000000 1000000 1000000 1000000 1000002
g6-g7 1926 19.945728 122 4 6 69
g7-g11 1000000 0.577683 808 22 41 212
g7-g12 1000000 1000.000000 1000000 930223 981790 1000002
g7-g13 1000000 32.582642 33724 2603 2494 18294
g7-g14 1000000 2.612978 2961 587 239 1359
g7-g15 1000000 41.773682 42748 3086 3122 20453
g7-g16 1000000 0.954492 1343 84 143 304
g7-g20 120830 1000.000000 1000000 57695 92079 692081
g7-g21 2380 406.746552 754011 18421 52922 313259
g7-g22 1000000 0.656907 554 29 44 169
g7-g23 1000000 0.700120 5329 16 81 133
g7-g25 1000000 0.873442 873 92 63 244
g7-g26 1000001 1.127417 1197 41 80 137
g7-g27 1000001 1.719076 5644 69 221 498
g7-g28 1000000 0.185132 36 2 12 52
g7-g29 1000000 189.763824 430052 8982 16511 88079
g7-g30 1000000 199.959396 232437 4104 8333 38480
g7-g31 1000000 371.835785 937660 17337 31985 183950
g7-g32 414 17.074623 10131 461 2315 1448
g7-g33 1000000 0.966706 709 136 56 190
g7-g37 1000000 12.483129 16160 694 1122 4111
g7-g38 1000000 0.055935 5 0 0 8
g7-g40 189797 1000.000000 1000000 1000000 1000000 1000002
g7-g41 1000000 1.329131 747 23 56 203
g7-g42 1000001 2.306427 1619 41 121 341
g7-g43 1000000 7.947293 12971 275 713 2116
g7-g44 1000001 317.490784 596921 17279 24168 210942
g7-g45 1000001 156.678040 156054 2818 6231 24436
g7-g46 1000001 50.128021 66954 2013 4508 10297
g7-g47 1000001 49.760391 61303 1723 3967 8815
g7-g48 1000000 66.831856 146691 2701 5991 16472
g7-g49 1000000 12.350657 22741 423 1245 3660
g7-g50 513597 1000.000000 1000000 1000000 1000000 1000002
g8-g10 1000001 121.457962 30453 389 545 4291
g8-g11 1000000 1000.000000 1000000 77648 88811 753384
g8-g12 33569 1000.000000 1000000 280020 200835 1000002
g8-g13 1000001 1000.000000 1000000 141821 41980 181280
g8-g14 1000000 1000.000000 706111 28281 30696 106542
g8-g15 1000001 1000.000000 1000000 107819 55385 217685
g8-g16 1000000 11.382469 6 1043 0 5
g8-g19 1000000 1000.000000 1000000 1000000 1000000 1000002
g8-g20 1000000 1000.000061 1000000 1000000 1000000 1000002
g8-g21 535 4.573757 4267 227 549 1701
g8-g22 1000000 849.935547 6272 2088 2121 4979
g8-g23 1000001 1000.000000 1000000 319919 312405 1000002
g8-g25 1000000 1000.000000 1000000 1000000 1000000 1000003
g8-g26 1000000 1000.000000 1000000 378101 239985 678616
g8-g27 1000000 1000.000061 538195 17550 9910 105114
g8-g28 1000001 1000.000000 1000000 724822 541018 306769
g8-g29 1000001 1000.000061 1000000 1000000 1000000 1000002
g8-g30 1000001 1000.000061 1000000 1000000 1000000 1000002
g8-g31 1000001 1000.000000 1000000 1000000 1000000 1000002
g8-g32 294 2.715719 632 1117 1249 490
g8-g33 1000001 478.086548 11393 387 419 8393
g8-g35 1000001 1000.000000 9541 2653 2638 6178
g8-g36 1000001 1000.000061 62605 5799 6329 15420
g8-g37 1000001 90.749413 29 245 0 8
g8-g38 1000001 1000.000000 1000000 1000000 1000000 1000002
g8-g40 1000001 1000.000000 1000000 1000000 1000000 1000002
g8-g41 1000001 749.451477 23822 830 897 17300
g8-g42 1000001 1000.000061 793643 61345 61552 163873
g8-g43 1000001 1000.000061 1000000 394304 399680 1000002
g8-g44 1000001 1000.000061 1000000 336728 363051 852340
g8-g45 1000001 1000.000061 1000000 793572 895301 1000002
g8-g46 1000001 1000.000061 1000000 887734 940380 1000002
g8-g47 1000001 1000.000061 1000000 678758 724463 1000002
g8-g48 1000001 1000.000061 1000000 646451 698449 707248
g8-g49 1000001 1000.000061 427281 584778 100669 94563
g8-g50 1000001 1000.000061 1000000 1000000 1000000 1000003
g8-g9 160554 1000.000000 1000000 1000000 410335 1000003
g9-g10 1000001 1000.000000 1000000 1000000 1000000 1000002
g9-g11 1000000 1000.000000 1000000 1000000 1000000 1000002
g9-g12 1000001 1000.000000 1000000 1000000 1000000 1000003
g9-g13 1000001 1000.000000 1000000 1000000 1000000 1000003
g9-g14 1000001 1000.000000 232793 219692 45457 37229
g9-g15 84614 1000.000000 1000000 1000000 1000000 1000003
g9-g16 1000001 1000.000000 1000000 1000000 1000000 1000003
g9-g20 1000000 1000.000000 1000000 1000000 1000000 1000002
g9-g21 4973 6.100328 4092 327 681 1375
g9-g22 1000001 1000.000000 1000000 1000000 1000000 1000004
g9-g23 1000001 1000.000000 9 1000000 408 20
g9-g25 1000001 1000.000000 1000000 1000000 1000000 132889
g9-g26 1000001 1000.000061 1000000 1000000 1000000 1000003
g9-g27 1000001 1000.000061 1000000 1000000 1000000 62906
g9-g28 1000001 1000.000000 1000000 1000000 1000000 1000003
g9-g29 1000001 1000.000000 1000000 1000000 1000000 1000002
g9-g30 1000001 1000.000000 1000000 1000000 1000000 1000002
g9-g31 1000001 1000.000000 1000000 1000000 1000000 1000002
g9-g32 323 1.356648 578 700 639 237
g9-g33 1000001 1000.000061 1000000 1000000 1000000 1000003
g9-g37 1000002 1000.000000 1000000 1000000 1000000 1000003
g9-g38 6251 1000.000061 1000000 1000000 1000000 1000002
g9-g40 1000001 1000.000000 1000000 1000000 1000000 1000002
g9-g41 1000002 1000.000061 1000000 1000000 1000000 1000003
g9-g42 1000002 13.306635 1307 13 11 293
g9-g43 1000002 72.209549 17020 1084 1231 2904
g9-g44 1000002 1000.000061 1000000 1000000 1000000 1000003
g9-g45 1000001 1000.000061 1000000 1000000 1000000 1000003
g9-g46 1000002 1000.000061 1000000 1000000 1000000 1000003
g9-g47 1000001 1000.000000 1000000 1000000 1000000 1000003
g9-g48 1000002 1000.000000 1000000 1000000 1000000 1000003
g9-g49 1000002 1000.000000 1000000 1000000 1000000 1000003
g9-g50 1000002 1000.000000 1000000 1000000 1000000 1000002
images-CVIU11-1-119 1e6 1e3 1000004 1000693 1000126 1000022
images-CVIU11-1-131 1e6 1e3 1000002 1000201 1000016 1000010
images-CVIU11-1-50 1e6 1e3 1000006 1000147 1000194 1000022
images-CVIU11-1-81 1e6 1e3 1000001 1000262 1000047 1000013
images-CVIU11-10-110 1e6 1e3 1000002 1000122 1000029 1000011
images-CVIU11-10-139 1e6 1e3 1000001 1000041 1000031 1000008
images-CVIU11-10-20 1e6 1e3 1000004 1000090 1000066 1000023
images-CVIU11-10-50 1e6 1e3 1000006 1000435 1000103 1000026
images-CVIU11-10-58 1e6 1e3 1000002 1000019 1000042 1000010
images-CVIU11-10-60 1e6 1e3 1000001 1000142 1000002 1000018
images-CVIU11-10-93 1e6 1e3 1000011 1000113 1000044 1000019
images-CVIU11-11-4 1e6 192.658508 27165 328 399 2211
images-CVIU11-11-72 1e6 169.113052 30767 268 380 2551
images-CVIU11-11-8 1e6 98.125443 17880 188 239 1757
images-CVIU11-12-115 1e6 1e3 1000006 1000084 1000045 1000018
images-CVIU11-12-137 1e6 1000.000183 1000001 1000018 1000021 1000008
images-CVIU11-12-141 1e6 1000.000061 1000001 1000029 1000048 1000010
images-CVIU11-12-4 1e6 1e3 1000010 1000083 1000101 1000017
images-CVIU11-13-11 1e6 1e3 1000002 1000057 1000029 1000009
images-CVIU11-13-118 1e6 1e3 1000004 1000101 1000039 1000017
images-CVIU11-13-128 1e6 1e3 1000011 1000272 1000137 1000018
images-CVIU11-13-13 1e6 1e3 1000003 1000126 1000080 1000018
images-CVIU11-13-30 1e6 1e3 1000016 1000208 1000090 1000019
images-CVIU11-13-46 1e6 1e3 1000006 1000075 1000027 1000017
images-CVIU11-13-7 1e6 1e3 1000007 1000131 1000163 1000019
images-CVIU11-14-106 1e6 1e3 1000003 1000130 1000061 1000017
images-CVIU11-14-146 1e6 1e3 1000011 1000255 1000120 1000019
images-CVIU11-14-16 1e6 1e3 1000003 1000024 1000032 1000008
images-CVIU11-14-31 1e6 1e3 1000002 1000149 1000075 1000017
images-CVIU11-14-63 1e6 1e3 1000002 1000205 1000079 1000018
images-CVIU11-14-96 1e6 1e3 1000001 1000127 1000031 1000012
images-CVIU11-15-146 1e6 493.944153 1000011 3160 3455 5208
images-CVIU11-16-143 1e6 1000.000061 1000002 1000027 1000026 1000007
images-CVIU11-16-37 1e6 1e3 1000015 1000183 1000121 1000013
images-CVIU11-16-55 1e6 1000.000061 1000005 1000075 1000022 1000008
images-CVIU11-17-107 1e6 1000.000427 1000006 15676 15876 109653
images-CVIU11-17-14 1e6 53.488194 8364 1809 1790 3081
images-CVIU11-17-82 1e6 461.204407 53224 2370 2370 10088
images-CVIU11-18-137 1e6 1000.000427 1000001 1000022 1000015 1000008
images-CVIU11-18-139 1e6 1e3 1000001 1000037 1000021 1000008
images-CVIU11-18-27 1e6 1e3 1000002 1000118 1000073 1000016
images-CVIU11-18-33 1e6 1e3 1000009 1000296 1000143 1000026
images-CVIU11-18-82 1e6 1e3 1000003 1000159 1000093 1000018
images-CVIU11-18-85 1e6 1e3 1000006 1000196 1000140 1000018
images-CVIU11-19-129 1e6 1e3 1000001 1000029 1000013 1000007
images-CVIU11-19-131 1e6 1e3 1000003 1000042 1000031 1000010
images-CVIU11-2-24 1e6 1e3 1000000 1000046 1000016 1000005
images-CVIU11-2-33 1e6 1e3 1000008 1000337 1000107 1000024
images-CVIU11-2-50 1e6 1e3 1000008 1000389 1000203 1000021
images-CVIU11-2-54 1e6 1e3 1000005 1000082 1000061 1000011
images-CVIU11-2-60 1e6 1e3 1000002 1000124 1000055 1000017
images-CVIU11-2-63 1e6 1e3 1000006 1000302 1000156 1000018
images-CVIU11-2-79 1e6 1e3 1000004 1000071 1000044 1000008
images-CVIU11-20-134 1e6 1000.000061 31314 1826 1528 2689
images-CVIU11-20-31 1e6 1000.000488 56143 2474 2644 4216
images-CVIU11-20-46 1e6 1000.000366 48831 2316 2334 4370
images-CVIU11-20-72 1e6 1000.000305 61780 2521 2710 4849
images-CVIU11-20-88 1e6 1000.000183 84811 2266 2789 5432
images-CVIU11-21-102 1e6 1e3 1000001 1000085 1000046 1000010
images-CVIU11-21-119 1e6 1e3 1007264 1000159 1000030 1000024
images-CVIU11-21-9 1e6 1e3 1000003 1000121 1000056 1000016
images-CVIU11-22-100 1e6 1e3 1000000 1000046 1000004 1000007
images-CVIU11-22-107 1e6 1e3 1000002 1000142 1000078 1000014
images-CVIU11-22-110 1e6 1e3 1000002 1000086 1000037 1000010
images-CVIU11-22-118 1e6 1e3 1000002 1000099 1000087 1000016
images-CVIU11-22-12 1e6 1e3 1000004 1000188 1000060 1000019
images-CVIU11-23-113 1e6 1e3 1000003 1000055 1000032 1000011
images-CVIU11-23-143 1e6 1000.001404 1000002 1000033 1000022 1000009
