instance clique cp-fc kdown james-cpp-max james-cpp-max-down kdown-par/t32
g17-g88 1e6 246.543610 3064 1000005 534 99
g17-g89 1e6 1000.000183 1000001 1000011 1000004 1000004
g17-g90 1e6 555.380432 1121 9413 27 128
g17-g91 1e6 1000.000366 1000000 1000015 1000011 1000006
g17-g92 1e6 1000.000366 1000001 1000019 1000018 1000006
g17-g94 1e6 1000.000122 3128 4840 527 368
g17-g95 1e6 1000.000183 1000001 1000022 1000017 1000008
g17-g96 1e6 1000.000183 1000001 1000032 1000023 1000007
g17-g97 1e6 1000.000305 1000001 1000028 1000028 1000008
g17-g98 1e6 1000.000305 1000001 1000026 1000026 1000008
g17-g99 1e6 1000.000061 1000001 1000020 1000030 1000008
g18-g100 1e6 1000.000000 1000001 1000123 1000013 1000008
g18-g101 1e6 1e3 1000002 1000019 1000019 1000010
g18-g102 1e6 1e3 1000001 1000021 1000019 1000010
g18-g103 1e6 1e3 1000001 1000021 1000017 1000009
g18-g104 1e6 1e3 1000006 1000085 1000043 1000015
g18-g105 1e6 1e3 1000002 1000043 1000043 1000014
g18-g106 1e6 1e3 1000010 1000108 1000083 1000022
g18-g107 1e6 1e3 1000012 1000091 1000077 1000023
g18-g108 1e6 1e3 1000013 1000093 1000097 1000024
g18-g109 1e6 1e3 1000016 1000112 1000024 1000023
g18-g110 1e6 1e3 31441 1000124 109337 2302
g18-g111 1e6 1e3 1000006 1000188 1000141 1000028
g18-g112 1e6 1e3 1000006 1000210 1000203 1000033
g18-g51 1000005 1000.000000 1000000 1000000 1000000 1000002
g18-g52 1000005 1000.000061 1000000 1000000 1000000 1000003
g18-g53 1000005 1000.000000 1000000 1000000 1000000 1000002
g18-g54 1000010 1000.000061 1000000 1000000 1000000 1000002
g18-g55 1000010 1000.000061 1000000 1000000 1000000 1000002
g18-g56 1000010 1000.000061 1000000 1000000 1000000 1000002
g18-g57 1000011 1000.000000 1000000 1000003 1000000 1000003
g18-g61 1000015 1000.000061 1000000 1000001 1000001 1000003
g18-g62 1000018 1000.000061 1000000 1000001 1000000 1000002
g18-g63 1e6 1000.000000 1000000 1000001 1000000 1000003
g18-g64 1000018 1000.000122 1000000 1000002 1000001 1000003
g18-g65 1e6 1000.000061 1000001 1000001 1000000 1000002
g18-g67 1e6 1000.000061 1000000 1000001 1000001 1000002
g18-g68 1e6 1000.000122 1000000 1000001 1000001 1000002
g18-g69 1e6 1000.000061 1000000 1000001 1000001 1000003
g18-g70 1e6 1000.000061 1000000 1000002 1000001 1000002
g18-g71 1e6 1000.000122 1000000 1000002 1000002 1000003
g18-g72 1e6 1000.000122 1000000 1000007 1000001 1000002
g18-g74 1e6 1000.000061 1000000 1000005 1000001 1000003
g18-g75 1e6 1000.000061 1000000 1000002 1000002 1000003
g18-g76 1e6 1000.000061 1000000 1000003 1000002 1000002
g18-g77 1e6 1000.000000 1000000 1000007 1000000 1000002
g18-g78 1e6 1000.000122 7650 1000002 1000002 156
g18-g79 1e6 1000.000122 228 29123 6 37
g18-g80 1e6 1000.000122 1000000 1000014 1000006 1000003
g18-g81 1e6 1000.000061 1000000 1000005 1000004 1000004
g18-g83 1e6 83.752296 497 9 14 84
g18-g84 1e6 1000.000122 1000001 1000010 1000007 1000005
g18-g85 1e6 1000.000183 1000001 1000010 1000007 1000004
g18-g87 1e6 1000.000183 1000000 1000005 1000004 1000004
g18-g88 1e6 1000.000122 1000001 1000005 1000004 1000005
g18-g89 1e6 1000.000122 1000000 1000007 1000001 1000004
g18-g90 1e6 1000.000000 1155 1000011 18 124
g18-g91 1e6 1000.000183 1000000 1000015 1000012 1000005
g18-g92 1e6 1000.000183 1000000 1000015 1000002 1000007
g18-g94 1e6 1000.001770 3158 1000014 434 299
g18-g95 1e6 1000.000061 1000001 1000031 1000020 1000007
g18-g96 1e6 1000.000427 1000001 1000027 1000012 1000007
g18-g97 1e6 1000.000244 1000001 1000043 1000012 1000008
g18-g98 1e6 1000.000183 1000000 1000029 1000017 1000009
g18-g99 1e6 1000.000122 1000000 1000038 1000017 1000008
g19-g100 1e6 1000.000244 1000001 1000083 1000025 1000009
g19-g101 1e6 1e3 1000001 1000022 1000009 1000009
g19-g102 1e6 1e3 1000003 1000020 1000005 1000009
g19-g103 1e6 1e3 1000002 1000020 1000007 1000009
g19-g104 1e6 1e3 1000002 1000048 1000042 1000017
g19-g105 1e6 1e3 1000001 1000043 1000040 1000017
g19-g106 1e6 1e3 1000010 1000095 1000080 1000024
g19-g107 1e6 1e3 1000009 1000093 1000083 1000023
g19-g108 1e6 1e3 1000006 1000098 1000102 1000026
g19-g109 1e6 1e3 1000013 1000111 1000041 1000026
g19-g110 1e6 1e3 1000005 1000124 1000115 1000026
g19-g111 1e6 1e3 1000004 1000149 1000142 1000030
g19-g112 1e6 1e3 1000006 1000218 1000196 1000035
g19-g51 1000004 1000.000061 1000000 1000000 1000000 1000003
g19-g52 1000005 1000.000061 1000000 1000000 1000000 1000003
g19-g53 1000005 1000.000061 1000000 1000000 1000000 1000003
g19-g54 1000010 1000.000061 1000000 1000000 1000000 1000002
g19-g55 1000010 1000.000061 1000000 1000000 1000000 1000003
g19-g56 1000009 1000.000061 1000000 1000000 1000000 1000003
g19-g57 1000014 1000.000000 1000000 1000002 1000001 1000004
g19-g61 1000014 1000.000000 1000000 1000000 1000000 1000003
g19-g62 1000018 1000.000061 1000000 1000001 1000000 1000003
g19-g63 1e6 1000.000061 1000001 1000001 1000000 1000003
g19-g64 1000018 1000.000061 1000000 1000001 1000000 1000002
g19-g65 1e6 1000.000000 1000000 1000001 1000001 1000002
g19-g67 1e6 1000.000061 1000000 1000001 1000001 1000002
g19-g68 1e6 1000.000061 1000000 1000001 1000001 1000002
g19-g69 1e6 1000.000061 1000000 1000001 1000001 1000003
g19-g70 1e6 1000.000122 1000000 1000002 1000002 1000003
g19-g71 1e6 1000.000122 1000000 1000001 1000001 1000003
g19-g72 1e6 1000.000061 1000000 1000002 1000001 1000005
g19-g74 1e6 1000.000061 1000000 1000002 1000001 1000002
g19-g75 1e6 1000.000061 1000000 1000002 1000002 1000002
g19-g76 1e6 1000.000061 1000000 1000003 1000002 1000002
g19-g77 1e6 1000.000061 1000000 1000005 1000001 1000002
g19-g78 1e6 1000.000122 1000000 1000002 1000002 1000003
g19-g79 1e6 1000.000061 1000000 1000003 1000002 1000003
g19-g80 1e6 1000.000244 1000000 1000008 1000005 1000004
g19-g81 1e6 1000.000122 1000000 1000004 1000000 1000004
g19-g83 1e6 1000.000244 1000000 1000007 1000001 1000003
g19-g84 1e6 1000.000122 1000001 1000008 1000007 1000005
g19-g85 1e6 1000.000244 1000001 1000006 1000004 1000004
g19-g87 1e6 1000.000183 1000000 1000005 1000003 1000004
g19-g88 1e6 1000.000122 1000000 1000005 1000004 1000004
g19-g89 1e6 1000.000122 1000001 1000005 1000001 1000004
g19-g90 1e6 1000.000122 1000002 1000008 1000000 1000005
g19-g91 1e6 1000.000061 1000000 1000009 1000009 1000007
g19-g92 1e6 1000.000000 1000001 1000011 1000011 1000007
g19-g94 1e6 1000.000061 1000001 1000014 1000014 1000008
g19-g95 1e6 1000.000183 1000000 1000045 1000025 1000008
g19-g96 1e6 1000.000244 1000001 1000020 1000016 1000008
g19-g97 1e6 1000.000183 1000001 1000031 1000011 1000008
g19-g98 1e6 1000.000122 1000001 1000031 1000017 1000008
g19-g99 1e6 1000.000122 1000002 1000030 1000030 1000008
g2-g100 1000009 1000.000000 1000001 1000004 1000010 299853
g2-g101 626958 7.689219 2656 61 57 253
g2-g102 1000012 8.058892 2693 43 43 266
g2-g103 1000010 8.005969 2976 61 43 284
g2-g104 1e6 19.331867 7889 107 137 646
g2-g105 1e6 19.440020 7735 105 105 666
g2-g106 1e6 36.442390 17443 191 244 1363
g2-g107 1e6 41.058449 17253 209 228 1362
g2-g108 1e6 42.675858 21440 222 222 1638
g2-g109 1e6 44.690384 22978 222 221 1760
g2-g110 1e6 53.526794 29957 285 284 2241
g2-g111 1e6 77.030922 33614 311 368 2482
g2-g112 1e6 89.887894 50249 431 431 3573
g2-g51 4728 0.024920 11 1 1 7
g2-g52 4133 0.048163 10 0 0 7
g2-g53 1000000 0.028824 12 0 0 7
g2-g54 1000000 0.095960 38 0 0 9
g2-g55 1000000 0.083590 25 0 0 11
g2-g56 1000001 0.071421 25 1 0 9
g2-g57 19989 9.700006 83341 391 393 18000
g2-g61 1000001 0.228680 53 1 1 10
g2-g62 369594 0.165226 67 1 1 17
g2-g63 1000001 0.213896 74 1 1 17
g2-g64 1000001 0.268668 157 3 3 27
g2-g65 1000001 0.228778 76 2 2 17
g2-g67 4812 0.262128 69 3 2 20
g2-g68 3473 0.327883 141 3 3 25
g2-g69 1000001 0.361243 85 3 3 19
g2-g70 1000001 0.332747 80 3 3 18
g2-g71 1000001 0.469553 86 2 2 22
g2-g72 59282 0.392640 122 4 2 19
g2-g74 111207 0.514469 204 4 3 24
g2-g75 1000002 0.460167 173 3 3 32
g2-g76 1000001 0.497544 339 39746 14 53
g2-g77 1000001 0.422317 488 377266 369 70
g2-g78 1000001 0.493611 167 3 3 27
g2-g79 10172 0.853859 315 8 7 35
g2-g80 1000003 1.440083 599 12 9 89
g2-g81 1000003 1.427444 471 14 9 60
g2-g83 32306 1.585450 420 9 9 71
g2-g84 49550 1.697731 1310 17 18 130
g2-g85 1000003 1.772296 470 19 20 68
g2-g87 1000003 1.524882 501 10 10 82
g2-g88 1000004 1.597457 518 11 11 89
g2-g89 61328 1.611013 506 15 10 66
g2-g90 549677 3.030518 1000 17 17 135
g2-g91 1000006 3.209789 1027 20 20 117
g2-g92 1000007 3.947721 1366 26 34 140
g2-g94 1000009 5.678279 1863 32 32 239
g2-g95 1000010 6.576861 2121 37 37 220
g2-g96 1000010 6.554515 2149 38 38 213
g2-g97 1000010 6.512911 2139 39 39 211
g2-g98 1000010 6.266998 2187 38 38 214
g2-g99 1000009 6.589698 2354 37 37 215
g20-g100 1e6 1000.000000 1000001 1000043 1000022 1000014
g20-g101 1e6 1e3 1000003 1000037 1000017 1000015
g20-g102 1e6 1e3 1000001 1000020 1000006 1000014
g20-g103 1e6 1e3 1000000 1000019 1000014 1000012
g20-g104 1e6 1e3 1000002 1000044 1000044 1000020
g20-g105 1e6 1e3 1000001 1000048 1000044 1000019
g20-g106 1e6 1e3 1000005 1000087 1000081 1000024
g20-g107 1e6 1e3 1000001 1000087 1000078 1000024
g20-g108 1e6 1e3 1000002 1000104 1000102 1000025
g20-g109 1e6 1e3 1000002 1000117 1000112 1000036
g20-g110 1e6 1e3 1000001 1000121 1000064 1000033
g20-g111 1e6 1e3 1000007 1000144 1000136 1000032
g20-g112 1e6 1e3 1000002 1000207 1000172 1000051
g20-g51 1000003 1000.000000 1000000 1000000 1000000 1000003
g20-g52 1000003 1000.000000 1000000 1000000 1000000 1000003
g20-g53 1000003 1000.000000 1000000 1000000 1000000 1000004
g20-g54 1000007 1000.000000 1000000 1000000 1000000 1000004
g20-g55 1000007 1000.000000 1000000 1000000 1000000 1000003
g20-g56 1000006 1000.000000 1000000 1000000 1000000 1000003
g20-g57 1000007 1000.000000 1000000 1000000 1000000 1000009
g20-g61 1000010 1000.000000 1000000 1000001 1000000 1000005
g20-g62 1000012 1000.000000 1000000 1000000 1000000 1000004
g20-g63 1000013 1000.000061 1000000 1000001 1000001 1000003
g20-g64 1000013 1000.000000 1000000 1000001 1000001 1000002
g20-g65 1000015 1000.000061 1000000 1000001 1000001 1000004
g20-g67 1e6 1000.000061 1000000 1000001 1000001 1000004
g20-g68 1000017 1000.000000 1000000 1000001 1000000 1000002
g20-g69 1e6 1000.000000 1000000 1000002 1000002 1000006
g20-g70 1e6 1000.000061 1000000 1000003 1000001 1000006
g20-g71 1e6 1000.000061 1000000 1000001 1000001 1000005
g20-g72 1e6 1000.000061 1000000 1000001 1000002 1000006
g20-g74 1e6 1000.000061 1000000 1000002 1000001 1000003
g20-g75 1e6 1000.000000 1000000 1000002 1000001 1000003
g20-g76 1e6 1000.000000 1000000 1000003 1000001 1000003
g20-g77 1e6 1000.000000 1000000 1000003 1000001 1000004
g20-g78 1e6 1000.000000 1000000 1000001 1000002 1000004
g20-g79 1e6 1000.000061 1000000 1000002 1000002 1000005
g20-g80 1e6 1000.000061 1000000 1000004 1000002 1000010
g20-g81 1e6 1000.000061 1000000 1000004 1000003 1000006
g20-g83 1e6 1000.000000 1000000 1000004 1000000 1000006
g20-g84 1e6 1000.000000 1000001 1000007 1000005 1000004
g20-g85 1e6 1000.000977 1000000 1000009 1000006 1000008
g20-g87 1e6 1000.000122 1000000 1000004 1000004 1000006
g20-g88 1e6 1000.000000 1000000 1000004 1000004 1000006
g20-g89 1e6 1000.000000 1000001 1000006 1000005 1000008
g20-g90 1e6 1000.000061 1000000 1000008 1000003 1000009
g20-g91 1e6 1000.000061 1000000 1000009 1000009 1000009
g20-g92 1e6 1000.000000 1000001 1000012 1000004 1000012
g20-g94 1e6 1000.000061 1000000 1000025 1000018 1000013
g20-g95 1e6 1000.000061 1000000 1000017 1000016 1000010
g20-g96 1e6 1000.000183 1000001 1000016 1000003 1000016
g20-g97 1e6 1000.000061 1000001 1000026 1000003 1000015
g20-g98 1e6 1000.000000 1000000 1000016 1000009 1000013
g20-g99 1e6 1000.000061 1000001 1000015 1000011 1000013
g21-g100 1e6 1000.000000 1000001 275514 329241 108228
g21-g101 1e6 1e3 1000002 728278 1000005 1000037
g21-g102 1e6 1e3 1000004 985284 1000001 1000041
g21-g103 1e6 1e3 1000002 1000006 1000005 1000048
g21-g104 1e6 1e3 1000001 1000049 1000049 1000021
g21-g105 1e6 1e3 1000001 1000049 1000050 1000024
g21-g106 1e6 1e3 1000004 1000088 1000084 574690
g21-g107 1e6 1e3 1000008 1000089 1000092 1000032
g21-g108 1e6 1e3 1010395 1000103 1000106 403367
g21-g109 1e6 1e3 1011308 1000056 1000060 1000055
g21-g110 1e6 1e3 1019511 1000104 1000102 1000099
g21-g111 1e6 1e3 1015349 1000126 1000162 716395
g21-g112 1e6 1e3 1003742 483245 1000169 1000077
g21-g51 1000002 1000.000000 1000000 1000000 1000000 1000005
g21-g52 31357 646.846313 348629 20978 35471 120237
g21-g53 1000002 1000.000000 1000000 19014 42171 451306
g21-g54 413184 1000.000000 1000000 60471 115044 412883
g21-g55 356917 1000.000000 964290 36814 75966 261281
g21-g56 248407 1000.000000 1000000 73545 138332 514968
g21-g57 30042 28.010960 21084 174 822 3875
g21-g61 375282 1000.000000 1000000 18201 35931 1000007
g21-g62 404096 1000.000000 1000000 181852 276356 449878
g21-g63 1000006 1000.000000 1000000 402197 633875 1000007
g21-g64 1000007 1000.000000 1000000 1000001 1000001 1000002
g21-g65 998208 1000.000000 1000000 48958 127966 325267
g21-g67 495736 1000.000000 1000000 34114 78759 269832
g21-g68 1000006 1000.000000 1000000 1000000 1000001 1000006
g21-g69 776999 1000.000000 1000000 17566 36001 711103
g21-g70 204527 453.649933 562256 4094 8344 75298
g21-g71 791538 1000.000000 1000000 18450 37614 723638
g21-g72 234649 288.390167 241477 1084 4178 25347
g21-g74 1000007 1000.000000 1000000 535523 838054 1000014
g21-g75 1000009 1000.000000 1000000 1000002 1000001 1000009
g21-g76 1000013 1000.000000 1000000 1000002 1000002 1000010
g21-g77 1e6 1000.000000 1000000 1000002 1000002 1000023
g21-g78 1000008 1000.000000 1000000 412013 801262 1000010
g21-g79 1000011 1000.000244 1000000 88139 172703 434222
g21-g80 445209 178.897919 76771 890 6165 9117
g21-g81 1000015 1000.000061 1000001 156823 439739 582712
g21-g83 1e6 1000.000000 1000000 396263 872725 1000019
g21-g84 1e6 1000.000000 1000001 1000006 1000003 1000025
g21-g85 1e6 1000.000000 1000001 61829 91543 225105
g21-g87 1e6 1000.000061 1000000 307492 592235 1000017
g21-g88 1e6 1000.000061 1000001 374839 735491 1000018
g21-g89 1e6 1000.000000 1000001 89510 156714 396964
g21-g90 1e6 1000.000000 1000000 355275 716348 1000029
g21-g91 1e6 1000.000000 1000001 35041 104227 380299
g21-g92 1e6 1000.000000 1000000 41214 126341 437204
g21-g94 1e6 1000.000122 1000001 511772 965758 1000051
g21-g95 1e6 1000.000000 1000001 6173 35663 84752
g21-g96 1e6 1000.000122 1000002 8784 40666 87768
g21-g97 1e6 693.107300 219736 3096 26607 14990
g21-g98 1e6 1000.000061 1000002 12798 47785 84994
g21-g99 1e6 1000.003601 1000001 13022 48851 89617
g22-g100 1e6 1e3 1000001 1000077 1000006 1000008
g22-g101 1e6 1e3 1000003 1000022 1000013 1000009
g22-g102 1e6 1e3 1000003 1000035 1000009 1000009
g22-g103 1e6 1e3 1000001 1000025 1000008 1000007
g22-g104 1e6 1e3 1000002 1000084 1000048 1000011
g22-g105 1e6 1e3 1000002 1000080 1000049 1000012
g22-g106 1e6 1e3 1000010 1000153 1000081 1000018
g22-g107 1e6 1e3 1000004 1000089 1000090 1000016
g22-g108 1e6 1e3 1000004 1000150 1000098 1000017
g22-g109 1e6 1e3 1000014 1000178 1000066 1000025
g22-g110 1e6 1e3 1000006 1000305 1000123 1000022
g22-g111 1e6 1e3 1000007 1000162 1000159 1000021
g22-g112 1e6 1e3 1000020 1000310 1000207 1000036
g22-g51 1000004 1000.000061 1000000 1000000 1000000 1000003
g22-g52 1000005 1000.000000 1000000 1000000 1000000 1000003
g22-g53 1000006 1000.000061 1000000 1000000 1000000 1000002
g22-g54 1000009 1000.000000 1000000 1000000 1000000 1000003
g22-g55 1000013 1000.000000 1000000 1000000 1000000 1000002
g22-g56 1000010 1000.000000 1000000 1000000 1000000 1000003
g22-g57 1000011 1000.000061 1000000 1000002 1000000 1000004
g22-g61 1000015 1000.000000 1000000 1000001 1000001 1000003
g22-g62 1e6 1000.000000 1000000 1000001 1000001 1000003
g22-g63 1e6 1000.000061 1000000 1000001 1000001 1000002
g22-g64 1e6 1000.000061 1000000 1000001 1000001 1000002
g22-g65 1e6 1000.000061 1000000 1000001 1000001 1000003
g22-g67 1e6 1000.000000 1000000 1000001 1000000 1000003
g22-g68 1e6 1000.000061 1000000 1000001 1000001 1000003
g22-g69 1e6 1000.000061 1000000 1000001 1000000 1000003
g22-g70 1e6 1000.000061 1000000 1000001 1000002 1000004
g22-g71 1e6 1000.000000 1000000 1000002 1000000 1000003
g22-g72 1e6 1000.000122 1000000 1000003 1000002 1000004
g22-g74 1e6 1000.000061 1000000 1000003 1000001 1000003
g22-g75 1e6 1000.000000 1000000 1000002 1000001 1000003
g22-g76 1e6 1000.000061 1000000 1000003 1000002 1000002
g22-g77 1e6 1000.000000 1000000 1000005 1000001 1000003
g22-g78 1e6 1000.000000 1000000 1000002 1000001 1000003
g22-g79 1e6 1000.000000 1000000 1000004 1000002 1000003
g22-g80 1e6 1000.000244 1000000 1000007 1000003 1000004
g22-g81 1e6 1000.000122 1000000 1000006 1000001 1000004
g22-g83 1e6 1000.000000 1000000 1000008 1000003 1000003
g22-g84 1e6 1000.000061 1000001 1000008 1000007 1000003
g22-g85 1e6 1000.000000 1000000 1000007 1000006 1000005
g22-g87 1e6 1000.000061 1000000 1000008 1000004 1000005
g22-g88 1e6 1000.000122 1000001 1000005 1000003 1000005
g22-g89 1e6 1000.000000 1000001 1000010 1000003 1000004
g22-g90 1e6 1000.000061 1000001 1000018 1000002 1000006
g22-g91 1e6 1000.000061 1000001 1000012 1000011 1000007
g22-g92 1e6 1000.000122 1000001 1000017 1000016 1000007
g22-g94 1e6 1000.000000 1000001 1000028 1000013 1000008
g22-g95 1e6 1e3 1000001 1000031 1000029 1000007
g22-g96 1e6 1e3 1000001 1000024 1000028 1000007
g22-g97 1e6 1e3 1000001 1000026 1000030 1000007
g22-g98 1e6 1e3 1000001 1000017 1000026 1000007
g22-g99 1e6 1e3 1000003 1000026 1000028 1000007
g23-g100 1e6 1e3 1000001 1000055 1000016 1000008
g23-g101 1e6 1e3 1000001 1000034 1000025 1000008
g23-g102 1e6 1e3 1000003 1000031 1000019 1000008
g23-g103 1e6 1e3 1000001 1000029 1000019 1000011
g23-g104 1e6 1e3 1000002 1000044 1000049 1000016
g23-g105 1e6 1e3 1000006 1000051 1000046 1000017
g23-g106 1e6 1e3 1000011 1000081 1000092 1000019
g23-g107 1e6 1e3 1000013 1000092 1000090 1000024
g23-g108 1e6 1e3 1000013 1000107 1000093 1000023
g23-g109 1e6 1e3 1000016 1000281 1000187 1000020
g23-g110 1e6 1e3 1000005 1000147 1000137 1000027
g23-g111 1e6 1e3 1000015 1000149 1000141 1000021
g23-g112 1e6 1e3 1000006 1000223 1000202 1000029
g23-g51 1000006 1000.000061 1000000 1000000 1000001 1000004
g23-g52 1000005 1000.000061 1000000 1000000 1000000 1000002
g23-g53 1000008 1000.000061 1000000 1000000 1000000 1000003
g23-g54 1000013 1000.000000 1000000 1000000 1000000 1000002
g23-g55 1000013 1000.000061 1000000 1000000 1000000 1000003
g23-g56 1000013 1000.000061 1000000 1000000 1000000 1000002
g23-g57 1000014 1000.000122 1000000 1000001 1000001 1000005
g23-g61 1000017 1000.000122 1000000 1000001 1000001 1000003
g23-g62 1e6 1000.000061 1000000 1000001 1000000 1000003
g23-g63 1e6 1000.000061 1000000 1000001 1000001 1000004
g23-g64 1e6 1000.000061 1000000 1000001 1000001 1000002
g23-g65 1e6 1000.000122 1000000 1000001 1000000 1000003
g23-g67 1e6 1000.000061 1000000 1000001 1000001 1000002
g23-g68 1e6 1000.000122 1000000 1000001 1000000 1000003
g23-g69 1e6 1000.000122 1000000 1000002 1000002 1000003
g23-g70 1e6 1000.000122 1000000 1000002 1000001 1000003
g23-g71 1e6 1000.000061 1000000 1000001 1000002 1000003
g23-g72 1e6 1000.000061 1000000 1000002 1000002 1000003
g23-g74 1e6 1000.000061 1000000 1000002 1000002 1000003
g23-g75 1e6 1000.000000 1000000 1000002 1000002 1000003
g23-g76 1e6 1000.000061 1000000 1000003 1000003 1000004
g23-g77 1e6 1000.000000 1000000 1000003 1000001 1000004
g23-g78 1e6 1000.000061 1000000 1000002 1000002 1000003
g23-g79 1e6 1000.000122 1000000 1000003 1000003 1000003
g23-g80 1e6 1000.000366 1000000 1000007 1000004 1000006
g23-g81 1e6 1000.000061 1000000 1000007 1000001 1000004
g23-g83 1e6 1000.000061 1000000 1000006 1000005 1000004
g23-g84 1e6 1000.000122 1000000 1000008 1000007 1000005
g23-g85 1e6 1000.000305 1000001 1000008 1000005 1000004
g23-g87 1e6 1000.000122 1000000 1000006 1000005 1000005
g23-g88 1e6 1000.000061 1000000 1000006 1000004 1000004
g23-g89 1e6 1000.000122 1000000 1000006 1000005 1000004
g23-g90 1e6 1000.000122 1000001 1000011 1000011 1000005
g23-g91 1e6 1000.000244 1000001 1000010 1000010 1000006
g23-g92 1e6 1000.000610 1000000 1000012 1000013 1000007
g23-g94 1e6 1e3 1000001 1000024 1000014 1000006
g23-g95 1e6 1e3 1000001 1000020 1000019 1000008
g23-g96 1e6 1e3 1000001 1000027 1000018 1000008
g23-g97 1e6 1e3 1000001 1000028 1000022 1000008
g23-g98 1e6 1e3 1000001 1000026 1000032 1000008
g23-g99 1e6 1e3 1000001 1000021 1000015 1000008
g24-g100 1e6 1e3 1000001 1000056 1000013 1000008
g24-g101 1e6 1e3 1000004 1000033 1000027 1000008
g24-g102 1e6 1e3 1000002 1000043 1000034 1000008
g24-g103 1e6 1e3 1000003 1000048 1000030 1000008
g24-g104 1e6 1e3 1000001 1000049 1000069 1000015
g24-g105 1e6 1e3 1000003 1000051 1000072 1000015
g24-g106 1e6 1e3 1000003 1000080 1000095 1000019
g24-g107 1e6 1e3 1000011 1000091 1000133 1000019
g24-g108 1e6 1e3 1000012 1000107 1000094 1000020
g24-g109 1e6 1e3 1000005 1000221 1000147 1000018
g24-g110 1e6 1e3 1000002 1000319 1000140 1000019
g24-g111 1e6 1e3 1000004 1000136 1000219 1000025
g24-g112 1e6 1e3 1000004 1000295 1000213 1000028
g24-g51 1000006 1000.000122 1000000 1000000 1000000 1000003
g24-g52 1000007 1000.000061 1000000 1000000 1000000 1000003
g24-g53 1000007 1000.000061 1000000 1000000 1000000 1000003
g24-g54 1000018 1000.000122 1000000 1000000 1000000 1000003
g24-g55 1000016 1000.000061 1000000 1000000 1000000 1000003
g24-g56 1000016 1000.000122 1000000 1000000 1000000 1000004
g24-g57 1000021 1000.000183 1000000 1000001 1000001 1000003
g24-g61 1e6 1000.000122 1000000 1000001 1000000 1000002
g24-g62 1e6 1000.000122 1000000 1000001 1000000 1000003
g24-g63 1e6 1000.000122 1723 827 786 1456
g24-g64 1e6 1000.000061 1000000 1000001 1000001 1000003
g24-g65 1e6 1000.000122 1000000 1000001 1000000 1000003
g24-g67 1e6 1000.000061 1000000 1000001 1000001 1000003
g24-g68 1e6 1000.000061 1000000 1000002 1000001 1000002
g24-g69 1e6 1000.000183 1000000 1000002 1000002 1000004
g24-g70 1e6 1000.000122 1000000 1000001 1000001 1000004
g24-g71 1e6 1000.000122 1000000 1000001 1000001 1000004
g24-g72 1e6 1000.000122 1000000 1000003 1000002 1000003
g24-g74 1e6 1000.000122 1000000 1000004 1000002 1000003
g24-g75 1e6 1000.000122 1000000 1000003 1000002 1000003
g24-g76 1e6 1000.000122 1000000 1000004 1000002 1000005
g24-g77 1e6 1000.000061 1000000 1000005 1000002 1000004
g24-g78 1e6 1000.000183 1000000 1000002 1000003 1000004
g24-g79 1e6 1000.000000 1000000 1000005 1000003 1000004
g24-g80 1e6 1000.000183 1000000 1000006 1000007 1000005
g24-g81 1e6 1000.000244 1000000 1000005 1000001 1000004
g24-g83 1e6 1000.000244 1000000 1000005 1000007 1000004
g24-g84 1e6 1000.000000 1000000 1000009 1000008 1000005
g24-g85 1e6 1000.000000 1000000 1000007 1000005 1000003
g24-g87 1e6 1000.000183 1000000 1000009 1000005 1000005
g24-g88 1e6 1000.000061 1000000 1000008 1000005 1000006
g24-g89 1e6 1000.000183 1000000 1000012 1000008 1000005
g24-g90 1e6 1000.000488 1000001 1000012 1000012 1000005
g24-g91 1e6 1000.048279 1000000 1000017 1000009 1000006
g24-g92 1e6 1000.000488 1000001 1000018 1000011 1000008
g24-g94 1e6 1e3 1000001 1000020 1000016 1000008
g24-g95 1e6 1e3 1000001 1000029 340030 340942
g24-g96 1e6 1e3 1000002 17874 967 1000006
g24-g97 1e6 1e3 1000001 29213 486 163824
g24-g98 1e6 1e3 1000001 17210 16338 1000008
g24-g99 1e6 1e3 1000001 17135 16459 1000008
g25-g100 1e6 1e3 1000000 1000014 1000013 1000010
g25-g101 1e6 1e3 1000001 1000029 1000037 1000010
g25-g102 1e6 1e3 1000001 1000016 1000035 1000010
g25-g103 1e6 1e3 1000001 1000019 1000028 1000011
g25-g104 1e6 1e3 1000001 1000050 1000051 1000014
g25-g105 1e6 1e3 1000004 1000048 1000045 1000013
g25-g106 1e6 1e3 1000016 1000081 1000096 1000023
g25-g107 1e6 1e3 1000009 1000109 1000113 1000020
g25-g108 1e6 1e3 1000011 1000096 1000105 1000025
g25-g109 1e6 1e3 1000011 1000174 1000197 1000024
g25-g110 1e6 1e3 1000005 1000128 1000116 1000028
g25-g111 1e6 1e3 1000010 1000135 1000141 1000027
g25-g112 1e6 1e3 1000004 1000210 1000343 1000026
g25-g51 1000007 1000.000061 1000000 1000000 1000000 1000004
g25-g52 1000009 1000.000000 1000000 1000001 1000000 1000003
g25-g53 1000007 1000.000000 1000000 1000000 1000000 1000003
g25-g54 1000016 1000.000061 1000000 1000000 1000000 1000002
g25-g55 1000015 1000.000061 1000000 1000001 1000000 1000002
g25-g56 1000020 1000.000122 1000000 1000000 1000000 1000002
g25-g57 1000023 1000.000061 1000000 1000000 1000001 1000005
g25-g61 1e6 1000.000122 1000000 1000000 1000001 1000002
