instance clique cp-fc cp-mac james-cpp-max
mcs30_b09m_s100_AB00 417 1000.000061 1000.000061 270637
mcs30_b09m_s100_AB01 3601 1000.000061 1000.000061 337007
mcs30_b09m_s100_AB02 2918 1000.000061 1000.000061 963741
mcs30_b09m_s100_AB03 4961 1000.000000 1000.000061 571082
mcs30_b09m_s100_AB04 5799 1000.000061 1000.000061 751355
mcs30_b09m_s100_AB05 4019 1000.000061 1000.000061 621241
mcs30_b09m_s100_AB06 623 1000.000061 1000.000061 355967
mcs30_b09m_s100_AB07 2076 1000.000061 1000.000122 313440
mcs30_b09m_s100_AB08 240 986.894836 982.383057 40899
mcs30_b09m_s100_AB09 1281 1000.000061 1000.000061 145110
mcs30_b09m_s35_AB00 5 0.302314 0.254646 13
mcs30_b09m_s35_AB01 4 0.139284 0.146287 7
mcs30_b09m_s35_AB02 5 0.142961 0.098505 11
mcs30_b09m_s35_AB03 6 0.124753 0.140942 10
mcs30_b09m_s35_AB04 6 0.186204 0.118782 8
mcs30_b09m_s35_AB05 7 0.242314 0.226272 15
mcs30_b09m_s35_AB06 5 0.212284 0.176358 11
mcs30_b09m_s35_AB07 5 0.291842 0.233936 20
mcs30_b09m_s35_AB08 5 0.320870 0.308120 16
mcs30_b09m_s35_AB09 4 0.215216 0.198809 11
mcs30_b09m_s40_AB00 8 0.601012 0.683066 78
mcs30_b09m_s40_AB01 19 1.882609 1.846850 100
mcs30_b09m_s40_AB02 34 2.219975 2.360893 145
mcs30_b09m_s40_AB03 49 3.455253 3.091945 167
mcs30_b09m_s40_AB04 14 0.525617 0.478552 31
mcs30_b09m_s40_AB05 9 0.686256 0.660117 22
mcs30_b09m_s40_AB06 14 0.684400 0.655120 48
mcs30_b09m_s40_AB07 10 0.862717 0.983583 77
mcs30_b09m_s40_AB08 16 0.956747 0.725375 58
mcs30_b09m_s40_AB09 10 0.925217 0.957046 40
mcs30_b09m_s50_AB00 651 39.253704 36.715904 2078
mcs30_b09m_s50_AB01 365 16.680731 16.237741 1067
mcs30_b09m_s50_AB02 52 8.798835 8.223291 256
mcs30_b09m_s50_AB03 1456 75.593933 73.726440 4415
mcs30_b09m_s50_AB04 309 16.783665 16.029730 1496
mcs30_b09m_s50_AB05 742 55.624073 54.164017 3084
mcs30_b09m_s50_AB06 77 5.203669 4.877047 322
mcs30_b09m_s50_AB07 430 34.919777 33.749424 954
mcs30_b09m_s50_AB08 154 12.385086 12.058977 570
mcs30_b09m_s50_AB09 458 31.244024 30.828320 950
mcs30_b09m_s60_AB00 40 20.584835 19.634151 701
mcs30_b09m_s60_AB01 53 22.890060 22.607748 771
mcs30_b09m_s60_AB02 200 38.094028 37.769878 2046
mcs30_b09m_s60_AB03 159 21.234552 20.812208 1054
mcs30_b09m_s60_AB04 25 7.228093 7.021231 346
mcs30_b09m_s60_AB05 185 55.194447 54.261887 1987
mcs30_b09m_s60_AB06 46 13.685706 13.501590 528
mcs30_b09m_s60_AB07 101 8.520166 8.495328 417
mcs30_b09m_s60_AB08 31 6.959369 6.715101 458
mcs30_b09m_s60_AB09 51 23.430201 22.735950 945
mcs30_b09m_s70_AB00 2169 344.306427 346.147491 12305
mcs30_b09m_s70_AB01 311 152.558838 147.003922 4611
mcs30_b09m_s70_AB02 3983 374.620483 372.741486 11256
mcs30_b09m_s70_AB03 741 310.235901 296.928070 10989
mcs30_b09m_s70_AB04 397 285.549194 280.261993 7462
mcs30_b09m_s70_AB05 772 198.024155 195.830307 5871
mcs30_b09m_s70_AB06 1944 508.904938 484.262695 11184
mcs30_b09m_s70_AB07 501 196.372574 195.507156 6562
mcs30_b09m_s70_AB08 542 128.459122 128.822662 5540
mcs30_b09m_s70_AB09 1820 440.233276 433.937378 14594
mcs30_b09m_s80_AB00 39183 1000.000000 1000.000061 864295
mcs30_b09m_s80_AB01 55640 1000.000061 1000.000000 178441
mcs30_b09m_s80_AB02 7964 1000.000061 1000.000061 85598
mcs30_b09m_s80_AB03 15727 1000.000061 1000.000061 62256
mcs30_b09m_s80_AB04 24104 1000.000122 1000.000061 247387
mcs30_b09m_s80_AB05 27287 1000.000061 1000.000061 298219
mcs30_b09m_s80_AB06 29501 1000.000000 1000.000000 599883
mcs30_b09m_s80_AB07 11191 1000.000061 1000.000000 35908
mcs30_b09m_s80_AB08 31147 1000.000061 1000.000000 559415
mcs30_b09m_s80_AB09 5190 1000.000061 1000.000061 44853
mcs30_b09m_s90_AB00 1000000 1000.000000 1000.000061 1000000
mcs30_b09m_s90_AB01 975422 1000.000061 1000.000122 1000000
mcs30_b09m_s90_AB02 627129 1000.000061 1000.000000 1000000
mcs30_b09m_s90_AB03 1000000 1000.000061 1000.000000 1000000
mcs30_b09m_s90_AB04 1000000 1000.000061 1000.000000 1000000
mcs30_b09m_s90_AB05 777353 1000.000061 1000.000061 1000000
mcs30_b09m_s90_AB06 1000000 1000.000000 1000.000061 1000000
mcs30_b09m_s90_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_b09m_s90_AB08 137313 1000.000000 1000.000000 623570
mcs30_b09m_s90_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB00 244976 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB01 239895 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB02 125241 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB03 886358 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB04 40347 1000.000061 1000.000061 955625
mcs30_m2D_s100_AB05 440810 1000.000122 1000.000061 1000000
mcs30_m2D_s100_AB06 56934 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB07 657989 1000.000061 1000.000122 1000000
mcs30_m2D_s100_AB08 134184 1000.000061 1000.000061 1000000
mcs30_m2D_s100_AB09 39787 1000.000061 1000.000061 1000000
mcs30_m2D_s30_AB00 3 0.082998 0.087164 9
mcs30_m2D_s30_AB01 3 0.031561 0.030658 1
mcs30_m2D_s30_AB02 2 0.030708 0.028899 2
mcs30_m2D_s30_AB03 2 0.006853 0.006650 0
mcs30_m2D_s30_AB04 3 0.034160 0.033855 0
mcs30_m2D_s30_AB05 3 0.037613 0.029374 3
mcs30_m2D_s30_AB06 3 0.044838 0.041951 3
mcs30_m2D_s30_AB07 3 0.113623 0.098413 5
mcs30_m2D_s30_AB08 3 0.032430 0.025211 2
mcs30_m2D_s30_AB09 2 0.007019 0.006506 0
mcs30_m2D_s50_AB00 2620 354.326752 298.916962 16365
mcs30_m2D_s50_AB01 687 180.727325 176.118713 15123
mcs30_m2D_s50_AB02 391 112.600746 108.418495 986
mcs30_m2D_s50_AB03 25302 214.666092 183.114395 13276
mcs30_m2D_s50_AB04 9200 288.577942 273.181854 7195
mcs30_m2D_s50_AB05 5257 129.171631 117.714005 3884
mcs30_m2D_s50_AB06 55953 214.892853 210.330994 7496
mcs30_m2D_s50_AB07 8560 329.256500 303.328217 15587
mcs30_m2D_s50_AB08 2047 254.437820 198.055908 31228
mcs30_m2D_s50_AB09 120869 1000.000000 1000.000061 43043
mcs30_m2D_s60_AB00 914 377.710327 373.941925 18774
mcs30_m2D_s60_AB01 554 254.832245 247.705673 4399
mcs30_m2D_s60_AB02 211 209.291687 202.946426 5188
mcs30_m2D_s60_AB03 4788 582.424866 525.058777 16601
mcs30_m2D_s60_AB04 395 1000.000000 1000.000000 1713
mcs30_m2D_s60_AB05 832 9.524452 9.054242 107
mcs30_m2D_s60_AB06 154 172.076965 156.955292 4620
mcs30_m2D_s60_AB07 1803 474.705109 453.977783 12058
mcs30_m2D_s60_AB08 918 1000.000000 1000.000000 8112
mcs30_m2D_s60_AB09 91 79.375046 74.813408 6601
mcs30_m2D_s70_AB00 1008 643.789673 636.279602 6744
mcs30_m2D_s70_AB01 139095 1000.000061 1000.000061 20456
mcs30_m2D_s70_AB02 75954 1000.000000 1000.000061 1000000
mcs30_m2D_s70_AB03 119 1000.000061 1000.000000 64621
mcs30_m2D_s70_AB04 44382 1000.000000 1000.000000 1000000
mcs30_m2D_s70_AB05 60739 1000.000061 1000.000000 57601
mcs30_m2D_s70_AB06 239731 1000.000061 1000.000061 471945
mcs30_m2D_s70_AB07 22137 1000.000061 1000.000061 160476
mcs30_m2D_s70_AB08 4073 1000.000061 1000.000000 36959
mcs30_m2D_s70_AB09 121856 1000.000061 1000.000000 431367
mcs30_m2D_s80_AB00 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB02 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB03 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB05 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB06 394489 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB07 1000000 1000.000061 1000.000000 1000000
mcs30_m2D_s80_AB08 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s80_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB00 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB02 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB03 1000000 1000.000061 1000.000122 1000000
mcs30_m2D_s90_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB05 1000000 1000.000122 1000.000061 1000000
mcs30_m2D_s90_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB08 1000000 1000.000061 1000.000061 1000000
mcs30_m2D_s90_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB00 462990 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB01 23378 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB02 29884 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB03 613120 1000.000061 1000.000122 1000000
mcs30_m2Dr2_s100_AB04 134552 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB05 21962 1000.000122 1000.000122 984770
mcs30_m2Dr2_s100_AB06 684604 1000.000122 1000.000061 1000000
mcs30_m2Dr2_s100_AB07 450468 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s100_AB08 39441 1000.000061 1000.000122 608775
mcs30_m2Dr2_s100_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s30_AB00 2 0.030599 0.027484 0
mcs30_m2Dr2_s30_AB01 4 0.068969 0.067467 4
mcs30_m2Dr2_s30_AB02 3 0.050022 0.046164 4
mcs30_m2Dr2_s30_AB03 3 0.038938 0.036369 1
mcs30_m2Dr2_s30_AB04 3 0.061628 0.053658 3
mcs30_m2Dr2_s30_AB05 4 0.043944 0.038672 1
mcs30_m2Dr2_s30_AB06 3 0.046091 0.041566 3
mcs30_m2Dr2_s30_AB07 3 0.074818 0.064957 3
mcs30_m2Dr2_s30_AB08 3 0.094705 0.085941 4
mcs30_m2Dr2_s30_AB09 3 0.067195 0.059768 3
mcs30_m2Dr2_s50_AB00 29750 714.400757 676.776733 15957
mcs30_m2Dr2_s50_AB01 1094 186.694153 184.542862 5945
mcs30_m2Dr2_s50_AB02 116 16.877789 16.075806 406
mcs30_m2Dr2_s50_AB03 16231 347.951111 302.123749 7395
mcs30_m2Dr2_s50_AB04 46632 337.699615 270.224640 9175
mcs30_m2Dr2_s50_AB05 5067 243.281311 233.175278 4428
mcs30_m2Dr2_s50_AB06 13580 574.360474 509.903809 16311
mcs30_m2Dr2_s50_AB07 15959 337.085754 275.927399 9170
mcs30_m2Dr2_s50_AB08 29794 634.413757 529.648193 12081
mcs30_m2Dr2_s50_AB09 8683 391.945129 364.655304 14809
mcs30_m2Dr2_s60_AB00 7752 1000.000000 1000.000061 13828
mcs30_m2Dr2_s60_AB01 905 281.415588 277.005341 5911
mcs30_m2Dr2_s60_AB02 439 98.035362 86.347137 2976
mcs30_m2Dr2_s60_AB03 2868 817.501099 750.078979 8099
mcs30_m2Dr2_s60_AB04 554 1000.000000 1000.000000 29885
mcs30_m2Dr2_s60_AB05 481 275.815430 242.115387 4519
mcs30_m2Dr2_s60_AB06 144 242.335770 232.066650 2599
mcs30_m2Dr2_s60_AB07 1100 891.999817 870.196411 11168
mcs30_m2Dr2_s60_AB08 250 1000.000000 1000.000000 9959
mcs30_m2Dr2_s60_AB09 5592 1000.000000 1000.000000 41791
mcs30_m2Dr2_s70_AB00 572 600.150818 609.835938 10705
mcs30_m2Dr2_s70_AB01 4581 1000.000061 1000.000061 107992
mcs30_m2Dr2_s70_AB02 116 1000.000000 1000.000061 13030
mcs30_m2Dr2_s70_AB03 43715 1000.000000 1000.000000 115745
mcs30_m2Dr2_s70_AB04 46666 1000.000000 1000.000061 131972
mcs30_m2Dr2_s70_AB05 9550 1000.000122 1000.000061 75756
mcs30_m2Dr2_s70_AB06 3282 1000.000061 1000.000000 169590
mcs30_m2Dr2_s70_AB07 89933 1000.000000 1000.000061 360898
mcs30_m2Dr2_s70_AB08 20012 1000.000000 1000.000061 57930
mcs30_m2Dr2_s70_AB09 13517 1000.000061 1000.000061 425860
mcs30_m2Dr2_s80_AB00 168345 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB01 85576 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB02 1000000 1000.000061 1000.000000 1000000
mcs30_m2Dr2_s80_AB03 1000000 1000.000000 1000.000061 1000000
mcs30_m2Dr2_s80_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB05 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB06 5321 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s80_AB08 92319 1000.000061 1000.000061 240257
mcs30_m2Dr2_s80_AB09 164956 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB00 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB02 1000000 1000.000122 1000.000061 1000000
mcs30_m2Dr2_s90_AB03 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB05 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB08 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr2_s90_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB00 87945 1000.000122 1000.000061 1000000
mcs30_m2Dr4_s100_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB02 1000000 1000.000122 1000.000122 1000000
mcs30_m2Dr4_s100_AB03 193724 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB04 19521 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB05 16512 1000.000061 1000.000061 744189
mcs30_m2Dr4_s100_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB08 8407 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s100_AB09 8515 1000.000061 1000.000061 383959
mcs30_m2Dr4_s30_AB00 3 0.046171 0.044420 2
mcs30_m2Dr4_s30_AB01 5 0.086068 0.081057 4
mcs30_m2Dr4_s30_AB02 2 0.064015 0.053161 4
mcs30_m2Dr4_s30_AB03 3 0.023549 0.022001 0
mcs30_m2Dr4_s30_AB04 3 0.051939 0.047238 2
mcs30_m2Dr4_s30_AB05 2 0.042071 0.036488 2
mcs30_m2Dr4_s30_AB06 3 0.080256 0.072503 3
mcs30_m2Dr4_s30_AB07 2 0.023200 0.022144 1
mcs30_m2Dr4_s30_AB08 3 0.080890 0.064112 7
mcs30_m2Dr4_s30_AB09 5 0.090705 0.076260 6
mcs30_m2Dr4_s50_AB00 3865 153.343414 135.686005 3064
mcs30_m2Dr4_s50_AB01 10641 461.364349 447.710846 7533
mcs30_m2Dr4_s50_AB02 7347 589.621948 560.775513 6823
mcs30_m2Dr4_s50_AB03 3040 160.900894 139.285538 4535
mcs30_m2Dr4_s50_AB04 9919 86.521927 84.597916 3447
mcs30_m2Dr4_s50_AB05 3972 166.986374 148.945847 8115
mcs30_m2Dr4_s50_AB06 3111 64.992203 58.069275 619
mcs30_m2Dr4_s50_AB07 8094 1000.000000 1000.000000 29756
mcs30_m2Dr4_s50_AB08 3343 138.732132 139.544357 7514
mcs30_m2Dr4_s50_AB09 9907 474.544861 436.178802 16115
mcs30_m2Dr4_s60_AB00 545 83.948357 80.207771 3050
mcs30_m2Dr4_s60_AB01 485 66.494171 63.096756 3930
mcs30_m2Dr4_s60_AB02 1415 112.680206 110.087738 2840
mcs30_m2Dr4_s60_AB03 125 421.759308 416.402039 9723
mcs30_m2Dr4_s60_AB04 19924 337.617767 326.015076 18962
mcs30_m2Dr4_s60_AB05 11304 344.657379 319.657593 17460
mcs30_m2Dr4_s60_AB06 1105 903.715759 819.398987 17253
mcs30_m2Dr4_s60_AB07 458 304.788147 292.033386 2843
mcs30_m2Dr4_s60_AB08 269 317.674164 289.837524 3114
mcs30_m2Dr4_s60_AB09 132 53.826824 51.118389 2064
mcs30_m2Dr4_s70_AB00 118087 1000.000000 1000.000000 748262
mcs30_m2Dr4_s70_AB01 4016 1000.000000 1000.000000 153062
mcs30_m2Dr4_s70_AB02 8856 1000.000061 941.346619 13661
mcs30_m2Dr4_s70_AB03 2218 1000.000061 1000.000061 50283
mcs30_m2Dr4_s70_AB04 63028 1000.000000 1000.000061 23290
mcs30_m2Dr4_s70_AB05 4615 1000.000000 1000.000061 211790
mcs30_m2Dr4_s70_AB06 6866 1000.000000 1000.000061 201736
mcs30_m2Dr4_s70_AB07 1628 1000.000061 1000.000061 39713
mcs30_m2Dr4_s70_AB08 3115 1000.000000 1000.000000 209058
mcs30_m2Dr4_s70_AB09 12395 1000.000000 1000.000061 121802
mcs30_m2Dr4_s80_AB00 184325 1000.000061 1000.000000 389260
mcs30_m2Dr4_s80_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s80_AB02 1000000 1000.000000 1000.000000 1000000
mcs30_m2Dr4_s80_AB03 619359 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s80_AB04 362604 1000.000000 1000.000061 1000000
mcs30_m2Dr4_s80_AB05 551725 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s80_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s80_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s80_AB08 1000000 1000.000061 1000.000000 1000000
mcs30_m2Dr4_s80_AB09 218317 1000.000061 1000.000061 396534
mcs30_m2Dr4_s90_AB00 1000000 1000.000061 1000.000122 1000000
mcs30_m2Dr4_s90_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB02 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB03 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB05 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB08 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr4_s90_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB00 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB01 121095 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB02 8816 1000.000061 1000.000061 661878
mcs30_m2Dr6_s100_AB03 900317 1000.000061 1000.000122 1000000
mcs30_m2Dr6_s100_AB04 424396 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB05 47511 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB06 166209 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB07 73660 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s100_AB08 26384 1000.000061 1000.000061 403236
mcs30_m2Dr6_s100_AB09 280332 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s30_AB00 2 0.020690 0.018558 1
mcs30_m2Dr6_s30_AB01 2 0.086260 0.069420 3
mcs30_m2Dr6_s30_AB02 2 0.043348 0.038125 2
mcs30_m2Dr6_s30_AB03 3 0.066729 0.060584 4
mcs30_m2Dr6_s30_AB04 2 0.033867 0.031655 2
mcs30_m2Dr6_s30_AB05 4 0.049871 0.048464 3
mcs30_m2Dr6_s30_AB06 3 0.041104 0.034693 6
mcs30_m2Dr6_s30_AB07 2 0.023058 0.021800 1
mcs30_m2Dr6_s30_AB08 3 0.098511 0.090267 5
mcs30_m2Dr6_s30_AB09 3 0.059106 0.056202 4
mcs30_m2Dr6_s50_AB00 4520 591.930176 551.340515 16415
mcs30_m2Dr6_s50_AB01 3649 52.829716 51.379967 2813
mcs30_m2Dr6_s50_AB02 9613 190.038498 171.809906 5343
mcs30_m2Dr6_s50_AB03 2321 111.565384 109.008896 4236
mcs30_m2Dr6_s50_AB04 3722 158.713776 130.686447 3043
mcs30_m2Dr6_s50_AB05 16529 192.785538 187.265808 4494
mcs30_m2Dr6_s50_AB06 1763 66.435013 63.539539 3372
mcs30_m2Dr6_s50_AB07 7501 222.973175 199.065872 10236
mcs30_m2Dr6_s50_AB08 8303 80.918007 74.252228 2970
mcs30_m2Dr6_s50_AB09 12867 283.013763 258.020325 13135
mcs30_m2Dr6_s60_AB00 134 246.828979 235.627060 6175
mcs30_m2Dr6_s60_AB01 62 167.896347 162.968857 2492
mcs30_m2Dr6_s60_AB02 213 92.773697 86.891571 10008
mcs30_m2Dr6_s60_AB03 315 166.927551 157.953445 4896
mcs30_m2Dr6_s60_AB04 75 65.011139 62.176048 1391
mcs30_m2Dr6_s60_AB05 222 203.757553 180.435410 4297
mcs30_m2Dr6_s60_AB06 191 41.158787 39.751591 809
mcs30_m2Dr6_s60_AB07 221 238.695557 201.741974 11903
mcs30_m2Dr6_s60_AB08 65 27.195793 25.735352 724
mcs30_m2Dr6_s60_AB09 1400 468.961090 401.584686 8509
mcs30_m2Dr6_s70_AB00 4122 1000.000061 1000.000061 324329
mcs30_m2Dr6_s70_AB01 453 1000.000000 1000.000000 8528
mcs30_m2Dr6_s70_AB02 4677 1000.000000 1000.000061 129726
mcs30_m2Dr6_s70_AB03 4416 681.354736 658.358765 10426
mcs30_m2Dr6_s70_AB04 54154 1000.000000 1000.000000 244763
mcs30_m2Dr6_s70_AB05 7850 1000.000000 1000.000000 58566
mcs30_m2Dr6_s70_AB06 1531 1000.000061 1000.000061 81931
mcs30_m2Dr6_s70_AB07 35312 1000.000000 1000.000061 123447
mcs30_m2Dr6_s70_AB08 4126 1000.000000 1000.000061 18338
mcs30_m2Dr6_s70_AB09 29750 1000.000061 1000.000061 120221
mcs30_m2Dr6_s80_AB00 65792 1000.000000 1000.000000 782026
mcs30_m2Dr6_s80_AB01 1000000 1000.000061 1000.000000 1000000
mcs30_m2Dr6_s80_AB02 1000000 1000.000000 1000.000000 1000000
mcs30_m2Dr6_s80_AB03 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s80_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s80_AB05 197389 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s80_AB06 38917 1000.000061 1000.000000 1000000
mcs30_m2Dr6_s80_AB07 1000000 1000.000000 1000.000000 1000000
mcs30_m2Dr6_s80_AB08 161839 1000.000061 1000.000061 576310
mcs30_m2Dr6_s80_AB09 31764 1000.000000 1000.000000 370218
mcs30_m2Dr6_s90_AB00 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB01 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB02 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB03 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB04 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB05 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB06 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB07 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB08 1000000 1000.000061 1000.000061 1000000
mcs30_m2Dr6_s90_AB09 1000000 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB00 314104 1000.000122 1000.000061 1000000
mcs30_m3D_s100_AB01 162319 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB02 167822 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB03 153070 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB04 54219 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB05 1000000 1000.000061 1000.000122 1000000
mcs30_m3D_s100_AB06 94572 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB07 105218 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB08 536874 1000.000061 1000.000061 1000000
mcs30_m3D_s100_AB09 241590 1000.000061 1000.000061 1000000
mcs30_m3D_s25_AB00 6 0.090589 0.086556 5
mcs30_m3D_s25_AB01 5 0.129964 0.118133 9
mcs30_m3D_s25_AB02 5 0.039460 0.033775 2
mcs30_m3D_s25_AB03 5 0.038419 0.036518 2
mcs30_m3D_s25_AB04 3 0.084044 0.074892 1
mcs30_m3D_s25_AB05 7 0.026203 0.024753 1
mcs30_m3D_s25_AB06 4 0.028503 0.028116 2
mcs30_m3D_s25_AB07 6 0.089399 0.087362 5
mcs30_m3D_s25_AB08 8 0.086003 0.079286 4
mcs30_m3D_s25_AB09 6 0.066985 0.060627 2
mcs30_m3D_s30_AB00 2 0.041158 0.041859 3
mcs30_m3D_s30_AB01 3 0.079157 0.070318 3
mcs30_m3D_s30_AB02 2 0.027362 0.021436 2
mcs30_m3D_s30_AB03 3 0.035336 0.030694 1
mcs30_m3D_s30_AB04 2 0.040811 0.035888 3
mcs30_m3D_s30_AB05 2 0.015307 0.012019 1
mcs30_m3D_s30_AB06 3 0.071344 0.060584 3
mcs30_m3D_s30_AB07 2 0.026307 0.024491 2
mcs30_m3D_s30_AB08 3 0.075503 0.072720 4
mcs30_m3D_s30_AB09 2 0.017340 0.016772 1
mcs30_m3D_s40_AB00 38 2.490604 2.392102 133
mcs30_m3D_s40_AB01 136 4.308571 3.462247 282
mcs30_m3D_s40_AB02 27 0.598218 0.531658 47
mcs30_m3D_s40_AB03 72 3.017977 2.998196 109
mcs30_m3D_s40_AB04 12 1.867710 1.739247 48
mcs30_m3D_s40_AB05 24 1.579139 1.383942 40
mcs30_m3D_s40_AB06 21 3.310965 2.782460 156
mcs30_m3D_s40_AB07 25 1.239154 1.152054 70
mcs30_m3D_s40_AB08 140 2.760972 2.602206 126
mcs30_m3D_s40_AB09 142 1.293362 1.273818 101
mcs30_m3D_s70_AB00 3554 1000.000061 1000.000000 46216
mcs30_m3D_s70_AB01 437 681.449646 686.971252 20049
mcs30_m3D_s70_AB02 2152 1000.000061 1000.000000 167563
mcs30_m3D_s70_AB03 6890 496.849670 479.315094 9938
mcs30_m3D_s70_AB04 3440 1000.000061 1000.000000 46431
