instance clique cp-fc cp-mac james-cpp-max
mcs50_m2Dr6_s90_AB07 1611533 NaN NaN NaN
mcs50_m2Dr6_s90_AB08 10013018 NaN NaN 1303533024
mcs50_m2Dr6_s90_AB09 7011923 NaN NaN NaN
mcs50_m3D_s15_AB00 922 2319.000000 1255.000000 2405
mcs50_m3D_s15_AB01 94 429.000000 249.000000 423
mcs50_m3D_s15_AB02 368 2361.000000 1574.000000 2142
mcs50_m3D_s15_AB03 180 737.000000 605.000000 373
mcs50_m3D_s15_AB04 270 734.000000 472.000000 573
mcs50_m3D_s15_AB05 710 1345.000000 700.000000 977
mcs50_m3D_s15_AB06 305 690.000000 456.000000 547
mcs50_m3D_s15_AB07 165 540.000000 396.000000 1080
mcs50_m3D_s15_AB08 300 1934.000000 1311.000000 1218
mcs50_m3D_s15_AB09 293 2092.000000 1403.000000 1272
mcs50_m3D_s20_AB00 223 1175.000000 927.000000 629
mcs50_m3D_s20_AB01 293 1558.000000 1137.000000 1598
mcs50_m3D_s20_AB02 477 1786.000000 1328.000000 1336
mcs50_m3D_s20_AB03 635 3188.000000 2419.000000 2820
mcs50_m3D_s20_AB04 233 1915.000000 1514.000000 1737
mcs50_m3D_s20_AB05 1286 5354.000000 2621.000000 4811
mcs50_m3D_s20_AB06 528 4733.000000 3482.000000 2720
mcs50_m3D_s20_AB07 209 2735.000000 1830.000000 1352
mcs50_m3D_s20_AB08 206 3515.000000 2416.000000 1536
mcs50_m3D_s20_AB09 231 4564.000000 2610.000000 4025
mcs50_m3D_s50_AB00 866432 1772014.000000 1686026.000000 829380
mcs50_m3D_s50_AB01 114345 7899789.000000 7292342.000000 2008687
mcs50_m3D_s50_AB02 391319 2614356.000000 2312349.000000 1625060
mcs50_m3D_s50_AB03 479578 4290817.000000 3994439.000000 808703
mcs50_m3D_s50_AB04 15006 2781302.000000 2608996.000000 568532
mcs50_m3D_s50_AB05 64650 4942719.000000 4139899.000000 562788
mcs50_m3D_s50_AB06 1395420 3056189.000000 1804257.000000 4348863
mcs50_m3D_s50_AB07 126101 19837740.000000 16070627.000000 6856935
mcs50_m3D_s50_AB08 182313 5690420.000000 4831142.000000 652837
mcs50_m3D_s50_AB09 289407 12558453.000000 11090801.000000 6901947
mcs50_m3D_s60_AB00 46438 5900252.000000 5288899.000000 2468788
mcs50_m3D_s60_AB01 45982 13423989.000000 11784116.000000 5042919
mcs50_m3D_s60_AB02 186421 3749188.000000 3162011.000000 967651
mcs50_m3D_s60_AB03 118135 8691573.000000 8254280.000000 3193967
mcs50_m3D_s60_AB04 21385 15533078.000000 14159270.000000 7780312
mcs50_m3D_s60_AB05 12845 999689.000000 891247.000000 410077
mcs50_m3D_s60_AB06 257559 21942195.000000 18624321.000000 7585461
mcs50_m3D_s60_AB07 24801 2400925.000000 1990140.000000 1633806
mcs50_m3D_s60_AB08 12673 11787697.000000 9415176.000000 1063555
mcs50_m3D_s60_AB09 133431 27911859.000000 21432853.000000 3799499
mcs50_m3Dr2_s15_AB00 294 793.000000 498.000000 730
mcs50_m3Dr2_s15_AB01 456 1682.000000 1079.000000 2416
mcs50_m3Dr2_s15_AB02 272 1965.000000 1377.000000 676
mcs50_m3Dr2_s15_AB03 434 987.000000 735.000000 734
mcs50_m3Dr2_s15_AB04 281 2903.000000 1724.000000 1142
mcs50_m3Dr2_s15_AB05 160 772.000000 554.000000 690
mcs50_m3Dr2_s15_AB06 161 1678.000000 742.000000 580
mcs50_m3Dr2_s15_AB07 590 2878.000000 1890.000000 1793
mcs50_m3Dr2_s15_AB08 142 823.000000 572.000000 623
mcs50_m3Dr2_s15_AB09 304 2481.000000 1427.000000 1459
mcs50_m3Dr2_s20_AB00 444 2942.000000 1608.000000 1960
mcs50_m3Dr2_s20_AB01 212 873.000000 695.000000 555
mcs50_m3Dr2_s20_AB02 101 3068.000000 2228.000000 579
mcs50_m3Dr2_s20_AB03 358 2683.000000 2035.000000 2468
mcs50_m3Dr2_s20_AB04 183 424.000000 391.000000 601
mcs50_m3Dr2_s20_AB05 683 2161.000000 1582.000000 1513
mcs50_m3Dr2_s20_AB06 340 3198.000000 2135.000000 1791
mcs50_m3Dr2_s20_AB07 201 3707.000000 2211.000000 1606
mcs50_m3Dr2_s20_AB08 234 2886.000000 1771.000000 3590
mcs50_m3Dr2_s20_AB09 916 4354.000000 2985.000000 3245
mcs50_m3Dr2_s50_AB00 1626598 2279862.000000 1863874.000000 398704
mcs50_m3Dr2_s50_AB01 78102 1745477.000000 1600174.000000 380593
mcs50_m3Dr2_s50_AB02 131453 1809002.000000 1676411.000000 5812861
mcs50_m3Dr2_s50_AB03 193684 7999749.000000 6674658.000000 1900454
mcs50_m3Dr2_s50_AB04 69080 7540315.000000 6507657.000000 3757465
mcs50_m3Dr2_s50_AB05 229241 15334248.000000 13209219.000000 9214325
mcs50_m3Dr2_s50_AB06 917723 3621744.000000 3163388.000000 724283
mcs50_m3Dr2_s50_AB07 41244 1080063.000000 994525.000000 339893
mcs50_m3Dr2_s50_AB08 313125 4863900.000000 4329915.000000 1110048
mcs50_m3Dr2_s50_AB09 192505 5939226.000000 5318048.000000 3011359
mcs50_m3Dr2_s60_AB00 140152 15712834.000000 14659929.000000 6332494
mcs50_m3Dr2_s60_AB01 67292 6168563.000000 5658520.000000 5695993
mcs50_m3Dr2_s60_AB02 54146 7735795.000000 7318876.000000 6216542
mcs50_m3Dr2_s60_AB03 35043 2470543.000000 2292223.000000 1415277
mcs50_m3Dr2_s60_AB04 404844 7930921.000000 7363680.000000 1751893
mcs50_m3Dr2_s60_AB05 252254 35078717.000000 31892305.000000 5888104
mcs50_m3Dr2_s60_AB06 9359 3177646.000000 2942351.000000 496795
mcs50_m3Dr2_s60_AB07 4816 4907997.000000 4210105.000000 2110789
mcs50_m3Dr2_s60_AB08 4032 1513876.000000 1493487.000000 461266
mcs50_m3Dr2_s60_AB09 22866 8464114.000000 7591402.000000 2871195
mcs50_m3Dr4_s15_AB00 283 3102.000000 1771.000000 1149
mcs50_m3Dr4_s15_AB01 317 1749.000000 947.000000 1502
mcs50_m3Dr4_s15_AB02 278 953.000000 676.000000 1084
mcs50_m3Dr4_s15_AB03 868 1129.000000 843.000000 734
mcs50_m3Dr4_s15_AB04 535 2125.000000 1260.000000 1893
mcs50_m3Dr4_s15_AB05 87 352.000000 236.000000 564
mcs50_m3Dr4_s15_AB06 348 2119.000000 1250.000000 1365
mcs50_m3Dr4_s15_AB07 264 1477.000000 1019.000000 1505
mcs50_m3Dr4_s15_AB08 441 2284.000000 1400.000000 2077
mcs50_m3Dr4_s15_AB09 363 1736.000000 1205.000000 1368
mcs50_m3Dr4_s20_AB00 321 2322.000000 1302.000000 1850
mcs50_m3Dr4_s20_AB01 396 1812.000000 1013.000000 1842
mcs50_m3Dr4_s20_AB02 141 1580.000000 1267.000000 563
mcs50_m3Dr4_s20_AB03 665 4780.000000 2885.000000 3515
mcs50_m3Dr4_s20_AB04 487 1725.000000 1200.000000 1357
mcs50_m3Dr4_s20_AB05 475 1768.000000 901.000000 1627
mcs50_m3Dr4_s20_AB06 112 2330.000000 1666.000000 1075
mcs50_m3Dr4_s20_AB07 103 2360.000000 1704.000000 852
mcs50_m3Dr4_s20_AB08 289 2113.000000 1500.000000 2520
mcs50_m3Dr4_s20_AB09 312 2421.000000 1433.000000 1473
mcs50_m3Dr4_s50_AB00 190537 681861.000000 612242.000000 1383037
mcs50_m3Dr4_s50_AB01 1027946 14665895.000000 12670364.000000 4674767
mcs50_m3Dr4_s50_AB02 267822 2081323.000000 1861806.000000 1661799
mcs50_m3Dr4_s50_AB03 246165 15611572.000000 11102831.000000 6144434
mcs50_m3Dr4_s50_AB04 140801 14202785.000000 12031487.000000 6096123
mcs50_m3Dr4_s50_AB05 73506 8441241.000000 7320810.000000 1226968
mcs50_m3Dr4_s50_AB06 206301 3665449.000000 3213774.000000 898230
mcs50_m3Dr4_s50_AB07 690184 1320750.000000 1199532.000000 607246
mcs50_m3Dr4_s50_AB08 191675 2049474.000000 1926317.000000 744114
mcs50_m3Dr4_s50_AB09 243453 9064904.000000 7864942.000000 2950425
mcs50_m3Dr4_s60_AB00 5357 1355005.000000 1288421.000000 440915
mcs50_m3Dr4_s60_AB01 14830 8288906.000000 7371252.000000 1704801
mcs50_m3Dr4_s60_AB02 7606 1545103.000000 1441062.000000 972773
mcs50_m3Dr4_s60_AB03 77489 2587689.000000 2214760.000000 1713050
mcs50_m3Dr4_s60_AB04 30415 20631577.000000 18319032.000000 5491141
mcs50_m3Dr4_s60_AB05 8958 4946671.000000 4387295.000000 417468
mcs50_m3Dr4_s60_AB06 52660 3211054.000000 2996893.000000 1552922
mcs50_m3Dr4_s60_AB07 11099 20890496.000000 19618830.000000 2913102
mcs50_m3Dr4_s60_AB08 2202 625945.000000 539037.000000 1256016
mcs50_m3Dr4_s60_AB09 21988 2784658.000000 2547335.000000 1112312
mcs50_m3Dr6_s15_AB00 316 617.000000 461.000000 793
mcs50_m3Dr6_s15_AB01 360 1902.000000 1188.000000 956
mcs50_m3Dr6_s15_AB02 307 2623.000000 1691.000000 1960
mcs50_m3Dr6_s15_AB03 537 1706.000000 1204.000000 1513
mcs50_m3Dr6_s15_AB04 340 1895.000000 1259.000000 1998
mcs50_m3Dr6_s15_AB05 435 3542.000000 1931.000000 1910
mcs50_m3Dr6_s15_AB06 485 2219.000000 1530.000000 1163
mcs50_m3Dr6_s15_AB07 283 857.000000 573.000000 411
mcs50_m3Dr6_s15_AB08 160 1291.000000 827.000000 632
mcs50_m3Dr6_s15_AB09 188 490.000000 377.000000 508
mcs50_m3Dr6_s20_AB00 486 2955.000000 1434.000000 2672
mcs50_m3Dr6_s20_AB01 596 5410.000000 4403.000000 3754
mcs50_m3Dr6_s20_AB02 1197 4163.000000 3445.000000 4695
mcs50_m3Dr6_s20_AB03 236 1381.000000 1034.000000 1650
mcs50_m3Dr6_s20_AB04 699 3143.000000 1857.000000 2482
mcs50_m3Dr6_s20_AB05 320 5646.000000 4076.000000 2409
mcs50_m3Dr6_s20_AB06 438 3751.000000 2539.000000 2914
mcs50_m3Dr6_s20_AB07 278 2218.000000 1622.000000 1292
mcs50_m3Dr6_s20_AB08 208 3009.000000 2176.000000 2329
mcs50_m3Dr6_s20_AB09 106 1477.000000 859.000000 416
mcs50_m3Dr6_s50_AB00 201290 640301.000000 486349.000000 61332
mcs50_m3Dr6_s50_AB01 273521 119173.000000 111534.000000 72555
mcs50_m3Dr6_s50_AB02 45322 6794233.000000 5951761.000000 529521
mcs50_m3Dr6_s50_AB03 78185 3703282.000000 3307882.000000 400961
mcs50_m3Dr6_s50_AB04 88004 2476986.000000 2147907.000000 220298
mcs50_m3Dr6_s50_AB05 24584 817939.000000 745508.000000 265526
mcs50_m3Dr6_s50_AB06 259575 930053.000000 827641.000000 236246
mcs50_m3Dr6_s50_AB07 32983 2921323.000000 2500945.000000 655553
mcs50_m3Dr6_s50_AB08 33765 1880952.000000 1419674.000000 646185
mcs50_m3Dr6_s50_AB09 1256247 5962023.000000 5156541.000000 1065054
mcs50_m3Dr6_s60_AB00 20123 1119441.000000 1050032.000000 477515
mcs50_m3Dr6_s60_AB01 36132 29272560.000000 25864819.000000 8634426
mcs50_m3Dr6_s60_AB02 6852 1536257.000000 1396254.000000 2026692
mcs50_m3Dr6_s60_AB03 12643 1561170.000000 1477390.000000 841796
mcs50_m3Dr6_s60_AB04 7540 2055265.000000 1829109.000000 62740
mcs50_m3Dr6_s60_AB05 10371 2879410.000000 2597400.000000 1981827
mcs50_m3Dr6_s60_AB06 51725 3019409.000000 2851919.000000 609957
mcs50_m3Dr6_s60_AB07 36099 9362069.000000 8317997.000000 3607013
mcs50_m3Dr6_s60_AB08 21016 2626892.000000 2378247.000000 1014302
mcs50_m3Dr6_s60_AB09 49629 19044140.000000 15241130.000000 6122539
mcs50_m4D_s30_AB00 3237 10060.000000 8528.000000 7564
mcs50_m4D_s30_AB01 420 10550.000000 5541.000000 3364
mcs50_m4D_s30_AB02 805 14685.000000 11276.000000 8368
mcs50_m4D_s30_AB03 87 3633.000000 2775.000000 1089
mcs50_m4D_s30_AB04 263 1654.000000 1532.000000 4334
mcs50_m4D_s30_AB05 43 4277.000000 2922.000000 3059
mcs50_m4D_s30_AB06 796 10628.000000 8311.000000 6499
mcs50_m4D_s30_AB07 126 2894.000000 1907.000000 4685
mcs50_m4D_s30_AB08 45 3269.000000 2869.000000 2725
mcs50_m4D_s30_AB09 126 6333.000000 5176.000000 2721
mcs50_m4D_s35_AB00 2637 29676.000000 25294.000000 27126
mcs50_m4D_s35_AB01 1313 39371.000000 37119.000000 29321
mcs50_m4D_s35_AB02 197 18430.000000 15790.000000 13461
mcs50_m4D_s35_AB03 431 93885.000000 53279.000000 15815
mcs50_m4D_s35_AB04 327 42970.000000 33083.000000 28243
mcs50_m4D_s35_AB05 626 18884.000000 14493.000000 20903
mcs50_m4D_s35_AB06 2160 78983.000000 71656.000000 45115
mcs50_m4D_s35_AB07 4974 19254.000000 18229.000000 15125
mcs50_m4D_s35_AB08 13907 39948.000000 33305.000000 8348
mcs50_m4D_s35_AB09 7284 49708.000000 41201.000000 30534
mcs50_m4D_s40_AB00 71898 617387.000000 529863.000000 235260
mcs50_m4D_s40_AB01 9984 152835.000000 125232.000000 62973
mcs50_m4D_s40_AB02 1574 539647.000000 463997.000000 224902
mcs50_m4D_s40_AB03 15424 3477282.000000 2814433.000000 1171298
mcs50_m4D_s40_AB04 95196 472026.000000 334505.000000 344690
mcs50_m4D_s40_AB05 42303 549915.000000 379659.000000 303758
mcs50_m4D_s40_AB06 3892 194018.000000 162680.000000 183440
mcs50_m4D_s40_AB07 186422 1523662.000000 1058954.000000 1118802
mcs50_m4D_s40_AB08 32887 1003304.000000 510241.000000 304530
mcs50_m4D_s40_AB09 151990 3380038.000000 1938176.000000 1402806
mcs50_m4Dr2_s30_AB00 416 21214.000000 15760.000000 5162
mcs50_m4Dr2_s30_AB01 98 7948.000000 5458.000000 4832
mcs50_m4Dr2_s30_AB02 452 11283.000000 8794.000000 9241
mcs50_m4Dr2_s30_AB03 53 14941.000000 11283.000000 5285
mcs50_m4Dr2_s30_AB04 39 4741.000000 4245.000000 763
mcs50_m4Dr2_s30_AB05 105 11235.000000 9478.000000 4759
mcs50_m4Dr2_s30_AB06 64 835.000000 629.000000 345
mcs50_m4Dr2_s30_AB07 333 3072.000000 2284.000000 1395
mcs50_m4Dr2_s30_AB08 64 2806.000000 2357.000000 1676
mcs50_m4Dr2_s30_AB09 221 7966.000000 6440.000000 7144
mcs50_m4Dr2_s35_AB00 414 19645.000000 18014.000000 19085
mcs50_m4Dr2_s35_AB01 1154 57284.000000 44799.000000 28477
mcs50_m4Dr2_s35_AB02 1156 93935.000000 76892.000000 17002
mcs50_m4Dr2_s35_AB03 282 13295.000000 12217.000000 5093
mcs50_m4Dr2_s35_AB04 4931 181585.000000 148724.000000 59432
mcs50_m4Dr2_s35_AB05 5571 100101.000000 75427.000000 104845
mcs50_m4Dr2_s35_AB06 1326 38109.000000 29174.000000 37917
mcs50_m4Dr2_s35_AB07 4935 275740.000000 224008.000000 163584
mcs50_m4Dr2_s35_AB08 1808 331541.000000 250652.000000 116732
mcs50_m4Dr2_s35_AB09 4260 240545.000000 154629.000000 72056
mcs50_m4Dr2_s40_AB00 44219 6479279.000000 4624592.000000 1068665
mcs50_m4Dr2_s40_AB01 49759 1049553.000000 817861.000000 477929
mcs50_m4Dr2_s40_AB02 1477165 940858.000000 651391.000000 629920
mcs50_m4Dr2_s40_AB03 6146 290640.000000 199382.000000 102141
mcs50_m4Dr2_s40_AB04 14462 1399338.000000 1050857.000000 189715
mcs50_m4Dr2_s40_AB05 31731 107264.000000 98466.000000 70815
mcs50_m4Dr2_s40_AB06 21724 1682135.000000 1190438.000000 730531
mcs50_m4Dr2_s40_AB07 135942 343599.000000 264731.000000 491298
mcs50_m4Dr2_s40_AB08 41032 1722492.000000 1205315.000000 622687
mcs50_m4Dr2_s40_AB09 13829 71586.000000 48801.000000 38079
mcs50_m4Dr4_s30_AB00 395 9617.000000 6342.000000 4675
mcs50_m4Dr4_s30_AB01 221 4780.000000 3982.000000 7480
mcs50_m4Dr4_s30_AB02 84 6973.000000 4905.000000 4306
mcs50_m4Dr4_s30_AB03 322 12784.000000 10263.000000 8736
mcs50_m4Dr4_s30_AB04 76 3285.000000 2839.000000 2597
mcs50_m4Dr4_s30_AB05 212 8876.000000 6763.000000 2950
mcs50_m4Dr4_s30_AB06 96 2422.000000 1819.000000 229
mcs50_m4Dr4_s30_AB07 291 11313.000000 8114.000000 6034
mcs50_m4Dr4_s30_AB08 56 1156.000000 1051.000000 1169
mcs50_m4Dr4_s30_AB09 134 2707.000000 1792.000000 3720
mcs50_m4Dr4_s35_AB00 979 19042.000000 16324.000000 27544
mcs50_m4Dr4_s35_AB01 414 59718.000000 46878.000000 15889
mcs50_m4Dr4_s35_AB02 1891 97380.000000 77439.000000 32226
mcs50_m4Dr4_s35_AB03 206 25219.000000 23632.000000 7094
mcs50_m4Dr4_s35_AB04 930 27339.000000 23038.000000 42921
mcs50_m4Dr4_s35_AB05 771 7696.000000 6925.000000 23983
mcs50_m4Dr4_s35_AB06 10455 138596.000000 115295.000000 102747
mcs50_m4Dr4_s35_AB07 17454 89392.000000 76283.000000 66305
mcs50_m4Dr4_s35_AB08 660 105112.000000 90334.000000 73331
mcs50_m4Dr4_s35_AB09 3334 98725.000000 87349.000000 53545
mcs50_m4Dr4_s40_AB00 4128 100533.000000 79432.000000 79296
mcs50_m4Dr4_s40_AB01 2508 201965.000000 187753.000000 165648
mcs50_m4Dr4_s40_AB02 19949 790242.000000 673241.000000 219848
mcs50_m4Dr4_s40_AB03 31111 1138451.000000 977328.000000 527510
mcs50_m4Dr4_s40_AB04 7556 260696.000000 226397.000000 96088
mcs50_m4Dr4_s40_AB05 12229 396104.000000 324644.000000 227675
mcs50_m4Dr4_s40_AB06 16977 444862.000000 333804.000000 292066
mcs50_m4Dr4_s40_AB07 20316 694517.000000 583287.000000 296999
mcs50_m4Dr4_s40_AB08 270619 231635.000000 200464.000000 157684
mcs50_m4Dr4_s40_AB09 130763 658861.000000 509207.000000 447438
mcs50_m4Dr6_s30_AB00 199 6562.000000 5649.000000 4569
mcs50_m4Dr6_s30_AB01 123 5368.000000 4378.000000 3304
mcs50_m4Dr6_s30_AB02 42 5396.000000 3584.000000 529
mcs50_m4Dr6_s30_AB03 155 4095.000000 3296.000000 2232
mcs50_m4Dr6_s30_AB04 81 3860.000000 3180.000000 2553
mcs50_m4Dr6_s30_AB05 57 2737.000000 2569.000000 662
mcs50_m4Dr6_s30_AB06 394 19695.000000 12315.000000 5566
mcs50_m4Dr6_s30_AB07 118 3243.000000 2905.000000 3015
mcs50_m4Dr6_s30_AB08 268 4127.000000 3375.000000 3404
mcs50_m4Dr6_s30_AB09 121 7372.000000 5822.000000 4033
mcs50_m4Dr6_s35_AB00 1730 23891.000000 18262.000000 11671
mcs50_m4Dr6_s35_AB01 4625 61407.000000 44441.000000 26423
mcs50_m4Dr6_s35_AB02 500 78116.000000 60194.000000 17776
mcs50_m4Dr6_s35_AB03 390 12836.000000 8870.000000 6243
mcs50_m4Dr6_s35_AB04 788 27165.000000 23527.000000 12309
mcs50_m4Dr6_s35_AB05 2580 21083.000000 19457.000000 10281
mcs50_m4Dr6_s35_AB06 3644 62663.000000 48391.000000 26860
mcs50_m4Dr6_s35_AB07 1319 51737.000000 42533.000000 42474
mcs50_m4Dr6_s35_AB08 401 63210.000000 47751.000000 18234
mcs50_m4Dr6_s35_AB09 4558 40952.000000 33508.000000 20255
mcs50_m4Dr6_s40_AB00 60738 117943.000000 93614.000000 51015
mcs50_m4Dr6_s40_AB01 10592 283576.000000 236651.000000 208832
mcs50_m4Dr6_s40_AB02 6953 186036.000000 164943.000000 33967
mcs50_m4Dr6_s40_AB03 9581 37591.000000 31950.000000 17710
mcs50_m4Dr6_s40_AB04 10248 440928.000000 391066.000000 307168
mcs50_m4Dr6_s40_AB05 8714 837016.000000 619303.000000 122956
mcs50_m4Dr6_s40_AB06 2410 313796.000000 275638.000000 82980
mcs50_m4Dr6_s40_AB07 16989 938082.000000 645003.000000 269446
mcs50_m4Dr6_s40_AB08 1250 19282.000000 18109.000000 3588
mcs50_m4Dr6_s40_AB09 5461 557948.000000 384804.000000 264478
mcs50_r001_s100_AB00 442710183 NaN NaN NaN
mcs50_r001_s100_AB01 467781 NaN NaN NaN
mcs50_r001_s100_AB02 17104932 NaN NaN NaN
mcs50_r001_s100_AB03 251362620 NaN NaN NaN
mcs50_r001_s100_AB04 17516671 NaN NaN NaN
mcs50_r001_s100_AB05 NaN NaN NaN NaN
mcs50_r001_s100_AB06 10150393 NaN NaN NaN
mcs50_r001_s100_AB07 103255771 NaN NaN NaN
mcs50_r001_s100_AB08 217878592 NaN NaN NaN
mcs50_r001_s100_AB09 NaN NaN NaN NaN
mcs50_r005_s100_AB00 19148 14379297.000000 13944300.000000 3028207
mcs50_r005_s100_AB01 75257 9652208.000000 9390005.000000 6379553
mcs50_r005_s100_AB02 177898 21930572.000000 21195326.000000 2220919
mcs50_r005_s100_AB03 100897 10954718.000000 10542161.000000 3809335
mcs50_r005_s100_AB04 15946 10699098.000000 10103706.000000 1900582
mcs50_r005_s100_AB05 10718 8866302.000000 8553679.000000 8426547
mcs50_r005_s100_AB06 8257 22282876.000000 20007565.000000 4346934
mcs50_r005_s100_AB07 5723 9748648.000000 9594704.000000 1786578
mcs50_r005_s100_AB08 342096 28768337.000000 26823186.000000 4040598
mcs50_r005_s100_AB09 5186 13209337.000000 12668813.000000 1741389
mcs50_r005_s20_AB00 139 906.000000 527.000000 630
mcs50_r005_s20_AB01 242 1924.000000 1140.000000 2099
mcs50_r005_s20_AB02 392 2027.000000 1007.000000 1842
mcs50_r005_s20_AB03 2189 6449.000000 3446.000000 6324
mcs50_r005_s20_AB04 427 2501.000000 1406.000000 2976
mcs50_r005_s20_AB05 2205 1374.000000 1168.000000 1810
mcs50_r005_s20_AB06 293 3246.000000 1772.000000 3902
mcs50_r005_s20_AB07 124 7741.000000 3531.000000 3553
mcs50_r005_s20_AB08 125 562.000000 357.000000 313
mcs50_r005_s20_AB09 868 3088.000000 2137.000000 2429
mcs50_r005_s25_AB00 50330 2086.000000 1288.000000 6343
mcs50_r005_s25_AB01 5601 8585.000000 6171.000000 5097
mcs50_r005_s25_AB02 2496 40955.000000 25501.000000 19957
mcs50_r005_s25_AB03 1828 21464.000000 12148.000000 17586
mcs50_r005_s25_AB04 4735 10483.000000 5801.000000 9982
mcs50_r005_s25_AB05 1377 20461.000000 14628.000000 22721
mcs50_r005_s25_AB06 17409 41103.000000 26705.000000 20819
mcs50_r005_s25_AB07 14237 87678.000000 53521.000000 27334
mcs50_r005_s25_AB08 6170 28795.000000 15591.000000 13146
mcs50_r005_s25_AB09 5123 11766.000000 6052.000000 10162
mcs50_r005_s30_AB00 75 2873.000000 2543.000000 1481
mcs50_r005_s30_AB01 1307 19437.000000 13509.000000 13371
mcs50_r005_s30_AB02 838 6331.000000 2688.000000 4712
mcs50_r005_s30_AB03 1235 6015.000000 5409.000000 2401
mcs50_r005_s30_AB04 2599 6431.000000 4552.000000 2326
mcs50_r005_s30_AB05 13028 11154.000000 7266.000000 2305
mcs50_r005_s30_AB06 1883 34229.000000 23385.000000 21362
mcs50_r005_s30_AB07 686 5389.000000 4223.000000 6282
mcs50_r005_s30_AB08 1089 8348.000000 6295.000000 2346
mcs50_r005_s30_AB09 374 13570.000000 9062.000000 16216
mcs50_r005_s35_AB00 2917 129915.000000 111435.000000 63873
mcs50_r005_s35_AB01 12269 270124.000000 147973.000000 26376
mcs50_r005_s35_AB02 5327 65466.000000 53108.000000 55984
mcs50_r005_s35_AB03 5160 111562.000000 73893.000000 79442
mcs50_r005_s35_AB04 13796 130471.000000 88612.000000 75481
mcs50_r005_s35_AB05 8356 36634.000000 31160.000000 19514
mcs50_r005_s35_AB06 2208 12028.000000 6408.000000 13315
mcs50_r005_s35_AB07 2382 93326.000000 71733.000000 44418
mcs50_r005_s35_AB08 13828 64412.000000 47413.000000 41525
mcs50_r005_s35_AB09 2323 333528.000000 257070.000000 148013
mcs50_r005_s40_AB00 16454 245196.000000 208571.000000 179563
mcs50_r005_s40_AB01 14937 603152.000000 408611.000000 387979
mcs50_r005_s40_AB02 95117 338262.000000 269982.000000 278031
mcs50_r005_s40_AB03 284927 811843.000000 640661.000000 743777
mcs50_r005_s40_AB04 8535 7125.000000 4553.000000 4478
mcs50_r005_s40_AB05 19534 340254.000000 253702.000000 94938
mcs50_r005_s40_AB06 33314 169982.000000 139715.000000 134719
mcs50_r005_s40_AB07 15815 545472.000000 436469.000000 655946
mcs50_r005_s40_AB08 8263 351165.000000 270080.000000 146519
mcs50_r005_s40_AB09 552871 343739.000000 295217.000000 213803
mcs50_r005_s50_AB00 322940 7679991.000000 5913007.000000 1375378
mcs50_r005_s50_AB01 692383 15103199.000000 13506449.000000 4726700
mcs50_r005_s50_AB02 1436319 13142361.000000 11049278.000000 4543473
mcs50_r005_s50_AB03 555327 2727867.000000 2291771.000000 2429861
mcs50_r005_s50_AB04 1016303 7022560.000000 5413322.000000 1417044
mcs50_r005_s50_AB05 1449305 3197039.000000 2790584.000000 2424974
mcs50_r005_s50_AB06 1108191 13107475.000000 10974416.000000 6573812
mcs50_r005_s50_AB07 778155 40296058.000000 26109556.000000 10543075
mcs50_r005_s50_AB08 605864 8556067.000000 6288173.000000 1240333
mcs50_r005_s50_AB09 670672 4116548.000000 3098353.000000 1767907
mcs50_r005_s60_AB00 4625 1846790.000000 1736778.000000 818186
mcs50_r005_s60_AB01 99698 1713394.000000 1531212.000000 570465
mcs50_r005_s60_AB02 71526 2220012.000000 2034397.000000 317811
mcs50_r005_s60_AB03 14812 1008390.000000 958171.000000 551073
mcs50_r005_s60_AB04 15800 1690204.000000 1355876.000000 499916
mcs50_r005_s60_AB05 27645 1278730.000000 1111526.000000 547191
mcs50_r005_s60_AB06 4520 495006.000000 451686.000000 86551
mcs50_r005_s60_AB07 53054 2609582.000000 2347430.000000 909552
mcs50_r005_s60_AB08 25291 2106891.000000 1869708.000000 1910239
mcs50_r005_s60_AB09 8841 4311470.000000 3387496.000000 501671
mcs50_r005_s70_AB00 564094 9119926.000000 8986533.000000 3586279
mcs50_r005_s70_AB01 218184 49833294.000000 45792755.000000 2740631
mcs50_r005_s70_AB02 639984 27532002.000000 26519515.000000 11499027
mcs50_r005_s70_AB03 171210 26633571.000000 24110783.000000 10560780
mcs50_r005_s70_AB04 248247 5315273.000000 4898814.000000 4615414
mcs50_r005_s70_AB05 220666 53414325.000000 47426797.000000 15503018
mcs50_r005_s70_AB06 48696 7386943.000000 6939284.000000 7436554
mcs50_r005_s70_AB07 119524 1508544.000000 1457853.000000 1101491
mcs50_r005_s70_AB08 81030 44115917.000000 40364746.000000 3805914
mcs50_r005_s70_AB09 84941 4011579.000000 3856026.000000 1410435
mcs50_r005_s80_AB00 64557 52081969.000000 50771910.000000 12986026
mcs50_r005_s80_AB01 1479898 67445272.000000 65275851.000000 18273014
mcs50_r005_s80_AB02 1960903 97417650.000000 87196397.000000 29651195
mcs50_r005_s80_AB03 1679331 82699741.000000 73979350.000000 19468342
mcs50_r005_s80_AB04 1649573 74397774.000000 69263356.000000 19262108
mcs50_r005_s80_AB05 3567143 44332009.000000 42452521.000000 31552436
mcs50_r005_s80_AB06 4936991 50834745.000000 47632105.000000 9272916
mcs50_r005_s80_AB07 809990 19553730.000000 18887711.000000 35972087
mcs50_r005_s80_AB08 1287337 32393636.000000 31163677.000000 31306663
