instance clique cp-fc cp-mac james-cpp-max
mcs30_b06m_s70_AB06 2618615 NaN NaN 249850604
mcs30_b06m_s70_AB07 13851 71126166.000000 57085275.000000 2057715
mcs30_b06m_s70_AB08 142025759 NaN NaN 190145091
mcs30_b06m_s70_AB09 1208533 NaN NaN 80328960
mcs30_b06m_s80_AB00 32080179 NaN NaN NaN
mcs30_b06m_s80_AB01 136186127 NaN NaN NaN
mcs30_b06m_s80_AB02 35097838 NaN NaN 1934003373
mcs30_b06m_s80_AB03 22457390 NaN NaN 938089312
mcs30_b06m_s80_AB04 11044929 NaN NaN 1146562175
mcs30_b06m_s80_AB05 12455130 NaN NaN 1332217112
mcs30_b06m_s80_AB06 61364971 NaN NaN NaN
mcs30_b06m_s80_AB07 37331251 NaN NaN 1910795103
mcs30_b06m_s80_AB08 51133635 NaN NaN NaN
mcs30_b06m_s80_AB09 28498090 NaN NaN 1449099249
mcs30_b06m_s90_AB00 NaN NaN NaN NaN
mcs30_b06m_s90_AB01 NaN NaN NaN NaN
mcs30_b06m_s90_AB02 NaN NaN NaN NaN
mcs30_b06m_s90_AB03 206157148 NaN NaN NaN
mcs30_b06m_s90_AB04 NaN NaN NaN NaN
mcs30_b06m_s90_AB05 NaN NaN NaN NaN
mcs30_b06m_s90_AB06 NaN NaN NaN NaN
mcs30_b06m_s90_AB07 NaN NaN NaN NaN
mcs30_b06m_s90_AB08 NaN NaN NaN NaN
mcs30_b06m_s90_AB09 NaN NaN NaN NaN
mcs30_b09_s100_AB00 91842 NaN NaN 149733946
mcs30_b09_s100_AB01 423593 NaN NaN 243567843
mcs30_b09_s100_AB02 2491093 NaN NaN 1561008087
mcs30_b09_s100_AB03 2239397 NaN NaN 1502289902
mcs30_b09_s100_AB04 1867849 NaN NaN 894845576
mcs30_b09_s100_AB05 9763202 NaN NaN 1649204935
mcs30_b09_s100_AB06 1260048 NaN NaN 581615263
mcs30_b09_s100_AB07 2379316 NaN NaN 1535220606
mcs30_b09_s100_AB08 1229198 NaN NaN 719770158
mcs30_b09_s100_AB09 2168993 NaN NaN 910293407
mcs30_b09_s35_AB00 1811 25995.000000 20637.000000 17168
mcs30_b09_s35_AB01 3494 73160.000000 59953.000000 53306
mcs30_b09_s35_AB02 2884 36115.000000 30695.000000 7649
mcs30_b09_s35_AB03 3986 52771.000000 38293.000000 32904
mcs30_b09_s35_AB04 3297 35895.000000 29651.000000 21833
mcs30_b09_s35_AB05 3621 83090.000000 68191.000000 45488
mcs30_b09_s35_AB06 3027 50558.000000 43774.000000 28882
mcs30_b09_s35_AB07 425 10035.000000 8795.000000 5254
mcs30_b09_s35_AB08 2836 25181.000000 19892.000000 18515
mcs30_b09_s35_AB09 2165 45251.000000 41001.000000 32137
mcs30_b09_s40_AB00 37476 702180.000000 577334.000000 446354
mcs30_b09_s40_AB01 5828 244277.000000 220144.000000 98017
mcs30_b09_s40_AB02 2575 80096.000000 73198.000000 47310
mcs30_b09_s40_AB03 12040 338584.000000 262741.000000 174645
mcs30_b09_s40_AB04 14470 239006.000000 195242.000000 118126
mcs30_b09_s40_AB05 8785 132434.000000 114356.000000 81669
mcs30_b09_s40_AB06 3300 147292.000000 113524.000000 74502
mcs30_b09_s40_AB07 2484 73150.000000 63738.000000 31707
mcs30_b09_s40_AB08 7076 137882.000000 112722.000000 60356
mcs30_b09_s40_AB09 9698 190790.000000 155251.000000 99726
mcs30_b09_s50_AB00 100226 3503579.000000 3032400.000000 2012994
mcs30_b09_s50_AB01 462368 7115781.000000 5739687.000000 5490235
mcs30_b09_s50_AB02 667748 9481837.000000 8029058.000000 8481184
mcs30_b09_s50_AB03 612837 8182626.000000 7030905.000000 5999906
mcs30_b09_s50_AB04 289313 9715877.000000 8219755.000000 2934277
mcs30_b09_s50_AB05 126741 2453765.000000 2168073.000000 767829
mcs30_b09_s50_AB06 69818 3297361.000000 2664940.000000 546262
mcs30_b09_s50_AB07 209645 2761653.000000 2279061.000000 1813009
mcs30_b09_s50_AB08 847669 14306673.000000 11672593.000000 9043520
mcs30_b09_s50_AB09 65567 2252418.000000 1907849.000000 1223628
mcs30_b09_s60_AB00 29633 3029286.000000 2706013.000000 1111487
mcs30_b09_s60_AB01 19616 1242157.000000 1061959.000000 832118
mcs30_b09_s60_AB02 12130 2293573.000000 1854805.000000 965833
mcs30_b09_s60_AB03 46662 4253388.000000 3827596.000000 1075105
mcs30_b09_s60_AB04 16838 4499343.000000 3959130.000000 1262539
mcs30_b09_s60_AB05 27772 4304060.000000 3485035.000000 1501387
mcs30_b09_s60_AB06 54981 6676446.000000 5843845.000000 2511375
mcs30_b09_s60_AB07 35275 4198747.000000 3654803.000000 1435834
mcs30_b09_s60_AB08 124603 6902730.000000 5727859.000000 1918798
mcs30_b09_s60_AB09 57249 9214624.000000 7943040.000000 3649880
mcs30_b09_s70_AB00 122881 71208436.000000 62680359.000000 9696845
mcs30_b09_s70_AB01 544793 106012992.000000 96901030.000000 15840042
mcs30_b09_s70_AB02 162515 24216733.000000 21460958.000000 9408419
mcs30_b09_s70_AB03 252802 46574163.000000 42763962.000000 14050301
mcs30_b09_s70_AB04 487950 36218232.000000 32419017.000000 10567166
mcs30_b09_s70_AB05 895302 44591664.000000 39897760.000000 17615939
mcs30_b09_s70_AB06 306863 52355625.000000 48571840.000000 16222082
mcs30_b09_s70_AB07 485017 119100757.000000 108966037.000000 25617931
mcs30_b09_s70_AB08 397625 NaN NaN 35257204
mcs30_b09_s70_AB09 722198 82604980.000000 71134630.000000 34405645
mcs30_b09_s80_AB00 7545475 NaN NaN 253780773
mcs30_b09_s80_AB01 5759601 NaN NaN 310764483
mcs30_b09_s80_AB02 18278648 NaN NaN 197821742
mcs30_b09_s80_AB03 8525145 NaN NaN 1215705955
mcs30_b09_s80_AB04 7077040 NaN NaN 319968374
mcs30_b09_s80_AB05 7122322 NaN NaN 863999391
mcs30_b09_s80_AB06 6358280 NaN NaN 189948621
mcs30_b09_s80_AB07 8190590 NaN NaN 157553921
mcs30_b09_s80_AB08 1381213 NaN NaN 212004537
mcs30_b09_s80_AB09 21105379 NaN NaN 814928673
mcs30_b09_s90_AB00 NaN NaN NaN NaN
mcs30_b09_s90_AB01 33807890 NaN NaN NaN
mcs30_b09_s90_AB02 12924735 NaN NaN 861816207
mcs30_b09_s90_AB03 NaN NaN NaN NaN
mcs30_b09_s90_AB04 322500050 NaN NaN NaN
mcs30_b09_s90_AB05 215553282 NaN NaN NaN
mcs30_b09_s90_AB06 343320113 NaN NaN NaN
mcs30_b09_s90_AB07 172453402 NaN NaN NaN
mcs30_b09_s90_AB08 NaN NaN NaN NaN
mcs30_b09_s90_AB09 NaN NaN NaN NaN
mcs30_b09m_s100_AB00 201870 NaN NaN 568274820
mcs30_b09m_s100_AB01 2017390 NaN NaN 658734943
mcs30_b09m_s100_AB02 1790293 NaN NaN 2070455785
mcs30_b09m_s100_AB03 2909450 NaN NaN 1188181578
mcs30_b09m_s100_AB04 3350141 NaN NaN 1579548613
mcs30_b09m_s100_AB05 2314755 NaN NaN 1296474119
mcs30_b09m_s100_AB06 432575 NaN NaN 769191289
mcs30_b09m_s100_AB07 1117058 NaN NaN 659050676
mcs30_b09m_s100_AB08 196083 193295369.000000 177381899.000000 84312745
mcs30_b09m_s100_AB09 714068 NaN NaN 289661493
mcs30_b09m_s35_AB00 3226 85698.000000 71953.000000 35389
mcs30_b09m_s35_AB01 1855 42743.000000 34123.000000 17759
mcs30_b09m_s35_AB02 1793 35891.000000 25757.000000 20127
mcs30_b09m_s35_AB03 1307 40046.000000 30368.000000 18132
mcs30_b09m_s35_AB04 737 36625.000000 32346.000000 21789
mcs30_b09m_s35_AB05 2153 67951.000000 57097.000000 40591
mcs30_b09m_s35_AB06 1340 62182.000000 47746.000000 24956
mcs30_b09m_s35_AB07 2805 83455.000000 64213.000000 55340
mcs30_b09m_s35_AB08 2478 96908.000000 82152.000000 42602
mcs30_b09m_s35_AB09 1335 69837.000000 54412.000000 29937
mcs30_b09m_s40_AB00 2869 175730.000000 149572.000000 142429
mcs30_b09m_s40_AB01 18828 489814.000000 402673.000000 260548
mcs30_b09m_s40_AB02 34529 603020.000000 515542.000000 361296
mcs30_b09m_s40_AB03 71100 936484.000000 772525.000000 491967
mcs30_b09m_s40_AB04 10073 150996.000000 117799.000000 79336
mcs30_b09m_s40_AB05 5606 197402.000000 168724.000000 55737
mcs30_b09m_s40_AB06 9972 188070.000000 148219.000000 122789
mcs30_b09m_s40_AB07 7319 245101.000000 208337.000000 135365
mcs30_b09m_s40_AB08 15141 206766.000000 177620.000000 152205
mcs30_b09m_s40_AB09 6034 246229.000000 191989.000000 100332
mcs30_b09m_s50_AB00 658118 9749891.000000 7454267.000000 5461500
mcs30_b09m_s50_AB01 322828 3696968.000000 3302162.000000 2664639
mcs30_b09m_s50_AB02 41968 2187504.000000 1826476.000000 587629
mcs30_b09m_s50_AB03 1464993 17476299.000000 14935647.000000 12035307
mcs30_b09m_s50_AB04 323333 3742836.000000 3157839.000000 3630841
mcs30_b09m_s50_AB05 664232 13042173.000000 11395094.000000 7732703
mcs30_b09m_s50_AB06 60410 1189271.000000 1045661.000000 698223
mcs30_b09m_s50_AB07 398016 8247324.000000 7063916.000000 2420074
mcs30_b09m_s50_AB08 144898 2848468.000000 2494133.000000 1318664
mcs30_b09m_s50_AB09 440413 7430974.000000 6899060.000000 2204528
mcs30_b09m_s60_AB00 17388 4795722.000000 4148717.000000 1615826
mcs30_b09m_s60_AB01 25341 5420763.000000 4854139.000000 1714760
mcs30_b09m_s60_AB02 160135 8749769.000000 7875600.000000 4585146
mcs30_b09m_s60_AB03 154363 5097950.000000 4371480.000000 2527818
mcs30_b09m_s60_AB04 16753 1755006.000000 1498443.000000 891526
mcs30_b09m_s60_AB05 192955 13242319.000000 11654458.000000 4817013
mcs30_b09m_s60_AB06 34967 3291466.000000 2902804.000000 1249091
mcs30_b09m_s60_AB07 88926 1973418.000000 1766150.000000 920618
mcs30_b09m_s60_AB08 16741 1678393.000000 1442366.000000 996564
mcs30_b09m_s60_AB09 37571 5574277.000000 4781351.000000 1953210
mcs30_b09m_s70_AB00 1681716 67159900.000000 64003723.000000 25823870
mcs30_b09m_s70_AB01 217777 32237240.000000 28380826.000000 9905767
mcs30_b09m_s70_AB02 3441683 77538825.000000 71295786.000000 24662273
mcs30_b09m_s70_AB03 556869 64952907.000000 54316418.000000 22331371
mcs30_b09m_s70_AB04 307515 60852450.000000 54108478.000000 15644153
mcs30_b09m_s70_AB05 522270 40631163.000000 37121653.000000 12446069
mcs30_b09m_s70_AB06 1417756 99833333.000000 86564507.000000 23241228
mcs30_b09m_s70_AB07 336139 39454847.000000 36508618.000000 13864713
mcs30_b09m_s70_AB08 453529 24615839.000000 23300437.000000 12112380
mcs30_b09m_s70_AB09 1359183 89802337.000000 81226641.000000 30615655
mcs30_b09m_s80_AB00 23647657 NaN NaN 1821186126
mcs30_b09m_s80_AB01 35930697 NaN NaN 373173934
mcs30_b09m_s80_AB02 4697343 NaN NaN 174956198
mcs30_b09m_s80_AB03 8255014 NaN NaN 128768819
mcs30_b09m_s80_AB04 13528615 NaN NaN 492379010
mcs30_b09m_s80_AB05 14885273 NaN NaN 599714630
mcs30_b09m_s80_AB06 17570620 NaN NaN 1222487687
mcs30_b09m_s80_AB07 6520817 NaN NaN 71804051
mcs30_b09m_s80_AB08 20190281 NaN NaN 1108637330
mcs30_b09m_s80_AB09 2633601 NaN NaN 86488994
mcs30_b09m_s90_AB00 NaN NaN NaN NaN
mcs30_b09m_s90_AB01 349907955 NaN NaN NaN
mcs30_b09m_s90_AB02 277090970 NaN NaN NaN
mcs30_b09m_s90_AB03 NaN NaN NaN NaN
mcs30_b09m_s90_AB04 NaN NaN NaN NaN
mcs30_b09m_s90_AB05 258926798 NaN NaN NaN
mcs30_b09m_s90_AB06 NaN NaN NaN NaN
mcs30_b09m_s90_AB07 NaN NaN NaN NaN
mcs30_b09m_s90_AB08 40956941 NaN NaN 1201557123
mcs30_b09m_s90_AB09 NaN NaN NaN NaN
mcs30_m2D_s100_AB00 160886642 NaN NaN NaN
mcs30_m2D_s100_AB01 204446190 NaN NaN NaN
mcs30_m2D_s100_AB02 78027828 NaN NaN NaN
mcs30_m2D_s100_AB03 606756177 NaN NaN NaN
mcs30_m2D_s100_AB04 42246854 NaN NaN 1827485890
mcs30_m2D_s100_AB05 226886503 NaN NaN NaN
mcs30_m2D_s100_AB06 33097648 NaN NaN NaN
mcs30_m2D_s100_AB07 381836871 NaN NaN NaN
mcs30_m2D_s100_AB08 86684066 NaN NaN NaN
mcs30_m2D_s100_AB09 22029894 NaN NaN NaN
mcs30_m2D_s30_AB00 1396 29331.000000 22300.000000 31585
mcs30_m2D_s30_AB01 1320 11278.000000 9730.000000 4391
mcs30_m2D_s30_AB02 870 10698.000000 8633.000000 7349
mcs30_m2D_s30_AB03 73 2145.000000 1907.000000 1286
mcs30_m2D_s30_AB04 351 10877.000000 9684.000000 2712
mcs30_m2D_s30_AB05 945 14148.000000 8329.000000 12072
mcs30_m2D_s30_AB06 629 15737.000000 12066.000000 12019
mcs30_m2D_s30_AB07 1022 40641.000000 27465.000000 20634
mcs30_m2D_s30_AB08 1237 12096.000000 6852.000000 8254
mcs30_m2D_s30_AB09 1023 2235.000000 1534.000000 1748
mcs30_m2D_s50_AB00 1941162 86854124.000000 53561193.000000 51741778
mcs30_m2D_s50_AB01 482493 39683382.000000 33796307.000000 47932273
mcs30_m2D_s50_AB02 257993 26011150.000000 23123700.000000 2913486
mcs30_m2D_s50_AB03 23672041 50010313.000000 35936475.000000 45200881
mcs30_m2D_s50_AB04 7822342 67425482.000000 59406096.000000 21395181
mcs30_m2D_s50_AB05 4767737 30979745.000000 24537325.000000 12346191
mcs30_m2D_s50_AB06 47855551 46477293.000000 39618799.000000 26306332
mcs30_m2D_s50_AB07 6522445 73677296.000000 56202318.000000 51205977
mcs30_m2D_s50_AB08 1371934 62785478.000000 39175438.000000 103185003
mcs30_m2D_s50_AB09 107951830 NaN NaN 132244894
mcs30_m2D_s60_AB00 810680 82388621.000000 74185670.000000 52766676
mcs30_m2D_s60_AB01 503495 60154243.000000 55214418.000000 12087437
mcs30_m2D_s60_AB02 161578 49253524.000000 43638112.000000 13032396
mcs30_m2D_s60_AB03 4306804 141134899.000000 113166280.000000 48837023
mcs30_m2D_s60_AB04 419060 NaN NaN 3947919
mcs30_m2D_s60_AB05 760013 2301137.000000 1936830.000000 269543
mcs30_m2D_s60_AB06 130883 43000380.000000 34302666.000000 13185289
mcs30_m2D_s60_AB07 2556308 114475051.000000 101323700.000000 31680696
mcs30_m2D_s60_AB08 1015260 NaN NaN 21968383
mcs30_m2D_s60_AB09 84096 17736004.000000 15704456.000000 17632124
mcs30_m2D_s70_AB00 638397 132861355.000000 124221609.000000 14582353
mcs30_m2D_s70_AB01 100043824 NaN NaN 47161633
mcs30_m2D_s70_AB02 58358002 NaN NaN NaN
mcs30_m2D_s70_AB03 41804 NaN NaN 166568099
mcs30_m2D_s70_AB04 30879130 NaN NaN NaN
mcs30_m2D_s70_AB05 52669176 NaN NaN 138696052
mcs30_m2D_s70_AB06 168257344 NaN NaN 1168426489
mcs30_m2D_s70_AB07 15928196 NaN NaN 378039215
mcs30_m2D_s70_AB08 2337136 NaN NaN 81475278
mcs30_m2D_s70_AB09 96510054 NaN NaN 1102702390
mcs30_m2D_s80_AB00 NaN NaN NaN NaN
mcs30_m2D_s80_AB01 NaN NaN NaN NaN
mcs30_m2D_s80_AB02 NaN NaN NaN NaN
mcs30_m2D_s80_AB03 NaN NaN NaN NaN
mcs30_m2D_s80_AB04 NaN NaN NaN NaN
mcs30_m2D_s80_AB05 NaN NaN NaN NaN
mcs30_m2D_s80_AB06 233172191 NaN NaN NaN
mcs30_m2D_s80_AB07 NaN NaN NaN NaN
mcs30_m2D_s80_AB08 NaN NaN NaN NaN
mcs30_m2D_s80_AB09 NaN NaN NaN NaN
mcs30_m2D_s90_AB00 NaN NaN NaN NaN
mcs30_m2D_s90_AB01 NaN NaN NaN NaN
mcs30_m2D_s90_AB02 NaN NaN NaN NaN
mcs30_m2D_s90_AB03 NaN NaN NaN NaN
mcs30_m2D_s90_AB04 NaN NaN NaN NaN
mcs30_m2D_s90_AB05 NaN NaN NaN NaN
mcs30_m2D_s90_AB06 NaN NaN NaN NaN
mcs30_m2D_s90_AB07 NaN NaN NaN NaN
mcs30_m2D_s90_AB08 NaN NaN NaN NaN
mcs30_m2D_s90_AB09 NaN NaN NaN NaN
mcs30_m2Dr2_s100_AB00 241999045 NaN NaN NaN
mcs30_m2Dr2_s100_AB01 13440891 NaN NaN NaN
mcs30_m2Dr2_s100_AB02 19791129 NaN NaN NaN
mcs30_m2Dr2_s100_AB03 412938356 NaN NaN NaN
mcs30_m2Dr2_s100_AB04 77404485 NaN NaN NaN
mcs30_m2Dr2_s100_AB05 11034831 NaN NaN 1994511372
mcs30_m2Dr2_s100_AB06 401337349 NaN NaN NaN
mcs30_m2Dr2_s100_AB07 276112234 NaN NaN NaN
mcs30_m2Dr2_s100_AB08 25023953 NaN NaN 1206721358
mcs30_m2Dr2_s100_AB09 NaN NaN NaN NaN
mcs30_m2Dr2_s30_AB00 462 10791.000000 7992.000000 1894
mcs30_m2Dr2_s30_AB01 2970 22255.000000 19651.000000 16263
mcs30_m2Dr2_s30_AB02 1120 16309.000000 13066.000000 13271
mcs30_m2Dr2_s30_AB03 622 14505.000000 10359.000000 4374
mcs30_m2Dr2_s30_AB04 1497 21396.000000 14564.000000 12878
mcs30_m2Dr2_s30_AB05 4426 14713.000000 11280.000000 6290
mcs30_m2Dr2_s30_AB06 1237 16056.000000 11600.000000 9191
mcs30_m2Dr2_s30_AB07 2254 29715.000000 17912.000000 12336
mcs30_m2Dr2_s30_AB08 1874 35205.000000 27690.000000 14735
mcs30_m2Dr2_s30_AB09 1459 23207.000000 17650.000000 11347
mcs30_m2Dr2_s50_AB00 30763523 165926347.000000 128863817.000000 53115355
mcs30_m2Dr2_s50_AB01 751075 38076967.000000 34727640.000000 19973653
mcs30_m2Dr2_s50_AB02 97818 3887354.000000 3221219.000000 1559665
mcs30_m2Dr2_s50_AB03 14257283 83077656.000000 62834161.000000 23394074
mcs30_m2Dr2_s50_AB04 60556612 81163305.000000 53053123.000000 30584176
mcs30_m2Dr2_s50_AB05 4802481 57456649.000000 50406275.000000 13178593
mcs30_m2Dr2_s50_AB06 11423734 139680093.000000 98138763.000000 55559838
mcs30_m2Dr2_s50_AB07 17715714 83515935.000000 51615187.000000 29431285
mcs30_m2Dr2_s50_AB08 21948273 147765345.000000 103216833.000000 37508740
mcs30_m2Dr2_s50_AB09 7282984 88401525.000000 70869664.000000 46702425
mcs30_m2Dr2_s60_AB00 7044175 NaN NaN 39703366
mcs30_m2Dr2_s60_AB01 874820 68363709.000000 63653506.000000 16172778
mcs30_m2Dr2_s60_AB02 387748 25585448.000000 18886035.000000 7558895
mcs30_m2Dr2_s60_AB03 3112604 205540932.000000 149824947.000000 21708715
mcs30_m2Dr2_s60_AB04 400608 NaN NaN 95830618
mcs30_m2Dr2_s60_AB05 384802 71074427.000000 49822104.000000 11084915
mcs30_m2Dr2_s60_AB06 122059 59391477.000000 52767605.000000 7015804
mcs30_m2Dr2_s60_AB07 888607 205823328.000000 189748071.000000 28099026
mcs30_m2Dr2_s60_AB08 199978 NaN NaN 27259663
mcs30_m2Dr2_s60_AB09 6031001 NaN NaN 135058560
mcs30_m2Dr2_s70_AB00 336716 119127725.000000 111956035.000000 24561044
mcs30_m2Dr2_s70_AB01 3042711 NaN NaN 250434376
mcs30_m2Dr2_s70_AB02 58922 NaN NaN 30338927
mcs30_m2Dr2_s70_AB03 30621809 NaN NaN 285145981
mcs30_m2Dr2_s70_AB04 28931129 NaN NaN 324374734
mcs30_m2Dr2_s70_AB05 6001559 NaN NaN 178467824
mcs30_m2Dr2_s70_AB06 1757738 NaN NaN 417223405
mcs30_m2Dr2_s70_AB07 80671509 NaN NaN 917360578
mcs30_m2Dr2_s70_AB08 12551617 NaN NaN 135531570
mcs30_m2Dr2_s70_AB09 8406571 NaN NaN 1079687563
mcs30_m2Dr2_s80_AB00 59047888 NaN NaN NaN
mcs30_m2Dr2_s80_AB01 43987853 NaN NaN NaN
mcs30_m2Dr2_s80_AB02 NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB03 NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB04 NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB05 NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB06 2127781 NaN NaN NaN
mcs30_m2Dr2_s80_AB07 NaN NaN NaN NaN
mcs30_m2Dr2_s80_AB08 54020876 NaN NaN 519062131
mcs30_m2Dr2_s80_AB09 97951594 NaN NaN NaN
mcs30_m2Dr2_s90_AB00 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB01 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB02 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB03 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB04 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB05 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB06 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB07 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB08 NaN NaN NaN NaN
mcs30_m2Dr2_s90_AB09 NaN NaN NaN NaN
mcs30_m2Dr4_s100_AB00 43198238 NaN NaN NaN
mcs30_m2Dr4_s100_AB01 NaN NaN NaN NaN
mcs30_m2Dr4_s100_AB02 NaN NaN NaN NaN
mcs30_m2Dr4_s100_AB03 142649207 NaN NaN NaN
mcs30_m2Dr4_s100_AB04 10527293 NaN NaN NaN
mcs30_m2Dr4_s100_AB05 10388053 NaN NaN 1568820435
mcs30_m2Dr4_s100_AB06 NaN NaN NaN NaN
mcs30_m2Dr4_s100_AB07 NaN NaN NaN NaN
mcs30_m2Dr4_s100_AB08 4931576 NaN NaN NaN
mcs30_m2Dr4_s100_AB09 4570437 NaN NaN 774979267
mcs30_m2Dr4_s30_AB00 1713 15983.000000 13833.000000 8639
mcs30_m2Dr4_s30_AB01 3153 29046.000000 22903.000000 13060
mcs30_m2Dr4_s30_AB02 908 24124.000000 15607.000000 16305
mcs30_m2Dr4_s30_AB03 1509 8172.000000 6562.000000 1702
mcs30_m2Dr4_s30_AB04 2721 18239.000000 14430.000000 6308
mcs30_m2Dr4_s30_AB05 192 15986.000000 11194.000000 6395
mcs30_m2Dr4_s30_AB06 666 27726.000000 21742.000000 11266
mcs30_m2Dr4_s30_AB07 315 7927.000000 6674.000000 5264
mcs30_m2Dr4_s30_AB08 1549 29948.000000 17954.000000 24377
mcs30_m2Dr4_s30_AB09 3329 31292.000000 16747.000000 21953
mcs30_m2Dr4_s50_AB00 2524967 37045382.000000 25572816.000000 9259447
mcs30_m2Dr4_s50_AB01 8188289 107936669.000000 87793319.000000 24862650
mcs30_m2Dr4_s50_AB02 7126961 137592538.000000 114556097.000000 21952614
mcs30_m2Dr4_s50_AB03 1951590 37769005.000000 26200824.000000 15921131
mcs30_m2Dr4_s50_AB04 7099258 17786613.000000 14131444.000000 9939101
mcs30_m2Dr4_s50_AB05 3399866 40010298.000000 29953746.000000 24376033
mcs30_m2Dr4_s50_AB06 2422645 15231552.000000 10258410.000000 1835504
mcs30_m2Dr4_s50_AB07 6743167 NaN NaN 96898943
mcs30_m2Dr4_s50_AB08 2603903 31067753.000000 27460050.000000 23067453
mcs30_m2Dr4_s50_AB09 7232765 101407912.000000 79995953.000000 52125190
mcs30_m2Dr4_s60_AB00 590549 20443637.000000 17666980.000000 7996158
mcs30_m2Dr4_s60_AB01 458402 17106853.000000 13376265.000000 10580173
mcs30_m2Dr4_s60_AB02 1246004 24834118.000000 22310277.000000 7014392
mcs30_m2Dr4_s60_AB03 80456 97509333.000000 91337863.000000 24298468
mcs30_m2Dr4_s60_AB04 20672635 77791138.000000 68889960.000000 54255846
mcs30_m2Dr4_s60_AB05 12100145 79177773.000000 64066302.000000 49614569
mcs30_m2Dr4_s60_AB06 1095921 232880186.000000 178932846.000000 51209080
mcs30_m2Dr4_s60_AB07 432215 73045082.000000 61694802.000000 7003069
mcs30_m2Dr4_s60_AB08 243396 77620170.000000 63758040.000000 7693360
mcs30_m2Dr4_s60_AB09 113351 13436795.000000 11315037.000000 5990778
mcs30_m2Dr4_s70_AB00 86147820 NaN NaN 1890610137
mcs30_m2Dr4_s70_AB01 2523682 NaN NaN 340577106
mcs30_m2Dr4_s70_AB02 6727591 NaN 167959552.000000 28970096
mcs30_m2Dr4_s70_AB03 1500449 NaN NaN 114405445
mcs30_m2Dr4_s70_AB04 51536006 NaN NaN 61023564
mcs30_m2Dr4_s70_AB05 2763678 NaN NaN 488043633
mcs30_m2Dr4_s70_AB06 4627504 NaN NaN 456057486
mcs30_m2Dr4_s70_AB07 839013 NaN NaN 85557211
mcs30_m2Dr4_s70_AB08 1911916 NaN NaN 506476800
mcs30_m2Dr4_s70_AB09 8688090 NaN NaN 293381339
mcs30_m2Dr4_s80_AB00 91480438 NaN NaN 861530114
mcs30_m2Dr4_s80_AB01 NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB02 NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB03 399418286 NaN NaN NaN
mcs30_m2Dr4_s80_AB04 184095839 NaN NaN NaN
mcs30_m2Dr4_s80_AB05 345536738 NaN NaN NaN
mcs30_m2Dr4_s80_AB06 NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB07 NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB08 NaN NaN NaN NaN
mcs30_m2Dr4_s80_AB09 103534302 NaN NaN 868860062
mcs30_m2Dr4_s90_AB00 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB01 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB02 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB03 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB04 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB05 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB06 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB07 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB08 NaN NaN NaN NaN
mcs30_m2Dr4_s90_AB09 NaN NaN NaN NaN
mcs30_m2Dr6_s100_AB00 NaN NaN NaN NaN
mcs30_m2Dr6_s100_AB01 65920862 NaN NaN NaN
mcs30_m2Dr6_s100_AB02 3576353 NaN NaN 1516630983
mcs30_m2Dr6_s100_AB03 427670359 NaN NaN NaN
mcs30_m2Dr6_s100_AB04 312316558 NaN NaN NaN
mcs30_m2Dr6_s100_AB05 29244982 NaN NaN NaN
mcs30_m2Dr6_s100_AB06 106798716 NaN NaN NaN
mcs30_m2Dr6_s100_AB07 41217924 NaN NaN NaN
mcs30_m2Dr6_s100_AB08 14542271 NaN NaN 778194226
mcs30_m2Dr6_s100_AB09 183570486 NaN NaN NaN
mcs30_m2Dr6_s30_AB00 809 7329.000000 4689.000000 4014
mcs30_m2Dr6_s30_AB01 1430 32513.000000 20062.000000 10708
mcs30_m2Dr6_s30_AB02 226 15336.000000 11708.000000 7217
mcs30_m2Dr6_s30_AB03 1528 23115.000000 17338.000000 12923
mcs30_m2Dr6_s30_AB04 335 12050.000000 9504.000000 8896
mcs30_m2Dr6_s30_AB05 1746 17551.000000 12420.000000 11134
mcs30_m2Dr6_s30_AB06 731 14443.000000 9439.000000 21386
mcs30_m2Dr6_s30_AB07 224 8006.000000 5825.000000 3874
mcs30_m2Dr6_s30_AB08 1167 36092.000000 26928.000000 18266
