instance clique james-cpp-max james-cpp-max-down clique-par/t32 cp-branching-mac cp-branching-filtering-mac cp-filtering-mac
mcs30_b03_s80_AB06 552203 1104179 14163788 568018 1104267.000000 128563.000000 135320.000000
mcs30_b03_s80_AB07 538328 1076549 20613568 550798 1076472.000000 117280.000000 221349.000000
mcs30_b03_s80_AB08 547195 1088677 15898120 564140 1089117.000000 260999.000000 308660.000000
mcs30_b03_s80_AB09 542081 1080296 15713001 556190 1080275.000000 183057.000000 148849.000000
mcs30_b03_s90_AB00 1399818 2799406 34416571 1419776 2797240.000000 289776.000000 259189.000000
mcs30_b03_s90_AB01 1520628 3029843 48786234 1547228 3028901.000000 480234.000000 628650.000000
mcs30_b03_s90_AB02 1417070 2822454 49849267 1438531 2822493.000000 368829.000000 433635.000000
mcs30_b03_s90_AB03 1450525 2889417 59387084 1473224 2889429.000000 289705.000000 350517.000000
mcs30_b03_s90_AB04 1399875 2799588 58908306 1428726 2799592.000000 365584.000000 447329.000000
mcs30_b03_s90_AB05 1433302 2832866 41415215 1454929 2832956.000000 429119.000000 783977.000000
mcs30_b03_s90_AB06 1467457 2934580 45513409 1493979 2934599.000000 474821.000000 619581.000000
mcs30_b03_s90_AB07 2435064 4766720 96129602 2459692 4766611.000000 691109.000000 710368.000000
mcs30_b03_s90_AB08 1399867 2799586 46223626 1425439 2799507.000000 483069.000000 825557.000000
mcs30_b03_s90_AB09 2507919 4897668 94224900 2534920 4897916.000000 635546.000000 553156.000000
mcs30_b03m_s100_AB00 29133397 58266741 928981392 29152209 58265748.000000 4602302.000000 2469340.000000
mcs30_b03m_s100_AB01 23649893 47265519 430498274 23662936 47290498.000000 969184.000000 603767.000000
mcs30_b03m_s100_AB02 6775223 13550383 208189761 6788825 13550392.000000 641652.000000 198174.000000
mcs30_b03m_s100_AB03 23143930 46204048 656676602 23164556 46203693.000000 1105584.000000 604590.000000
mcs30_b03m_s100_AB04 31985842 63971615 1185822362 32009698 63971241.000000 2556257.000000 1302577.000000
mcs30_b03m_s100_AB05 14078572 28157002 391487400 14098729 28157018.000000 1211726.000000 2000968.000000
mcs30_b03m_s100_AB06 28153654 56306682 697595385 28174662 56219609.000000 1055287.000000 711477.000000
mcs30_b03m_s100_AB07 45796414 91592673 1492883658 45821586 91592710.000000 3354812.000000 1044559.000000
mcs30_b03m_s100_AB08 9138941 17851774 243384715 9161642 17851863.000000 667192.000000 433345.000000
mcs30_b03m_s100_AB09 782216 1564313 20929347 792507 1564335.000000 71443.000000 82319.000000
mcs30_b03m_s15_AB00 380 492 1259 488 252.000000 215.000000 223.000000
mcs30_b03m_s15_AB01 378 674 1817 489 426.000000 234.000000 291.000000
mcs30_b03m_s15_AB02 290 447 1344 400 402.000000 191.000000 219.000000
mcs30_b03m_s15_AB03 605 834 1928 734 627.000000 272.000000 305.000000
mcs30_b03m_s15_AB04 492 932 1860 602 568.000000 249.000000 355.000000
mcs30_b03m_s15_AB05 322 755 1758 528 636.000000 328.000000 375.000000
mcs30_b03m_s15_AB06 294 723 1604 468 429.000000 215.000000 217.000000
mcs30_b03m_s15_AB07 212 553 1061 298 463.000000 193.000000 199.000000
mcs30_b03m_s15_AB08 289 520 2530 401 489.000000 252.000000 344.000000
mcs30_b03m_s15_AB09 262 441 1961 371 436.000000 260.000000 411.000000
mcs30_b03m_s20_AB00 162 287 1411 265 279.000000 179.000000 189.000000
mcs30_b03m_s20_AB01 133 245 796 230 228.000000 117.000000 120.000000
mcs30_b03m_s20_AB02 188 278 917 297 197.000000 130.000000 146.000000
mcs30_b03m_s20_AB03 151 232 933 250 227.000000 116.000000 142.000000
mcs30_b03m_s20_AB04 154 233 1159 259 166.000000 132.000000 174.000000
mcs30_b03m_s20_AB05 192 356 1882 306 330.000000 190.000000 270.000000
mcs30_b03m_s20_AB06 131 252 1363 226 243.000000 131.000000 131.000000
mcs30_b03m_s20_AB07 315 369 1363 433 251.000000 116.000000 119.000000
mcs30_b03m_s20_AB08 121 222 1276 228 209.000000 139.000000 161.000000
mcs30_b03m_s20_AB09 208 333 1291 309 291.000000 169.000000 177.000000
mcs30_b03m_s25_AB00 263 458 3570 419 440.000000 275.000000 443.000000
mcs30_b03m_s25_AB01 261 461 2253 421 437.000000 291.000000 361.000000
mcs30_b03m_s25_AB02 179 298 2552 330 289.000000 203.000000 297.000000
mcs30_b03m_s25_AB03 422 767 3456 569 730.000000 344.000000 500.000000
mcs30_b03m_s25_AB04 262 419 2454 420 394.000000 274.000000 395.000000
mcs30_b03m_s25_AB05 201 347 1868 366 323.000000 200.000000 199.000000
mcs30_b03m_s25_AB06 207 364 2252 366 360.000000 264.000000 322.000000
mcs30_b03m_s25_AB07 235 392 2700 391 393.000000 250.000000 260.000000
mcs30_b03m_s25_AB08 332 629 4237 491 579.000000 342.000000 370.000000
mcs30_b03m_s25_AB09 287 459 3006 456 483.000000 263.000000 339.000000
mcs30_b03m_s30_AB00 260 439 2884 394 415.000000 209.000000 239.000000
mcs30_b03m_s30_AB01 243 447 3340 391 436.000000 246.000000 317.000000
mcs30_b03m_s30_AB02 187 367 2211 300 354.000000 236.000000 258.000000
mcs30_b03m_s30_AB03 233 453 2791 344 460.000000 164.000000 176.000000
mcs30_b03m_s30_AB04 320 484 2063 444 410.000000 158.000000 158.000000
mcs30_b03m_s30_AB05 255 454 2845 365 468.000000 304.000000 353.000000
mcs30_b03m_s30_AB06 234 429 3695 381 415.000000 148.000000 205.000000
mcs30_b03m_s30_AB07 167 306 1511 282 221.000000 131.000000 151.000000
mcs30_b03m_s30_AB08 218 390 1625 328 371.000000 207.000000 285.000000
mcs30_b03m_s30_AB09 280 516 2346 379 510.000000 143.000000 170.000000
mcs30_b03m_s35_AB00 1473 2893 19128 1667 2651.000000 443.000000 511.000000
mcs30_b03m_s35_AB01 501 924 6029 657 917.000000 335.000000 455.000000
mcs30_b03m_s35_AB02 473 900 6381 633 878.000000 386.000000 589.000000
mcs30_b03m_s35_AB03 617 1145 9006 798 1123.000000 317.000000 386.000000
mcs30_b03m_s35_AB04 412 726 6228 569 704.000000 259.000000 285.000000
mcs30_b03m_s35_AB05 621 1132 9978 806 1115.000000 642.000000 855.000000
mcs30_b03m_s35_AB06 585 1130 7613 753 1052.000000 394.000000 598.000000
mcs30_b03m_s35_AB07 962 1756 7505 1109 1678.000000 264.000000 328.000000
mcs30_b03m_s35_AB08 550 1041 9723 707 1051.000000 563.000000 627.000000
mcs30_b03m_s35_AB09 541 1046 7373 702 1034.000000 388.000000 504.000000
mcs30_b03m_s40_AB00 808 1518 8700 992 1512.000000 489.000000 625.000000
mcs30_b03m_s40_AB01 1558 3023 28293 2893 3023.000000 581.000000 670.000000
mcs30_b03m_s40_AB02 1268 2374 14561 1465 2405.000000 583.000000 796.000000
mcs30_b03m_s40_AB03 1838 3354 18648 2043 3220.000000 541.000000 543.000000
mcs30_b03m_s40_AB04 1139 2067 22225 1360 2030.000000 858.000000 1071.000000
mcs30_b03m_s40_AB05 1190 2294 12083 1784 2285.000000 878.000000 1139.000000
mcs30_b03m_s40_AB06 1466 2875 29574 2175 2865.000000 753.000000 1033.000000
mcs30_b03m_s40_AB07 1424 2660 13004 1642 2519.000000 376.000000 383.000000
mcs30_b03m_s40_AB08 1338 2402 9272 1915 2375.000000 525.000000 830.000000
mcs30_b03m_s40_AB09 1356 2506 16129 1576 2581.000000 743.000000 755.000000
mcs30_b03m_s50_AB00 4585 8818 115825 7695 8763.000000 4003.000000 4128.000000
mcs30_b03m_s50_AB01 4588 8846 62753 7233 8749.000000 2200.000000 3372.000000
mcs30_b03m_s50_AB02 4731 9338 99780 5724 9327.000000 1735.000000 1983.000000
mcs30_b03m_s50_AB03 7259 14110 171243 9287 14159.000000 3916.000000 5113.000000
mcs30_b03m_s50_AB04 3897 7179 93355 4901 7144.000000 1828.000000 2486.000000
mcs30_b03m_s50_AB05 4828 9541 120860 6718 9544.000000 2608.000000 3664.000000
mcs30_b03m_s50_AB06 3831 7523 77027 5706 7554.000000 2464.000000 3198.000000
mcs30_b03m_s50_AB07 4315 8419 111859 6250 8153.000000 2962.000000 4367.000000
mcs30_b03m_s50_AB08 4540 8958 138807 6213 8950.000000 4866.000000 5858.000000
mcs30_b03m_s50_AB09 4739 9373 106478 6659 9352.000000 2978.000000 4912.000000
mcs30_b03m_s60_AB00 49672 99249 1290021 52802 99231.000000 16579.000000 14824.000000
mcs30_b03m_s60_AB01 38604 77126 791484 41536 77133.000000 8423.000000 9038.000000
mcs30_b03m_s60_AB02 56762 114615 747361 61115 112530.000000 12550.000000 13910.000000
mcs30_b03m_s60_AB03 37717 73766 505213 41013 73728.000000 7163.000000 8181.000000
mcs30_b03m_s60_AB04 47590 92469 634351 51163 87976.000000 4729.000000 4153.000000
mcs30_b03m_s60_AB05 34861 66758 554854 37578 68273.000000 5154.000000 7008.000000
mcs30_b03m_s60_AB06 61770 122627 895683 65083 121011.000000 15860.000000 9628.000000
mcs30_b03m_s60_AB07 37927 75606 459219 41197 75623.000000 10565.000000 7694.000000
mcs30_b03m_s60_AB08 25363 42974 167879 28405 49915.000000 2499.000000 2349.000000
mcs30_b03m_s60_AB09 46937 86960 695447 50901 87651.000000 13201.000000 10366.000000
mcs30_b03m_s70_AB00 127112 253327 3471889 133640 253348.000000 56891.000000 85123.000000
mcs30_b03m_s70_AB01 123856 241070 2652681 131546 247644.000000 24244.000000 24800.000000
mcs30_b03m_s70_AB02 158015 316237 4462556 164649 316286.000000 49754.000000 53356.000000
mcs30_b03m_s70_AB03 64930 126649 2206153 70347 126631.000000 38367.000000 34981.000000
mcs30_b03m_s70_AB04 28534 56880 793383 32153 56914.000000 9600.000000 11311.000000
mcs30_b03m_s70_AB05 112557 211822 2469331 118167 211811.000000 61837.000000 52539.000000
mcs30_b03m_s70_AB06 82263 164303 2126712 87112 163893.000000 61864.000000 71386.000000
mcs30_b03m_s70_AB07 164076 327968 4029582 169965 328063.000000 39765.000000 51695.000000
mcs30_b03m_s70_AB08 72279 144070 2008168 79858 142604.000000 18868.000000 22332.000000
mcs30_b03m_s70_AB09 133244 263936 3428411 139208 263942.000000 18853.000000 17923.000000
mcs30_b03m_s80_AB00 1066169 2132171 26772919 1084013 2132189.000000 262145.000000 248233.000000
mcs30_b03m_s80_AB01 1258618 2482879 22138262 1279011 2476040.000000 210018.000000 270641.000000
mcs30_b03m_s80_AB02 1908219 3816236 68750617 1926601 3816220.000000 702614.000000 748117.000000
mcs30_b03m_s80_AB03 165148 322739 6468396 174209 322738.000000 77423.000000 65903.000000
mcs30_b03m_s80_AB04 683063 1366016 14430185 694805 1365809.000000 162777.000000 182385.000000
mcs30_b03m_s80_AB05 654058 1277499 17803051 668100 1277431.000000 142520.000000 186334.000000
mcs30_b03m_s80_AB06 520194 1035435 20049195 530358 1035465.000000 322125.000000 370144.000000
mcs30_b03m_s80_AB07 752654 1505116 24990798 768373 1505115.000000 233305.000000 331194.000000
mcs30_b03m_s80_AB08 439696 879131 17774774 453073 879160.000000 212714.000000 270453.000000
mcs30_b03m_s80_AB09 358595 706229 12000668 375493 703955.000000 125635.000000 124637.000000
mcs30_b03m_s90_AB00 3237993 6339822 137477661 3259259 6339574.000000 255320.000000 200231.000000
mcs30_b03m_s90_AB01 2775482 5521296 119374333 2799990 5521308.000000 687533.000000 700554.000000
mcs30_b03m_s90_AB02 2484522 4920984 52621019 2508455 4919150.000000 536723.000000 575794.000000
mcs30_b03m_s90_AB03 3675122 7350051 143017091 3694890 7350010.000000 1158392.000000 1227938.000000
mcs30_b03m_s90_AB04 3666763 7333684 150983718 3698805 7333682.000000 1274648.000000 2136939.000000
mcs30_b03m_s90_AB05 2809677 5612644 134732018 2844094 5612636.000000 636212.000000 734924.000000
mcs30_b03m_s90_AB06 4327557 8654814 112223917 4357588 8654908.000000 751582.000000 648999.000000
mcs30_b03m_s90_AB07 3336639 6651681 128046306 3369186 6651704.000000 1212705.000000 1770337.000000
mcs30_b03m_s90_AB08 4475600 8772598 166610384 4514058 8705925.000000 1336762.000000 1366035.000000
mcs30_b03m_s90_AB09 2381978 4711527 100184427 2406091 4711486.000000 246970.000000 300963.000000
mcs30_b06_s100_AB00 351810613 772210940 NaN 351849534 NaN NaN NaN
mcs30_b06_s100_AB01 352931804 807002569 NaN 352971983 NaN NaN NaN
mcs30_b06_s100_AB02 319576837 788479279 NaN 319617007 NaN NaN NaN
mcs30_b06_s100_AB03 299496846 762013870 NaN 299537304 NaN NaN NaN
mcs30_b06_s100_AB04 307348275 778169598 NaN 307387848 NaN NaN NaN
mcs30_b06_s100_AB05 308636273 788471140 NaN 308677204 NaN NaN NaN
mcs30_b06_s100_AB06 363347558 784476788 NaN 363388087 NaN NaN NaN
mcs30_b06_s100_AB07 411877934 973102457 NaN 411920746 NaN NaN NaN
mcs30_b06_s100_AB08 196438227 653914914 NaN 196481740 NaN NaN 6054732.000000
mcs30_b06_s100_AB09 544714612 1480174155 NaN 544752752 NaN NaN 11232807.000000
mcs30_b06_s25_AB00 943 1687 6647 1111 1587.000000 908.000000 1268.000000
mcs30_b06_s25_AB01 708 1179 5320 861 1175.000000 760.000000 1106.000000
mcs30_b06_s25_AB02 846 1612 6291 1068 1517.000000 771.000000 839.000000
mcs30_b06_s25_AB03 728 1390 5169 903 1325.000000 995.000000 1127.000000
mcs30_b06_s25_AB04 695 1182 4020 866 1105.000000 915.000000 1310.000000
mcs30_b06_s25_AB05 839 1351 5594 1010 1201.000000 808.000000 1028.000000
mcs30_b06_s25_AB06 720 1427 7116 876 1255.000000 893.000000 1103.000000
mcs30_b06_s25_AB07 796 1764 6145 967 1670.000000 1159.000000 1454.000000
mcs30_b06_s25_AB08 569 1116 4075 715 1062.000000 655.000000 887.000000
mcs30_b06_s25_AB09 666 1041 3362 818 964.000000 507.000000 750.000000
mcs30_b06_s30_AB00 591 712 2092 725 687.000000 293.000000 275.000000
mcs30_b06_s30_AB01 354 591 1950 468 744.000000 435.000000 496.000000
mcs30_b06_s30_AB02 485 646 2347 602 671.000000 389.000000 475.000000
mcs30_b06_s30_AB03 774 1467 4848 899 1474.000000 678.000000 884.000000
mcs30_b06_s30_AB04 535 1017 4955 673 848.000000 346.000000 405.000000
mcs30_b06_s30_AB05 696 1508 5454 819 1145.000000 375.000000 427.000000
mcs30_b06_s30_AB06 435 1090 3787 547 896.000000 343.000000 438.000000
mcs30_b06_s30_AB07 466 1136 4356 582 920.000000 568.000000 787.000000
mcs30_b06_s30_AB08 540 1180 4785 664 1120.000000 724.000000 906.000000
mcs30_b06_s30_AB09 441 804 2385 574 768.000000 264.000000 363.000000
mcs30_b06_s35_AB00 1110 2143 10642 1280 1519.000000 547.000000 606.000000
mcs30_b06_s35_AB01 1291 2077 12132 1449 2475.000000 2143.000000 2833.000000
mcs30_b06_s35_AB02 928 1755 6160 1101 1751.000000 955.000000 1296.000000
mcs30_b06_s35_AB03 1123 2250 11671 1310 2127.000000 959.000000 963.000000
mcs30_b06_s35_AB04 1728 2597 9283 1877 1919.000000 709.000000 754.000000
mcs30_b06_s35_AB05 1281 2544 13588 1432 2450.000000 1567.000000 1654.000000
mcs30_b06_s35_AB06 1413 2418 8529 1583 2221.000000 1269.000000 1526.000000
mcs30_b06_s35_AB07 887 987 2039 1037 1600.000000 1033.000000 1317.000000
mcs30_b06_s35_AB08 1462 3257 14181 1992 3064.000000 663.000000 687.000000
mcs30_b06_s35_AB09 1433 2644 14751 1593 2527.000000 1227.000000 1444.000000
mcs30_b06_s40_AB00 5051 9039 33517 5700 9276.000000 3143.000000 4742.000000
mcs30_b06_s40_AB01 4667 9177 53561 5751 9079.000000 6040.000000 7429.000000
mcs30_b06_s40_AB02 3090 6891 30916 3295 7514.000000 5959.000000 9057.000000
mcs30_b06_s40_AB03 3347 7134 33008 4041 6614.000000 3152.000000 3046.000000
mcs30_b06_s40_AB04 2693 6941 22537 2889 6830.000000 3296.000000 2915.000000
mcs30_b06_s40_AB05 4392 8922 48190 5029 8793.000000 2887.000000 3665.000000
mcs30_b06_s40_AB06 3470 7074 25520 4043 7363.000000 2746.000000 4377.000000
mcs30_b06_s40_AB07 1183 4267 12185 1375 5403.000000 1795.000000 2059.000000
mcs30_b06_s40_AB08 3621 10956 30650 4647 2752.000000 1432.000000 1492.000000
mcs30_b06_s40_AB09 2826 8154 23480 3046 8426.000000 3246.000000 4533.000000
mcs30_b06_s50_AB00 34082 67667 474214 37196 66884.000000 41573.000000 45672.000000
mcs30_b06_s50_AB01 30749 60188 268730 34133 54750.000000 15580.000000 11115.000000
mcs30_b06_s50_AB02 30140 60796 400380 32785 55581.000000 26892.000000 29491.000000
mcs30_b06_s50_AB03 26776 52958 304973 29791 50352.000000 18865.000000 16246.000000
mcs30_b06_s50_AB04 25231 53843 246565 26826 55293.000000 27491.000000 32484.000000
mcs30_b06_s50_AB05 34213 65859 296237 37312 63689.000000 25285.000000 33030.000000
mcs30_b06_s50_AB06 35432 68939 402489 38679 66684.000000 27617.000000 29837.000000
mcs30_b06_s50_AB07 35781 71421 431283 39150 69717.000000 24518.000000 31269.000000
mcs30_b06_s50_AB08 30657 43042 113423 33634 42631.000000 7162.000000 7852.000000
mcs30_b06_s50_AB09 36948 74631 414655 40144 74118.000000 40083.000000 47911.000000
mcs30_b06_s60_AB00 129345 284423 1171257 133807 249304.000000 51009.000000 37628.000000
mcs30_b06_s60_AB01 113804 298889 1046953 118792 344302.000000 137662.000000 71240.000000
mcs30_b06_s60_AB02 165704 363311 2047480 170423 359913.000000 74751.000000 64163.000000
mcs30_b06_s60_AB03 168778 345787 1598539 173925 352347.000000 62299.000000 56059.000000
mcs30_b06_s60_AB04 162999 369674 1738159 169827 369869.000000 69531.000000 55434.000000
mcs30_b06_s60_AB05 152905 349637 1565962 157385 337158.000000 79409.000000 77181.000000
mcs30_b06_s60_AB06 273650 547664 3653295 280861 538114.000000 83900.000000 68034.000000
mcs30_b06_s60_AB07 222047 456242 2923714 228584 431685.000000 87329.000000 74191.000000
mcs30_b06_s60_AB08 214966 411877 2121037 221558 412274.000000 80962.000000 59773.000000
mcs30_b06_s60_AB09 229926 556027 2864629 237302 543216.000000 204648.000000 221594.000000
mcs30_b06_s70_AB00 1322624 2053229 11032232 1348540 2762953.000000 1066178.000000 1022685.000000
mcs30_b06_s70_AB01 1277314 2520790 15702233 1295653 2595896.000000 1106440.000000 1115390.000000
mcs30_b06_s70_AB02 1084297 2511673 14196454 1102439 2429007.000000 705829.000000 552529.000000
mcs30_b06_s70_AB03 1892896 3704868 18463501 1915176 3705311.000000 356625.000000 303884.000000
mcs30_b06_s70_AB04 1287537 2500461 18426680 1310940 2471381.000000 861272.000000 1056453.000000
mcs30_b06_s70_AB05 1277985 2543998 22769366 1303991 2545678.000000 786032.000000 893032.000000
mcs30_b06_s70_AB06 1176494 2535826 15788547 1198544 2526749.000000 433296.000000 281147.000000
mcs30_b06_s70_AB07 1402363 2897986 19117984 1424582 2871369.000000 626127.000000 457410.000000
mcs30_b06_s70_AB08 1100572 2649874 15694157 1118987 2639640.000000 795882.000000 755939.000000
mcs30_b06_s70_AB09 659478 1995287 6119915 675295 2341646.000000 615943.000000 393220.000000
mcs30_b06_s80_AB00 7557338 17181630 109033016 7599446 17025857.000000 2586113.000000 2364335.000000
mcs30_b06_s80_AB01 9282255 21076632 135946534 9328784 20782699.000000 3933323.000000 2525265.000000
mcs30_b06_s80_AB02 8940380 18339019 152749861 8989864 18295590.000000 2457384.000000 1905972.000000
mcs30_b06_s80_AB03 10720133 21612778 148881067 10763585 21751941.000000 6116197.000000 5512595.000000
mcs30_b06_s80_AB04 8714550 17415837 140248290 8756732 17356195.000000 4798579.000000 2946996.000000
mcs30_b06_s80_AB05 12625225 28350216 135615934 12666695 28813760.000000 13053219.000000 8731208.000000
mcs30_b06_s80_AB06 8409613 18697661 103452162 8452311 19403755.000000 8034987.000000 8025672.000000
mcs30_b06_s80_AB07 8585953 17475546 104548846 8631942 18130991.000000 8224895.000000 13790829.000000
mcs30_b06_s80_AB08 8252753 18119058 128066833 8298696 18035570.000000 5573716.000000 5235724.000000
mcs30_b06_s80_AB09 7109282 15773549 68578283 7154514 15842837.000000 4707522.000000 4512735.000000
mcs30_b06_s90_AB00 58409228 117836149 946413424 58471997 118015903.000000 NaN NaN
mcs30_b06_s90_AB01 73603474 161894880 1167901274 73663952 161919239.000000 NaN NaN
mcs30_b06_s90_AB02 59468813 118477288 1538804046 59530278 118487371.000000 NaN NaN
mcs30_b06_s90_AB03 64331157 129559601 1170613310 64389456 130268979.000000 NaN NaN
mcs30_b06_s90_AB04 59569810 118236998 1362443066 59631377 118362945.000000 NaN NaN
mcs30_b06_s90_AB05 63095528 130983370 866979474 63151607 131325377.000000 NaN NaN
mcs30_b06_s90_AB06 57442239 110434471 749001664 57504140 101887779.000000 NaN 20413197.000000
mcs30_b06_s90_AB07 58604100 117538518 1310587786 58665273 117545325.000000 NaN NaN
mcs30_b06_s90_AB08 64042709 140234014 1079123207 64108033 134762716.000000 NaN NaN
mcs30_b06_s90_AB09 62645777 129522315 985478402 62707171 128892055.000000 NaN NaN
mcs30_b06m_s100_AB00 446655889 932192527 NaN 446698505 NaN NaN NaN
mcs30_b06m_s100_AB01 418548048 1218831276 NaN 418592421 NaN NaN NaN
mcs30_b06m_s100_AB02 447396394 746069333 NaN 447436761 NaN NaN 9545539.000000
mcs30_b06m_s100_AB03 212046683 593221566 2176971539 212088542 NaN NaN NaN
mcs30_b06m_s100_AB04 409333421 866579198 NaN 409374812 NaN NaN NaN
mcs30_b06m_s100_AB05 NaN 1273739518 NaN 609247935 NaN NaN NaN
mcs30_b06m_s100_AB06 344931094 1104773351 NaN 344970880 NaN NaN NaN
mcs30_b06m_s100_AB07 300823559 612544386 NaN 300863621 NaN NaN NaN
mcs30_b06m_s100_AB08 278430261 585947051 NaN 278473679 NaN NaN NaN
mcs30_b06m_s100_AB09 562917935 1365982940 NaN 562956592 NaN NaN NaN
mcs30_b06m_s25_AB00 914 1682 7675 1080 1565.000000 1188.000000 1604.000000
mcs30_b06m_s25_AB01 615 1022 4755 774 1176.000000 919.000000 1188.000000
mcs30_b06m_s25_AB02 742 988 2721 914 781.000000 522.000000 584.000000
mcs30_b06m_s25_AB03 385 870 4120 534 829.000000 470.000000 484.000000
mcs30_b06m_s25_AB04 858 1161 4085 1088 976.000000 661.000000 716.000000
mcs30_b06m_s25_AB05 1436 1335 4604 1603 1248.000000 890.000000 1103.000000
mcs30_b06m_s25_AB06 979 1749 5216 1148 1854.000000 1066.000000 1203.000000
mcs30_b06m_s25_AB07 713 1058 5146 877 871.000000 681.000000 906.000000
mcs30_b06m_s25_AB08 807 1325 5287 956 1385.000000 956.000000 1186.000000
mcs30_b06m_s25_AB09 713 1370 5513 898 1269.000000 880.000000 1094.000000
mcs30_b06m_s30_AB00 246 516 1949 344 482.000000 244.000000 331.000000
mcs30_b06m_s30_AB01 507 759 2205 619 557.000000 290.000000 387.000000
mcs30_b06m_s30_AB02 345 652 3817 450 641.000000 266.000000 293.000000
mcs30_b06m_s30_AB03 372 713 2907 492 719.000000 329.000000 434.000000
mcs30_b06m_s30_AB04 370 777 2416 473 659.000000 286.000000 310.000000
mcs30_b06m_s30_AB05 725 1398 5216 865 1126.000000 648.000000 981.000000
mcs30_b06m_s30_AB06 566 928 3055 696 861.000000 312.000000 358.000000
mcs30_b06m_s30_AB07 407 477 1454 522 239.000000 164.000000 168.000000
mcs30_b06m_s30_AB08 410 646 2565 530 604.000000 296.000000 334.000000
mcs30_b06m_s30_AB09 457 1188 3755 575 1256.000000 568.000000 734.000000
mcs30_b06m_s35_AB00 647 1164 6130 805 1116.000000 568.000000 727.000000
mcs30_b06m_s35_AB01 873 1713 12093 1027 1691.000000 1161.000000 1347.000000
mcs30_b06m_s35_AB02 1480 3001 12791 1635 2876.000000 1708.000000 2181.000000
mcs30_b06m_s35_AB03 1374 2654 14718 1539 2592.000000 1339.000000 1935.000000
mcs30_b06m_s35_AB04 1198 2454 10983 1347 2481.000000 1740.000000 2734.000000
mcs30_b06m_s35_AB05 1188 2191 7278 1355 1659.000000 705.000000 919.000000
mcs30_b06m_s35_AB06 966 1641 12609 1160 1629.000000 1332.000000 2432.000000
mcs30_b06m_s35_AB07 1628 3191 9140 1789 3079.000000 1215.000000 1315.000000
mcs30_b06m_s35_AB08 728 1441 8411 879 1268.000000 619.000000 1144.000000
mcs30_b06m_s35_AB09 995 1893 8750 1166 1896.000000 850.000000 976.000000
mcs30_b06m_s40_AB00 2664 5356 31711 3259 5165.000000 2677.000000 3423.000000
mcs30_b06m_s40_AB01 5681 13220 39432 7345 12559.000000 4127.000000 4702.000000
mcs30_b06m_s40_AB02 3313 6617 34778 3923 6388.000000 4832.000000 6210.000000
mcs30_b06m_s40_AB03 4598 9041 38580 5196 8561.000000 4194.000000 4776.000000
mcs30_b06m_s40_AB04 3732 7406 44567 4300 7552.000000 4309.000000 7006.000000
mcs30_b06m_s40_AB05 3605 7040 40726 4227 6956.000000 4783.000000 7292.000000
mcs30_b06m_s40_AB06 4056 7989 58123 4705 7723.000000 2469.000000 3038.000000
mcs30_b06m_s40_AB07 7102 14975 94679 8082 13660.000000 5890.000000 7211.000000
mcs30_b06m_s40_AB08 3055 5793 26366 3644 4621.000000 1762.000000 2375.000000
mcs30_b06m_s40_AB09 3106 6558 37152 3720 6446.000000 4214.000000 5388.000000
mcs30_b06m_s50_AB00 56224 115493 508758 62409 121019.000000 52664.000000 70934.000000
mcs30_b06m_s50_AB01 28822 50675 228864 31448 54515.000000 16820.000000 21144.000000
mcs30_b06m_s50_AB02 28833 56648 412573 31334 56410.000000 18740.000000 27140.000000
mcs30_b06m_s50_AB03 22266 44124 351579 25233 44270.000000 13595.000000 21687.000000
mcs30_b06m_s50_AB04 21688 42540 345575 24309 41866.000000 18892.000000 29042.000000
mcs30_b06m_s50_AB05 17552 34847 362574 19190 34831.000000 30947.000000 47979.000000
mcs30_b06m_s50_AB06 32727 63354 461962 36151 61261.000000 26138.000000 40144.000000
mcs30_b06m_s50_AB07 58156 135737 684353 61334 135838.000000 103487.000000 150873.000000
mcs30_b06m_s50_AB08 29631 58073 329860 32875 59533.000000 35275.000000 48400.000000
mcs30_b06m_s50_AB09 27066 54296 294343 30442 55554.000000 24816.000000 27411.000000
mcs30_b06m_s60_AB00 181796 366817 2016548 187712 368946.000000 181556.000000 144655.000000
mcs30_b06m_s60_AB01 133799 265516 1719358 140225 266889.000000 68391.000000 53723.000000
mcs30_b06m_s60_AB02 122182 222536 729148 127691 270579.000000 44362.000000 39352.000000
mcs30_b06m_s60_AB03 186264 512242 2148224 193789 491344.000000 92556.000000 63833.000000
mcs30_b06m_s60_AB04 121777 314975 1285072 127221 280422.000000 27846.000000 33109.000000
mcs30_b06m_s60_AB05 140045 268807 1918794 144359 266931.000000 51589.000000 66581.000000
mcs30_b06m_s60_AB06 264146 543757 3314789 272169 518212.000000 96522.000000 59834.000000
mcs30_b06m_s60_AB07 239546 599696 3423844 246057 599571.000000 237341.000000 251760.000000
mcs30_b06m_s60_AB08 91361 182796 1251221 95468 169486.000000 20847.000000 24550.000000
mcs30_b06m_s60_AB09 101051 248594 947986 104420 228667.000000 48580.000000 53803.000000
mcs30_b06m_s70_AB00 1129670 2707343 11004275 1152616 2727040.000000 524509.000000 673938.000000
mcs30_b06m_s70_AB01 1218684 2950345 10304862 1237170 3147319.000000 240312.000000 273047.000000
mcs30_b06m_s70_AB02 970926 2016617 12117903 990242 2035119.000000 896266.000000 1382997.000000
mcs30_b06m_s70_AB03 1312703 2833484 14324700 1336546 2836017.000000 1551677.000000 1753673.000000
mcs30_b06m_s70_AB04 825334 1639461 15600142 844223 1642865.000000 620989.000000 839053.000000
