instance clique james-cpp-max james-cpp-max-down clique-par/t32 cp-branching-mac cp-branching-filtering-mac cp-filtering-mac
mcs10_r005_s80_AB00 96 0 11 76 0.008150 0.039352 0.042509
mcs10_r005_s80_AB01 66 0 9 62 0.006806 0.034669 0.048161
mcs10_r005_s80_AB02 63 0 10 67 0.007156 0.035733 0.035612
mcs10_r005_s80_AB03 76 0 9 77 0.008359 0.044025 0.047024
mcs10_r005_s80_AB04 100 0 19 75 0.007809 0.039346 0.040327
mcs10_r005_s80_AB05 68 0 12 67 0.008505 0.049586 0.063160
mcs10_r005_s80_AB06 83 0 9 69 0.007069 0.035890 0.037084
mcs10_r005_s80_AB07 70 0 10 70 0.007150 0.036080 0.038941
mcs10_r005_s80_AB08 89 0 9 73 0.007437 0.035482 0.034845
mcs10_r005_s80_AB09 72 0 10 70 0.007535 0.067429 0.040365
mcs10_r005_s90_AB00 128 0 20 117 0.014088 0.081148 0.093355
mcs10_r005_s90_AB01 146 1 18 131 0.012697 0.069597 0.078423
mcs10_r005_s90_AB02 136 1 19 131 0.012794 0.068996 0.070684
mcs10_r005_s90_AB03 147 0 20 125 0.013041 0.121977 0.140342
mcs10_r005_s90_AB04 124 0 21 117 0.012613 0.070760 0.089723
mcs10_r005_s90_AB05 123 0 20 114 0.013090 0.077682 0.107944
mcs10_r005_s90_AB06 130 0 25 118 0.012846 0.089951 0.103532
mcs10_r005_s90_AB07 153 0 18 122 0.013416 0.069792 0.087611
mcs10_r005_s90_AB08 117 1 20 108 0.012223 0.071627 0.082763
mcs10_r005_s90_AB09 129 0 15 124 0.012083 0.065716 0.081025
mcs10_r01_s100_AB00 57 1 26 60 0.008759 0.075570 0.126485
mcs10_r01_s100_AB01 44 0 19 44 0.007697 0.059555 0.085838
mcs10_r01_s100_AB02 42 0 14 44 0.007652 0.070234 0.104139
mcs10_r01_s100_AB03 44 1 14 46 0.009695 0.106795 0.217068
mcs10_r01_s100_AB04 57 0 20 47 0.008293 0.072723 0.160808
mcs10_r01_s100_AB05 46 0 25 49 0.014409 0.079522 0.139510
mcs10_r01_s100_AB06 67 1 20 56 0.009627 0.085880 0.180158
mcs10_r01_s100_AB07 50 0 21 50 0.008780 0.078416 0.187930
mcs10_r01_s100_AB08 49 0 17 49 0.007756 0.061293 0.095060
mcs10_r01_s100_AB09 49 1 19 51 0.008951 0.081549 0.232785
mcs10_r01_s20_AB00 2 0 0 6 0.001339 0.002053 0.002430
mcs10_r01_s20_AB01 2 0 0 6 0.001341 0.001911 0.001709
mcs10_r01_s20_AB02 2 0 0 5 0.000810 0.001575 0.001696
mcs10_r01_s20_AB03 1 0 0 5 0.000764 0.001334 0.001403
mcs10_r01_s20_AB04 2 0 0 6 0.001288 0.002187 0.002162
mcs10_r01_s20_AB05 2 0 0 6 0.001197 0.001733 0.001941
mcs10_r01_s20_AB06 2 0 0 5 0.000870 0.001665 0.001622
mcs10_r01_s20_AB07 2 0 0 6 0.000984 0.001752 0.002215
mcs10_r01_s20_AB08 2 0 0 7 0.001097 0.001899 0.002110
mcs10_r01_s20_AB09 3 0 0 7 0.001867 0.002446 0.002489
mcs10_r01_s25_AB00 6 0 1 10 0.002871 0.006904 0.006589
mcs10_r01_s25_AB01 6 0 1 10 0.003056 0.005107 0.005666
mcs10_r01_s25_AB02 4 0 0 8 0.002372 0.004761 0.004880
mcs10_r01_s25_AB03 3 0 0 7 0.001351 0.003214 0.004072
mcs10_r01_s25_AB04 6 0 1 11 0.003567 0.007611 0.007661
mcs10_r01_s25_AB05 5 0 0 8 0.002091 0.004469 0.004695
mcs10_r01_s25_AB06 6 0 1 9 0.002544 0.006478 0.006863
mcs10_r01_s25_AB07 5 0 1 8 0.002049 0.004850 0.005279
mcs10_r01_s25_AB08 5 0 1 10 0.002713 0.006291 0.006666
mcs10_r01_s25_AB09 4 0 0 8 0.002177 0.003975 0.005108
mcs10_r01_s30_AB00 3 0 0 7 0.001125 0.002407 0.002958
mcs10_r01_s30_AB01 3 0 0 8 0.001573 0.003732 0.003493
mcs10_r01_s30_AB02 3 0 0 7 0.001135 0.003032 0.002763
mcs10_r01_s30_AB03 3 0 0 8 0.001173 0.002954 0.002758
mcs10_r01_s30_AB04 3 0 0 7 0.001444 0.003182 0.003337
mcs10_r01_s30_AB05 4 0 0 7 0.001386 0.003236 0.003262
mcs10_r01_s30_AB06 3 0 1 7 0.001247 0.002877 0.003656
mcs10_r01_s30_AB07 3 0 0 6 0.001231 0.002781 0.002948
mcs10_r01_s30_AB08 3 0 0 7 0.001373 0.003304 0.003552
mcs10_r01_s30_AB09 3 0 0 7 0.001264 0.003372 0.003658
mcs10_r01_s35_AB00 6 0 1 8 0.002211 0.006046 0.007479
mcs10_r01_s35_AB01 4 0 1 10 0.001480 0.004495 0.004945
mcs10_r01_s35_AB02 5 0 1 8 0.001371 0.004217 0.004434
mcs10_r01_s35_AB03 5 0 1 11 0.001699 0.005081 0.005867
mcs10_r01_s35_AB04 5 0 1 9 0.002125 0.005412 0.005855
mcs10_r01_s35_AB05 6 0 1 11 0.002218 0.006962 0.008035
mcs10_r01_s35_AB06 5 0 1 10 0.001959 0.006446 0.007161
mcs10_r01_s35_AB07 5 0 1 9 0.001842 0.005484 0.006977
mcs10_r01_s35_AB08 6 0 1 11 0.001745 0.005333 0.007171
mcs10_r01_s35_AB09 6 0 1 11 0.001937 0.005482 0.005968
mcs10_r01_s40_AB00 10 0 2 13 0.003464 0.011877 0.014694
mcs10_r01_s40_AB01 10 0 3 14 0.003018 0.011104 0.012130
mcs10_r01_s40_AB02 14 0 3 18 0.004518 0.015201 0.019300
mcs10_r01_s40_AB03 13 0 3 16 0.003523 0.011746 0.013485
mcs10_r01_s40_AB04 11 0 2 15 0.002804 0.009656 0.010381
mcs10_r01_s40_AB05 13 0 3 15 0.004282 0.015430 0.018961
mcs10_r01_s40_AB06 13 0 2 17 0.003541 0.011763 0.016502
mcs10_r01_s40_AB07 9 0 2 14 0.002550 0.008837 0.009360
mcs10_r01_s40_AB08 8 0 1 13 0.002588 0.009156 0.014151
mcs10_r01_s40_AB09 12 0 2 16 0.003797 0.014228 0.014482
mcs10_r01_s50_AB00 30 0 10 31 0.010256 0.046956 0.077083
mcs10_r01_s50_AB01 35 1 13 36 0.013174 0.063843 0.085321
mcs10_r01_s50_AB02 32 0 7 34 0.010862 0.047678 0.052825
mcs10_r01_s50_AB03 37 1 14 40 0.012077 0.058898 0.076185
mcs10_r01_s50_AB04 30 0 10 34 0.009247 0.039503 0.052418
mcs10_r01_s50_AB05 35 1 14 36 0.012627 0.063025 0.095031
mcs10_r01_s50_AB06 31 0 10 32 0.010813 0.048812 0.058846
mcs10_r01_s50_AB07 35 0 11 37 0.010768 0.049562 0.063039
mcs10_r01_s50_AB08 31 1 12 32 0.011139 0.054289 0.075572
mcs10_r01_s50_AB09 34 0 9 35 0.010697 0.051107 0.067918
mcs10_r01_s60_AB00 18 0 3 24 0.005672 0.015598 0.029474
mcs10_r01_s60_AB01 15 0 4 19 0.003278 0.015147 0.025039
mcs10_r01_s60_AB02 18 0 5 23 0.003723 0.016976 0.024903
mcs10_r01_s60_AB03 20 0 5 24 0.006849 0.032143 0.022694
mcs10_r01_s60_AB04 17 0 4 22 0.003696 0.018331 0.025546
mcs10_r01_s60_AB05 18 0 7 22 0.004162 0.029735 0.039569
mcs10_r01_s60_AB06 18 0 6 23 0.004181 0.019676 0.025848
mcs10_r01_s60_AB07 15 0 3 21 0.003335 0.013900 0.018584
mcs10_r01_s60_AB08 18 0 5 23 0.004861 0.018564 0.023059
mcs10_r01_s60_AB09 20 0 5 24 0.004336 0.020087 0.021549
mcs10_r01_s70_AB00 36 0 10 39 0.006583 0.038752 0.084708
mcs10_r01_s70_AB01 37 0 10 40 0.007123 0.042012 0.060115
mcs10_r01_s70_AB02 35 0 8 39 0.006324 0.032634 0.046986
mcs10_r01_s70_AB03 41 0 11 44 0.006828 0.037328 0.054299
mcs10_r01_s70_AB04 34 0 11 36 0.006528 0.037171 0.051783
mcs10_r01_s70_AB05 38 0 12 38 0.008818 0.055645 0.113234
mcs10_r01_s70_AB06 33 0 8 33 0.006139 0.032984 0.039840
mcs10_r01_s70_AB07 37 0 9 38 0.006428 0.035676 0.042147
mcs10_r01_s70_AB08 40 0 9 45 0.006831 0.037773 0.077260
mcs10_r01_s70_AB09 36 0 10 39 0.006552 0.033582 0.040549
mcs10_r01_s80_AB00 67 1 20 64 0.011904 0.080470 0.201024
mcs10_r01_s80_AB01 77 1 23 75 0.012388 0.126695 0.107956
mcs10_r01_s80_AB02 63 1 23 63 0.011347 0.079272 0.103250
mcs10_r01_s80_AB03 64 0 17 62 0.010754 0.110333 0.100910
mcs10_r01_s80_AB04 72 1 26 72 0.012824 0.087633 0.137101
mcs10_r01_s80_AB05 76 1 22 75 0.014413 0.094965 0.205193
mcs10_r01_s80_AB06 74 1 19 71 0.012806 0.081763 0.112198
mcs10_r01_s80_AB07 59 1 32 59 0.011332 0.079790 0.134652
mcs10_r01_s80_AB08 74 1 20 75 0.012887 0.085553 0.126855
mcs10_r01_s80_AB09 70 1 24 68 0.021214 0.092508 0.254104
mcs10_r01_s90_AB00 127 1 43 121 0.023757 0.216920 0.236268
mcs10_r01_s90_AB01 123 1 41 114 0.024420 0.204659 0.566825
mcs10_r01_s90_AB02 125 1 38 114 0.022418 0.167866 0.269906
mcs10_r01_s90_AB03 120 1 36 115 0.025579 0.203814 0.299456
mcs10_r01_s90_AB04 118 3 51 116 0.028525 0.258725 0.568395
mcs10_r01_s90_AB05 114 1 36 110 0.019540 0.170554 0.215888
mcs10_r01_s90_AB06 144 2 53 115 0.023372 0.176370 0.320971
mcs10_r01_s90_AB07 119 1 46 108 0.040068 0.221064 0.341092
mcs10_r01_s90_AB08 153 2 74 127 0.025327 0.262743 0.314352
mcs10_r01_s90_AB09 141 1 34 112 0.019154 0.153941 0.340193
mcs10_r02_s100_AB00 46 1 26 46 0.013797 0.133711 0.299494
mcs10_r02_s100_AB01 50 1 34 50 0.017604 0.188812 0.431690
mcs10_r02_s100_AB02 50 2 36 53 0.024877 0.264619 0.645093
mcs10_r02_s100_AB03 44 1 22 45 0.013587 0.182714 0.496096
mcs10_r02_s100_AB04 41 3 26 42 0.015733 0.220436 0.389974
mcs10_r02_s100_AB05 51 1 29 43 0.024367 0.260242 0.569536
mcs10_r02_s100_AB06 56 1 30 45 0.018263 0.203735 0.489228
mcs10_r02_s100_AB07 52 1 36 53 0.017144 0.193505 0.797002
mcs10_r02_s100_AB08 46 1 25 48 0.013439 0.145932 0.380733
mcs10_r02_s100_AB09 45 2 32 46 0.030500 0.204665 0.420496
mcs10_r02_s20_AB00 2 0 1 6 0.002331 0.005067 0.005985
mcs10_r02_s20_AB01 2 0 0 6 0.002709 0.004416 0.004740
mcs10_r02_s20_AB02 1 0 0 5 0.001772 0.003393 0.003895
mcs10_r02_s20_AB03 2 0 0 6 0.002190 0.004124 0.004430
mcs10_r02_s20_AB04 2 0 0 6 0.003120 0.005559 0.005842
mcs10_r02_s20_AB05 1 0 0 6 0.002007 0.003989 0.003816
mcs10_r02_s20_AB06 1 0 0 5 0.002027 0.004347 0.004179
mcs10_r02_s20_AB07 2 0 1 5 0.002121 0.004642 0.005949
mcs10_r02_s20_AB08 2 0 1 6 0.002430 0.005262 0.005555
mcs10_r02_s20_AB09 1 0 0 6 0.001969 0.004493 0.005605
mcs10_r02_s25_AB00 5 0 2 8 0.007764 0.019538 0.020912
mcs10_r02_s25_AB01 5 0 2 10 0.005900 0.013856 0.014970
mcs10_r02_s25_AB02 5 0 3 8 0.007012 0.020445 0.026562
mcs10_r02_s25_AB03 4 0 1 8 0.004874 0.012797 0.016282
mcs10_r02_s25_AB04 4 0 1 7 0.004663 0.011495 0.013282
mcs10_r02_s25_AB05 5 0 2 9 0.006246 0.016519 0.017640
mcs10_r02_s25_AB06 5 0 3 9 0.008258 0.021253 0.026174
mcs10_r02_s25_AB07 4 0 1 8 0.005573 0.012542 0.013484
mcs10_r02_s25_AB08 5 0 2 10 0.006522 0.017289 0.021739
mcs10_r02_s25_AB09 7 0 3 9 0.008933 0.022996 0.025307
mcs10_r02_s30_AB00 3 0 1 8 0.002796 0.008610 0.009601
mcs10_r02_s30_AB01 2 0 1 6 0.002134 0.006808 0.008419
mcs10_r02_s30_AB02 2 0 0 5 0.001650 0.004433 0.005106
mcs10_r02_s30_AB03 3 0 1 8 0.002151 0.006392 0.007252
mcs10_r02_s30_AB04 3 0 1 7 0.001997 0.006199 0.007610
mcs10_r02_s30_AB05 3 0 1 6 0.002163 0.006284 0.008447
mcs10_r02_s30_AB06 3 0 1 8 0.002226 0.006110 0.006546
mcs10_r02_s30_AB07 2 0 1 6 0.002084 0.006790 0.009435
mcs10_r02_s30_AB08 2 0 1 6 0.002252 0.006692 0.009647
mcs10_r02_s30_AB09 3 0 1 6 0.002238 0.006581 0.007086
mcs10_r02_s35_AB00 5 0 2 9 0.004707 0.014702 0.021966
mcs10_r02_s35_AB01 4 0 2 7 0.003156 0.010195 0.013513
mcs10_r02_s35_AB02 5 0 2 8 0.003441 0.011805 0.018300
mcs10_r02_s35_AB03 4 0 1 8 0.003663 0.011911 0.017433
mcs10_r02_s35_AB04 8 0 3 11 0.005677 0.019866 0.026858
mcs10_r02_s35_AB05 6 0 3 9 0.004528 0.015781 0.020627
mcs10_r02_s35_AB06 5 0 2 9 0.004042 0.013609 0.019006
mcs10_r02_s35_AB07 7 0 2 10 0.005286 0.016230 0.020027
mcs10_r02_s35_AB08 6 0 3 10 0.004908 0.019156 0.026334
mcs10_r02_s35_AB09 7 0 3 11 0.005577 0.016787 0.024593
mcs10_r02_s40_AB00 10 0 5 12 0.008370 0.034584 0.045606
mcs10_r02_s40_AB01 11 1 5 14 0.009288 0.037491 0.053607
mcs10_r02_s40_AB02 8 0 6 13 0.007156 0.030980 0.045219
mcs10_r02_s40_AB03 10 0 7 13 0.008714 0.040532 0.059215
mcs10_r02_s40_AB04 11 1 8 15 0.010458 0.043206 0.060337
mcs10_r02_s40_AB05 8 0 4 12 0.005299 0.022665 0.040458
mcs10_r02_s40_AB06 8 0 3 11 0.006172 0.024414 0.030055
mcs10_r02_s40_AB07 12 1 6 15 0.009476 0.036307 0.044251
mcs10_r02_s40_AB08 11 0 6 13 0.009105 0.035331 0.043087
mcs10_r02_s40_AB09 9 0 4 12 0.007307 0.030041 0.045731
mcs10_r02_s50_AB00 31 3 28 32 0.042976 0.230710 0.373585
mcs10_r02_s50_AB01 29 3 26 29 0.034371 0.178467 0.240172
mcs10_r02_s50_AB02 33 3 25 31 0.039310 0.237090 0.392225
mcs10_r02_s50_AB03 35 3 25 34 0.039033 0.213933 0.334844
mcs10_r02_s50_AB04 32 3 23 32 0.038078 0.179152 0.216687
mcs10_r02_s50_AB05 26 3 27 29 0.030266 0.161975 0.249649
mcs10_r02_s50_AB06 38 3 22 36 0.041115 0.296749 0.311335
mcs10_r02_s50_AB07 33 3 28 32 0.039130 0.257508 0.303670
mcs10_r02_s50_AB08 26 2 18 27 0.026187 0.202406 0.192669
mcs10_r02_s50_AB09 26 2 22 24 0.021637 0.132597 0.149333
mcs10_r02_s60_AB00 15 0 8 18 0.007083 0.041223 0.056242
mcs10_r02_s60_AB01 18 0 10 22 0.008874 0.092224 0.093705
mcs10_r02_s60_AB02 21 0 11 24 0.009191 0.051715 0.084947
mcs10_r02_s60_AB03 15 0 7 20 0.006649 0.048065 0.063324
mcs10_r02_s60_AB04 21 0 11 23 0.008876 0.054067 0.101588
mcs10_r02_s60_AB05 14 0 9 18 0.007071 0.043463 0.082459
mcs10_r02_s60_AB06 18 0 11 23 0.008870 0.055842 0.138566
mcs10_r02_s60_AB07 16 0 8 22 0.008160 0.050432 0.063831
mcs10_r02_s60_AB08 14 0 7 17 0.006548 0.040639 0.088221
mcs10_r02_s60_AB09 13 0 7 18 0.006355 0.037200 0.063440
mcs10_r02_s70_AB00 33 1 20 35 0.014031 0.104598 0.190001
mcs10_r02_s70_AB01 28 1 17 30 0.013124 0.107949 0.226749
mcs10_r02_s70_AB02 37 1 21 40 0.017478 0.160374 0.217678
mcs10_r02_s70_AB03 33 1 17 33 0.018190 0.134328 0.364098
mcs10_r02_s70_AB04 32 1 24 34 0.014815 0.120847 0.267610
mcs10_r02_s70_AB05 36 2 26 37 0.020790 0.162576 0.478147
mcs10_r02_s70_AB06 31 1 18 32 0.014453 0.109539 0.225155
mcs10_r02_s70_AB07 30 1 17 33 0.013487 0.143621 0.211217
mcs10_r02_s70_AB08 37 1 22 39 0.018102 0.149894 0.257134
mcs10_r02_s70_AB09 33 1 19 35 0.014427 0.163105 0.224742
mcs10_r02_s80_AB00 93 3 50 73 0.039332 0.357416 0.752963
mcs10_r02_s80_AB01 69 4 47 66 0.034926 0.302936 0.703154
mcs10_r02_s80_AB02 55 3 40 55 0.029188 0.296221 0.653322
mcs10_r02_s80_AB03 52 2 35 48 0.041726 0.257506 0.581142
mcs10_r02_s80_AB04 73 3 76 70 0.044001 0.524613 0.976973
mcs10_r02_s80_AB05 79 3 43 66 0.036042 0.420649 0.594204
mcs10_r02_s80_AB06 62 2 46 58 0.028792 0.247560 0.501854
mcs10_r02_s80_AB07 63 2 34 61 0.048056 0.267792 0.534878
mcs10_r02_s80_AB08 51 2 33 51 0.024807 0.222808 0.431094
mcs10_r02_s80_AB09 65 3 45 60 0.040425 0.295778 0.564548
mcs10_r02_s90_AB00 140 6 86 99 0.070783 0.813526 1.680330
mcs10_r02_s90_AB01 103 4 95 91 0.054378 0.605814 1.136283
mcs10_r02_s90_AB02 112 6 117 99 0.116209 0.879366 1.899045
mcs10_r02_s90_AB03 166 6 141 110 0.080686 0.847811 1.741378
mcs10_r02_s90_AB04 135 6 121 111 0.080617 0.914695 1.822289
mcs10_r02_s90_AB05 110 6 92 103 0.068611 0.753085 1.639836
mcs10_r02_s90_AB06 129 13 108 116 0.104972 1.029280 1.916525
mcs10_r02_s90_AB07 126 6 104 103 0.065220 0.716271 1.517197
mcs10_r02_s90_AB08 120 5 70 85 0.073320 0.569893 1.251274
mcs10_r02_s90_AB09 111 6 116 101 0.073624 0.783511 1.671802
mcs30_b03_s100_AB00 17525 7238 83232 4905 69.451553 55.356098 14.434603
mcs30_b03_s100_AB01 16420 6354 71822 5829 68.777390 32.000526 26.716801
mcs30_b03_s100_AB02 16542 7341 91542 6164 69.261833 35.891891 29.296984
mcs30_b03_s100_AB03 17887 6700 56114 4908 72.603714 31.643452 17.045675
mcs30_b03_s100_AB04 16849 6856 67790 4648 73.081581 69.992874 65.853485
mcs30_b03_s100_AB05 18897 7336 114205 6833 70.616127 59.272800 31.067276
mcs30_b03_s100_AB06 15499 7334 108368 3999 68.221436 44.755276 27.581301
mcs30_b03_s100_AB07 24129 7466 101982 8776 69.533669 35.780060 14.942670
mcs30_b03_s100_AB08 15244 7376 104033 4149 70.701851 50.741905 43.197731
mcs30_b03_s100_AB09 19965 7658 126760 7297 71.445068 88.960045 48.497616
mcs30_b03_s15_AB00 2 0 0 6 0.003026 0.002219 0.002226
mcs30_b03_s15_AB01 2 0 0 5 0.001300 0.001586 0.001583
mcs30_b03_s15_AB02 2 0 0 6 0.001228 0.001441 0.001494
mcs30_b03_s15_AB03 2 0 0 5 0.002418 0.002339 0.002397
mcs30_b03_s15_AB04 2 0 0 6 0.002257 0.002711 0.002692
mcs30_b03_s15_AB05 2 0 0 7 0.002236 0.002454 0.001928
mcs30_b03_s15_AB06 2 0 0 6 0.001935 0.002653 0.003058
mcs30_b03_s15_AB07 2 0 0 6 0.002383 0.002008 0.001961
mcs30_b03_s15_AB08 2 0 0 6 0.001001 0.001198 0.001134
mcs30_b03_s15_AB09 2 0 0 6 0.002384 0.002587 0.002685
mcs30_b03_s20_AB00 2 0 0 5 0.001205 0.001581 0.001663
mcs30_b03_s20_AB01 2 0 0 6 0.001087 0.001319 0.001380
mcs30_b03_s20_AB02 2 0 0 5 0.001563 0.001579 0.001768
mcs30_b03_s20_AB03 2 0 0 7 0.001244 0.001466 0.001508
mcs30_b03_s20_AB04 2 0 0 5 0.001649 0.001709 0.001580
mcs30_b03_s20_AB05 2 0 0 7 0.001346 0.001960 0.002475
mcs30_b03_s20_AB06 2 0 0 6 0.001425 0.002107 0.002289
mcs30_b03_s20_AB07 2 0 0 6 0.001431 0.002218 0.001735
mcs30_b03_s20_AB08 2 0 0 5 0.001182 0.001584 0.001521
mcs30_b03_s20_AB09 2 0 0 6 0.001517 0.001511 0.001531
mcs30_b03_s25_AB00 6 0 0 8 0.002268 0.003266 0.003502
mcs30_b03_s25_AB01 6 0 1 10 0.001974 0.003835 0.003738
mcs30_b03_s25_AB02 6 0 0 12 0.002434 0.003418 0.003353
mcs30_b03_s25_AB03 5 0 0 9 0.001706 0.003007 0.003186
mcs30_b03_s25_AB04 6 0 1 11 0.002436 0.003944 0.003915
mcs30_b03_s25_AB05 8 0 1 13 0.002514 0.004393 0.005150
mcs30_b03_s25_AB06 5 0 0 11 0.001732 0.004081 0.003973
mcs30_b03_s25_AB07 6 0 0 9 0.002037 0.003446 0.003312
mcs30_b03_s25_AB08 6 0 1 8 0.001782 0.003476 0.004297
mcs30_b03_s25_AB09 8 0 1 10 0.002720 0.003319 0.003411
mcs30_b03_s30_AB00 3 0 1 8 0.001678 0.003773 0.003712
mcs30_b03_s30_AB01 4 0 1 8 0.001846 0.004496 0.005044
mcs30_b03_s30_AB02 4 0 2 8 0.002003 0.006327 0.005853
mcs30_b03_s30_AB03 4 0 0 9 0.002039 0.004151 0.003975
mcs30_b03_s30_AB04 3 0 0 7 0.001492 0.003724 0.003697
mcs30_b03_s30_AB05 4 0 1 9 0.002346 0.002352 0.002615
mcs30_b03_s30_AB06 4 0 1 9 0.002511 0.005306 0.006099
mcs30_b03_s30_AB07 2 0 0 6 0.001631 0.002315 0.002253
mcs30_b03_s30_AB08 6 0 1 10 0.002122 0.003657 0.004259
mcs30_b03_s30_AB09 3 0 1 7 0.001791 0.003675 0.004090
mcs30_b03_s35_AB00 7 0 3 10 0.003677 0.005530 0.006073
mcs30_b03_s35_AB01 8 0 4 11 0.004360 0.009139 0.010089
mcs30_b03_s35_AB02 8 0 3 12 0.003628 0.007958 0.007774
mcs30_b03_s35_AB03 8 0 3 11 0.004055 0.008649 0.009109
mcs30_b03_s35_AB04 7 0 1 10 0.003984 0.007206 0.008219
mcs30_b03_s35_AB05 6 0 3 10 0.004530 0.007946 0.009334
mcs30_b03_s35_AB06 7 0 3 12 0.003481 0.006817 0.006193
mcs30_b03_s35_AB07 8 0 2 13 0.004140 0.008287 0.007841
mcs30_b03_s35_AB08 8 0 2 13 0.006539 0.008648 0.007916
mcs30_b03_s35_AB09 7 0 4 11 0.005111 0.005924 0.005838
mcs30_b03_s40_AB00 12 1 5 15 0.012576 0.013053 0.014358
mcs30_b03_s40_AB01 15 1 6 16 0.014278 0.012992 0.011497
mcs30_b03_s40_AB02 15 1 10 18 0.008739 0.013626 0.013849
mcs30_b03_s40_AB03 19 1 13 20 0.014087 0.061964 0.066486
mcs30_b03_s40_AB04 14 1 6 17 0.010146 0.021470 0.014666
mcs30_b03_s40_AB05 15 1 11 17 0.009697 0.026232 0.021358
mcs30_b03_s40_AB06 16 1 9 17 0.014705 0.017805 0.018073
mcs30_b03_s40_AB07 13 1 9 16 0.008784 0.010980 0.010456
mcs30_b03_s40_AB08 13 1 8 14 0.009196 0.031910 0.022253
mcs30_b03_s40_AB09 14 1 7 18 0.019661 0.015876 0.013792
mcs30_b03_s50_AB00 51 3 24 49 0.030393 0.055294 0.051744
mcs30_b03_s50_AB01 49 2 30 46 0.031742 0.043346 0.039765
mcs30_b03_s50_AB02 54 5 56 47 0.051105 0.075783 0.103355
mcs30_b03_s50_AB03 56 5 48 52 0.049797 0.118167 0.117721
mcs30_b03_s50_AB04 48 4 35 47 0.040268 0.078879 0.084333
mcs30_b03_s50_AB05 58 3 36 54 0.041035 0.121635 0.112362
mcs30_b03_s50_AB06 60 6 38 53 0.041718 0.082694 0.075441
mcs30_b03_s50_AB07 51 5 59 48 0.044845 0.107732 0.106397
mcs30_b03_s50_AB08 61 4 49 54 0.041374 0.154365 0.152027
mcs30_b03_s50_AB09 52 4 42 47 0.042373 0.097166 0.105204
mcs30_b03_s60_AB00 65 20 198 35 0.269203 0.234580 0.184782
mcs30_b03_s60_AB01 61 20 325 40 0.167426 0.240901 0.246318
mcs30_b03_s60_AB02 62 19 212 39 0.199963 0.386458 0.419549
mcs30_b03_s60_AB03 69 30 179 37 0.204850 0.197771 0.241001
mcs30_b03_s60_AB04 75 28 120 44 0.158952 0.155830 0.097890
mcs30_b03_s60_AB05 71 18 196 40 0.168871 0.257534 0.239575
mcs30_b03_s60_AB06 61 21 236 36 0.173438 0.477952 0.355507
mcs30_b03_s60_AB07 67 18 206 40 0.157840 0.197101 0.178999
mcs30_b03_s60_AB08 69 21 398 38 0.192302 0.253040 0.151442
mcs30_b03_s60_AB09 60 22 163 36 0.175184 0.246882 0.202789
mcs30_b03_s70_AB00 272 64 1147 110 0.584381 1.414344 0.983255
mcs30_b03_s70_AB01 174 57 861 77 0.665615 1.285533 1.606370
mcs30_b03_s70_AB02 367 95 1366 172 0.963515 2.257599 1.777044
mcs30_b03_s70_AB03 216 57 879 94 0.485608 1.022025 1.042370
mcs30_b03_s70_AB04 218 83 1126 94 0.533645 1.269789 1.451281
mcs30_b03_s70_AB05 186 59 936 88 0.508755 0.831683 0.669138
mcs30_b03_s70_AB06 215 78 967 90 0.500890 1.090797 0.942555
mcs30_b03_s70_AB07 221 63 956 97 0.574789 1.074565 1.187510
mcs30_b03_s70_AB08 236 62 965 84 0.706579 2.089638 2.340656
mcs30_b03_s70_AB09 244 58 944 115 0.552502 1.099586 0.402151
mcs30_b03_s80_AB00 1396 388 5522 507 3.803847 7.781787 6.135257
mcs30_b03_s80_AB01 1675 372 5372 475 3.723472 5.525795 5.760384
mcs30_b03_s80_AB02 2238 779 7329 935 6.289462 9.112686 7.379018
mcs30_b03_s80_AB03 2171 445 7560 642 4.826837 23.129339 14.484826
mcs30_b03_s80_AB04 1616 397 3274 624 3.776472 6.452718 6.925748
mcs30_b03_s80_AB05 1560 425 4881 399 4.688066 7.688000 6.534476
mcs30_b03_s80_AB06 2072 400 5424 651 3.941805 6.543708 5.715213
mcs30_b03_s80_AB07 1829 387 7859 659 3.757082 5.724509 8.081427
mcs30_b03_s80_AB08 1600 381 5945 482 4.001517 14.301754 12.781298
mcs30_b03_s80_AB09 1380 394 6010 417 3.861838 10.290549 6.535832
mcs30_b03_s90_AB00 5027 1019 13167 1472 10.286238 16.286478 12.004681
mcs30_b03_s90_AB01 6847 1106 18484 2636 12.947519 34.088730 31.862106
mcs30_b03_s90_AB02 5646 1187 19797 2131 10.892435 23.551224 22.472725
mcs30_b03_s90_AB03 8011 1131 23539 2200 11.357678 20.094955 16.845510
mcs30_b03_s90_AB04 7300 1155 22516 2667 11.239770 24.652851 24.211967
mcs30_b03_s90_AB05 4720 1086 16636 1332 11.654154 32.389523 40.865311
mcs30_b03_s90_AB06 7285 1183 17049 2019 11.524342 29.677263 32.080128
mcs30_b03_s90_AB07 14382 1763 36275 3779 18.844139 46.297394 34.439674
mcs30_b03_s90_AB08 6289 1150 17359 2409 11.751946 33.516083 40.544685
mcs30_b03_s90_AB09 13992 1973 35355 3733 18.605795 38.906765 27.450457
mcs30_b03m_s100_AB00 47055 23077 370835 16015 227.893539 427.664429 130.952499
mcs30_b03m_s100_AB01 42086 16429 156652 10305 175.682205 76.078506 36.022469
mcs30_b03m_s100_AB02 15146 5394 85186 5142 52.066105 56.137871 11.666038
