instance clique james-cpp-max james-cpp-max-down clique-par/t32 cp-branching-mac cp-branching-filtering-mac cp-filtering-mac
mcs50_m2Dr2_s100_AB09 119495 954419 1000000 28919 1000.000183 1000.000122 1000.000000
mcs50_m2Dr2_s20_AB00 2 0 0 6 0.001761 0.002014 0.001801
mcs50_m2Dr2_s20_AB01 2 0 0 6 0.001504 0.002391 0.002329
mcs50_m2Dr2_s20_AB02 2 0 0 6 0.001497 0.002051 0.001943
mcs50_m2Dr2_s20_AB03 2 0 0 6 0.001915 0.002750 0.002530
mcs50_m2Dr2_s20_AB04 2 0 0 6 0.001949 0.002815 0.002765
mcs50_m2Dr2_s20_AB05 3 0 0 7 0.002237 0.002484 0.002235
mcs50_m2Dr2_s20_AB06 2 0 0 6 0.001389 0.001782 0.002127
mcs50_m2Dr2_s20_AB07 2 0 0 5 0.001208 0.001551 0.001496
mcs50_m2Dr2_s20_AB08 3 0 0 7 0.001874 0.001781 0.001970
mcs50_m2Dr2_s20_AB09 2 0 0 7 0.001630 0.002290 0.002303
mcs50_m2Dr2_s30_AB00 6 0 1 10 0.004187 0.004917 0.003357
mcs50_m2Dr2_s30_AB01 3 0 0 7 0.001639 0.002315 0.002135
mcs50_m2Dr2_s30_AB02 4 1 4 8 0.012866 0.009964 0.008934
mcs50_m2Dr2_s30_AB03 3 0 1 8 0.005132 0.007826 0.009053
mcs50_m2Dr2_s30_AB04 3 0 0 9 0.003887 0.004449 0.003936
mcs50_m2Dr2_s30_AB05 5 1 2 8 0.008980 0.007390 0.006526
mcs50_m2Dr2_s30_AB06 4 0 1 8 0.009273 0.012789 0.009723
mcs50_m2Dr2_s30_AB07 4 0 1 8 0.005454 0.007019 0.006373
mcs50_m2Dr2_s30_AB08 3 0 1 7 0.008040 0.006266 0.004888
mcs50_m2Dr2_s30_AB09 6 1 2 11 0.014231 0.022563 0.017527
mcs50_m2Dr2_s40_AB00 43 14 38 29 0.099990 0.082219 0.075492
mcs50_m2Dr2_s40_AB01 37 10 34 22 0.114498 0.037629 0.029511
mcs50_m2Dr2_s40_AB02 39 9 19 32 0.072633 0.062374 0.063434
mcs50_m2Dr2_s40_AB03 33 6 9 22 0.032900 0.015640 0.014659
mcs50_m2Dr2_s40_AB04 32 8 15 24 0.061401 0.068401 0.058785
mcs50_m2Dr2_s40_AB05 20 4 12 19 0.067363 0.043169 0.032393
mcs50_m2Dr2_s40_AB06 23 6 22 19 0.061104 0.032847 0.023987
mcs50_m2Dr2_s40_AB07 36 10 20 25 0.073003 0.032593 0.028534
mcs50_m2Dr2_s40_AB08 20 4 14 22 0.071107 0.068429 0.063008
mcs50_m2Dr2_s40_AB09 28 12 23 23 0.119026 0.087112 0.073838
mcs50_m2Dr2_s50_AB00 2051 1288 3070 377 17.730211 9.651652 6.294767
mcs50_m2Dr2_s50_AB01 480 239 467 106 2.698859 1.335930 3.541029
mcs50_m2Dr2_s50_AB02 407 311 791 149 4.818629 3.107803 2.241136
mcs50_m2Dr2_s50_AB03 256 82 138 78 1.396037 1.647694 1.183981
mcs50_m2Dr2_s50_AB04 127 108 205 55 0.853359 0.891228 0.631256
mcs50_m2Dr2_s50_AB05 978 327 501 224 9.294665 3.309323 2.461260
mcs50_m2Dr2_s50_AB06 359 105 190 97 1.549187 1.058541 0.829020
mcs50_m2Dr2_s50_AB07 326 293 510 94 3.657215 3.107353 3.255614
mcs50_m2Dr2_s50_AB08 263 244 537 80 3.754412 1.942484 1.496224
mcs50_m2Dr2_s50_AB09 718 387 1040 141 4.449863 2.055527 1.694852
mcs50_m2Dr2_s60_AB00 1434 1779 4544 199 28.979069 5.848218 2.604395
mcs50_m2Dr2_s60_AB01 1237 1523 4282 206 16.377865 10.287236 5.827866
mcs50_m2Dr2_s60_AB02 1755 2051 5793 276 25.942904 22.073372 10.231508
mcs50_m2Dr2_s60_AB03 3072 1699 4388 441 18.630411 3.533552 2.228825
mcs50_m2Dr2_s60_AB04 1781 2121 6784 457 14.544547 3.148221 1.290289
mcs50_m2Dr2_s60_AB05 932 1364 3756 149 9.899471 6.055372 4.070049
mcs50_m2Dr2_s60_AB06 1631 1250 3411 249 13.056521 7.138292 1.886306
mcs50_m2Dr2_s60_AB07 2410 1236 3748 460 17.550644 8.192078 3.256812
mcs50_m2Dr2_s60_AB08 1224 1010 2347 265 16.127314 5.272456 1.486524
mcs50_m2Dr2_s60_AB09 330 313 613 73 7.116951 3.258585 2.562170
mcs50_m2Dr2_s70_AB00 2225 17574 28857 374 219.796814 107.891975 29.077091
mcs50_m2Dr2_s70_AB01 4190 13178 22527 813 209.006485 53.757320 34.189548
mcs50_m2Dr2_s70_AB02 22996 52016 84438 3965 782.557068 212.761749 136.893356
mcs50_m2Dr2_s70_AB03 86502 167184 311335 24531 1000.000061 1000.000061 563.094910
mcs50_m2Dr2_s70_AB04 18517 140437 257188 3679 1000.000061 564.505432 178.769791
mcs50_m2Dr2_s70_AB05 706 3261 5469 209 57.819611 85.487488 18.052401
mcs50_m2Dr2_s70_AB06 12346 11948 20906 3011 205.530685 83.744499 57.677441
mcs50_m2Dr2_s70_AB07 3040 9679 15072 1236 162.547577 116.707710 38.668007
mcs50_m2Dr2_s70_AB08 11686 26452 44797 2142 515.468323 200.984390 123.509171
mcs50_m2Dr2_s70_AB09 3895 12133 21692 407 246.690811 83.462906 23.808443
mcs50_m2Dr2_s80_AB00 1000000 913578 1000000 260175 1000.000061 753.658264 472.535583
mcs50_m2Dr2_s80_AB01 849675 836124 1000000 170732 1000.000061 1000.000061 256.732178
mcs50_m2Dr2_s80_AB02 1000000 1000000 1000000 425945 1000.000061 1000.000061 1000.000000
mcs50_m2Dr2_s80_AB03 134304 347212 705803 37471 1000.000122 1000.000061 439.808228
mcs50_m2Dr2_s80_AB04 291624 246356 467266 54608 1000.000122 1000.000061 722.395508
mcs50_m2Dr2_s80_AB05 425082 358508 760982 46627 1000.000061 502.455231 131.454178
mcs50_m2Dr2_s80_AB06 1000000 755342 1000000 257949 1000.000061 1000.000061 686.524841
mcs50_m2Dr2_s80_AB07 720270 888295 1000000 147401 1000.000061 1000.000122 943.147034
mcs50_m2Dr2_s80_AB08 443895 454657 1000000 80682 1000.000061 1000.000061 535.834839
mcs50_m2Dr2_s80_AB09 1000000 985228 1000000 378475 1000.000061 1000.000061 1000.000000
mcs50_m2Dr2_s90_AB00 1000000 1000000 1000000 1000002 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB01 1000000 1000000 1000000 622712 1000.000061 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB02 62160 128780 214362 7746 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB03 1000000 1000000 1000000 1000003 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB04 1000000 409929 437693 230740 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB05 439163 1000000 1000000 56604 1000.000061 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB06 576087 1000000 1000000 79427 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB07 1000000 1000000 1000000 953968 1000.000122 1000.000122 1000.000000
mcs50_m2Dr2_s90_AB08 891283 1000000 1000000 162452 1000.000122 1000.000183 1000.000000
mcs50_m2Dr2_s90_AB09 1000000 1000000 1000000 888557 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s100_AB00 14347 390321 683260 3958 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s100_AB01 61457 1000000 1000000 11998 1000.000183 1000.000183 1000.000000
mcs50_m2Dr4_s100_AB02 118256 1000000 1000000 18839 1000.000122 1000.000183 1000.000000
mcs50_m2Dr4_s100_AB03 76261 1000000 1000000 12569 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s100_AB04 324004 1000000 1000000 58535 1000.000122 1000.000183 1000.000000
mcs50_m2Dr4_s100_AB05 107798 1000000 1000000 27180 1000.000122 1000.000122 1000.000061
mcs50_m2Dr4_s100_AB06 689542 1000000 1000000 104226 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s100_AB07 16844 115505 193117 3346 1000.000183 1000.000183 1000.000061
mcs50_m2Dr4_s100_AB08 173562 1000000 1000000 15720 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s100_AB09 263013 1000000 1000000 80601 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s10_AB00 0 0 0 4 0.000576 0.000603 0.000577
mcs50_m2Dr4_s10_AB01 0 0 0 4 0.000610 0.000748 0.000830
mcs50_m2Dr4_s10_AB02 0 0 0 4 0.000714 0.000869 0.000842
mcs50_m2Dr4_s10_AB03 0 0 0 4 0.000714 0.000652 0.000670
mcs50_m2Dr4_s10_AB04 0 0 0 4 0.000518 0.000594 0.000602
mcs50_m2Dr4_s10_AB05 0 0 0 4 0.000573 0.000675 0.000614
mcs50_m2Dr4_s10_AB06 0 0 0 4 0.000724 0.000816 0.000898
mcs50_m2Dr4_s10_AB07 0 0 0 4 0.000611 0.000659 0.000655
mcs50_m2Dr4_s10_AB08 0 0 0 4 0.000622 0.000688 0.000703
mcs50_m2Dr4_s10_AB09 0 0 0 4 0.000591 0.000586 0.000589
mcs50_m2Dr4_s20_AB00 2 0 0 6 0.001197 0.001770 0.001586
mcs50_m2Dr4_s20_AB01 2 0 0 7 0.001935 0.001878 0.001901
mcs50_m2Dr4_s20_AB02 2 0 0 7 0.001844 0.002372 0.002498
mcs50_m2Dr4_s20_AB03 2 0 0 6 0.001409 0.002088 0.002117
mcs50_m2Dr4_s20_AB04 2 0 0 6 0.002311 0.002985 0.002615
mcs50_m2Dr4_s20_AB05 3 0 0 7 0.003119 0.002972 0.003007
mcs50_m2Dr4_s20_AB06 1 0 0 6 0.001562 0.002206 0.002165
mcs50_m2Dr4_s20_AB07 2 0 0 6 0.001948 0.002953 0.002719
mcs50_m2Dr4_s20_AB08 2 0 0 7 0.001465 0.002316 0.002281
mcs50_m2Dr4_s20_AB09 2 0 0 6 0.001383 0.001860 0.001918
mcs50_m2Dr4_s30_AB00 4 0 1 8 0.002481 0.003749 0.004159
mcs50_m2Dr4_s30_AB01 5 0 0 9 0.002813 0.003650 0.004297
mcs50_m2Dr4_s30_AB02 3 0 0 7 0.002167 0.004965 0.004551
mcs50_m2Dr4_s30_AB03 4 0 0 8 0.002397 0.002586 0.002299
mcs50_m2Dr4_s30_AB04 5 1 3 9 0.013336 0.013418 0.009855
mcs50_m2Dr4_s30_AB05 3 0 1 8 0.004875 0.007174 0.006475
mcs50_m2Dr4_s30_AB06 4 1 3 9 0.013993 0.014809 0.010877
mcs50_m2Dr4_s30_AB07 3 1 1 7 0.008345 0.014039 0.009020
mcs50_m2Dr4_s30_AB08 4 1 2 7 0.010981 0.014597 0.013422
mcs50_m2Dr4_s30_AB09 5 1 2 9 0.012869 0.016801 0.014847
mcs50_m2Dr4_s40_AB00 24 10 27 20 0.078650 0.081760 0.076735
mcs50_m2Dr4_s40_AB01 39 8 12 29 0.095489 0.069512 0.057177
mcs50_m2Dr4_s40_AB02 21 5 14 19 0.032416 0.021855 0.020576
mcs50_m2Dr4_s40_AB03 37 13 38 23 0.141138 0.137101 0.088702
mcs50_m2Dr4_s40_AB04 37 23 33 26 0.142749 0.089509 0.064659
mcs50_m2Dr4_s40_AB05 30 6 22 22 0.069525 0.085713 0.070860
mcs50_m2Dr4_s40_AB06 49 14 69 23 0.118009 0.101454 0.079287
mcs50_m2Dr4_s40_AB07 32 13 31 22 0.086627 0.084996 0.068739
mcs50_m2Dr4_s40_AB08 29 11 17 20 0.078101 0.118606 0.097437
mcs50_m2Dr4_s40_AB09 21 9 32 18 0.093841 0.089379 0.055411
mcs50_m2Dr4_s50_AB00 286 249 518 69 3.083038 2.038825 1.187443
mcs50_m2Dr4_s50_AB01 107 112 237 51 1.490875 1.070141 1.091773
mcs50_m2Dr4_s50_AB02 404 296 478 103 4.692231 1.181267 0.906558
mcs50_m2Dr4_s50_AB03 215 360 529 77 3.162439 3.294729 2.226261
mcs50_m2Dr4_s50_AB04 710 256 360 138 4.581966 2.205077 1.744292
mcs50_m2Dr4_s50_AB05 298 247 496 73 4.262643 1.296339 1.025777
mcs50_m2Dr4_s50_AB06 199 30 76 75 0.548842 1.192543 0.939782
mcs50_m2Dr4_s50_AB07 663 527 905 174 5.115988 1.688086 1.158297
mcs50_m2Dr4_s50_AB08 120 150 260 58 1.038078 0.785249 0.513097
mcs50_m2Dr4_s50_AB09 381 352 653 109 5.262074 2.290772 2.138268
mcs50_m2Dr4_s60_AB00 2576 2989 8063 480 36.889538 30.269236 5.446180
mcs50_m2Dr4_s60_AB01 480 228 457 80 4.795425 2.031614 0.929027
mcs50_m2Dr4_s60_AB02 1475 1512 5298 379 16.971457 26.537233 12.481248
mcs50_m2Dr4_s60_AB03 287 193 307 78 1.387867 2.149229 1.301368
mcs50_m2Dr4_s60_AB04 722 922 2024 145 9.174789 2.678610 1.372542
mcs50_m2Dr4_s60_AB05 1208 764 2024 451 5.560074 3.643792 1.762988
mcs50_m2Dr4_s60_AB06 1033 2294 5671 207 28.847223 26.483467 9.358577
mcs50_m2Dr4_s60_AB07 930 1339 3271 260 21.483976 9.644147 4.767519
mcs50_m2Dr4_s60_AB08 1635 1055 2079 346 13.132512 4.029312 3.204916
mcs50_m2Dr4_s60_AB09 3353 2570 10523 620 32.423920 37.669312 9.536744
mcs50_m2Dr4_s70_AB00 1222 6039 11361 226 135.345551 111.363251 49.816425
mcs50_m2Dr4_s70_AB01 2827 19580 37015 422 298.630981 164.903717 99.535400
mcs50_m2Dr4_s70_AB02 2060 9564 15896 455 83.678978 107.099648 77.487083
mcs50_m2Dr4_s70_AB03 6370 9248 17130 1042 311.825195 154.684418 66.769897
mcs50_m2Dr4_s70_AB04 9609 59344 109827 1761 359.838409 197.911621 44.114452
mcs50_m2Dr4_s70_AB05 12424 18044 33669 1501 474.370758 210.729919 73.404846
mcs50_m2Dr4_s70_AB06 34852 63574 121320 4688 841.278625 664.305176 247.025070
mcs50_m2Dr4_s70_AB07 1489 8136 15808 302 223.248474 157.567871 109.004547
mcs50_m2Dr4_s70_AB08 4325 32362 59144 574 347.266510 170.354980 58.560261
mcs50_m2Dr4_s70_AB09 3821 5199 9038 1085 109.177299 96.656410 30.057812
mcs50_m2Dr4_s80_AB00 343866 397052 809448 44839 1000.000061 1000.000061 633.144226
mcs50_m2Dr4_s80_AB01 1000000 1000000 1000000 764980 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s80_AB02 254397 269931 520170 39230 1000.000122 1000.000061 1000.000000
mcs50_m2Dr4_s80_AB03 69177 26193 46419 8637 1000.000122 720.166565 203.646362
mcs50_m2Dr4_s80_AB04 6655 23842 45685 749 565.462158 622.047791 362.397675
mcs50_m2Dr4_s80_AB05 557560 744442 1000000 83678 1000.000061 1000.000061 629.726868
mcs50_m2Dr4_s80_AB06 1000000 1000000 1000000 523205 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s80_AB07 304040 132296 239253 35974 1000.000061 1000.000061 1000.000000
mcs50_m2Dr4_s80_AB08 139976 203594 394114 26058 1000.000061 1000.000061 1000.000000
mcs50_m2Dr4_s80_AB09 135393 184708 369345 17727 1000.000061 1000.000122 780.577698
mcs50_m2Dr4_s90_AB00 1000000 1000000 1000000 601501 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB01 1000000 1000000 1000000 717489 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB02 1000000 1000000 1000000 498113 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB03 892402 1000000 1000000 154460 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB04 246151 391698 698945 36480 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB05 1000000 1000000 1000000 1000001 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB06 571958 1000000 1000000 128864 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB07 800591 1000000 1000000 244670 1000.000122 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB08 1000000 1000000 1000000 332194 1000.000061 1000.000122 1000.000000
mcs50_m2Dr4_s90_AB09 1000000 1000000 1000000 153104 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB00 145487 1000000 1000000 37840 1000.000122 1000.000122 1000.000061
mcs50_m2Dr6_s100_AB01 52603 1000000 1000000 6866 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB02 1000000 1000000 1000000 339145 1000.000061 1000.000244 1000.000000
mcs50_m2Dr6_s100_AB03 1000000 1000000 1000000 238480 1000.000122 1000.000183 1000.000000
mcs50_m2Dr6_s100_AB04 1000000 1000000 1000000 451901 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB05 41547 1000000 1000000 5577 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB06 455221 1000000 1000000 98022 1000.000061 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB07 56929 1000000 1000000 8646 1000.000061 1000.000122 1000.000000
mcs50_m2Dr6_s100_AB08 77492 363629 656566 13338 1000.000122 1000.000122 693.012939
mcs50_m2Dr6_s100_AB09 1000000 1000000 1000000 674742 1000.000061 1000.000183 1000.000000
mcs50_m2Dr6_s10_AB00 0 0 0 4 0.000557 0.000577 0.000565
mcs50_m2Dr6_s10_AB01 0 0 0 4 0.000744 0.000827 0.000673
mcs50_m2Dr6_s10_AB02 0 0 0 4 0.000703 0.000657 0.000615
mcs50_m2Dr6_s10_AB03 0 0 0 4 0.000580 0.000748 0.000719
mcs50_m2Dr6_s10_AB04 0 0 0 4 0.000862 0.000995 0.001014
mcs50_m2Dr6_s10_AB05 0 0 0 4 0.000791 0.000963 0.000873
mcs50_m2Dr6_s10_AB06 0 0 0 4 0.000833 0.000997 0.000955
mcs50_m2Dr6_s10_AB07 0 0 0 4 0.000607 0.000625 0.000575
mcs50_m2Dr6_s10_AB08 0 0 0 3 0.000746 0.000918 0.000870
mcs50_m2Dr6_s10_AB09 0 0 0 4 0.000724 0.000806 0.000685
mcs50_m2Dr6_s20_AB00 2 0 0 6 0.001181 0.001597 0.001583
mcs50_m2Dr6_s20_AB01 2 0 0 6 0.001328 0.002174 0.001968
mcs50_m2Dr6_s20_AB02 2 0 0 8 0.001885 0.003181 0.002908
mcs50_m2Dr6_s20_AB03 3 0 0 6 0.002062 0.002822 0.002695
mcs50_m2Dr6_s20_AB04 2 0 0 6 0.001077 0.001622 0.001692
mcs50_m2Dr6_s20_AB05 2 0 1 6 0.002604 0.004461 0.004570
mcs50_m2Dr6_s20_AB06 2 0 0 6 0.001782 0.002586 0.002792
mcs50_m2Dr6_s20_AB07 2 0 0 6 0.002235 0.003033 0.002825
mcs50_m2Dr6_s20_AB08 2 0 0 6 0.001462 0.002403 0.002372
mcs50_m2Dr6_s20_AB09 2 0 0 6 0.001710 0.002929 0.003084
mcs50_m2Dr6_s30_AB00 4 1 4 8 0.014743 0.024053 0.017665
mcs50_m2Dr6_s30_AB01 4 1 2 8 0.010678 0.010736 0.006493
mcs50_m2Dr6_s30_AB02 4 1 3 8 0.010381 0.009771 0.008566
mcs50_m2Dr6_s30_AB03 4 0 0 8 0.002148 0.003910 0.004224
mcs50_m2Dr6_s30_AB04 3 0 0 8 0.002442 0.003795 0.003222
mcs50_m2Dr6_s30_AB05 4 0 1 9 0.005435 0.010345 0.008132
mcs50_m2Dr6_s30_AB06 4 0 0 8 0.004258 0.006308 0.006264
mcs50_m2Dr6_s30_AB07 4 0 1 8 0.005297 0.008532 0.007039
mcs50_m2Dr6_s30_AB08 3 0 0 8 0.006411 0.012564 0.007877
mcs50_m2Dr6_s30_AB09 4 0 1 8 0.005007 0.006693 0.006329
mcs50_m2Dr6_s40_AB00 21 5 12 19 0.130695 0.125557 0.099223
mcs50_m2Dr6_s40_AB01 27 12 27 20 0.086780 0.134395 0.127177
mcs50_m2Dr6_s40_AB02 17 4 13 18 0.050466 0.040362 0.040737
mcs50_m2Dr6_s40_AB03 28 11 35 23 0.125500 0.273011 0.160636
mcs50_m2Dr6_s40_AB04 28 7 24 21 0.103820 0.086603 0.077030
mcs50_m2Dr6_s40_AB05 24 6 12 22 0.066903 0.071194 0.066446
mcs50_m2Dr6_s40_AB06 30 7 40 23 0.097969 0.201616 0.141576
mcs50_m2Dr6_s40_AB07 35 10 56 28 0.090987 0.072735 0.055176
mcs50_m2Dr6_s40_AB08 39 14 46 30 0.197652 0.250247 0.160628
mcs50_m2Dr6_s40_AB09 30 14 48 20 0.170299 0.373839 0.310562
mcs50_m2Dr6_s50_AB00 147 115 168 63 2.358918 2.227813 1.082643
mcs50_m2Dr6_s50_AB01 61 31 46 46 1.806824 2.610957 2.369989
mcs50_m2Dr6_s50_AB02 455 233 463 93 3.964138 3.648019 3.450841
mcs50_m2Dr6_s50_AB03 207 141 212 80 1.108158 1.129274 0.941156
mcs50_m2Dr6_s50_AB04 236 124 185 71 1.303599 1.046297 0.942457
mcs50_m2Dr6_s50_AB05 1013 810 1692 172 11.004228 16.728979 11.453490
mcs50_m2Dr6_s50_AB06 306 142 215 74 3.640382 2.868686 2.095146
mcs50_m2Dr6_s50_AB07 351 175 320 104 3.248510 2.932364 2.127292
mcs50_m2Dr6_s50_AB08 489 329 607 93 2.590243 2.122054 1.359374
mcs50_m2Dr6_s50_AB09 257 120 244 85 3.010168 2.354173 1.228127
mcs50_m2Dr6_s60_AB00 2012 1716 4367 370 22.408810 22.985935 5.614945
mcs50_m2Dr6_s60_AB01 2294 3556 10895 387 31.453548 12.508520 4.140104
mcs50_m2Dr6_s60_AB02 2099 2431 6994 350 25.611097 16.197634 7.140097
mcs50_m2Dr6_s60_AB03 1247 1550 3576 186 5.798078 0.959037 0.590301
mcs50_m2Dr6_s60_AB04 1080 2045 5796 128 26.921516 12.839416 5.741353
mcs50_m2Dr6_s60_AB05 188 151 289 64 4.737730 4.583685 2.148824
mcs50_m2Dr6_s60_AB06 972 891 1777 284 5.632635 6.275849 2.785365
mcs50_m2Dr6_s60_AB07 1868 1917 6463 426 22.381378 22.335665 8.908588
mcs50_m2Dr6_s60_AB08 1138 776 1592 191 9.646856 5.683742 2.861276
mcs50_m2Dr6_s60_AB09 153 212 495 45 4.541642 5.673386 3.114290
mcs50_m2Dr6_s70_AB00 1680 1201 2251 321 111.877701 256.163239 89.084106
mcs50_m2Dr6_s70_AB01 947 1274 2419 222 42.599751 65.820641 37.428387
mcs50_m2Dr6_s70_AB02 2784 4828 8074 508 206.473633 90.764915 35.749023
mcs50_m2Dr6_s70_AB03 223 1584 2577 90 7.445584 13.581833 6.716993
mcs50_m2Dr6_s70_AB04 4951 19591 38099 793 179.343567 246.605194 123.838112
mcs50_m2Dr6_s70_AB05 1445 1094 1907 313 25.746096 25.696341 14.090186
mcs50_m2Dr6_s70_AB06 191 434 727 63 40.152008 58.047630 22.084520
mcs50_m2Dr6_s70_AB07 3988 58963 110203 1325 788.977966 572.388855 139.549454
mcs50_m2Dr6_s70_AB08 2050 7899 14113 359 182.254028 64.837730 51.741993
mcs50_m2Dr6_s70_AB09 3114 4560 8054 348 95.994720 76.389816 77.064346
mcs50_m2Dr6_s80_AB00 400688 499674 986667 53539 1000.000122 1000.000061 1000.000000
mcs50_m2Dr6_s80_AB01 94942 210139 361092 18012 1000.000122 798.215881 473.409180
mcs50_m2Dr6_s80_AB02 1000000 1000000 1000000 328688 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s80_AB03 734096 429889 887195 77444 1000.000061 1000.000061 838.399048
mcs50_m2Dr6_s80_AB04 1000000 1000000 1000000 196968 1000.000122 1000.000061 1000.000000
mcs50_m2Dr6_s80_AB05 1000000 1000000 1000000 385894 1000.000061 1000.000061 1000.000000
mcs50_m2Dr6_s80_AB06 191618 683446 1000000 17441 1000.000061 1000.000122 1000.000000
mcs50_m2Dr6_s80_AB07 230470 447978 878267 50275 1000.000122 1000.000061 871.710449
mcs50_m2Dr6_s80_AB08 1000000 1000000 1000000 914776 1000.000122 1000.000122 1000.000061
mcs50_m2Dr6_s80_AB09 245107 286605 566933 46546 1000.000061 1000.000061 749.095825
mcs50_m2Dr6_s90_AB00 195279 646118 1000000 44008 1000.000061 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB01 34114 40370 72981 10327 839.675720 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB02 1000000 1000000 1000000 234620 1000.000061 1000.000183 1000.000000
mcs50_m2Dr6_s90_AB03 1000000 1000000 1000000 271721 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB04 523052 987008 1000000 79130 1000.000122 1000.000183 1000.000000
mcs50_m2Dr6_s90_AB05 70439 262203 438813 13620 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB06 63037 282353 475908 12163 1000.000122 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB07 788744 1000000 1000000 164182 1000.000122 1000.000122 1000.000061
mcs50_m2Dr6_s90_AB08 109915 423314 751703 20281 1000.000061 1000.000122 1000.000000
mcs50_m2Dr6_s90_AB09 1000000 1000000 1000000 214894 1000.000122 1000.000122 1000.000000
mcs50_m3D_s15_AB00 3 0 0 7 0.003324 0.003120 0.002524
mcs50_m3D_s15_AB01 2 0 0 6 0.001324 0.001431 0.001322
mcs50_m3D_s15_AB02 2 0 0 6 0.003215 0.003346 0.003105
mcs50_m3D_s15_AB03 2 0 0 5 0.001358 0.001854 0.001951
mcs50_m3D_s15_AB04 2 0 0 7 0.002928 0.003050 0.003130
mcs50_m3D_s15_AB05 4 0 0 8 0.002216 0.002339 0.002303
mcs50_m3D_s15_AB06 2 0 0 7 0.001856 0.002082 0.001926
mcs50_m3D_s15_AB07 2 0 0 6 0.002585 0.003309 0.003405
mcs50_m3D_s15_AB08 3 0 0 6 0.003160 0.004151 0.003982
mcs50_m3D_s15_AB09 2 0 0 6 0.002714 0.003406 0.003423
mcs50_m3D_s20_AB00 2 0 0 6 0.001677 0.002523 0.002348
mcs50_m3D_s20_AB01 2 0 0 6 0.001331 0.001932 0.001740
mcs50_m3D_s20_AB02 2 0 0 6 0.001673 0.002319 0.002223
mcs50_m3D_s20_AB03 3 0 0 8 0.002332 0.002996 0.003024
mcs50_m3D_s20_AB04 2 0 0 6 0.002166 0.001902 0.001829
mcs50_m3D_s20_AB05 3 0 0 7 0.001442 0.002061 0.002327
mcs50_m3D_s20_AB06 2 0 0 6 0.001398 0.002181 0.002185
mcs50_m3D_s20_AB07 2 0 0 7 0.001867 0.002286 0.002246
mcs50_m3D_s20_AB08 2 0 0 6 0.001668 0.002368 0.002606
mcs50_m3D_s20_AB09 2 0 0 5 0.002079 0.002040 0.002628
mcs50_m3D_s50_AB00 68 113 143 45 0.627107 0.803910 0.743246
mcs50_m3D_s50_AB01 154 172 269 57 2.580260 2.963939 2.526787
mcs50_m3D_s50_AB02 97 121 217 55 1.636899 2.103245 1.867401
mcs50_m3D_s50_AB03 130 77 172 56 2.967460 3.888371 2.922535
mcs50_m3D_s50_AB04 76 27 52 62 0.523988 1.200364 0.796278
mcs50_m3D_s50_AB05 67 77 89 51 0.896033 1.355234 1.124173
mcs50_m3D_s50_AB06 174 43 75 69 3.101492 4.222882 3.028629
mcs50_m3D_s50_AB07 185 126 226 67 0.859497 1.247544 1.076678
mcs50_m3D_s50_AB08 350 227 358 85 3.785378 2.772326 2.167695
mcs50_m3D_s50_AB09 145 164 289 64 2.280783 2.260782 1.705449
mcs50_m3D_s60_AB00 373 2603 5021 69 40.419086 21.448238 7.548242
mcs50_m3D_s60_AB01 442 760 1397 107 12.616869 6.250214 2.192193
mcs50_m3D_s60_AB02 511 744 1424 95 16.084614 18.398413 5.357080
